date,prosper,prosperity,isPartial
2009-07-25,15,51,False
2009-07-26,33,26,False
2009-07-27,28,50,False
2009-07-28,31,35,False
2009-07-29,14,50,False
2009-07-30,14,60,False
2009-07-31,20,43,False
2009-08-01,19,41,False
2009-08-02,19,41,False
2009-08-03,29,46,False
2009-08-04,14,54,False
2009-08-05,26,57,False
2009-08-06,27,81,False
2009-08-07,10,62,False
2009-08-08,7,55,False
2009-08-09,33,33,False
2009-08-10,31,43,False
2009-08-11,33,45,False
2009-08-12,26,75,False
2009-08-13,29,58,False
2009-08-14,10,62,False
2009-08-15,29,37,False
2009-08-16,41,22,False
2009-08-17,19,75,False
2009-08-18,19,44,False
2009-08-19,24,57,False
2009-08-20,24,73,False
2009-08-21,30,55,False
2009-08-22,14,35,False
2009-08-23,25,39,False
2009-08-24,26,35,False
2009-08-25,30,44,False
2009-08-26,37,56,False
2009-08-27,28,35,False
2009-08-28,25,40,False
2009-08-29,23,37,False
2009-08-30,38,48,False
2009-08-31,45,50,False
2009-09-01,32,43,False
2009-09-02,35,44,False
2009-09-03,32,28,False
2009-09-04,15,28,False
2009-09-05,22,40,False
2009-09-06,19,41,False
2009-09-07,16,37,False
2009-09-08,23,46,False
2009-09-09,15,33,False
2009-09-10,27,83,False
2009-09-11,26,50,False
2009-09-12,17,36,False
2009-09-13,10,39,False
2009-09-14,33,42,False
2009-09-15,26,37,False
2009-09-16,28,55,False
2009-09-17,25,40,False
2009-09-18,24,62,False
2009-09-19,17,40,False
2009-09-20,27,37,False
2009-09-21,15,60,False
2009-09-22,33,68,False
2009-09-23,33,40,False
2009-09-24,29,67,False
2009-09-25,19,79,False
2009-09-26,40,34,False
2009-09-27,7,30,False
2009-09-28,38,49,False
2009-09-29,18,48,False
2009-09-30,50,46,False
2009-10-01,27,56,False
2009-10-02,17,48,False
2009-10-03,30,66,False
2009-10-04,36,43,False
2009-10-05,35,68,False
2009-10-06,20,65,False
2009-10-07,19,65,False
2009-10-08,31,44,False
2009-10-09,21,50,False
2009-10-10,30,44,False
2009-10-11,20,20,False
2009-10-12,23,50,False
2009-10-13,19,34,False
2009-10-14,32,40,False
2009-10-15,15,42,False
2009-10-16,42,49,False
2009-10-17,26,63,False
2009-10-18,33,36,False
2009-10-19,28,56,False
2009-10-20,19,53,False
2009-10-21,34,50,False
2009-10-22,17,42,False
2009-10-23,19,56,False
2009-10-24,23,39,False
2009-10-25,23,32,False
2009-10-26,34,51,False
2009-10-27,13,54,False
2009-10-28,21,61,False
2009-10-29,19,52,False
2009-10-30,26,61,False
2009-10-31,13,23,False
2009-11-01,10,21,False
2009-11-02,37,42,False
2009-11-03,36,46,False
2009-11-04,31,50,False
2009-11-05,26,47,False
2009-11-06,32,47,False
2009-11-07,19,26,False
2009-11-08,13,29,False
2009-11-09,30,44,False
2009-11-10,21,44,False
2009-11-11,15,32,False
2009-11-12,19,43,False
2009-11-13,20,18,False
2009-11-14,19,25,False
2009-11-15,13,41,False
2009-11-16,8,42,False
2009-11-17,33,49,False
2009-11-18,29,50,False
2009-11-19,38,38,False
2009-11-20,34,36,False
2009-11-21,28,28,False
2009-11-22,19,28,False
2009-11-23,23,48,False
2009-11-24,17,41,False
2009-11-25,28,61,False
2009-11-26,17,33,False
2009-11-27,15,18,False
2009-11-28,16,36,False
2009-11-29,47,38,False
2009-11-30,33,51,False
2009-12-01,44,48,False
2009-12-02,27,37,False
2009-12-03,29,56,False
2009-12-04,30,54,False
2009-12-05,21,30,False
2009-12-06,27,31,False
2009-12-07,37,39,False
2009-12-08,24,32,False
2009-12-09,20,65,False
2009-12-10,36,52,False
2009-12-11,20,44,False
2009-12-12,39,45,False
2009-12-13,31,37,False
2009-12-14,29,41,False
2009-12-15,16,47,False
2009-12-16,21,70,False
2009-12-17,22,48,False
2009-12-18,14,64,False
2009-12-19,6,32,False
2009-12-20,33,33,False
2009-12-21,16,33,False
2009-12-22,19,84,False
2009-12-23,28,59,False
2009-12-24,26,41,False
2009-12-25,13,34,False
2009-12-26,22,40,False
2009-12-27,29,29,False
2009-12-28,35,38,False
2009-12-29,27,63,False
2009-12-30,25,62,False
2009-12-31,33,100,False
2010-01-01,34,94,False
2010-01-02,19,83,False
2010-01-03,25,53,False
2010-01-04,33,57,False
2010-01-05,10,60,False
2010-01-06,27,40,False
2010-01-07,36,63,False
2010-01-08,36,71,False
2010-01-09,12,24,False
2010-01-10,27,34,False
2010-01-11,29,29,False
2010-01-12,8,45,False
2010-01-13,20,61,False
2010-01-14,31,62,False
2010-01-15,38,30,False
2010-01-16,33,36,False
2010-01-17,27,37,False
2010-01-18,34,47,False
2010-01-19,38,28,False
2010-01-20,36,42,False
2010-01-21,52,42,False
2010-01-22,25,40,False
2010-01-23,23,41,False
2010-01-24,23,26,False
2010-01-25,36,60,False
2010-01-26,39,65,False
2010-01-27,25,53,False
2010-01-28,24,40,False
2010-01-29,33,38,False
2010-01-30,20,23,False
2010-01-31,29,20,False
2010-02-01,28,47,False
2010-02-02,31,64,False
2010-02-03,23,70,False
2010-02-04,25,53,False
2010-02-05,25,33,False
2010-02-06,25,25,False
2010-02-07,26,34,False
2010-02-08,12,57,False
2010-02-09,21,44,False
2010-02-10,19,52,False
2010-02-11,32,46,False
2010-02-12,23,49,False
2010-02-13,26,52,False
2010-02-14,18,42,False
2010-02-15,34,55,False
2010-02-16,28,50,False
2010-02-17,32,72,False
2010-02-18,30,34,False
2010-02-19,27,36,False
2010-02-20,34,83,False
2010-02-21,35,29,False
2010-02-22,33,43,False
2010-02-23,34,42,False
2010-02-24,27,68,False
2010-02-25,27,57,False
2010-02-26,19,49,False
2010-02-27,33,33,False
2010-02-28,26,34,False
2010-03-01,39,61,False
2010-03-02,31,68,False
2010-03-03,22,45,False
2010-03-04,28,46,False
2010-03-05,21,55,False
2010-03-06,24,33,False
2010-03-07,33,39,False
2010-03-08,42,52,False
2010-03-09,19,39,False
2010-03-10,29,61,False
2010-03-11,28,38,False
2010-03-12,35,68,False
2010-03-13,32,37,False
2010-03-14,29,59,False
2010-03-15,32,60,False
2010-03-16,22,56,False
2010-03-17,31,39,False
2010-03-18,19,54,False
2010-03-19,29,62,False
2010-03-20,24,57,False
2010-03-21,26,44,False
2010-03-22,22,47,False
2010-03-23,33,33,False
2010-03-24,46,46,False
2010-03-25,26,72,False
2010-03-26,23,47,False
2010-03-27,9,51,False
2010-03-28,18,27,False
2010-03-29,20,56,False
2010-03-30,41,70,False
2010-03-31,31,43,False
2010-04-01,13,36,False
2010-04-02,25,50,False
2010-04-03,13,32,False
2010-04-04,27,30,False
2010-04-05,14,47,False
2010-04-06,24,52,False
2010-04-07,26,62,False
2010-04-08,22,36,False
2010-04-09,17,45,False
2010-04-10,27,33,False
2010-04-11,21,54,False
2010-04-12,23,56,False
2010-04-13,17,43,False
2010-04-14,17,66,False
2010-04-15,18,47,False
2010-04-16,21,56,False
2010-04-17,21,39,False
2010-04-18,15,39,False
2010-04-19,18,51,False
2010-04-20,39,49,False
