date,charity,community,compensate,compensation,contribute,isPartial
2008-03-04,4,82,0,5,1,False
2008-03-05,4,83,0,4,1,False
2008-03-06,4,75,0,5,1,False
2008-03-07,4,72,0,4,1,False
2008-03-08,3,56,0,2,0,False
2008-03-09,4,58,0,3,0,False
2008-03-10,4,81,0,4,1,False
2008-03-11,3,79,0,5,1,False
2008-03-12,4,83,0,4,1,False
2008-03-13,4,76,0,4,1,False
2008-03-14,3,71,0,4,1,False
2008-03-15,3,57,0,2,1,False
2008-03-16,4,55,0,3,0,False
2008-03-17,4,78,0,4,1,False
2008-03-18,4,80,0,5,1,False
2008-03-19,5,76,0,5,1,False
2008-03-20,4,79,0,4,1,False
2008-03-21,3,69,0,4,1,False
2008-03-22,4,55,0,3,1,False
2008-03-23,4,58,0,3,1,False
2008-03-24,3,88,0,5,1,False
2008-03-25,3,84,0,5,1,False
2008-03-26,4,79,0,5,1,False
2008-03-27,4,79,0,4,1,False
2008-03-28,4,71,0,4,1,False
2008-03-29,4,57,0,2,1,False
2008-03-30,4,61,0,2,1,False
2008-03-31,4,87,0,4,1,False
2008-04-01,4,85,0,5,1,False
2008-04-02,4,83,0,5,1,False
2008-04-03,4,76,0,6,1,False
2008-04-04,3,76,0,4,1,False
2008-04-05,4,55,0,2,0,False
2008-04-06,5,60,0,3,1,False
2008-04-07,4,86,0,5,1,False
2008-04-08,4,83,0,5,1,False
2008-04-09,4,82,0,4,1,False
2008-04-10,4,76,0,5,1,False
2008-04-11,4,74,0,4,1,False
2008-04-12,4,54,0,2,1,False
2008-04-13,4,61,0,2,1,False
2008-04-14,5,87,0,5,1,False
2008-04-15,4,82,0,4,1,False
2008-04-16,5,79,0,5,1,False
2008-04-17,5,81,0,5,1,False
2008-04-18,4,73,0,4,1,False
2008-04-19,3,56,0,2,0,False
2008-04-20,3,58,0,2,1,False
2008-04-21,5,85,0,4,1,False
2008-04-22,4,78,0,5,1,False
2008-04-23,4,79,0,4,1,False
2008-04-24,3,79,0,5,1,False
2008-04-25,4,72,0,4,1,False
2008-04-26,3,61,0,2,0,False
2008-04-27,4,58,0,3,1,False
2008-04-28,4,83,0,5,1,False
2008-04-29,4,87,0,5,1,False
2008-04-30,3,82,0,4,1,False
2008-05-01,4,82,0,4,0,False
2008-05-02,3,77,0,4,0,False
2008-05-03,4,59,0,2,1,False
2008-05-04,4,59,0,2,1,False
2008-05-05,4,89,0,4,1,False
2008-05-06,4,82,0,4,1,False
2008-05-07,4,80,0,4,1,False
2008-05-08,4,82,0,3,1,False
2008-05-09,3,74,0,4,1,False
2008-05-10,3,53,0,3,0,False
2008-05-11,3,53,0,2,1,False
2008-05-12,4,86,0,5,1,False
2008-05-13,5,84,0,4,1,False
2008-05-14,4,85,0,4,1,False
2008-05-15,5,79,0,4,1,False
2008-05-16,4,75,0,3,0,False
2008-05-17,3,54,0,2,0,False
2008-05-18,4,58,0,2,1,False
2008-05-19,3,87,0,4,1,False
2008-05-20,4,85,0,5,1,False
2008-05-21,4,81,0,5,1,False
2008-05-22,3,74,0,4,1,False
2008-05-23,4,70,0,3,0,False
2008-05-24,2,49,0,2,0,False
2008-05-25,3,47,0,1,0,False
2008-05-26,3,57,0,2,1,False
2008-05-27,3,85,0,4,0,False
2008-05-28,4,83,0,4,1,False
2008-05-29,4,78,0,4,1,False
2008-05-30,3,71,0,4,1,False
2008-05-31,3,54,0,2,0,False
2008-06-01,3,53,0,2,0,False
2008-06-02,4,87,0,4,1,False
2008-06-03,4,79,0,4,1,False
2008-06-04,4,76,0,4,1,False
2008-06-05,4,72,0,5,0,False
2008-06-06,3,69,0,4,0,False
