date,warfare,waste,bankrupt,bankruptcy,beggar,isPartial
2009-07-25,7,4,0,5,0,False
2009-07-26,5,4,1,6,0,False
2009-07-27,5,7,1,9,0,False
2009-07-28,8,7,1,11,0,False
2009-07-29,7,6,1,10,0,False
2009-07-30,7,7,1,9,0,False
2009-07-31,7,7,1,8,0,False
2009-08-01,8,6,0,5,0,False
2009-08-02,8,4,1,6,0,False
2009-08-03,6,8,1,9,0,False
2009-08-04,6,7,1,9,0,False
2009-08-05,6,8,1,8,0,False
2009-08-06,5,8,1,10,0,False
2009-08-07,6,6,1,9,0,False
2009-08-08,6,5,1,5,0,False
2009-08-09,7,4,1,5,0,False
2009-08-10,6,7,1,9,0,False
2009-08-11,5,8,1,9,0,False
2009-08-12,5,6,1,9,0,False
2009-08-13,6,7,1,9,0,False
2009-08-14,6,7,1,8,0,False
2009-08-15,7,4,1,5,0,False
2009-08-16,7,5,1,5,0,False
2009-08-17,6,7,1,10,0,False
2009-08-18,6,7,1,11,0,False
2009-08-19,5,7,1,9,0,False
2009-08-20,5,7,1,8,0,False
2009-08-21,5,8,1,8,0,False
2009-08-22,7,5,1,5,0,False
2009-08-23,7,5,1,5,0,False
2009-08-24,6,7,1,9,0,False
2009-08-25,5,7,1,10,0,False
2009-08-26,5,7,1,9,0,False
2009-08-27,5,7,1,9,0,False
2009-08-28,6,6,1,9,0,False
2009-08-29,7,5,0,5,0,False
2009-08-30,7,5,0,5,0,False
2009-08-31,5,7,1,9,0,False
2009-09-01,6,7,1,10,0,False
2009-09-02,7,7,1,9,0,False
2009-09-03,6,8,1,8,0,False
2009-09-04,7,6,1,8,0,False
2009-09-05,7,5,1,4,0,False
2009-09-06,10,5,0,4,0,False
2009-09-07,8,8,1,4,0,False
2009-09-08,6,9,1,10,0,False
2009-09-09,5,8,0,9,0,False
2009-09-10,5,8,1,8,0,False
2009-09-11,5,7,1,8,0,False
2009-09-12,6,5,0,5,0,False
2009-09-13,8,4,0,5,0,False
2009-09-14,5,8,1,8,0,False
2009-09-15,6,9,0,8,0,False
2009-09-16,9,7,1,9,0,False
2009-09-17,8,8,1,8,0,False
2009-09-18,8,7,1,8,0,False
2009-09-19,10,5,1,5,0,False
2009-09-20,11,4,1,5,0,False
2009-09-21,7,7,1,8,0,False
2009-09-22,7,8,1,12,0,False
2009-09-23,6,7,1,10,0,False
2009-09-24,6,8,1,8,0,False
2009-09-25,7,8,1,8,0,False
2009-09-26,9,5,1,5,0,False
2009-09-27,9,4,0,4,0,False
2009-09-28,8,8,1,9,0,False
2009-09-29,7,7,1,9,0,False
2009-09-30,7,8,1,9,0,False
2009-10-01,6,8,1,9,0,False
2009-10-02,7,8,1,9,0,False
2009-10-03,10,4,1,5,0,False
2009-10-04,12,5,1,4,0,False
2009-10-05,12,8,1,8,0,False
2009-10-06,10,8,1,9,0,False
2009-10-07,9,8,1,8,0,False
2009-10-08,9,7,1,10,0,False
2009-10-09,10,6,1,7,0,False
2009-10-10,10,5,0,5,0,False
2009-10-11,11,5,0,4,0,False
2009-10-12,9,9,1,9,0,False
2009-10-13,7,8,0,10,0,False
