date,unprofitable,vagabond,vagrant,abundance,accrue,isPartial
2013-01-15,0,14,23,53,9,False
2013-01-16,2,28,20,69,14,False
2013-01-17,0,50,14,47,14,False
2013-01-18,2,44,23,35,12,False
2013-01-19,0,40,10,40,2,False
2013-01-20,0,34,13,29,10,False
2013-01-21,0,36,24,38,3,False
2013-01-22,0,29,9,38,14,False
2013-01-23,2,37,17,56,11,False
2013-01-24,3,39,23,43,19,False
2013-01-25,0,33,22,35,5,False
2013-01-26,2,35,17,28,13,False
2013-01-27,0,35,17,45,6,False
2013-01-28,3,40,32,44,12,False
2013-01-29,2,44,27,60,27,False
2013-01-30,0,44,21,70,14,False
2013-01-31,2,31,14,52,14,False
2013-02-01,2,38,27,40,24,False
2013-02-02,0,43,22,30,9,False
2013-02-03,4,42,13,31,7,False
2013-02-04,0,46,18,63,22,False
2013-02-05,0,21,26,50,9,False
2013-02-06,0,34,23,47,12,False
2013-02-07,2,23,25,48,14,False
2013-02-08,2,45,16,30,16,False
2013-02-09,4,39,33,20,4,False
2013-02-10,0,41,13,47,2,False
2013-02-11,0,40,28,54,9,False
2013-02-12,0,37,18,57,16,False
2013-02-13,2,20,29,59,20,False
2013-02-14,0,35,27,50,9,False
2013-02-15,0,49,20,38,10,False
2013-02-16,0,76,22,32,4,False
2013-02-17,2,46,10,21,8,False
2013-02-18,0,52,22,39,8,False
2013-02-19,0,24,18,36,9,False
2013-02-20,0,47,17,53,18,False
2013-02-21,0,25,22,48,6,False
2013-02-22,5,38,19,39,12,False
2013-02-23,0,42,18,29,9,False
2013-02-24,0,27,22,44,5,False
2013-02-25,1,21,18,31,10,False
2013-02-26,0,39,33,49,4,False
2013-02-27,0,35,20,47,9,False
2013-02-28,0,35,21,64,8,False
2013-03-01,2,34,30,42,11,False
2013-03-02,0,35,29,33,4,False
2013-03-03,0,37,18,31,2,False
2013-03-04,2,34,29,42,18,False
2013-03-05,2,41,21,57,20,False
2013-03-06,1,34,15,46,10,False
2013-03-07,2,35,32,46,17,False
2013-03-08,0,58,28,45,9,False
2013-03-09,0,41,8,15,2,False
2013-03-10,0,22,26,45,6,False
2013-03-11,0,35,26,38,14,False
2013-03-12,0,28,24,43,12,False
2013-03-13,0,29,12,38,6,False
2013-03-14,2,39,23,43,11,False
2013-03-15,0,47,34,50,8,False
2013-03-16,0,35,19,33,6,False
2013-03-17,0,38,13,32,7,False
2013-03-18,0,47,23,40,11,False
2013-03-19,0,33,48,39,9,False
2013-03-20,2,35,36,29,9,False
2013-03-21,0,23,28,46,14,False
2013-03-22,2,58,22,38,13,False
2013-03-23,0,40,32,15,6,False
2013-03-24,4,37,11,52,2,False
2013-03-25,0,34,18,41,7,False
2013-03-26,0,42,23,40,9,False
2013-03-27,2,45,20,59,19,False
2013-03-28,0,37,27,37,14,False
2013-03-29,3,39,29,22,12,False
