date,unprofitable,vagabond,vagrant,abundance,accrue,isPartial
2013-03-30,2,35,33,22,6,False
2013-03-31,2,52,32,26,2,False
2013-04-01,2,35,22,34,9,False
2013-04-02,3,41,18,33,14,False
2013-04-03,0,34,29,49,11,False
2013-04-04,2,42,23,40,5,False
2013-04-05,0,35,26,27,18,False
2013-04-06,0,45,17,31,8,False
2013-04-07,0,47,23,32,8,False
2013-04-08,3,33,24,44,15,False
2013-04-09,3,30,26,52,11,False
2013-04-10,2,50,27,41,17,False
2013-04-11,2,32,20,32,11,False
2013-04-12,0,33,24,47,8,False
2013-04-13,0,38,23,23,15,False
2013-04-14,2,40,26,40,4,False
2013-04-15,1,19,25,44,21,False
2013-04-16,1,40,22,42,10,False
2013-04-17,2,41,41,49,11,False
2013-04-18,3,32,30,29,12,False
2013-04-19,2,42,31,47,6,False
2013-04-20,2,31,27,25,2,False
2013-04-21,0,50,35,27,4,False
2013-04-22,0,54,23,42,17,False
2013-04-23,0,42,35,44,6,False
2013-04-24,0,40,9,46,15,False
2013-04-25,2,41,26,50,11,False
2013-04-26,0,32,19,44,6,False
2013-04-27,2,37,16,33,2,False
2013-04-28,0,36,19,46,10,False
2013-04-29,3,32,29,53,17,False
2013-04-30,2,20,29,49,18,False
2013-05-01,2,17,28,45,11,False
2013-05-02,0,43,43,49,11,False
2013-05-03,0,42,42,42,10,False
2013-05-04,0,47,31,29,0,False
2013-05-05,0,37,21,41,14,False
2013-05-06,0,48,15,40,11,False
2013-05-07,2,49,35,59,11,False
2013-05-08,0,32,33,45,6,False
2013-05-09,0,33,40,45,6,False
2013-05-10,2,34,35,39,10,False
2013-05-11,0,44,21,27,4,False
2013-05-12,0,40,10,24,12,False
2013-05-13,0,20,20,39,8,False
2013-05-14,2,34,25,62,17,False
2013-05-15,0,33,36,37,11,False
2013-05-16,2,46,20,55,5,False
2013-05-17,2,41,34,30,3,False
2013-05-18,0,44,22,22,4,False
2013-05-19,0,41,25,25,4,False
2013-05-20,0,46,23,46,8,False
2013-05-21,0,33,29,33,14,False
2013-05-22,0,34,26,60,8,False
2013-05-23,2,39,20,26,12,False
2013-05-24,0,40,38,43,8,False
2013-05-25,0,52,14,38,6,False
2013-05-26,2,51,8,38,6,False
2013-05-27,2,35,17,41,8,False
2013-05-28,0,23,20,42,9,False
2013-05-29,2,49,29,35,15,False
2013-05-30,0,38,27,31,17,False
2013-05-31,0,42,23,38,10,False
2013-06-01,0,49,35,26,2,False
2013-06-02,0,51,16,24,12,False
2013-06-03,0,25,22,38,17,False
2013-06-04,0,31,22,52,14,False
2013-06-05,0,46,22,38,19,False
2013-06-06,2,46,31,41,8,False
2013-06-07,2,41,20,36,23,False
2013-06-08,0,49,18,34,2,False
2013-06-09,0,44,20,38,8,False
2013-06-10,0,34,31,37,11,False
2013-06-11,0,35,40,40,9,False
2013-06-12,2,22,25,38,11,False
2013-06-13,3,38,24,17,14,False
2013-06-14,2,41,35,38,12,False
2013-06-15,4,51,10,37,6,False
2013-06-16,0,53,18,45,6,False
2013-06-17,0,35,30,43,6,False
2013-06-18,0,42,38,23,20,False
2013-06-19,0,36,31,33,6,False
2013-06-20,2,42,26,18,16,False
2013-06-21,0,36,21,30,13,False
2013-06-22,0,42,26,43,6,False
2013-06-23,2,34,24,50,0,False
2013-06-24,2,41,32,25,14,False
2013-06-25,0,25,31,24,11,False
2013-06-26,0,36,33,36,6,False
2013-06-27,0,37,32,27,18,False
2013-06-28,2,47,32,25,7,False
2013-06-29,0,69,24,26,6,False
2013-06-30,4,50,20,48,0,False
2013-07-01,2,49,35,32,3,False
2013-07-02,0,51,45,27,14,False
2013-07-03,0,50,24,32,8,False
2013-07-04,0,38,32,26,0,False
2013-07-05,0,45,41,30,8,False
2013-07-06,0,38,22,28,0,False
2013-07-07,0,65,35,22,2,False
2013-07-08,0,37,23,33,12,False
2013-07-09,0,33,30,31,13,False
2013-07-10,2,33,33,27,16,False
2013-07-11,0,34,21,26,11,False
2013-07-12,0,46,26,31,5,False
2013-07-13,2,42,10,17,2,False
2013-07-14,2,40,13,19,8,False
2013-07-15,2,42,34,30,16,False
2013-07-16,2,49,30,39,8,False
2013-07-17,2,37,37,42,12,False
2013-07-18,0,50,34,37,10,False
2013-07-19,0,46,26,28,8,False
2013-07-20,0,47,23,18,10,False
2013-07-21,2,49,22,47,2,False
2013-07-22,2,28,34,34,6,False
2013-07-23,0,40,23,34,14,False
2013-07-24,0,41,33,34,6,False
2013-07-25,2,29,37,39,8,False
2013-07-26,0,48,36,25,11,False
2013-07-27,0,50,22,24,2,False
2013-07-28,0,65,32,32,6,False
2013-07-29,2,49,17,23,11,False
2013-07-30,0,49,29,40,9,False
2013-07-31,2,36,20,39,11,False
2013-08-01,0,50,16,52,9,False
2013-08-02,0,24,46,31,8,False
2013-08-03,2,46,17,13,8,False
2013-08-04,0,42,10,58,6,False
2013-08-05,2,42,30,33,5,False
2013-08-06,0,45,20,43,19,False
2013-08-07,2,47,31,33,14,False
2013-08-08,2,41,22,45,6,False
2013-08-09,0,47,24,34,6,False
2013-08-10,0,51,14,21,8,False
2013-08-11,0,42,18,32,2,False
2013-08-12,0,56,27,34,8,False
2013-08-13,0,45,25,37,11,False
2013-08-14,0,63,25,30,13,False
2013-08-15,2,49,17,38,11,False
2013-08-16,3,51,26,38,5,False
2013-08-17,0,47,21,27,2,False
2013-08-18,0,45,31,25,2,False
2013-08-19,0,43,28,43,9,False
2013-08-20,0,33,22,41,9,False
2013-08-21,0,28,34,43,11,False
2013-08-22,0,36,28,38,13,False
2013-08-23,0,36,33,39,10,False
2013-08-24,0,35,29,15,8,False
2013-08-25,2,42,17,44,6,False
2013-08-26,2,32,18,44,14,False
2013-08-27,2,46,32,32,12,False
2013-08-28,2,42,26,67,12,False
2013-08-29,0,50,37,36,12,False
2013-08-30,0,56,35,61,6,False
2013-08-31,2,32,22,43,7,False
2013-09-01,2,40,25,42,6,False
2013-09-02,2,40,27,38,5,False
2013-09-03,0,31,30,84,9,False
2013-09-04,0,39,36,80,11,False
2013-09-05,0,29,26,68,14,False
2013-09-06,0,41,30,66,16,False
2013-09-07,0,50,20,44,6,False
2013-09-08,4,47,27,72,7,False
2013-09-09,0,34,36,91,13,False
2013-09-10,1,37,34,54,13,False
2013-09-11,3,42,31,100,9,False
2013-09-12,0,53,26,73,24,False
2013-09-13,2,32,46,80,8,False
2013-09-14,0,48,17,41,4,False
2013-09-15,2,37,9,69,0,False
2013-09-16,0,44,21,80,15,False
2013-09-17,0,41,32,72,16,False
2013-09-18,0,38,35,68,13,False
2013-09-19,0,34,33,77,18,False
2013-09-20,0,47,27,58,14,False
2013-09-21,0,50,20,48,7,False
2013-09-22,0,40,15,53,4,False
2013-09-23,2,33,42,68,9,False
2013-09-24,2,45,41,67,17,False
2013-09-25,0,35,30,87,8,False
2013-09-26,0,41,34,69,11,False
2013-09-27,2,32,31,63,14,False
2013-09-28,4,49,25,37,4,False
2013-09-29,2,43,13,34,7,False
2013-09-30,3,41,39,64,11,False
2013-10-01,1,35,28,71,22,False
2013-10-02,0,51,28,62,13,False
2013-10-03,1,39,39,72,6,False
2013-10-04,3,31,37,68,14,False
2013-10-05,0,32,21,36,6,False
2013-10-06,0,49,18,59,4,False
2013-10-07,0,46,40,59,15,False
2013-10-08,0,42,46,72,10,False
2013-10-09,3,36,29,58,17,False
2013-10-10,2,28,25,94,15,False
2013-10-11,2,16,40,56,9,False
