date,warfare,waste,bankrupt,bankruptcy,beggar,isPartial
2005-02-23,18,53,8,60,1,False
2005-02-24,13,47,6,70,0,False
2005-02-25,19,46,3,43,0,False
2005-02-26,12,44,8,24,0,False
2005-02-27,13,44,0,24,0,False
2005-02-28,12,52,4,53,1,False
2005-03-01,15,45,6,59,2,False
2005-03-02,17,43,3,74,0,False
2005-03-03,10,59,4,69,0,False
2005-03-04,18,43,5,52,0,False
2005-03-05,6,36,5,45,0,False
2005-03-06,12,38,8,29,2,False
2005-03-07,10,47,3,52,0,False
2005-03-08,16,52,3,73,1,False
2005-03-09,19,53,7,96,0,False
2005-03-10,18,49,5,91,0,False
2005-03-11,17,53,9,99,0,False
2005-03-12,13,41,6,58,0,False
2005-03-13,16,32,3,53,0,False
2005-03-14,13,48,5,71,1,False
2005-03-15,12,45,6,64,0,False
2005-03-16,17,38,2,62,1,False
2005-03-17,15,38,5,69,0,False
2005-03-18,11,46,4,56,0,False
2005-03-19,7,42,6,37,1,False
2005-03-20,8,26,3,37,0,False
2005-03-21,16,48,2,57,0,False
2005-03-22,25,44,1,48,0,False
2005-03-23,16,49,6,59,0,False
2005-03-24,10,51,3,61,0,False
2005-03-25,10,43,1,52,0,False
2005-03-26,9,21,3,43,0,False
2005-03-27,14,35,6,33,0,False
2005-03-28,17,56,2,53,0,False
2005-03-29,13,46,6,60,0,False
2005-03-30,13,49,4,63,1,False
2005-03-31,16,61,11,56,2,False
2005-04-01,4,58,2,44,0,False
2005-04-02,12,49,1,30,0,False
2005-04-03,13,31,0,31,0,False
2005-04-04,30,41,0,15,0,False
2005-04-05,0,0,0,0,0,True
2005-04-06,16,81,5,46,0,False
2005-04-07,19,47,1,64,0,False
2005-04-08,15,45,3,48,0,False
2005-04-09,10,40,3,35,0,False
2005-04-10,13,38,5,34,2,False
2005-04-11,14,70,6,58,2,False
2005-04-12,10,64,3,57,2,False
2005-04-13,21,66,3,65,0,False
2005-04-14,11,45,1,84,1,False
2005-04-15,9,55,3,100,0,False
2005-04-16,11,38,2,57,2,False
2005-04-17,5,35,8,52,0,False
2005-04-18,18,54,3,66,0,False
2005-04-19,14,56,3,77,0,False
2005-04-20,14,52,2,78,0,False
2005-04-21,11,76,3,76,0,False
2005-04-22,19,66,1,53,1,False
2005-04-23,4,43,4,49,0,False
2005-04-24,14,37,4,43,0,False
2005-04-25,15,66,3,72,1,False
2005-04-26,24,53,4,56,0,False
2005-04-27,14,50,7,57,0,False
2005-04-28,19,65,3,50,1,False
2005-04-29,16,61,1,50,2,False
2005-04-30,11,45,3,37,1,False
2005-05-01,14,34,4,39,1,False
2005-05-02,20,64,3,62,0,False
2005-05-03,15,50,5,44,1,False
2005-05-04,17,63,3,51,1,False
2005-05-05,19,51,3,53,0,False
2005-05-06,18,54,3,55,1,False
2005-05-07,8,55,3,27,0,False
2005-05-08,14,35,3,29,3,False
2005-05-09,15,63,4,59,1,False
2005-05-10,13,53,5,56,1,False
2005-05-11,13,54,2,49,1,False
2005-05-12,15,65,10,53,1,False
2005-05-13,18,69,3,48,0,False
2005-05-14,5,34,6,41,0,False
2005-05-15,10,47,3,19,0,False
2005-05-16,10,62,5,57,0,False
2005-05-17,15,64,7,65,0,False
2005-05-18,17,56,4,56,0,False
2005-05-19,11,65,4,59,0,False
2005-05-20,12,51,3,55,0,False
2005-05-21,9,48,2,22,0,False
2005-05-22,6,56,0,32,0,False
2005-05-23,13,59,3,60,1,False
2005-05-24,24,58,4,67,1,False
2005-05-25,11,66,3,51,1,False
2005-05-26,12,57,3,54,1,False
2005-05-27,9,46,2,50,1,False
2005-05-28,10,44,5,21,0,False
2005-05-29,7,48,3,22,0,False
2005-05-30,10,55,3,21,0,False
2005-05-31,11,75,7,60,0,False
2005-06-01,9,69,3,47,0,False
2005-06-02,12,54,6,53,0,False
2005-06-03,15,55,4,50,0,False
2005-06-04,10,48,3,46,0,False
2005-06-05,8,51,2,29,0,False
2005-06-06,10,62,1,52,0,False
2005-06-07,11,54,4,53,0,False
