date,aristocracy,aristocrat,aristocratic,associate,backer,isPartial
2015-10-28,4,4,2,88,4,False
2015-10-29,3,6,1,82,7,False
2015-10-30,3,6,1,67,3,False
2015-10-31,0,2,0,43,5,False
2015-11-01,2,2,0,54,3,False
2015-11-02,5,5,2,83,7,False
2015-11-03,3,3,1,93,5,False
2015-11-04,6,3,3,79,8,False
2015-11-05,3,3,2,82,5,False
2015-11-06,2,3,1,67,6,False
2015-11-07,2,2,1,56,6,False
2015-11-08,3,4,1,59,5,False
2015-11-09,6,4,1,79,7,False
2015-11-10,5,4,2,87,6,False
2015-11-11,3,3,2,80,5,False
2015-11-12,4,4,1,89,6,False
2015-11-13,5,4,1,84,6,False
2015-11-14,2,2,1,50,6,False
2015-11-15,2,3,0,66,4,False
2015-11-16,4,5,2,76,7,False
2015-11-17,6,5,6,86,6,False
2015-11-18,4,6,2,84,8,False
2015-11-19,7,7,1,79,7,False
2015-11-20,6,4,2,74,4,False
2015-11-21,2,2,1,56,4,False
2015-11-22,2,4,1,46,8,False
2015-11-23,3,3,1,68,5,False
2015-11-24,4,2,1,73,5,False
2015-11-25,2,4,0,69,6,False
2015-11-26,1,4,0,35,7,False
2015-11-27,2,3,1,48,4,False
2015-11-28,1,3,0,48,6,False
2015-11-29,4,4,0,63,4,False
2015-11-30,4,4,2,70,4,False
2015-12-01,4,6,2,83,5,False
2015-12-02,4,3,2,83,7,False
2015-12-03,5,3,1,82,7,False
2015-12-04,5,4,2,73,6,False
2015-12-05,2,3,1,47,3,False
2015-12-06,1,2,1,60,5,False
2015-12-07,3,4,1,72,6,False
2015-12-08,4,3,0,84,7,False
2015-12-09,6,5,1,73,6,False
2015-12-10,3,2,2,77,5,False
2015-12-11,4,6,1,74,5,False
2015-12-12,2,2,1,50,5,False
2015-12-13,2,3,0,60,9,False
2015-12-14,4,4,2,78,6,False
2015-12-15,5,3,1,73,5,False
2015-12-16,5,3,2,76,7,False
2015-12-17,4,6,1,78,8,False
2015-12-18,2,4,2,68,6,False
2015-12-19,1,4,0,48,7,False
2015-12-20,1,1,1,44,7,False
2015-12-21,1,3,0,64,5,False
2015-12-22,2,2,0,61,5,False
2015-12-23,2,3,0,66,3,False
2015-12-24,1,2,0,42,5,False
2015-12-25,1,5,1,38,4,False
2015-12-26,2,1,1,48,4,False
2015-12-27,1,2,0,44,5,False
2015-12-28,3,4,2,68,4,False
2015-12-29,0,3,0,62,5,False
2015-12-30,2,3,2,70,5,False
2015-12-31,1,3,0,62,7,False
2016-01-01,1,4,0,40,6,False
2016-01-02,1,4,1,49,4,False
2016-01-03,3,3,1,52,8,False
2016-01-04,6,6,2,80,4,False
