date,blackmail,bribe,bum,commoner,corrupt,isPartial
2016-07-08,19,10,59,1,48,False
2016-07-09,22,9,75,2,28,False
2016-07-10,23,7,60,1,21,False
2016-07-11,21,7,65,0,30,False
2016-07-12,23,7,61,1,26,False
2016-07-13,16,6,57,1,38,False
2016-07-14,18,8,57,1,32,False
2016-07-15,19,7,52,1,31,False
2016-07-16,22,4,73,2,21,False
2016-07-17,24,4,80,1,30,False
2016-07-18,20,6,66,2,36,False
2016-07-19,19,7,65,1,39,False
2016-07-20,23,6,64,2,27,False
2016-07-21,26,8,71,1,37,False
2016-07-22,19,6,58,3,31,False
2016-07-23,12,3,71,2,36,False
2016-07-24,19,4,77,1,40,False
2016-07-25,21,10,62,2,44,False
2016-07-26,18,7,61,2,46,False
2016-07-27,26,11,60,1,47,False
2016-07-28,21,9,58,2,47,False
2016-07-29,17,5,58,1,49,False
2016-07-30,20,6,65,1,24,False
2016-07-31,16,5,58,1,24,False
2016-08-01,21,7,52,2,38,False
2016-08-02,20,9,54,1,41,False
2016-08-03,20,11,59,1,33,False
2016-08-04,23,6,60,1,37,False
2016-08-05,14,7,58,2,36,False
2016-08-06,22,6,62,0,27,False
2016-08-07,19,7,48,2,30,False
2016-08-08,19,6,47,2,33,False
2016-08-09,19,7,59,2,36,False
2016-08-10,14,8,55,0,34,False
2016-08-11,16,6,58,1,25,False
2016-08-12,19,3,64,1,30,False
2016-08-13,18,6,64,2,31,False
2016-08-14,20,3,69,1,34,False
2016-08-15,11,9,48,2,31,False
2016-08-16,21,10,57,1,37,False
2016-08-17,17,9,59,0,34,False
2016-08-18,18,10,68,1,36,False
2016-08-19,12,11,74,3,29,False
2016-08-20,11,3,53,2,22,False
2016-08-21,19,6,60,1,25,False
2016-08-22,25,10,50,2,35,False
2016-08-23,16,11,58,1,35,False
2016-08-24,14,6,54,3,33,False
2016-08-25,22,10,56,1,26,False
2016-08-26,18,8,54,2,34,False
2016-08-27,19,6,64,4,32,False
2016-08-28,24,7,59,2,30,False
2016-08-29,14,5,56,2,29,False
2016-08-30,22,6,49,0,28,False
2016-08-31,16,10,50,2,31,False
2016-09-01,20,8,55,2,46,False
2016-09-02,17,11,47,2,28,False
2016-09-03,19,3,63,1,19,False
2016-09-04,20,6,61,3,27,False
2016-09-05,23,4,63,1,28,False
2016-09-06,27,10,46,1,32,False
2016-09-07,18,10,53,2,38,False
2016-09-08,21,10,51,2,44,False
2016-09-09,18,5,46,1,32,False
2016-09-10,19,5,54,1,31,False
2016-09-11,20,4,62,3,26,False
2016-09-12,21,7,50,2,36,False
2016-09-13,15,9,44,2,33,False
2016-09-14,17,14,47,1,32,False
2016-09-15,19,8,54,1,40,False
2016-09-16,19,8,59,1,34,False
2016-09-17,20,6,55,3,26,False
2016-09-18,23,6,58,3,24,False
2016-09-19,27,7,47,1,32,False
2016-09-20,17,8,42,1,42,False
2016-09-21,22,10,52,1,40,False
2016-09-22,20,8,53,3,49,False
2016-09-23,22,7,43,1,28,False
2016-09-24,24,8,62,1,26,False
2016-09-25,21,6,53,1,31,False
2016-09-26,18,7,59,3,36,False
2016-09-27,19,14,52,3,43,False
2016-09-28,16,5,44,1,44,False
2016-09-29,17,7,55,1,41,False
2016-09-30,20,9,65,1,51,False
2016-10-01,18,4,58,3,30,False
2016-10-02,23,7,57,3,33,False
2016-10-03,22,5,53,2,34,False
2016-10-04,18,9,42,3,40,False
2016-10-05,20,10,49,0,34,False
2016-10-06,19,8,53,2,45,False
2016-10-07,19,8,63,1,37,False
2016-10-08,18,6,59,3,24,False
2016-10-09,20,3,53,3,33,False
2016-10-10,18,7,53,2,34,False
2016-10-11,11,10,52,1,49,False
2016-10-12,19,9,56,1,52,False
2016-10-13,20,10,52,1,45,False
2016-10-14,17,11,48,2,36,False
2016-10-15,23,7,64,0,32,False
2016-10-16,23,7,55,1,41,False
2016-10-17,21,9,49,2,43,False
2016-10-18,20,10,65,4,60,False
2016-10-19,20,9,50,2,44,False
2016-10-20,17,8,47,4,59,False
2016-10-21,19,9,55,3,57,False
2016-10-22,19,2,56,2,34,False
2016-10-23,25,9,55,3,46,False
2016-10-24,18,10,52,0,55,False
2016-10-25,21,7,59,3,50,False
2016-10-26,17,6,48,2,46,False
2016-10-27,20,11,48,2,53,False
2016-10-28,20,13,57,1,56,False
2016-10-29,16,9,54,3,53,False
2016-10-30,18,6,57,2,57,False
2016-10-31,19,12,54,1,48,False
2016-11-01,13,10,46,2,51,False
2016-11-02,25,6,44,2,58,False
2016-11-03,18,9,53,1,57,False
2016-11-04,19,11,53,4,63,False
2016-11-05,23,7,60,2,44,False
2016-11-06,19,4,47,1,58,False
2016-11-07,21,9,54,1,70,False
2016-11-08,22,8,46,2,70,False
2016-11-09,12,5,43,1,62,False
2016-11-10,13,11,45,1,66,False
2016-11-11,22,10,52,1,51,False
2016-11-12,17,8,49,3,32,False
2016-11-13,24,3,52,3,30,False
2016-11-14,23,10,47,2,39,False
2016-11-15,23,8,52,1,48,False
2016-11-16,20,12,50,2,46,False
2016-11-17,24,10,51,1,47,False
2016-11-18,26,10,56,2,46,False
2016-11-19,14,6,57,1,35,False
2016-11-20,19,3,62,3,34,False
2016-11-21,14,8,48,1,38,False
2016-11-22,22,8,53,0,46,False
2016-11-23,19,7,54,1,32,False
2016-11-24,22,3,45,2,24,False
2016-11-25,16,7,54,3,19,False
2016-11-26,19,7,58,2,25,False
2016-11-27,21,3,55,1,30,False
2016-11-28,19,7,52,2,38,False
2016-11-29,16,6,42,2,41,False
2016-11-30,24,8,54,2,46,False
2016-12-01,13,9,48,2,37,False
2016-12-02,19,5,52,1,33,False
2016-12-03,19,6,63,3,25,False
2016-12-04,26,4,58,4,30,False
2016-12-05,17,10,56,2,37,False
2016-12-06,25,11,49,2,39,False
2016-12-07,18,6,59,3,39,False
2016-12-08,19,7,64,1,40,False
2016-12-09,15,9,52,3,47,False
2016-12-10,21,4,52,3,23,False
2016-12-11,17,8,64,3,32,False
2016-12-12,18,5,54,2,40,False
2016-12-13,23,12,52,4,43,False
2016-12-14,21,5,53,2,35,False
2016-12-15,17,12,55,3,44,False
2016-12-16,22,8,50,2,33,False
2016-12-17,21,10,64,3,28,False
2016-12-18,23,10,53,2,33,False
2016-12-19,23,10,53,2,32,False
2016-12-20,25,11,60,3,31,False
2016-12-21,23,4,56,2,35,False
2016-12-22,18,6,62,0,26,False
2016-12-23,21,9,55,3,25,False
2016-12-24,21,3,63,2,24,False
2016-12-25,26,3,69,1,21,False
2016-12-26,21,3,66,2,24,False
2016-12-27,18,5,61,2,32,False
2016-12-28,20,10,51,1,35,False
2016-12-29,19,10,66,1,27,False
2016-12-30,21,7,57,1,25,False
2016-12-31,19,8,53,2,20,False
2017-01-01,13,2,66,2,28,False
2017-01-02,25,4,68,1,20,False
2017-01-03,15,9,56,2,43,False
2017-01-04,17,6,61,3,31,False
2017-01-05,13,5,55,2,31,False
2017-01-06,19,6,53,0,31,False
2017-01-07,21,4,60,3,28,False
2017-01-08,19,3,60,1,26,False
2017-01-09,15,4,51,3,27,False
2017-01-10,21,7,56,1,41,False
2017-01-11,100,11,57,2,37,False
2017-01-12,38,11,53,3,38,False
2017-01-13,33,11,57,2,28,False
2017-01-14,29,7,65,1,25,False
2017-01-15,19,8,69,2,28,False
2017-01-16,21,5,59,1,24,False
2017-01-17,23,12,55,3,43,False
2017-01-18,23,8,51,1,42,False
2017-01-19,18,7,59,3,32,False
2017-01-20,19,9,44,2,37,False
2017-01-21,16,6,52,2,31,False
2017-01-22,23,7,57,2,29,False
2017-01-23,16,5,53,2,35,False
2017-01-24,19,5,47,3,33,False
2017-01-25,21,12,59,5,46,False
2017-01-26,17,12,47,1,47,False
2017-01-27,15,6,53,4,34,False
2017-01-28,19,4,55,3,24,False
2017-01-29,24,7,64,1,26,False
2017-01-30,22,6,51,2,37,False
2017-01-31,22,6,50,3,40,False
2017-02-01,23,7,49,1,43,False
2017-02-02,18,8,53,2,29,False
2017-02-03,14,6,50,1,37,False
2017-02-04,18,7,73,2,23,False
2017-02-05,27,6,56,2,28,False
2017-02-06,15,7,51,2,30,False
2017-02-07,23,8,48,2,40,False
2017-02-08,19,7,49,1,41,False
2017-02-09,22,8,59,2,31,False
2017-02-10,15,6,54,1,33,False
2017-02-11,23,9,69,4,21,False
2017-02-12,23,6,57,1,31,False
2017-02-13,19,11,57,2,32,False
2017-02-14,53,9,56,3,41,False
2017-02-15,24,7,52,4,41,False
2017-02-16,22,7,57,1,40,False
2017-02-17,19,7,48,3,40,False
2017-02-18,20,7,54,2,27,False
2017-02-19,18,3,60,4,29,False
2017-02-20,24,7,55,2,31,False
2017-02-21,21,8,54,3,38,False
2017-02-22,19,8,54,2,37,False
2017-02-23,19,6,49,1,37,False
2017-02-24,24,6,57,1,32,False
2017-02-25,20,8,61,2,35,False
2017-02-26,17,4,68,2,26,False
2017-02-27,16,7,51,1,37,False
2017-02-28,21,6,51,2,35,False
2017-03-01,22,10,51,2,34,False
2017-03-02,17,7,55,2,40,False
2017-03-03,17,6,54,1,39,False
2017-03-04,21,4,65,1,21,False
2017-03-05,23,6,55,2,29,False
2017-03-06,21,8,48,0,43,False
2017-03-07,19,10,64,1,39,False
2017-03-08,18,8,51,1,30,False
2017-03-09,21,7,58,2,37,False
2017-03-10,17,7,50,2,34,False
2017-03-11,20,4,66,0,25,False
2017-03-12,17,6,68,2,33,False
2017-03-13,15,9,55,2,41,False
2017-03-14,17,6,58,1,30,False
2017-03-15,19,8,59,3,35,False
2017-03-16,20,6,50,2,30,False
2017-03-17,17,6,57,2,30,False
2017-03-18,20,5,73,3,21,False
2017-03-19,16,5,59,4,28,False
2017-03-20,18,10,52,1,41,False
2017-03-21,22,9,51,1,40,False
2017-03-22,15,10,62,3,43,False
2017-03-23,17,13,55,2,38,False
2017-03-24,19,10,56,1,34,False
2017-03-25,20,7,57,1,22,False
2017-03-26,21,6,72,3,25,False
