date,partnership,patron,patronage,precious,priceless,isPartial
2009-07-25,5,6,0,5,1,False
2009-07-26,3,8,0,7,1,False
2009-07-27,9,6,0,5,1,False
2009-07-28,11,6,0,5,2,False
2009-07-29,11,5,0,6,1,False
2009-07-30,11,7,0,7,1,False
2009-07-31,9,5,0,6,1,False
2009-08-01,4,7,0,6,2,False
2009-08-02,4,8,0,6,1,False
2009-08-03,9,5,0,5,1,False
2009-08-04,9,7,0,6,2,False
2009-08-05,10,7,0,5,2,False
2009-08-06,9,4,0,6,1,False
2009-08-07,9,5,0,5,1,False
2009-08-08,4,9,0,7,1,False
2009-08-09,3,6,0,9,1,False
2009-08-10,9,6,0,4,1,False
2009-08-11,8,6,0,7,1,False
2009-08-12,9,8,0,5,1,False
2009-08-13,9,5,0,5,2,False
2009-08-14,6,6,0,4,1,False
2009-08-15,4,8,0,7,1,False
2009-08-16,2,8,0,7,1,False
2009-08-17,10,6,0,6,1,False
2009-08-18,9,6,0,8,0,False
2009-08-19,9,6,0,6,2,False
2009-08-20,9,5,0,6,2,False
2009-08-21,7,5,0,6,2,False
2009-08-22,3,6,0,5,1,False
2009-08-23,3,7,0,6,1,False
2009-08-24,9,6,0,5,2,False
2009-08-25,9,6,0,7,1,False
2009-08-26,10,6,0,5,1,False
2009-08-27,9,7,0,7,1,False
2009-08-28,8,6,0,6,1,False
2009-08-29,5,8,0,8,2,False
2009-08-30,5,6,0,6,1,False
2009-08-31,10,5,0,6,0,False
2009-09-01,10,7,0,6,1,False
2009-09-02,10,5,0,6,1,False
2009-09-03,13,5,0,5,1,False
2009-09-04,9,6,0,6,1,False
2009-09-05,3,7,0,6,1,False
2009-09-06,4,7,0,7,2,False
2009-09-07,4,7,0,6,1,False
2009-09-08,8,6,0,7,1,False
2009-09-09,10,6,0,7,1,False
2009-09-10,10,5,0,8,1,False
2009-09-11,9,6,0,6,2,False
2009-09-12,3,7,0,8,1,False
2009-09-13,5,7,0,8,1,False
2009-09-14,10,5,0,8,1,False
2009-09-15,12,5,0,7,1,False
2009-09-16,10,7,1,7,1,False
2009-09-17,10,6,1,7,1,False
2009-09-18,8,7,0,9,1,False
2009-09-19,4,9,1,11,1,False
2009-09-20,3,8,0,9,1,False
2009-09-21,9,7,0,12,1,False
2009-09-22,10,6,1,9,1,False
2009-09-23,11,6,0,7,1,False
2009-09-24,10,6,0,7,1,False
2009-09-25,9,8,0,8,1,False
2009-09-26,3,8,0,8,1,False
2009-09-27,4,7,0,10,2,False
2009-09-28,9,8,0,9,2,False
2009-09-29,12,7,1,8,2,False
2009-09-30,10,9,0,11,1,False
2009-10-01,9,7,0,12,1,False
2009-10-02,9,7,0,8,2,False
2009-10-03,5,7,0,9,1,False
2009-10-04,4,10,0,9,2,False
2009-10-05,9,7,1,10,1,False
2009-10-06,10,5,0,14,1,False
2009-10-07,11,7,0,11,2,False
2009-10-08,11,5,1,8,1,False
2009-10-09,8,7,0,9,2,False
2009-10-10,4,7,0,9,1,False
2009-10-11,4,7,0,8,1,False
2009-10-12,9,8,0,9,2,False
2009-10-13,10,8,0,7,1,False
2009-10-14,9,6,1,8,1,False
2009-10-15,11,7,0,9,1,False
2009-10-16,8,5,0,10,1,False
2009-10-17,4,5,0,8,1,False
2009-10-18,5,7,0,6,1,False
2009-10-19,8,6,0,10,2,False
2009-10-20,9,7,1,8,2,False
2009-10-21,10,7,0,11,2,False
2009-10-22,10,5,0,10,1,False
2009-10-23,9,7,0,11,2,False
2009-10-24,3,6,0,8,1,False
2009-10-25,6,12,0,12,1,False
2009-10-26,11,9,0,12,1,False
2009-10-27,10,7,1,9,1,False
2009-10-28,10,8,0,15,1,False
2009-10-29,8,7,1,14,1,False
2009-10-30,12,6,0,15,0,False
2009-10-31,4,8,1,13,1,False
2009-11-01,4,11,0,18,1,False
2009-11-02,9,8,1,20,2,False
2009-11-03,10,7,0,27,2,False
2009-11-04,11,8,0,27,1,False
2009-11-05,10,6,1,42,1,False
2009-11-06,9,8,0,99,1,False
2009-11-07,5,9,0,100,2,False
2009-11-08,5,9,0,63,1,False
2009-11-09,9,6,0,52,1,False
2009-11-10,10,7,0,47,2,False
2009-11-11,8,8,0,37,1,False
2009-11-12,11,8,0,40,1,False
2009-11-13,10,6,0,55,2,False
2009-11-14,6,8,0,66,2,False
2009-11-15,4,10,0,49,1,False
2009-11-16,11,6,1,36,2,False
2009-11-17,10,7,0,34,1,False
2009-11-18,12,6,0,33,2,False
2009-11-19,10,8,0,31,3,False
2009-11-20,10,5,0,50,2,False
2009-11-21,3,7,0,65,2,False
2009-11-22,6,8,0,49,2,False
2009-11-23,9,6,0,36,3,False
2009-11-24,8,7,0,32,3,False
2009-11-25,6,6,0,33,5,False
2009-11-26,3,5,0,32,2,False
2009-11-27,4,5,0,34,2,False
2009-11-28,4,8,0,41,2,False
2009-11-29,3,6,0,37,3,False
2009-11-30,9,6,0,26,3,False
2009-12-01,9,5,0,23,2,False
2009-12-02,9,5,0,20,2,False
2009-12-03,9,6,1,19,3,False
2009-12-04,10,8,0,19,2,False
2009-12-05,4,7,0,26,2,False
2009-12-06,3,7,0,26,2,False
2009-12-07,7,6,0,16,3,False
2009-12-08,9,5,1,14,1,False
2009-12-09,8,6,1,20,2,False
2009-12-10,8,6,0,17,2,False
2009-12-11,8,7,0,20,2,False
2009-12-12,6,7,0,19,2,False
2009-12-13,3,5,0,15,2,False
2009-12-14,9,7,0,15,3,False
2009-12-15,8,6,1,16,3,False
2009-12-16,8,7,1,19,2,False
2009-12-17,8,8,1,17,2,False
2009-12-18,6,7,0,19,2,False
