date,liquidation,pollution,poor,poverty,race,isPartial
2005-05-23,1,9,10,8,42,False
2005-05-24,1,6,6,6,42,False
2005-05-25,2,11,7,6,35,False
2005-05-26,0,8,9,6,46,False
2005-05-27,1,6,9,3,42,False
2005-05-28,1,3,8,4,47,False
2005-05-29,1,2,10,3,66,False
2005-05-30,2,7,6,7,52,False
2005-05-31,1,9,8,5,45,False
2005-06-01,2,7,5,6,42,False
2005-06-02,2,7,9,6,41,False
2005-06-03,1,7,7,6,53,False
2005-06-04,3,2,6,4,47,False
2005-06-05,2,5,8,6,50,False
2005-06-06,3,6,7,5,52,False
2005-06-07,1,7,7,6,46,False
2005-06-08,2,9,9,8,45,False
2005-06-09,1,6,7,5,38,False
2005-06-10,3,4,9,6,47,False
2005-06-11,0,2,8,4,64,False
2005-06-12,2,3,15,4,57,False
2005-06-13,1,2,10,4,46,False
2005-06-14,1,5,9,5,38,False
2005-06-15,2,4,10,3,38,False
2005-06-16,1,2,6,5,31,False
2005-06-17,1,3,8,4,37,False
2005-06-18,0,2,7,2,40,False
2005-06-19,2,2,9,3,61,False
2005-06-20,2,6,6,6,46,False
2005-06-21,1,2,11,5,37,False
2005-06-22,0,3,8,5,41,False
2005-06-23,0,4,8,6,34,False
2005-06-24,1,3,6,4,42,False
2005-06-25,2,1,10,2,39,False
2005-06-26,3,2,8,4,45,False
2005-06-27,2,5,10,5,35,False
2005-06-28,2,3,6,5,36,False
2005-06-29,1,2,9,6,34,False
2005-06-30,1,2,9,4,34,False
2005-07-01,1,3,7,5,43,False
2005-07-02,1,2,8,7,52,False
2005-07-03,1,0,9,8,69,False
2005-07-04,0,2,6,5,60,False
2005-07-05,1,3,8,6,45,False
2005-07-06,2,3,8,6,43,False
2005-07-07,1,3,7,4,34,False
2005-07-08,1,5,9,4,41,False
2005-07-09,1,2,7,4,42,False
2005-07-10,2,3,6,2,49,False
2005-07-11,1,4,8,5,46,False
2005-07-12,1,2,8,5,40,False
2005-07-13,2,3,6,3,40,False
2005-07-14,2,3,8,6,42,False
2005-07-15,3,2,5,3,43,False
2005-07-16,1,2,9,3,43,False
2005-07-17,1,4,8,3,56,False
2005-07-18,1,3,6,5,47,False
2005-07-19,0,3,7,4,44,False
2005-07-20,3,3,9,4,37,False
2005-07-21,1,3,8,3,39,False
2005-07-22,2,2,7,4,47,False
2005-07-23,1,2,5,2,45,False
2005-07-24,2,2,8,2,57,False
2005-07-25,2,4,8,5,42,False
2005-07-26,1,2,5,5,39,False
2005-07-27,1,2,7,4,44,False
2005-07-28,1,3,7,4,43,False
2005-07-29,2,2,6,5,41,False
2005-07-30,0,2,8,5,41,False
2005-07-31,0,2,11,4,50,False
2005-08-01,1,5,8,4,46,False
2005-08-02,2,3,9,5,42,False
2005-08-03,1,3,8,4,35,False
2005-08-04,2,5,7,4,38,False
2005-08-05,1,1,9,5,34,False
2005-08-06,3,3,7,7,49,False
2005-08-07,2,2,9,2,51,False
2005-08-08,1,3,6,2,36,False
2005-08-09,1,2,7,5,40,False
2005-08-10,1,3,6,4,35,False
2005-08-11,1,2,7,4,38,False
2005-08-12,2,2,5,3,38,False
2005-08-13,0,0,10,3,42,False
2005-08-14,0,3,8,2,46,False
2005-08-15,2,3,6,4,50,False
2005-08-16,2,2,6,3,41,False
2005-08-17,1,2,8,4,48,False
2005-08-18,1,4,7,4,38,False
