date,expense,expensive,fine,ghetto,intervention,isPartial
2010-04-05,21,35,88,22,27,False
2010-04-06,15,34,90,25,34,False
2010-04-07,18,32,90,26,29,False
2010-04-08,15,33,87,23,21,False
2010-04-09,13,30,77,30,25,False
2010-04-10,17,38,78,29,20,False
2010-04-11,13,34,69,30,21,False
2010-04-12,20,36,82,30,28,False
2010-04-13,22,41,86,26,34,False
2010-04-14,21,35,84,46,31,False
2010-04-15,21,35,93,28,29,False
2010-04-16,12,39,90,28,24,False
2010-04-17,11,42,94,31,21,False
2010-04-18,7,36,93,37,22,False
2010-04-19,16,44,82,30,31,False
2010-04-20,16,35,76,26,37,False
2010-04-21,14,42,81,24,31,False
2010-04-22,16,43,83,26,29,False
2010-04-23,13,39,83,29,23,False
2010-04-24,13,37,79,34,25,False
2010-04-25,9,40,82,27,26,False
2010-04-26,15,40,90,25,32,False
2010-04-27,16,40,92,26,36,False
2010-04-28,14,34,90,26,32,False
2010-04-29,14,36,93,26,29,False
2010-04-30,11,39,87,27,29,False
2010-05-01,7,34,100,30,22,False
2010-05-02,9,41,86,29,24,False
2010-05-03,14,37,80,27,27,False
2010-05-04,17,33,83,25,38,False
2010-05-05,15,34,86,25,32,False
2010-05-06,13,43,80,30,28,False
2010-05-07,10,40,84,25,30,False
2010-05-08,6,30,93,32,27,False
2010-05-09,6,40,80,33,25,False
2010-05-10,14,45,89,28,29,False
2010-05-11,12,37,83,26,32,False
2010-05-12,14,39,78,20,28,False
2010-05-13,11,42,91,28,33,False
2010-05-14,12,36,84,27,25,False
2010-05-15,10,40,91,34,21,False
2010-05-16,12,44,84,27,23,False
2010-05-17,12,36,76,31,28,False
2010-05-18,13,40,92,29,30,False
2010-05-19,11,37,96,31,25,False
2010-05-20,12,33,81,27,23,False
2010-05-21,13,34,79,27,22,False
2010-05-22,8,42,86,32,22,False
2010-05-23,4,34,88,35,18,False
2010-05-24,13,41,95,26,22,False
2010-05-25,12,31,82,22,29,False
2010-05-26,14,34,83,29,23,False
2010-05-27,11,32,84,26,21,False
2010-05-28,12,30,83,24,22,False
2010-05-29,8,35,94,27,16,False
2010-05-30,4,35,86,31,15,False
2010-05-31,7,38,89,34,20,False
2010-06-01,11,39,80,28,23,False
2010-06-02,12,32,73,19,24,False
2010-06-03,13,38,82,23,25,False
2010-06-04,11,32,84,25,20,False
2010-06-05,4,32,77,31,19,False
2010-06-06,7,39,75,34,19,False
2010-06-07,13,35,84,23,19,False
2010-06-08,9,35,72,24,26,False
2010-06-09,14,35,87,22,26,False
2010-06-10,7,32,74,25,23,False
2010-06-11,13,29,80,20,20,False
2010-06-12,8,35,76,25,19,False
2010-06-13,7,37,79,36,20,False
2010-06-14,10,28,79,21,22,False
2010-06-15,15,38,81,20,25,False
2010-06-16,16,32,82,22,23,False
2010-06-17,12,30,78,26,21,False
2010-06-18,10,34,79,21,15,False
2010-06-19,5,32,78,36,17,False
2010-06-20,5,41,71,28,13,False
2010-06-21,13,35,89,22,19,False
2010-06-22,16,33,75,23,29,False
2010-06-23,11,35,80,27,26,False
2010-06-24,10,35,82,19,19,False
2010-06-25,11,32,87,19,19,False
2010-06-26,5,40,90,32,17,False
2010-06-27,8,40,85,32,23,False
2010-06-28,11,34,82,22,29,False
2010-06-29,12,35,81,24,27,False
2010-06-30,10,35,73,27,21,False
2010-07-01,15,33,75,21,21,False
2010-07-02,7,31,79,31,17,False
2010-07-03,8,34,78,30,16,False
2010-07-04,3,31,76,28,15,False
2010-07-05,7,35,84,26,28,False
2010-07-06,11,32,78,29,30,False
2010-07-07,12,36,73,28,19,False
2010-07-08,11,34,72,23,20,False
2010-07-09,11,32,92,22,18,False
2010-07-10,4,41,83,26,14,False
2010-07-11,6,37,80,32,17,False
2010-07-12,10,34,80,27,17,False
2010-07-13,13,35,86,23,29,False
2010-07-14,12,34,88,23,21,False
2010-07-15,10,30,81,20,19,False
2010-07-16,10,33,91,26,21,False
2010-07-17,6,40,79,26,19,False
2010-07-18,7,39,68,23,16,False
2010-07-19,11,36,73,28,19,False
2010-07-20,11,34,80,22,27,False
2010-07-21,9,34,84,20,21,False
2010-07-22,16,34,72,24,19,False
2010-07-23,14,36,78,22,22,False
2010-07-24,6,34,77,28,16,False
2010-07-25,6,39,74,34,22,False
