date,liquidation,pollution,poor,poverty,race,isPartial
2010-04-05,1,2,3,2,22,False
2010-04-06,0,2,3,3,17,False
2010-04-07,0,2,3,3,16,False
2010-04-08,0,2,3,3,15,False
2010-04-09,1,2,3,2,15,False
2010-04-10,1,1,2,1,17,False
2010-04-11,1,1,3,2,18,False
2010-04-12,0,2,3,3,25,False
2010-04-13,0,3,3,3,18,False
2010-04-14,0,2,3,3,16,False
2010-04-15,1,2,3,3,14,False
2010-04-16,1,3,3,2,15,False
2010-04-17,1,1,2,1,18,False
2010-04-18,1,2,3,2,21,False
2010-04-19,0,3,3,2,23,False
2010-04-20,1,3,3,3,18,False
2010-04-21,0,3,3,3,15,False
2010-04-22,0,3,3,3,14,False
2010-04-23,0,2,3,2,17,False
2010-04-24,0,1,3,2,18,False
2010-04-25,1,2,3,2,21,False
2010-04-26,0,3,3,2,23,False
2010-04-27,0,3,4,2,19,False
2010-04-28,0,3,3,2,16,False
2010-04-29,0,3,3,2,16,False
2010-04-30,0,2,3,2,17,False
2010-05-01,1,1,2,2,27,False
2010-05-02,1,1,3,2,24,False
2010-05-03,0,3,3,3,25,False
2010-05-04,0,3,3,3,17,False
2010-05-05,0,2,3,3,17,False
2010-05-06,1,3,3,3,16,False
2010-05-07,0,2,3,2,16,False
2010-05-08,0,1,2,1,18,False
2010-05-09,0,2,3,1,21,False
2010-05-10,1,2,3,3,30,False
2010-05-11,0,2,3,2,18,False
2010-05-12,0,2,3,2,16,False
2010-05-13,0,2,3,2,16,False
2010-05-14,1,2,2,2,16,False
2010-05-15,1,1,3,1,21,False
2010-05-16,0,1,2,1,21,False
2010-05-17,1,3,3,2,18,False
2010-05-18,0,2,3,2,17,False
2010-05-19,0,2,2,2,15,False
2010-05-20,0,2,3,2,15,False
2010-05-21,1,2,3,2,15,False
2010-05-22,0,1,3,1,16,False
2010-05-23,0,1,3,1,22,False
2010-05-24,0,2,3,2,15,False
2010-05-25,1,2,2,2,14,False
2010-05-26,0,2,3,2,15,False
