date,blackmail,bribe,bum,commoner,corrupt,isPartial
2013-01-15,13,8,62,2,72,False
2013-01-16,12,5,64,2,65,False
2013-01-17,12,6,59,2,45,False
2013-01-18,13,15,70,2,57,False
2013-01-19,15,17,79,1,53,False
2013-01-20,17,5,78,2,33,False
2013-01-21,12,2,80,2,44,False
2013-01-22,17,5,67,2,59,False
2013-01-23,14,5,64,2,48,False
2013-01-24,13,5,69,2,50,False
2013-01-25,16,7,68,2,50,False
2013-01-26,18,7,64,1,38,False
2013-01-27,21,9,82,1,41,False
2013-01-28,16,5,62,0,50,False
2013-01-29,13,5,60,2,49,False
2013-01-30,12,5,62,1,46,False
2013-01-31,9,7,68,2,47,False
2013-02-01,12,5,63,1,44,False
2013-02-02,22,3,78,1,49,False
2013-02-03,14,2,54,2,59,False
2013-02-04,11,4,57,0,55,False
2013-02-05,12,7,53,4,56,False
2013-02-06,13,7,55,2,40,False
2013-02-07,10,8,58,1,51,False
2013-02-08,15,7,59,1,47,False
2013-02-09,14,6,71,2,43,False
2013-02-10,18,3,67,0,43,False
2013-02-11,14,6,61,1,48,False
2013-02-12,14,5,63,3,57,False
2013-02-13,11,4,68,2,59,False
2013-02-14,12,9,55,2,54,False
2013-02-15,12,9,49,1,46,False
2013-02-16,11,6,65,1,40,False
2013-02-17,21,4,66,2,39,False
2013-02-18,15,5,71,0,45,False
2013-02-19,17,7,80,1,41,False
2013-02-20,17,7,62,1,41,False
2013-02-21,14,6,75,2,46,False
2013-02-22,21,10,64,2,44,False
2013-02-23,37,6,94,3,55,False
2013-02-24,24,5,94,2,61,False
2013-02-25,19,4,69,1,72,False
2013-02-26,15,3,47,1,58,False
2013-02-27,20,7,70,3,45,False
2013-02-28,15,6,79,1,68,False
2013-03-01,15,5,70,2,45,False
2013-03-02,16,2,60,0,40,False
2013-03-03,14,6,76,0,48,False
2013-03-04,21,4,68,2,57,False
2013-03-05,10,1,51,1,62,False
2013-03-06,11,6,53,1,59,False
2013-03-07,15,7,61,0,45,False
2013-03-08,15,3,68,1,46,False
2013-03-09,25,6,76,0,47,False
2013-03-10,17,4,87,2,38,False
2013-03-11,13,8,62,4,60,False
2013-03-12,17,6,61,4,52,False
2013-03-13,14,9,64,3,48,False
2013-03-14,14,7,62,1,64,False
2013-03-15,15,5,68,2,43,False
2013-03-16,16,8,64,0,30,False
2013-03-17,14,4,79,1,33,False
2013-03-18,10,5,63,1,52,False
2013-03-19,8,3,61,2,43,False
2013-03-20,16,4,66,3,64,False
2013-03-21,13,4,62,1,53,False
2013-03-22,14,5,65,4,48,False
2013-03-23,17,4,75,1,51,False
2013-03-24,13,6,79,1,37,False
2013-03-25,13,2,66,1,53,False
2013-03-26,18,2,47,1,65,False
2013-03-27,11,5,59,3,37,False
2013-03-28,17,3,54,2,40,False
2013-03-29,14,8,66,3,44,False
2013-03-30,22,4,82,1,39,False
2013-03-31,11,5,61,1,36,False
2013-04-01,16,3,58,1,46,False
2013-04-02,11,6,55,3,49,False
2013-04-03,23,9,70,1,53,False
2013-04-04,11,5,59,2,59,False
2013-04-05,13,6,63,1,44,False
2013-04-06,17,5,64,2,36,False
2013-04-07,16,1,80,1,45,False
2013-04-08,16,9,78,2,44,False
2013-04-09,16,6,70,0,52,False
2013-04-10,17,11,69,3,45,False
2013-04-11,21,5,68,1,44,False
2013-04-12,15,9,63,0,57,False
2013-04-13,16,8,71,1,35,False
2013-04-14,16,4,80,4,38,False
2013-04-15,13,3,58,2,50,False
2013-04-16,12,4,60,1,64,False
2013-04-17,17,6,69,2,61,False
2013-04-18,12,5,71,2,53,False
2013-04-19,19,3,59,1,51,False
2013-04-20,14,8,68,3,56,False
2013-04-21,15,8,79,1,55,False
2013-04-22,15,5,74,2,95,False
2013-04-23,11,4,73,1,49,False
2013-04-24,24,8,71,1,76,False
2013-04-25,13,8,69,2,53,False
2013-04-26,16,2,67,1,46,False
2013-04-27,26,5,83,3,28,False
2013-04-28,12,6,96,2,30,False
2013-04-29,13,2,69,1,48,False
2013-04-30,15,7,74,1,50,False
2013-05-01,16,8,68,2,54,False
2013-05-02,20,7,59,0,54,False
2013-05-03,16,10,59,5,35,False
2013-05-04,14,3,73,2,33,False
2013-05-05,20,11,76,2,44,False
2013-05-06,14,5,54,1,52,False
2013-05-07,13,4,63,3,51,False
2013-05-08,13,7,75,1,46,False
2013-05-09,13,6,66,3,54,False
2013-05-10,17,6,80,2,41,False
2013-05-11,20,4,75,0,43,False
2013-05-12,14,7,84,0,46,False
2013-05-13,15,2,68,1,50,False
2013-05-14,17,8,69,3,48,False
2013-05-15,15,7,70,1,51,False
2013-05-16,14,6,83,2,58,False
2013-05-17,19,5,77,2,55,False
2013-05-18,17,7,74,0,35,False
2013-05-19,10,3,62,1,38,False
2013-05-20,11,5,76,2,58,False
2013-05-21,12,3,67,0,57,False
2013-05-22,17,4,78,2,55,False
2013-05-23,18,7,65,1,67,False
2013-05-24,12,7,82,2,41,False
2013-05-25,24,5,66,0,43,False
2013-05-26,19,4,66,1,42,False
2013-05-27,15,1,86,1,26,False
2013-05-28,21,3,67,0,43,False
2013-05-29,12,8,67,1,56,False
2013-05-30,12,3,76,4,55,False
2013-05-31,11,5,57,3,41,False
2013-06-01,18,2,89,0,34,False
2013-06-02,19,6,65,0,39,False
2013-06-03,19,8,65,0,46,False
2013-06-04,17,8,64,1,47,False
2013-06-05,13,8,74,2,50,False
2013-06-06,22,6,66,2,56,False
2013-06-07,26,6,71,4,39,False
2013-06-08,17,7,73,2,45,False
2013-06-09,23,4,62,1,44,False
2013-06-10,13,4,58,1,41,False
2013-06-11,15,5,64,3,39,False
2013-06-12,18,10,64,2,40,False
2013-06-13,8,10,70,1,46,False
2013-06-14,19,6,73,0,38,False
2013-06-15,20,9,82,1,42,False
2013-06-16,27,6,67,0,33,False
2013-06-17,17,6,60,2,43,False
2013-06-18,23,4,83,0,33,False
2013-06-19,22,3,72,2,39,False
2013-06-20,15,7,80,0,41,False
2013-06-21,11,9,74,3,42,False
2013-06-22,24,3,89,1,46,False
2013-06-23,17,5,69,1,36,False
2013-06-24,15,6,58,2,39,False
2013-06-25,16,5,54,0,37,False
2013-06-26,13,5,69,0,42,False
2013-06-27,20,6,56,2,40,False
2013-06-28,17,5,69,1,41,False
2013-06-29,16,5,79,0,47,False
2013-06-30,16,6,56,1,38,False
2013-07-01,9,6,69,2,52,False
2013-07-02,13,6,71,0,40,False
2013-07-03,17,14,70,2,39,False
2013-07-04,14,7,87,0,35,False
2013-07-05,19,2,76,2,38,False
2013-07-06,23,4,82,1,38,False
2013-07-07,23,3,92,4,40,False
2013-07-08,18,4,80,2,38,False
2013-07-09,15,6,73,1,37,False
2013-07-10,16,1,79,2,45,False
2013-07-11,18,6,71,2,53,False
2013-07-12,19,11,74,2,42,False
2013-07-13,17,8,86,1,29,False
2013-07-14,24,4,100,0,39,False
2013-07-15,16,8,62,2,39,False
2013-07-16,18,3,77,3,49,False
2013-07-17,14,3,77,2,49,False
2013-07-18,13,6,72,2,51,False
2013-07-19,15,8,66,0,43,False
2013-07-20,12,4,78,2,37,False
2013-07-21,23,8,72,3,32,False
2013-07-22,18,7,66,6,39,False
2013-07-23,13,10,71,14,40,False
2013-07-24,12,5,88,11,36,False
2013-07-25,16,5,76,5,46,False
2013-07-26,19,6,73,2,43,False
2013-07-27,20,11,77,7,28,False
2013-07-28,16,4,77,4,35,False
2013-07-29,17,6,65,3,38,False
2013-07-30,18,6,61,1,45,False
2013-07-31,14,9,64,1,47,False
2013-08-01,14,10,63,2,54,False
2013-08-02,13,4,80,2,44,False
2013-08-03,13,7,76,2,37,False
2013-08-04,10,10,79,1,33,False
2013-08-05,15,10,60,2,39,False
2013-08-06,16,8,65,2,41,False
2013-08-07,19,5,76,1,52,False
2013-08-08,20,10,76,1,41,False
2013-08-09,12,6,79,2,42,False
2013-08-10,19,11,99,1,36,False
2013-08-11,16,7,74,3,40,False
2013-08-12,15,6,65,2,47,False
2013-08-13,12,2,67,2,45,False
2013-08-14,24,8,66,3,40,False
2013-08-15,19,5,63,2,47,False
2013-08-16,20,5,79,2,38,False
2013-08-17,14,8,64,4,26,False
2013-08-18,16,15,84,0,33,False
2013-08-19,9,7,66,1,49,False
2013-08-20,15,7,68,0,51,False
2013-08-21,15,4,67,0,38,False
2013-08-22,24,5,56,3,42,False
2013-08-23,10,3,84,4,58,False
2013-08-24,26,7,94,1,28,False
2013-08-25,16,8,76,0,45,False
2013-08-26,10,6,64,4,38,False
2013-08-27,12,9,66,1,48,False
2013-08-28,17,8,67,1,43,False
2013-08-29,19,5,70,3,51,False
2013-08-30,18,4,70,2,46,False
2013-08-31,16,6,76,3,30,False
2013-09-01,12,2,62,3,38,False
2013-09-02,29,9,75,2,35,False
