date,inexpensive,inherit,invaluable,legal,lucrative,isPartial
2006-02-01,10,1,0,95,0,False
2006-02-02,7,2,0,80,0,False
2006-02-03,8,1,0,77,0,False
2006-02-04,10,1,0,68,0,False
2006-02-05,4,0,0,56,0,False
2006-02-06,8,1,0,76,0,False
2006-02-07,10,1,0,83,0,False
2006-02-08,8,2,0,90,1,False
2006-02-09,10,2,0,82,0,False
2006-02-10,8,2,0,72,1,False
2006-02-11,8,0,0,63,0,False
2006-02-12,10,2,0,63,0,False
2006-02-13,12,1,0,76,1,False
2006-02-14,6,3,0,70,1,False
2006-02-15,6,1,1,80,0,False
2006-02-16,7,3,0,81,0,False
2006-02-17,10,2,0,79,0,False
2006-02-18,9,0,0,61,0,False
2006-02-19,6,1,0,72,0,False
2006-02-20,7,1,0,71,0,False
2006-02-21,8,1,0,81,0,False
2006-02-22,3,2,0,89,0,False
2006-02-23,6,1,0,83,0,False
2006-02-24,8,0,0,83,1,False
2006-02-25,11,2,0,65,1,False
2006-02-26,5,1,0,62,0,False
2006-02-27,9,3,0,78,0,False
2006-02-28,7,1,0,87,1,False
2006-03-01,6,3,0,97,0,False
2006-03-02,6,2,0,73,1,False
2006-03-03,8,4,0,74,0,False
2006-03-04,9,1,0,66,0,False
2006-03-05,10,1,0,61,0,False
2006-03-06,9,1,0,75,1,False
2006-03-07,8,2,0,83,0,False
2006-03-08,9,3,1,86,0,False
2006-03-09,9,2,1,79,0,False
2006-03-10,9,1,1,79,0,False
2006-03-11,4,2,0,64,0,False
2006-03-12,4,1,0,59,0,False
2006-03-13,9,2,0,78,0,False
2006-03-14,9,1,0,77,0,False
2006-03-15,5,3,0,96,0,False
2006-03-16,9,3,0,84,0,False
2006-03-17,7,2,0,73,0,False
2006-03-18,11,1,0,52,0,False
2006-03-19,9,1,0,58,0,False
2006-03-20,11,2,0,86,1,False
2006-03-21,9,1,0,81,0,False
2006-03-22,6,1,0,85,1,False
2006-03-23,5,2,0,78,1,False
2006-03-24,9,1,0,77,0,False
2006-03-25,10,0,0,58,0,False
2006-03-26,9,0,0,60,0,False
2006-03-27,7,1,0,64,0,False
2006-03-28,11,2,0,84,0,False
2006-03-29,9,1,0,91,0,False
2006-03-30,8,2,0,84,0,False
2006-03-31,6,2,0,75,0,False
2006-04-01,8,1,0,59,0,False
2006-04-02,6,1,0,56,0,False
2006-04-03,10,1,0,83,0,False
2006-04-04,7,0,0,77,0,False
2006-04-05,10,2,0,86,0,False
2006-04-06,9,0,0,83,0,False
2006-04-07,8,2,1,75,0,False
2006-04-08,6,1,0,58,0,False
2006-04-09,10,1,0,62,0,False
2006-04-10,9,2,0,81,1,False
2006-04-11,8,2,0,80,0,False
2006-04-12,10,3,0,89,0,False
2006-04-13,10,2,0,74,0,False
2006-04-14,8,2,0,70,0,False
2006-04-15,6,1,0,69,1,False
2006-04-16,7,0,0,68,0,False
2006-04-17,6,1,0,78,0,False
2006-04-18,8,1,1,87,1,False
2006-04-19,6,1,0,90,0,False
2006-04-20,7,2,0,74,0,False
2006-04-21,7,1,0,74,0,False
2006-04-22,8,1,0,59,0,False
2006-04-23,9,1,0,58,0,False
2006-04-24,8,1,0,76,0,False
2006-04-25,8,1,0,93,0,False
2006-04-26,7,1,0,94,0,False
2006-04-27,6,1,0,82,0,False
2006-04-28,7,2,0,66,1,False
2006-04-29,8,3,0,61,0,False
2006-04-30,12,2,0,58,0,False
2006-05-01,8,2,0,85,1,False
2006-05-02,8,1,0,80,0,False
2006-05-03,8,1,0,94,0,False
2006-05-04,8,3,0,83,0,False
2006-05-05,6,1,0,74,0,False
2006-05-06,6,2,0,62,1,False
2006-05-07,9,0,0,70,0,False
2006-05-08,7,2,0,77,0,False
2006-05-09,7,1,0,84,1,False
2006-05-10,8,0,0,92,1,False
2006-05-11,5,3,0,69,0,False
2006-05-12,6,2,0,76,0,False
2006-05-13,11,0,0,60,0,False
2006-05-14,9,0,1,64,1,False
2006-05-15,4,0,0,82,0,False
2006-05-16,10,2,0,79,1,False
2006-05-17,4,2,0,95,0,False
2006-05-18,7,1,0,88,0,False
2006-05-19,6,2,0,77,0,False
2006-05-20,9,1,0,69,0,False
2006-05-21,8,3,1,62,0,False
2006-05-22,6,2,0,75,0,False
2006-05-23,7,1,0,83,0,False
2006-05-24,8,3,0,74,0,False
2006-05-25,8,1,1,80,0,False
2006-05-26,6,1,0,66,0,False
2006-05-27,8,1,0,60,1,False
2006-05-28,5,1,0,64,0,False
2006-05-29,11,1,0,71,0,False
2006-05-30,7,1,0,81,0,False
2006-05-31,6,2,0,79,0,False
2006-06-01,8,2,0,74,0,False
2006-06-02,8,1,0,65,0,False
2006-06-03,9,1,0,59,1,False
2006-06-04,7,2,0,55,0,False
2006-06-05,7,0,0,73,0,False
2006-06-06,6,1,0,77,1,False
2006-06-07,11,2,0,79,0,False
2006-06-08,8,1,0,87,1,False
2006-06-09,6,1,0,74,0,False
2006-06-10,8,1,0,52,0,False
2006-06-11,11,1,0,48,0,False
2006-06-12,10,0,0,72,0,False
2006-06-13,9,2,0,87,0,False
2006-06-14,8,2,0,79,1,False
2006-06-15,7,3,0,81,0,False
2006-06-16,7,2,1,76,0,False
2006-06-17,6,2,0,56,0,False
2006-06-18,4,1,0,52,1,False
2006-06-19,7,1,0,75,1,False
2006-06-20,8,1,0,78,0,False
2006-06-21,6,1,1,86,0,False
2006-06-22,7,1,0,85,0,False
2006-06-23,7,0,1,71,0,False
2006-06-24,11,1,0,53,0,False
2006-06-25,10,0,0,46,0,False
2006-06-26,8,1,0,86,0,False
2006-06-27,8,1,0,70,0,False
2006-06-28,9,2,0,84,0,False
2006-06-29,8,1,0,82,1,False
2006-06-30,5,1,0,63,0,False
2006-07-01,7,1,0,52,0,False
2006-07-02,14,0,0,66,0,False
2006-07-03,8,1,0,61,0,False
2006-07-04,12,0,0,56,0,False
2006-07-05,6,1,0,76,0,False
2006-07-06,10,1,0,76,0,False
2006-07-07,8,0,0,66,0,False
2006-07-08,8,0,0,64,0,False
2006-07-09,13,1,0,64,0,False
2006-07-10,9,1,0,69,0,False
2006-07-11,8,1,0,79,0,False
2006-07-12,6,2,0,70,0,False
2006-07-13,8,1,0,83,0,False
2006-07-14,5,1,0,75,0,False
2006-07-15,8,0,0,57,1,False
2006-07-16,7,0,0,65,0,False
2006-07-17,8,1,0,77,0,False
2006-07-18,5,1,0,77,0,False
2006-07-19,9,1,0,78,0,False
2006-07-20,9,1,0,82,0,False
2006-07-21,7,1,0,68,0,False
2006-07-22,6,0,0,57,0,False
2006-07-23,9,1,0,57,0,False
2006-07-24,9,2,0,74,0,False
2006-07-25,9,1,0,82,0,False
2006-07-26,7,0,0,81,1,False
2006-07-27,10,1,1,81,0,False
2006-07-28,10,2,0,77,0,False
2006-07-29,7,0,0,57,0,False
2006-07-30,10,1,0,65,0,False
2006-07-31,8,1,0,74,0,False
2006-08-01,7,1,0,71,0,False
2006-08-02,8,0,0,80,1,False
2006-08-03,10,1,0,77,0,False
2006-08-04,8,1,0,72,0,False
2006-08-05,11,0,0,52,0,False
2006-08-06,8,0,0,49,0,False
2006-08-07,10,1,0,76,0,False
2006-08-08,9,1,0,78,0,False
2006-08-09,7,0,1,81,0,False
2006-08-10,8,1,1,73,0,False
