date,aristocracy,aristocrat,aristocratic,associate,backer,isPartial
2006-10-13,0,2,2,68,7,False
2006-10-14,7,16,0,46,3,False
2006-10-15,6,10,0,38,10,False
2006-10-16,2,10,0,56,10,False
2006-10-17,2,4,2,53,12,False
2006-10-18,4,8,2,40,2,False
2006-10-19,2,2,0,72,6,False
2006-10-20,2,7,0,65,0,False
2006-10-21,0,3,0,52,10,False
2006-10-22,3,9,0,53,12,False
2006-10-23,2,6,2,72,10,False
2006-10-24,2,6,0,86,10,False
2006-10-25,4,8,0,76,10,False
2006-10-26,0,4,2,64,6,False
2006-10-27,2,9,0,66,4,False
2006-10-28,0,0,3,47,6,False
2006-10-29,3,6,3,25,3,False
2006-10-30,0,6,4,82,12,False
2006-10-31,4,4,0,75,10,False
2006-11-01,0,8,0,65,6,False
2006-11-02,4,4,0,79,6,False
2006-11-03,4,2,0,55,8,False
2006-11-04,0,6,0,27,6,False
2006-11-05,0,0,3,58,15,False
2006-11-06,0,8,2,81,8,False
2006-11-07,0,4,0,75,7,False
2006-11-08,2,4,6,64,4,False
2006-11-09,4,2,4,72,8,False
2006-11-10,2,11,0,65,9,False
2006-11-11,3,9,3,51,0,False
2006-11-12,6,6,0,53,6,False
2006-11-13,2,10,4,54,8,False
2006-11-14,0,6,0,72,6,False
2006-11-15,0,8,0,74,11,False
2006-11-16,2,8,0,74,6,False
2006-11-17,2,8,0,88,4,False
2006-11-18,3,3,0,39,3,False
2006-11-19,3,9,3,54,6,False
2006-11-20,8,0,2,80,2,False
2006-11-21,2,6,0,52,4,False
2006-11-22,2,0,0,37,2,False
2006-11-23,0,7,0,39,10,False
2006-11-24,3,3,0,56,9,False
2006-11-25,0,13,0,38,3,False
2006-11-26,6,3,0,39,3,False
2006-11-27,4,6,0,67,11,False
2006-11-28,2,2,0,52,5,False
2006-11-29,4,13,0,75,4,False
2006-11-30,2,6,0,79,6,False
2006-12-01,2,6,6,65,4,False
2006-12-02,3,8,0,50,6,False
2006-12-03,3,3,0,45,3,False
2006-12-04,0,6,0,54,6,False
2006-12-05,4,11,4,66,5,False
2006-12-06,4,2,0,59,4,False
2006-12-07,0,9,4,75,7,False
2006-12-08,0,4,0,65,6,False
2006-12-09,0,3,0,53,11,False
2006-12-10,8,3,0,23,14,False
2006-12-11,2,7,4,79,11,False
2006-12-12,0,2,0,84,9,False
2006-12-13,6,4,0,77,7,False
2006-12-14,4,4,0,56,10,False
2006-12-15,2,2,0,80,10,False
2006-12-16,0,6,3,32,6,False
2006-12-17,3,6,0,50,3,False
2006-12-18,8,8,2,53,6,False
2006-12-19,0,2,0,57,8,False
2006-12-20,4,10,0,70,4,False
2006-12-21,2,0,0,36,2,False
2006-12-22,0,0,0,43,5,False
2006-12-23,0,0,0,29,0,False
2006-12-24,4,7,4,14,0,False
2006-12-25,0,8,4,40,0,False
2006-12-26,5,3,0,48,11,False
2006-12-27,2,9,0,52,9,False
2006-12-28,0,9,0,50,9,False
2006-12-29,0,10,2,55,5,False
2006-12-30,3,0,0,48,24,False
2006-12-31,3,6,0,28,6,False
2007-01-01,0,6,0,32,3,False
2007-01-02,2,2,0,57,4,False
2007-01-03,0,6,0,62,11,False
2007-01-04,2,2,2,78,15,False
2007-01-05,0,6,0,76,10,False
2007-01-06,3,3,0,47,6,False
2007-01-07,0,6,0,53,0,False
2007-01-08,2,7,0,70,6,False
2007-01-09,2,2,0,52,9,False
2007-01-10,4,4,0,79,9,False
2007-01-11,0,7,2,37,7,False
2007-01-12,0,4,0,57,8,False
2007-01-13,0,5,0,52,14,False
2007-01-14,0,8,0,55,11,False
2007-01-15,0,2,0,74,6,False
2007-01-16,0,4,2,76,16,False
2007-01-17,0,2,0,68,4,False
2007-01-18,4,5,0,67,11,False
2007-01-19,4,6,2,68,8,False
2007-01-20,0,13,0,50,3,False
2007-01-21,11,11,0,34,11,False
2007-01-22,0,9,0,47,14,False
2007-01-23,2,14,0,87,3,False
2007-01-24,5,11,0,92,7,False
2007-01-25,2,2,2,56,4,False
2007-01-26,0,4,2,78,7,False
2007-01-27,0,3,0,48,8,False
2007-01-28,3,5,0,58,3,False
2007-01-29,0,7,0,61,7,False
2007-01-30,5,7,3,65,5,False
2007-01-31,3,3,0,76,9,False
2007-02-01,9,3,0,78,12,False
2007-02-02,2,9,2,58,11,False
2007-02-03,0,8,0,31,8,False
2007-02-04,3,5,0,62,5,False
2007-02-05,0,7,2,41,7,False
2007-02-06,2,3,0,66,3,False
2007-02-07,5,10,0,84,10,False
2007-02-08,0,0,0,60,7,False
2007-02-09,4,7,0,56,5,False
2007-02-10,0,10,0,61,8,False
2007-02-11,0,3,0,28,15,False
2007-02-12,0,3,2,61,5,False
2007-02-13,5,0,0,59,8,False
2007-02-14,0,3,0,51,5,False
2007-02-15,2,5,2,74,9,False
2007-02-16,4,2,0,62,7,False
2007-02-17,0,5,0,42,10,False
2007-02-18,3,0,0,59,3,False
2007-02-19,2,2,0,61,4,False
2007-02-20,2,2,2,63,5,False
2007-02-21,0,5,2,69,2,False
2007-02-22,2,3,0,59,3,False
2007-02-23,2,0,0,79,11,False
2007-02-24,0,5,0,66,3,False
2007-02-25,5,0,5,38,3,False
2007-02-26,0,7,9,60,3,False
2007-02-27,2,2,0,78,10,False
2007-02-28,3,5,2,66,8,False
2007-03-01,2,5,0,64,2,False
2007-03-02,4,7,2,70,5,False
2007-03-03,5,5,0,46,8,False
2007-03-04,0,10,0,33,5,False
2007-03-05,2,5,0,82,0,False
2007-03-06,3,8,0,65,3,False
2007-03-07,2,8,2,68,5,False
2007-03-08,0,10,0,64,3,False
2007-03-09,2,5,0,55,7,False
2007-03-10,0,5,0,33,5,False
2007-03-11,0,3,0,44,5,False
2007-03-12,0,2,3,84,9,False
2007-03-13,0,7,0,92,9,False
