date,aristocracy,aristocrat,aristocratic,associate,backer,isPartial
2007-03-14,0,9,0,64,10,False
2007-03-15,0,3,2,68,9,False
2007-03-16,4,0,2,79,4,False
2007-03-17,3,8,0,47,8,False
2007-03-18,0,5,3,47,3,False
2007-03-19,2,14,0,65,12,False
2007-03-20,0,2,0,66,4,False
2007-03-21,2,5,0,65,8,False
2007-03-22,0,3,3,72,7,False
2007-03-23,2,7,4,64,6,False
2007-03-24,0,5,0,29,11,False
2007-03-25,5,8,3,40,13,False
2007-03-26,5,2,2,78,12,False
2007-03-27,2,7,2,72,8,False
2007-03-28,0,2,2,63,10,False
2007-03-29,5,7,0,62,0,False
2007-03-30,0,6,0,82,13,False
2007-03-31,0,5,0,45,10,False
2007-04-01,5,8,0,57,10,False
2007-04-02,2,3,0,50,10,False
2007-04-03,0,10,2,77,12,False
2007-04-04,2,3,0,59,7,False
2007-04-05,3,9,0,45,9,False
2007-04-06,4,10,0,59,10,False
2007-04-07,0,10,3,44,10,False
2007-04-08,3,3,3,68,8,False
2007-04-09,3,7,3,69,7,False
2007-04-10,5,5,0,64,13,False
2007-04-11,2,5,0,71,3,False
2007-04-12,5,2,3,70,10,False
2007-04-13,0,9,0,52,5,False
2007-04-14,3,5,0,50,8,False
2007-04-15,2,7,2,38,19,False
2007-04-16,2,2,0,71,6,False
2007-04-17,3,6,2,85,3,False
2007-04-18,3,3,0,68,10,False
2007-04-19,3,5,0,73,7,False
2007-04-20,0,4,0,83,5,False
2007-04-21,0,8,5,54,3,False
2007-04-22,0,5,0,44,16,False
2007-04-23,3,6,2,67,6,False
2007-04-24,0,8,0,70,6,False
2007-04-25,3,8,3,68,6,False
2007-04-26,0,2,5,63,10,False
2007-04-27,2,12,0,68,5,False
2007-04-28,3,0,0,42,0,False
2007-04-29,0,13,0,34,10,False
2007-04-30,3,6,2,80,6,False
2007-05-01,2,5,2,76,10,False
2007-05-02,5,3,2,70,5,False
2007-05-03,2,2,0,63,2,False
2007-05-04,0,2,3,68,5,False
2007-05-05,2,7,0,53,12,False
2007-05-06,0,2,2,59,10,False
2007-05-07,0,5,0,77,6,False
2007-05-08,2,6,2,68,3,False
2007-05-09,3,8,0,63,2,False
2007-05-10,0,5,0,77,9,False
2007-05-11,2,3,0,71,8,False
2007-05-12,0,8,0,54,3,False
2007-05-13,0,5,0,45,8,False
2007-05-14,2,3,2,51,11,False
2007-05-15,2,2,0,73,6,False
2007-05-16,2,6,0,56,2,False
2007-05-17,11,6,2,58,2,False
2007-05-18,3,2,0,57,7,False
2007-05-19,3,0,0,23,8,False
2007-05-20,2,2,0,62,12,False
2007-05-21,3,2,0,59,6,False
2007-05-22,0,5,0,56,8,False
2007-05-23,3,8,3,64,5,False
2007-05-24,5,3,0,81,11,False
2007-05-25,3,5,0,70,5,False
2007-05-26,0,3,0,42,13,False
2007-05-27,3,5,0,44,14,False
2007-05-28,2,2,0,63,5,False
2007-05-29,2,5,2,68,5,False
2007-05-30,3,8,0,72,9,False
2007-05-31,0,8,0,82,6,False
2007-06-01,0,8,2,66,12,False
2007-06-02,0,7,0,51,5,False
2007-06-03,0,2,0,65,2,False
2007-06-04,3,0,0,63,3,False
2007-06-05,0,2,0,76,12,False
2007-06-06,0,5,0,90,5,False
2007-06-07,2,2,0,79,6,False
2007-06-08,0,2,0,76,7,False
2007-06-09,0,2,0,50,5,False
2007-06-10,0,5,3,41,8,False
2007-06-11,2,5,0,57,3,False
2007-06-12,2,6,0,73,8,False
2007-06-13,6,3,0,77,5,False
2007-06-14,5,3,2,64,3,False
2007-06-15,4,4,0,74,4,False
2007-06-16,0,11,0,48,6,False
2007-06-17,0,6,0,41,0,False
2007-06-18,2,7,0,70,5,False
2007-06-19,2,3,2,100,8,False
2007-06-20,0,12,2,59,10,False
2007-06-21,4,7,0,66,7,False
2007-06-22,7,7,3,61,19,False
2007-06-23,0,2,0,53,2,False
2007-06-24,0,8,0,43,13,False
2007-06-25,2,2,2,60,3,False
2007-06-26,0,9,2,75,12,False
2007-06-27,2,3,0,66,3,False
2007-06-28,2,10,0,76,10,False
2007-06-29,2,5,0,62,2,False
2007-06-30,0,3,0,43,3,False
2007-07-01,0,5,3,60,16,False
2007-07-02,2,5,0,82,8,False
2007-07-03,5,7,0,69,5,False
2007-07-04,0,5,5,46,12,False
2007-07-05,2,2,0,76,10,False
2007-07-06,0,5,0,69,10,False
2007-07-07,2,7,2,62,5,False
2007-07-08,0,0,0,44,2,False
2007-07-09,3,3,2,64,11,False
