date,charity,community,compensate,compensation,contribute,isPartial
2012-05-06,3,59,0,2,1,False
2012-05-07,4,97,0,5,2,False
2012-05-08,4,89,0,5,2,False
2012-05-09,5,88,0,4,1,False
2012-05-10,4,87,0,4,1,False
2012-05-11,3,87,0,4,1,False
2012-05-12,3,63,0,2,1,False
2012-05-13,3,52,0,2,1,False
2012-05-14,4,91,0,5,1,False
2012-05-15,4,89,0,5,1,False
2012-05-16,4,87,0,4,1,False
2012-05-17,4,88,0,4,1,False
2012-05-18,4,92,0,4,1,False
2012-05-19,4,67,0,2,0,False
2012-05-20,3,62,0,2,1,False
2012-05-21,4,94,0,4,1,False
2012-05-22,4,88,0,5,1,False
2012-05-23,3,84,0,4,1,False
2012-05-24,4,81,0,4,1,False
2012-05-25,3,75,0,3,1,False
2012-05-26,3,54,0,2,1,False
2012-05-27,3,51,0,2,1,False
2012-05-28,3,57,0,2,1,False
2012-05-29,4,89,0,4,1,False
2012-05-30,4,86,0,4,1,False
2012-05-31,4,80,0,4,1,False
2012-06-01,4,77,0,4,1,False
2012-06-02,3,57,0,2,0,False
2012-06-03,4,59,0,2,1,False
2012-06-04,3,86,0,4,1,False
2012-06-05,5,84,0,4,1,False
2012-06-06,4,78,0,5,1,False
2012-06-07,3,78,0,5,1,False
2012-06-08,4,72,0,4,1,False
2012-06-09,3,57,0,2,1,False
2012-06-10,3,54,0,2,1,False
2012-06-11,4,83,0,4,1,False
2012-06-12,4,80,0,4,1,False
2012-06-13,5,81,0,5,1,False
2012-06-14,4,80,0,4,1,False
2012-06-15,4,73,0,3,1,False
2012-06-16,3,57,0,2,1,False
2012-06-17,3,51,0,2,1,False
2012-06-18,3,81,0,5,1,False
2012-06-19,4,84,0,5,1,False
2012-06-20,4,81,0,4,1,False
2012-06-21,4,76,0,5,1,False
2012-06-22,4,71,0,4,1,False
2012-06-23,3,53,0,2,1,False
2012-06-24,3,51,0,2,0,False
2012-06-25,4,83,0,5,1,False
2012-06-26,4,82,0,5,1,False
2012-06-27,3,79,0,5,1,False
2012-06-28,4,76,0,4,1,False
2012-06-29,3,70,0,4,1,False
2012-06-30,3,51,0,2,1,False
2012-07-01,3,53,0,2,1,False
2012-07-02,3,80,0,4,1,False
2012-07-03,3,73,0,4,1,False
2012-07-04,4,48,0,2,0,False
2012-07-05,3,75,0,3,1,False
2012-07-06,3,71,0,4,1,False
2012-07-07,3,50,0,2,0,False
2012-07-08,3,53,0,2,0,False
2012-07-09,4,82,0,4,1,False
2012-07-10,4,81,0,5,1,False
2012-07-11,4,79,0,4,1,False
2012-07-12,4,76,0,5,1,False
2012-07-13,3,73,0,4,1,False
2012-07-14,4,54,0,2,0,False
2012-07-15,3,55,0,2,0,False
2012-07-16,4,84,0,5,1,False
2012-07-17,4,82,0,5,1,False
2012-07-18,4,78,0,4,1,False
2012-07-19,3,75,0,4,1,False
2012-07-20,3,69,0,4,1,False
2012-07-21,3,51,0,2,1,False
2012-07-22,3,53,0,2,1,False
2012-07-23,4,84,0,4,1,False
2012-07-24,4,79,0,5,1,False
2012-07-25,3,79,0,4,1,False
2012-07-26,4,76,0,5,1,False
2012-07-27,3,71,0,5,1,False
2012-07-28,3,50,0,2,0,False
2012-07-29,3,54,0,2,1,False
2012-07-30,4,80,0,4,1,False
2012-07-31,4,82,0,4,1,False
2012-08-01,4,81,0,5,0,False
2012-08-02,4,79,0,4,1,False
2012-08-03,3,71,0,3,0,False
2012-08-04,3,51,0,2,0,False
2012-08-05,2,52,0,3,0,False
2012-08-06,3,87,0,4,0,False
2012-08-07,4,83,0,5,1,False
2012-08-08,3,84,0,4,1,False
2012-08-09,3,79,0,4,1,False
2012-08-10,4,73,0,4,1,False
2012-08-11,3,53,0,2,1,False
2012-08-12,2,55,0,2,0,False
2012-08-13,4,90,0,4,1,False
2012-08-14,5,86,0,5,1,False
2012-08-15,3,91,0,4,1,False
2012-08-16,4,85,0,4,1,False
2012-08-17,4,80,0,4,1,False
2012-08-18,3,56,0,2,0,False
2012-08-19,3,61,0,3,0,False
2012-08-20,4,100,0,4,1,False
2012-08-21,4,96,0,5,1,False
2012-08-22,4,91,0,4,1,False
2012-08-23,4,90,0,4,1,False
2012-08-24,4,79,0,4,1,False
2012-08-25,3,59,0,2,1,False
2012-08-26,3,60,0,2,1,False
2012-08-27,4,96,0,4,1,False
2012-08-28,4,94,0,4,1,False
2012-08-29,4,90,0,4,1,False
2012-08-30,4,85,0,4,1,False
2012-08-31,3,78,0,4,1,False
2012-09-01,3,54,0,2,1,False
2012-09-02,3,54,0,2,1,False
2012-09-03,3,60,0,2,1,False
2012-09-04,4,95,0,4,1,False
2012-09-05,4,93,0,4,2,False
2012-09-06,4,87,0,4,1,False
2012-09-07,4,79,0,4,1,False
2012-09-08,3,56,0,2,1,False
2012-09-09,4,56,0,2,1,False
2012-09-10,5,94,0,5,1,False
2012-09-11,5,83,0,5,1,False
2012-09-12,5,81,0,4,1,False
2012-09-13,4,79,0,4,1,False
2012-09-14,3,73,0,3,1,False
2012-09-15,3,55,0,2,1,False
2012-09-16,3,56,0,2,1,False
2012-09-17,4,87,0,4,1,False
2012-09-18,5,84,0,5,2,False
2012-09-19,5,80,0,5,2,False
2012-09-20,4,78,0,4,2,False
2012-09-21,4,70,0,4,1,False
2012-09-22,4,52,0,2,1,False
2012-09-23,3,50,0,2,1,False
2012-09-24,5,81,0,5,2,False
2012-09-25,5,82,0,4,2,False
2012-09-26,4,79,0,5,2,False
2012-09-27,5,79,0,4,1,False
2012-09-28,4,73,0,4,1,False
2012-09-29,3,52,0,2,1,False
2012-09-30,3,53,0,2,1,False
2012-10-01,4,83,0,4,2,False
2012-10-02,4,79,0,4,2,False
2012-10-03,5,78,0,4,2,False
2012-10-04,4,76,0,5,2,False
2012-10-05,4,73,0,4,2,False
2012-10-06,3,49,0,2,1,False
2012-10-07,3,52,0,2,1,False
2012-10-08,4,78,0,4,2,False
2012-10-09,4,80,0,4,2,False
2012-10-10,4,81,0,5,2,False
2012-10-11,4,75,0,5,2,False
2012-10-12,5,69,0,4,2,False
2012-10-13,4,53,0,2,1,False
2012-10-14,3,53,0,2,1,False
2012-10-15,5,82,0,4,2,False
2012-10-16,5,80,0,4,2,False
2012-10-17,5,78,0,5,2,False
2012-10-18,4,77,0,4,2,False
2012-10-19,5,73,0,4,1,False
2012-10-20,4,54,0,2,1,False
2012-10-21,4,53,0,2,1,False
2012-10-22,5,84,0,5,2,False
2012-10-23,4,79,0,4,2,False
2012-10-24,5,78,0,5,2,False
2012-10-25,5,75,0,4,2,False
2012-10-26,5,69,0,4,1,False
2012-10-27,4,51,0,2,1,False
2012-10-28,3,62,0,2,1,False
2012-10-29,4,80,0,4,2,False
2012-10-30,4,87,0,4,1,False
2012-10-31,4,80,0,4,2,False
2012-11-01,5,80,0,5,2,False
2012-11-02,5,70,0,4,1,False
2012-11-03,5,50,0,2,1,False
2012-11-04,4,55,0,2,1,False
2012-11-05,5,88,0,4,1,False
2012-11-06,4,80,0,4,1,False
2012-11-07,4,73,0,4,2,False
2012-11-08,5,80,0,4,2,False
2012-11-09,4,73,0,4,1,False
2012-11-10,4,52,0,2,1,False
2012-11-11,4,52,0,2,1,False
2012-11-12,4,76,0,4,1,False
2012-11-13,5,81,0,5,2,False
2012-11-14,5,81,0,4,2,False
2012-11-15,6,81,0,5,2,False
2012-11-16,5,69,0,4,1,False
2012-11-17,4,51,0,2,1,False
2012-11-18,3,50,0,2,1,False
2012-11-19,4,76,0,4,1,False
2012-11-20,4,73,0,4,1,False
2012-11-21,4,62,0,4,1,False
2012-11-22,3,33,0,2,1,False
2012-11-23,3,42,0,2,0,False
2012-11-24,3,42,0,2,1,False
2012-11-25,4,50,0,2,1,False
2012-11-26,5,77,0,5,1,False
2012-11-27,6,81,0,5,2,False
2012-11-28,5,80,0,5,2,False
2012-11-29,5,74,0,4,2,False
2012-11-30,5,73,0,4,1,False
2012-12-01,4,53,0,2,1,False
2012-12-02,4,54,0,2,1,False
2012-12-03,5,80,0,5,2,False
2012-12-04,5,80,0,5,2,False
2012-12-05,5,79,0,4,1,False
2012-12-06,6,80,0,5,2,False
2012-12-07,5,72,0,4,1,False
2012-12-08,4,53,0,2,1,False
2012-12-09,4,49,0,2,1,False
2012-12-10,5,78,0,4,2,False
2012-12-11,5,77,0,5,2,False
2012-12-12,5,74,0,5,2,False
2012-12-13,5,72,0,4,1,False
2012-12-14,4,67,0,4,2,False
2012-12-15,4,50,0,2,1,False
2012-12-16,4,49,0,2,1,False
2012-12-17,5,74,0,4,2,False
2012-12-18,5,74,0,4,1,False
2012-12-19,5,70,0,4,1,False
2012-12-20,5,68,0,4,1,False
2012-12-21,4,62,0,4,1,False
2012-12-22,4,44,0,2,1,False
2012-12-23,3,41,0,2,1,False
2012-12-24,3,44,0,2,1,False
2012-12-25,3,31,0,2,0,False
2012-12-26,3,54,0,3,1,False
2012-12-27,4,61,0,4,1,False
2012-12-28,4,58,0,3,1,False
2012-12-29,4,45,0,2,1,False
2012-12-30,3,47,0,2,0,False
2012-12-31,4,53,0,3,1,False
2013-01-01,3,46,0,2,1,False
