date,inexpensive,inherit,invaluable,legal,lucrative,isPartial
2013-01-15,8,1,1,76,1,False
2013-01-16,8,1,1,80,1,False
2013-01-17,8,1,1,78,1,False
2013-01-18,7,1,1,77,0,False
2013-01-19,8,1,0,69,1,False
2013-01-20,8,1,0,60,0,False
2013-01-21,8,1,1,69,1,False
2013-01-22,8,1,0,77,1,False
2013-01-23,8,2,1,81,0,False
2013-01-24,7,1,0,80,0,False
2013-01-25,7,1,1,75,0,False
2013-01-26,9,1,0,72,0,False
2013-01-27,8,1,0,62,1,False
2013-01-28,8,2,1,79,0,False
2013-01-29,8,1,1,82,1,False
2013-01-30,8,1,1,78,1,False
2013-01-31,9,2,1,79,1,False
2013-02-01,7,1,1,78,1,False
2013-02-02,8,1,0,74,0,False
2013-02-03,9,1,0,64,1,False
2013-02-04,7,1,0,77,1,False
2013-02-05,9,1,1,83,0,False
2013-02-06,7,2,1,84,1,False
2013-02-07,8,1,1,86,0,False
2013-02-08,7,1,0,80,1,False
2013-02-09,8,1,1,69,0,False
2013-02-10,9,1,1,69,0,False
2013-02-11,8,1,1,79,1,False
2013-02-12,8,2,1,84,1,False
2013-02-13,8,2,1,78,1,False
2013-02-14,6,2,1,79,1,False
2013-02-15,7,1,1,81,1,False
2013-02-16,8,1,0,70,0,False
2013-02-17,8,1,0,73,1,False
2013-02-18,7,1,1,73,1,False
2013-02-19,7,1,1,78,1,False
2013-02-20,8,1,1,86,1,False
2013-02-21,7,3,1,78,1,False
2013-02-22,6,2,0,82,1,False
2013-02-23,7,1,0,69,0,False
2013-02-24,7,1,1,70,0,False
2013-02-25,9,1,1,83,1,False
2013-02-26,8,2,1,89,0,False
2013-02-27,7,2,1,86,1,False
2013-02-28,7,2,1,92,0,False
2013-03-01,8,1,1,83,1,False
2013-03-02,8,5,1,70,0,False
2013-03-03,8,1,0,67,0,False
2013-03-04,7,2,1,84,1,False
2013-03-05,8,2,1,88,1,False
2013-03-06,8,2,0,82,1,False
2013-03-07,7,2,1,82,1,False
2013-03-08,7,2,1,79,1,False
2013-03-09,9,1,0,72,1,False
2013-03-10,8,1,1,66,0,False
2013-03-11,8,2,1,83,1,False
2013-03-12,9,1,1,87,1,False
2013-03-13,6,1,1,84,1,False
2013-03-14,7,1,1,82,1,False
2013-03-15,7,1,1,80,1,False
2013-03-16,8,1,0,67,0,False
2013-03-17,8,1,1,72,0,False
2013-03-18,9,1,0,82,0,False
2013-03-19,7,2,1,84,1,False
2013-03-20,8,2,1,83,1,False
2013-03-21,8,1,1,88,0,False
2013-03-22,7,1,1,84,1,False
2013-03-23,9,1,0,67,1,False
2013-03-24,8,1,0,66,0,False
2013-03-25,8,1,1,85,0,False
2013-03-26,7,2,1,90,0,False
2013-03-27,7,2,1,94,1,False
2013-03-28,8,2,1,87,1,False
2013-03-29,8,1,0,79,1,False
2013-03-30,8,1,0,68,0,False
2013-03-31,8,2,1,70,0,False
2013-04-01,8,1,0,80,1,False
2013-04-02,8,1,0,84,1,False
2013-04-03,8,1,1,85,1,False
2013-04-04,8,2,0,83,1,False
2013-04-05,7,1,1,84,1,False
2013-04-06,8,1,0,66,0,False
2013-04-07,8,1,0,66,1,False
2013-04-08,8,1,1,84,1,False
2013-04-09,8,1,1,88,1,False
2013-04-10,7,2,1,80,1,False
2013-04-11,8,2,1,86,1,False
2013-04-12,6,2,1,79,0,False
2013-04-13,7,1,1,67,1,False
2013-04-14,8,1,0,70,0,False
2013-04-15,7,1,1,80,1,False
2013-04-16,8,1,0,81,1,False
2013-04-17,8,1,1,81,1,False
2013-04-18,8,2,1,83,1,False
2013-04-19,7,2,1,74,1,False
2013-04-20,7,1,0,69,0,False
2013-04-21,9,1,0,74,0,False
2013-04-22,9,2,1,81,1,False
2013-04-23,7,1,1,81,1,False
2013-04-24,9,1,1,86,1,False
2013-04-25,7,1,1,79,1,False
2013-04-26,8,1,1,80,1,False
2013-04-27,8,1,0,65,0,False
2013-04-28,8,1,0,67,1,False
2013-04-29,9,2,1,80,1,False
2013-04-30,9,1,1,81,1,False
2013-05-01,8,2,1,83,1,False
2013-05-02,7,1,1,81,1,False
2013-05-03,7,1,0,77,1,False
2013-05-04,9,0,1,62,1,False
2013-05-05,9,1,1,65,0,False
2013-05-06,8,2,1,83,0,False
2013-05-07,8,1,0,82,0,False
2013-05-08,7,1,1,75,0,False
2013-05-09,7,2,1,80,0,False
2013-05-10,8,1,1,76,0,False
2013-05-11,7,0,0,64,1,False
2013-05-12,8,1,1,65,0,False
2013-05-13,9,1,0,76,1,False
2013-05-14,7,1,1,85,1,False
2013-05-15,8,1,0,83,1,False
2013-05-16,7,1,1,80,1,False
2013-05-17,7,1,1,75,1,False
2013-05-18,8,1,0,58,0,False
2013-05-19,9,1,1,59,1,False
2013-05-20,8,2,1,78,1,False
2013-05-21,8,1,0,70,0,False
2013-05-22,8,1,1,76,1,False
2013-05-23,7,1,1,77,0,False
2013-05-24,8,2,1,70,0,False
2013-05-25,9,1,1,60,0,False
2013-05-26,8,1,0,57,1,False
2013-05-27,9,1,1,62,1,False
2013-05-28,8,1,0,74,1,False
2013-05-29,9,2,0,76,1,False
2013-05-30,8,1,1,74,1,False
2013-05-31,8,2,1,71,1,False
2013-06-01,7,1,0,58,1,False
2013-06-02,8,1,0,62,1,False
2013-06-03,9,1,1,74,1,False
2013-06-04,8,1,1,77,1,False
2013-06-05,9,1,1,77,1,False
2013-06-06,7,1,1,74,0,False
2013-06-07,8,1,1,70,1,False
2013-06-08,7,1,0,58,0,False
2013-06-09,9,0,0,64,1,False
2013-06-10,8,1,1,76,0,False
2013-06-11,9,1,1,72,1,False
2013-06-12,6,1,1,77,0,False
2013-06-13,7,1,1,71,1,False
2013-06-14,8,1,1,68,0,False
2013-06-15,7,1,0,62,1,False
2013-06-16,7,1,0,58,0,False
2013-06-17,9,1,1,72,0,False
2013-06-18,8,1,0,76,0,False
2013-06-19,8,1,1,72,1,False
2013-06-20,8,1,1,72,1,False
2013-06-21,7,1,1,68,0,False
