date,endow,entrepreneurial,equity,fellowship,frugal,isPartial
2004-09-11,0,2,51,34,9,False
2004-09-12,0,0,38,61,9,False
2004-09-13,0,1,71,54,4,False
2004-09-14,0,1,65,40,1,False
2004-09-15,1,1,54,44,5,False
2004-09-16,0,1,69,47,7,False
2004-09-17,0,0,54,36,3,False
2004-09-18,0,0,45,47,7,False
2004-09-19,0,2,43,43,5,False
2004-09-20,0,1,75,56,5,False
2004-09-21,0,4,45,33,6,False
2004-09-22,0,1,63,57,9,False
2004-09-23,0,5,54,42,3,False
2004-09-24,0,1,55,53,3,False
2004-09-25,0,2,37,56,9,False
2004-09-26,0,0,38,45,2,False
2004-09-27,0,0,78,56,4,False
2004-09-28,0,5,72,55,2,False
2004-09-29,1,1,59,58,1,False
2004-09-30,0,4,74,36,7,False
2004-10-01,0,3,54,36,4,False
2004-10-02,0,0,37,25,5,False
2004-10-03,0,2,40,57,2,False
2004-10-04,0,6,58,38,8,False
2004-10-05,0,3,63,45,4,False
2004-10-06,0,0,58,45,8,False
2004-10-07,0,1,68,34,3,False
2004-10-08,0,0,62,34,3,False
2004-10-09,0,0,21,42,5,False
2004-10-10,0,0,34,48,7,False
2004-10-11,0,0,65,43,4,False
2004-10-12,0,0,48,43,21,False
2004-10-13,0,2,58,47,5,False
2004-10-14,0,3,69,49,3,False
2004-10-15,1,0,62,56,6,False
2004-10-16,0,2,63,52,2,False
2004-10-17,0,0,35,61,11,False
2004-10-18,0,3,69,46,4,False
2004-10-19,0,2,54,45,2,False
2004-10-20,0,3,58,37,3,False
2004-10-21,0,0,79,41,4,False
2004-10-22,0,1,67,46,7,False
2004-10-23,0,0,40,44,2,False
2004-10-24,0,0,43,53,6,False
2004-10-25,0,2,62,37,4,False
2004-10-26,0,1,68,48,6,False
2004-10-27,0,2,65,50,2,False
2004-10-28,1,1,69,44,8,False
2004-10-29,0,0,51,34,17,False
2004-10-30,0,0,58,64,0,False
2004-10-31,0,4,34,74,9,False
2004-11-01,1,3,68,46,12,False
2004-11-02,0,0,53,41,5,False
2004-11-03,0,1,47,39,5,False
2004-11-04,0,1,74,36,9,False
2004-11-05,0,1,75,47,3,False
2004-11-06,0,0,56,41,4,False
2004-11-07,0,0,51,58,11,False
2004-11-08,0,0,24,34,5,False
2004-11-09,0,0,0,0,0,True
2004-11-10,0,0,89,44,7,False
2004-11-11,0,1,82,40,1,False
2004-11-12,0,3,54,58,4,False
2004-11-13,0,0,23,64,6,False
2004-11-14,0,2,55,61,8,False
2004-11-15,0,1,63,55,10,False
2004-11-16,0,2,61,50,8,False
2004-11-17,0,1,68,46,9,False
2004-11-18,0,2,58,40,2,False
2004-11-19,0,0,41,32,0,False
2004-11-20,0,3,23,30,13,False
2004-11-21,0,0,51,63,6,False
2004-11-22,0,6,50,53,5,False
2004-11-23,0,0,50,58,4,False
2004-11-24,0,1,59,46,6,False
2004-11-25,0,0,36,52,0,False
2004-11-26,0,0,30,36,4,False
2004-11-27,0,0,29,42,13,False
2004-11-28,0,2,28,67,10,False
2004-11-29,0,2,94,44,13,False
2004-11-30,0,0,63,50,8,False
2004-12-01,0,0,69,49,2,False
2004-12-02,0,0,66,44,6,False
2004-12-03,0,0,54,37,6,False
2004-12-04,0,2,36,38,10,False
2004-12-05,0,2,49,51,6,False
2004-12-06,0,2,67,53,5,False
2004-12-07,0,3,63,37,4,False
2004-12-08,0,1,69,43,6,False
2004-12-09,0,0,46,36,5,False
2004-12-10,0,1,49,49,6,False
2004-12-11,0,0,42,70,4,False
2004-12-12,0,0,48,62,6,False
2004-12-13,0,1,66,40,6,False
2004-12-14,0,1,64,42,6,False
2004-12-15,0,1,48,56,4,False
2004-12-16,1,1,57,38,6,False
2004-12-17,0,0,64,41,8,False
2004-12-18,0,0,28,30,11,False
2004-12-19,0,0,31,51,4,False
2004-12-20,0,0,43,57,3,False
