date,hustle,hustler,inflation,jobless,laid,isPartial
2015-02-16,39,29,61,2,49,False
2015-02-17,38,25,74,2,38,False
2015-02-18,44,27,72,2,36,False
2015-02-19,61,39,76,4,45,False
2015-02-20,44,26,73,1,41,False
2015-02-21,59,39,50,1,35,False
2015-02-22,77,39,55,1,43,False
2015-02-23,64,28,78,1,36,False
2015-02-24,50,25,82,2,41,False
2015-02-25,41,27,76,1,30,False
2015-02-26,47,32,72,3,40,False
2015-02-27,45,37,78,2,42,False
2015-02-28,55,46,56,2,38,False
2015-03-01,56,27,58,3,33,False
2015-03-02,49,30,76,2,42,False
2015-03-03,40,34,81,1,44,False
2015-03-04,33,38,79,1,42,False
2015-03-05,40,34,71,2,47,False
2015-03-06,43,32,75,3,39,False
2015-03-07,52,38,50,1,36,False
2015-03-08,52,44,70,1,44,False
2015-03-09,37,29,79,1,40,False
2015-03-10,33,27,82,3,43,False
2015-03-11,38,36,76,1,49,False
2015-03-12,40,33,78,4,37,False
2015-03-13,47,55,64,0,34,False
2015-03-14,54,42,52,1,42,False
2015-03-15,62,49,65,1,49,False
2015-03-16,34,35,70,1,35,False
2015-03-17,48,30,68,1,45,False
2015-03-18,35,41,68,2,41,False
2015-03-19,57,39,89,2,38,False
2015-03-20,60,38,76,0,47,False
2015-03-21,63,42,46,0,43,False
2015-03-22,57,39,54,1,40,False
2015-03-23,47,42,65,1,47,False
2015-03-24,68,33,80,0,41,False
2015-03-25,66,37,81,2,56,False
2015-03-26,43,36,85,4,49,False
2015-03-27,45,33,66,2,45,False
2015-03-28,44,43,42,1,39,False
2015-03-29,47,39,51,1,42,False
2015-03-30,43,32,77,1,45,False
2015-03-31,44,47,88,2,53,False
2015-04-01,41,37,71,1,45,False
2015-04-02,35,36,75,5,38,False
2015-04-03,44,40,64,2,42,False
2015-04-04,51,51,56,2,45,False
2015-04-05,44,33,61,2,51,False
2015-04-06,34,41,87,0,47,False
2015-04-07,41,40,79,0,38,False
2015-04-08,38,37,69,0,30,False
2015-04-09,38,37,62,3,33,False
2015-04-10,40,39,71,2,43,False
2015-04-11,48,49,44,0,33,False
2015-04-12,50,49,60,1,38,False
2015-04-13,34,33,89,1,47,False
2015-04-14,33,44,93,0,38,False
2015-04-15,37,35,92,1,43,False
2015-04-16,43,40,87,5,41,False
2015-04-17,30,42,83,1,53,False
2015-04-18,44,47,64,1,43,False
2015-04-19,42,96,67,1,46,False
2015-04-20,28,43,90,2,39,False
2015-04-21,30,41,78,2,40,False
2015-04-22,38,48,86,2,45,False
2015-04-23,37,43,95,4,41,False
2015-04-24,32,35,70,1,43,False
2015-04-25,45,42,44,2,38,False
2015-04-26,45,39,61,2,38,False
2015-04-27,35,33,86,2,37,False
2015-04-28,37,32,83,2,39,False
2015-04-29,33,42,87,2,45,False
2015-04-30,36,35,83,6,50,False
2015-05-01,32,40,78,3,38,False
2015-05-02,30,36,47,1,34,False
2015-05-03,37,48,58,1,45,False
2015-05-04,41,36,100,2,47,False
2015-05-05,37,38,93,2,38,False
2015-05-06,38,38,82,3,46,False
2015-05-07,40,36,86,4,41,False
2015-05-08,34,39,82,2,41,False
2015-05-09,39,42,56,1,33,False
2015-05-10,48,39,68,1,43,False
2015-05-11,33,51,87,1,47,False
2015-05-12,30,40,77,1,39,False
2015-05-13,35,32,96,2,38,False
2015-05-14,28,25,81,3,40,False
2015-05-15,47,37,75,1,39,False
2015-05-16,50,56,59,2,38,False
2015-05-17,45,45,63,2,42,False
2015-05-18,37,31,60,1,44,False
2015-05-19,42,34,76,1,40,False
2015-05-20,31,37,72,0,35,False
2015-05-21,26,35,64,3,34,False
2015-05-22,36,38,59,1,51,False
2015-05-23,48,40,56,1,40,False
2015-05-24,41,45,48,0,42,False
2015-05-25,48,38,48,1,53,False
2015-05-26,37,40,57,2,46,False
2015-05-27,35,33,68,1,45,False
2015-05-28,36,43,75,5,36,False
2015-05-29,35,36,65,0,38,False
