date,hustle,hustler,inflation,jobless,laid,isPartial
2015-05-30,47,48,55,1,46,False
2015-05-31,48,39,62,3,52,False
2015-06-01,38,39,55,1,36,False
2015-06-02,37,40,57,1,46,False
2015-06-03,43,35,74,0,40,False
2015-06-04,32,43,65,4,41,False
2015-06-05,29,36,51,5,38,False
2015-06-06,35,41,43,1,43,False
2015-06-07,45,42,49,1,45,False
2015-06-08,41,33,59,0,38,False
2015-06-09,38,37,61,0,40,False
2015-06-10,41,43,69,3,40,False
2015-06-11,44,36,56,2,47,False
2015-06-12,40,35,49,1,37,False
2015-06-13,39,37,53,0,40,False
2015-06-14,48,40,52,3,47,False
2015-06-15,40,40,56,0,40,False
2015-06-16,39,40,51,1,44,False
2015-06-17,37,36,72,0,41,False
2015-06-18,29,33,60,2,40,False
2015-06-19,33,40,51,1,34,False
2015-06-20,41,41,42,1,27,False
2015-06-21,49,33,50,1,45,False
2015-06-22,41,29,52,0,45,False
2015-06-23,46,37,51,1,36,False
2015-06-24,33,38,53,2,35,False
2015-06-25,45,39,59,6,41,False
2015-06-26,41,36,53,1,49,False
2015-06-27,59,38,47,1,42,False
2015-06-28,48,54,49,2,55,False
2015-06-29,36,37,51,2,42,False
2015-06-30,39,36,58,2,51,False
2015-07-01,42,37,61,2,39,False
2015-07-02,36,38,52,6,39,False
2015-07-03,48,40,42,2,33,False
2015-07-04,47,48,46,0,31,False
2015-07-05,51,38,45,0,48,False
2015-07-06,47,41,60,1,38,False
2015-07-07,51,30,58,2,36,False
2015-07-08,41,41,63,0,53,False
2015-07-09,35,41,48,4,45,False
2015-07-10,50,37,53,2,49,False
2015-07-11,35,35,40,1,44,False
2015-07-12,60,38,51,1,43,False
2015-07-13,49,35,65,0,44,False
2015-07-14,52,31,52,1,41,False
2015-07-15,56,31,60,0,34,False
2015-07-16,46,33,60,2,45,False
2015-07-17,45,43,61,0,39,False
2015-07-18,57,41,56,0,34,False
2015-07-19,55,45,45,1,40,False
2015-07-20,45,40,58,1,43,False
2015-07-21,45,43,58,2,41,False
2015-07-22,44,41,59,1,43,False
2015-07-23,45,44,72,6,39,False
2015-07-24,45,38,65,4,51,False
2015-07-25,54,47,50,2,42,False
2015-07-26,48,61,47,1,39,False
2015-07-27,44,40,57,1,44,False
2015-07-28,39,30,62,0,39,False
2015-07-29,41,34,63,2,34,False
2015-07-30,36,31,59,4,36,False
2015-07-31,47,30,52,3,37,False
2015-08-01,60,40,42,2,53,False
2015-08-02,73,45,50,2,46,False
2015-08-03,45,42,55,0,44,False
2015-08-04,52,37,63,3,47,False
2015-08-05,47,36,52,1,40,False
2015-08-06,42,32,62,3,49,False
2015-08-07,43,36,46,2,40,False
2015-08-08,49,41,40,1,49,False
2015-08-09,74,33,49,0,47,False
2015-08-10,49,42,52,1,46,False
2015-08-11,46,33,53,0,45,False
2015-08-12,68,34,54,0,47,False
2015-08-13,74,47,57,5,38,False
2015-08-14,49,29,50,1,42,False
2015-08-15,55,38,50,0,55,False
2015-08-16,50,37,54,1,43,False
2015-08-17,44,30,45,1,37,False
2015-08-18,48,36,56,0,51,False
2015-08-19,44,38,59,1,45,False
2015-08-20,40,28,54,2,39,False
2015-08-21,56,24,51,2,49,False
2015-08-22,63,32,55,1,42,False
2015-08-23,56,33,41,1,49,False
2015-08-24,41,34,53,1,39,False
2015-08-25,44,43,54,1,45,False
2015-08-26,34,37,63,2,40,False
2015-08-27,37,29,56,2,43,False
2015-08-28,36,30,58,0,44,False
2015-08-29,48,51,47,1,48,False
2015-08-30,39,81,46,1,48,False
2015-08-31,33,27,68,0,48,False
2015-09-01,38,35,88,3,43,False
2015-09-02,38,28,70,1,45,False
2015-09-03,31,36,71,6,30,False
2015-09-04,35,34,71,2,48,False
2015-09-05,47,37,45,2,42,False
2015-09-06,45,37,57,1,39,False
2015-09-07,40,36,62,3,41,False
2015-09-08,41,28,63,3,45,False
2015-09-09,28,30,70,1,40,False
2015-09-10,32,29,63,2,45,False
2015-09-11,34,32,58,1,45,False
2015-09-12,42,32,46,1,48,False
2015-09-13,37,32,45,1,45,False
2015-09-14,31,36,63,2,45,False
2015-09-15,43,22,69,0,39,False
2015-09-16,41,31,75,2,38,False
2015-09-17,41,26,89,3,39,False
2015-09-18,38,26,79,1,40,False
2015-09-19,45,50,53,2,42,False
2015-09-20,46,34,60,2,41,False
2015-09-21,31,26,71,1,37,False
2015-09-22,37,28,83,1,40,False
2015-09-23,51,18,93,2,38,False
2015-09-24,63,26,72,3,47,False
2015-09-25,42,28,66,1,43,False
2015-09-26,42,37,45,1,50,False
2015-09-27,48,41,64,0,45,False
2015-09-28,38,26,85,1,39,False
2015-09-29,28,25,79,1,45,False
2015-09-30,35,27,81,2,45,False
2015-10-01,54,31,80,2,40,False
2015-10-02,38,27,72,2,46,False
2015-10-03,64,33,48,2,35,False
2015-10-04,42,33,51,1,45,False
2015-10-05,32,35,82,2,49,False
2015-10-06,37,24,86,2,51,False
2015-10-07,31,37,80,1,49,False
2015-10-08,41,27,90,3,35,False
2015-10-09,38,26,63,2,34,False
2015-10-10,47,40,47,1,46,False
2015-10-11,48,35,59,1,51,False
2015-10-12,40,25,77,0,42,False
2015-10-13,68,35,81,2,45,False
2015-10-14,53,36,81,3,45,False
2015-10-15,45,29,78,1,38,False
2015-10-16,47,30,73,3,40,False
2015-10-17,48,35,46,0,41,False
2015-10-18,54,44,59,1,46,False
2015-10-19,38,28,80,2,44,False
2015-10-20,39,22,88,1,39,False
2015-10-21,39,26,84,2,41,False
2015-10-22,43,30,85,4,47,False
2015-10-23,38,28,71,0,40,False
2015-10-24,52,32,47,1,42,False
2015-10-25,60,33,65,2,52,False
2015-10-26,48,32,85,2,42,False
2015-10-27,29,25,90,1,52,False
2015-10-28,35,28,85,1,43,False
2015-10-29,48,27,89,3,50,False
2015-10-30,33,24,61,2,49,False
2015-10-31,42,34,46,2,39,False
2015-11-01,35,38,56,2,33,False
2015-11-02,36,20,84,2,41,False
2015-11-03,32,22,83,0,35,False
2015-11-04,37,30,78,2,45,False
2015-11-05,40,30,83,4,40,False
2015-11-06,26,28,69,3,52,False
2015-11-07,49,39,54,1,47,False
2015-11-08,34,32,64,2,46,False
2015-11-09,27,18,79,2,36,False
2015-11-10,28,25,78,0,53,False
2015-11-11,30,28,88,2,43,False
2015-11-12,38,36,91,4,38,False
