date,squander,tariff,underworld,uneconomical,unemployed,isPartial
2008-11-13,0,5,12,0,3,False
2008-11-14,0,4,19,0,2,False
2008-11-15,0,1,14,0,3,False
2008-11-16,0,1,21,0,1,False
2008-11-17,0,4,14,0,2,False
2008-11-18,0,6,20,0,3,False
2008-11-19,0,5,18,0,2,False
2008-11-20,0,6,15,0,4,False
2008-11-21,0,4,19,0,3,False
2008-11-22,0,2,33,0,3,False
2008-11-23,0,1,26,0,3,False
2008-11-24,0,2,16,0,3,False
2008-11-25,0,4,19,0,4,False
2008-11-26,0,1,17,0,2,False
2008-11-27,0,2,21,0,0,False
2008-11-28,0,2,25,0,0,False
2008-11-29,0,3,24,0,3,False
2008-11-30,0,3,21,0,1,False
2008-12-01,0,5,18,0,2,False
2008-12-02,0,4,11,0,2,False
2008-12-03,0,5,17,0,4,False
2008-12-04,0,4,16,0,3,False
2008-12-05,0,3,12,0,4,False
2008-12-06,0,2,23,0,2,False
2008-12-07,0,5,20,0,1,False
2008-12-08,0,6,16,0,4,False
2008-12-09,0,5,13,0,2,False
2008-12-10,0,6,13,0,4,False
2008-12-11,0,6,12,0,3,False
2008-12-12,0,5,11,0,3,False
2008-12-13,0,3,24,0,3,False
2008-12-14,0,2,21,0,3,False
2008-12-15,0,4,14,0,4,False
2008-12-16,0,4,11,0,2,False
2008-12-17,0,4,12,0,2,False
2008-12-18,0,2,13,0,3,False
2008-12-19,0,3,13,0,3,False
2008-12-20,0,2,19,0,2,False
2008-12-21,0,1,24,0,2,False
2008-12-22,0,2,18,0,3,False
2008-12-23,0,2,16,0,3,False
2008-12-24,0,0,26,0,1,False
2008-12-25,0,1,29,0,2,False
2008-12-26,0,1,49,0,0,False
2008-12-27,0,1,46,0,2,False
2008-12-28,0,0,49,0,3,False
2008-12-29,0,1,38,0,2,False
2008-12-30,0,3,32,0,3,False
2008-12-31,0,3,29,0,3,False
2009-01-01,0,1,32,0,1,False
2009-01-02,0,3,36,0,3,False
2009-01-03,0,2,35,0,1,False
2009-01-04,0,2,44,0,2,False
2009-01-05,0,3,32,0,3,False
2009-01-06,0,2,28,0,3,False
2009-01-07,0,3,36,0,3,False
2009-01-08,0,3,40,0,4,False
2009-01-09,0,3,36,0,3,False
2009-01-10,0,2,35,0,3,False
2009-01-11,0,1,56,0,4,False
2009-01-12,0,5,33,0,3,False
2009-01-13,0,4,24,0,3,False
2009-01-14,0,2,22,0,4,False
2009-01-15,0,3,20,0,2,False
2009-01-16,0,3,25,0,3,False
2009-01-17,0,1,35,0,2,False
2009-01-18,0,1,39,0,4,False
2009-01-19,0,3,33,0,2,False
2009-01-20,0,3,32,0,4,False
2009-01-21,0,4,28,0,4,False
2009-01-22,0,4,36,0,3,False
2009-01-23,0,3,70,0,4,False
2009-01-24,0,1,100,0,3,False
2009-01-25,0,2,82,0,2,False
2009-01-26,0,3,54,0,4,False
2009-01-27,0,5,36,0,3,False
2009-01-28,0,5,31,0,5,False
2009-01-29,0,4,29,0,5,False
2009-01-30,0,3,30,0,7,False
2009-01-31,0,2,44,0,4,False
2009-02-01,0,3,51,0,3,False
2009-02-02,0,3,21,0,4,False
2009-02-03,0,5,19,0,4,False
2009-02-04,0,5,16,0,5,False
2009-02-05,0,6,20,0,6,False
2009-02-06,0,4,20,0,6,False
2009-02-07,0,2,33,0,3,False
2009-02-08,0,3,33,0,5,False
2009-02-09,0,4,18,0,4,False
2009-02-10,0,6,21,0,5,False
2009-02-11,0,5,16,0,6,False
2009-02-12,0,6,16,0,5,False
2009-02-13,0,4,18,0,5,False
2009-02-14,0,1,26,0,3,False
2009-02-15,0,3,39,0,5,False
2009-02-16,0,2,21,0,5,False
2009-02-17,0,5,15,0,6,False
2009-02-18,0,5,15,0,3,False
