date,boom,breadwinner,buy,capitalize,charitable,isPartial
2004-01-01,5,0,100,0,0,False
2004-01-02,2,0,82,0,3,False
2004-01-03,2,0,90,0,1,False
2004-01-04,4,0,84,0,1,False
2004-01-05,3,0,68,0,1,False
2004-01-06,1,0,67,0,3,False
2004-01-07,3,0,65,0,2,False
2004-01-08,2,0,66,0,2,False
2004-01-09,2,0,64,0,1,False
2004-01-10,3,0,77,0,1,False
2004-01-11,4,0,73,0,1,False
2004-01-12,2,0,68,0,1,False
2004-01-13,2,0,64,0,2,False
2004-01-14,2,0,61,0,2,False
2004-01-15,3,0,61,0,1,False
2004-01-16,4,0,63,0,1,False
2004-01-17,3,0,75,0,1,False
2004-01-18,4,0,85,0,1,False
2004-01-19,2,0,67,0,1,False
2004-01-20,2,0,65,0,1,False
2004-01-21,2,0,60,0,0,False
2004-01-22,3,0,59,0,1,False
2004-01-23,4,0,63,0,2,False
2004-01-24,3,0,89,0,1,False
2004-01-25,4,0,83,0,0,False
2004-01-26,3,0,64,0,1,False
2004-01-27,3,0,63,0,1,False
2004-01-28,3,0,59,0,1,False
2004-01-29,4,0,59,0,1,False
2004-01-30,2,0,60,1,1,False
2004-01-31,3,0,77,0,1,False
2004-02-01,2,0,76,0,2,False
2004-02-02,2,0,62,0,1,False
2004-02-03,2,0,60,0,2,False
2004-02-04,3,0,58,0,2,False
2004-02-05,3,0,56,0,2,False
2004-02-06,3,0,65,0,2,False
2004-02-07,3,0,66,0,1,False
2004-02-08,2,0,76,0,0,False
2004-02-09,3,0,65,0,1,False
2004-02-10,2,0,61,0,2,False
2004-02-11,3,0,66,0,2,False
2004-02-12,2,0,56,0,2,False
2004-02-13,1,0,62,0,1,False
2004-02-14,3,0,68,0,1,False
2004-02-15,3,0,79,0,2,False
2004-02-16,2,0,68,0,1,False
2004-02-17,2,0,61,0,2,False
2004-02-18,3,0,61,0,2,False
2004-02-19,3,0,59,0,1,False
2004-02-20,2,0,68,0,1,False
2004-02-21,5,0,79,0,1,False
2004-02-22,2,0,75,0,1,False
2004-02-23,2,0,60,0,2,False
2004-02-24,3,0,57,0,2,False
2004-02-25,3,0,54,0,1,False
2004-02-26,3,0,56,0,1,False
2004-02-27,2,0,60,0,1,False
2004-02-28,3,0,72,0,1,False
2004-02-29,5,0,73,0,0,False
2004-03-01,2,0,56,0,2,False
2004-03-02,2,0,60,0,2,False
2004-03-03,3,0,68,0,1,False
2004-03-04,3,0,57,0,1,False
2004-03-05,4,0,70,0,1,False
2004-03-06,5,0,82,0,3,False
2004-03-07,4,0,69,0,1,False
2004-03-08,0,0,0,0,0,True
2004-03-09,0,0,0,0,0,True
2004-03-10,2,0,51,0,1,False
2004-03-11,2,0,67,0,2,False
2004-03-12,3,0,51,0,1,False
2004-03-13,2,0,79,0,0,False
2004-03-14,4,0,75,0,0,False
2004-03-15,3,0,62,0,1,False
2004-03-16,3,0,59,0,1,False
2004-03-17,2,0,62,0,1,False
2004-03-18,3,0,58,0,2,False
2004-03-19,2,0,57,0,1,False
2004-03-20,4,0,75,0,2,False
2004-03-21,4,0,79,0,1,False
2004-03-22,4,0,67,0,1,False
2004-03-23,0,0,0,0,0,True
2004-03-24,2,0,52,1,1,False
