date,endow,entrepreneurial,equity,fellowship,frugal,isPartial
2008-11-13,1,0,66,51,9,False
2008-11-14,0,2,60,49,7,False
2008-11-15,1,0,43,48,14,False
2008-11-16,0,2,47,61,7,False
2008-11-17,1,3,64,59,9,False
2008-11-18,1,1,76,55,7,False
2008-11-19,0,3,72,54,9,False
2008-11-20,0,2,76,42,6,False
2008-11-21,0,2,60,47,9,False
2008-11-22,0,1,37,37,8,False
2008-11-23,0,1,35,62,9,False
2008-11-24,0,0,69,59,8,False
2008-11-25,0,0,100,52,10,False
2008-11-26,0,1,64,45,4,False
2008-11-27,1,0,22,28,11,False
2008-11-28,0,1,42,37,8,False
2008-11-29,0,1,34,45,8,False
2008-11-30,1,0,44,55,10,False
2008-12-01,0,0,71,64,11,False
2008-12-02,0,1,78,44,8,False
2008-12-03,0,2,70,47,7,False
2008-12-04,0,1,64,49,8,False
2008-12-05,0,2,66,53,8,False
2008-12-06,0,0,52,45,14,False
2008-12-07,0,1,47,49,9,False
2008-12-08,0,2,66,47,8,False
2008-12-09,0,1,63,47,11,False
2008-12-10,0,1,74,44,9,False
2008-12-11,1,2,63,44,8,False
2008-12-12,0,2,64,47,6,False
2008-12-13,1,1,40,47,6,False
2008-12-14,0,1,38,66,6,False
2008-12-15,0,1,65,47,7,False
2008-12-16,0,3,75,45,7,False
2008-12-17,0,1,65,45,8,False
2008-12-18,0,3,72,35,7,False
2008-12-19,1,1,61,37,10,False
2008-12-20,0,1,27,48,13,False
2008-12-21,1,1,28,59,11,False
2008-12-22,0,1,50,42,11,False
2008-12-23,0,1,49,53,9,False
2008-12-24,1,1,42,55,7,False
2008-12-25,1,0,24,21,3,False
2008-12-26,0,0,31,29,10,False
2008-12-27,0,0,33,39,12,False
2008-12-28,0,2,37,47,8,False
2008-12-29,1,1,57,46,8,False
2008-12-30,0,1,58,56,12,False
2008-12-31,0,1,51,53,9,False
2009-01-01,0,2,33,31,8,False
2009-01-02,1,2,46,53,16,False
2009-01-03,0,0,34,46,13,False
2009-01-04,0,3,42,70,14,False
2009-01-05,1,4,68,59,11,False
2009-01-06,0,2,61,55,8,False
2009-01-07,1,4,78,54,7,False
2009-01-08,0,2,65,47,8,False
2009-01-09,0,2,59,49,6,False
2009-01-10,0,2,44,54,11,False
2009-01-11,0,1,40,62,9,False
2009-01-12,0,1,72,59,10,False
2009-01-13,0,2,73,52,6,False
2009-01-14,0,3,70,51,5,False
2009-01-15,0,2,70,53,9,False
2009-01-16,0,0,58,49,9,False
2009-01-17,0,2,33,41,8,False
2009-01-18,0,0,38,68,11,False
2009-01-19,0,2,60,43,7,False
2009-01-20,0,2,55,51,6,False
2009-01-21,0,1,81,44,9,False
2009-01-22,0,1,67,48,9,False
2009-01-23,0,2,66,53,9,False
2009-01-24,0,0,41,42,8,False
2009-01-25,1,1,40,71,7,False
2009-01-26,0,3,71,49,8,False
2009-01-27,1,3,74,62,8,False
2009-01-28,0,3,68,51,8,False
2009-01-29,0,3,80,47,9,False
2009-01-30,0,3,69,52,8,False
2009-01-31,0,1,45,41,7,False
2009-02-01,1,2,40,60,9,False
2009-02-02,0,2,74,48,9,False
2009-02-03,0,2,90,51,10,False
2009-02-04,0,0,74,54,9,False
2009-02-05,0,3,74,48,9,False
2009-02-06,0,2,71,50,10,False
2009-02-07,0,2,45,37,16,False
2009-02-08,1,1,52,58,8,False
2009-02-09,0,2,75,50,7,False
2009-02-10,0,3,78,55,7,False
2009-02-11,0,4,71,59,8,False
