date,benevolent,bequeath,betroth,betrothal,bonus,isPartial
2011-08-26,3,0,0,0,54,False
2011-08-27,2,1,0,0,54,False
2011-08-28,2,0,0,1,64,False
2011-08-29,5,0,0,1,58,False
2011-08-30,7,0,0,0,57,False
2011-08-31,4,0,0,0,62,False
2011-09-01,5,0,0,0,64,False
2011-09-02,5,0,0,0,67,False
2011-09-03,4,0,0,0,77,False
2011-09-04,2,0,0,1,66,False
2011-09-05,2,0,0,0,76,False
2011-09-06,6,1,0,0,61,False
2011-09-07,5,0,0,0,58,False
2011-09-08,4,1,0,1,64,False
2011-09-09,4,1,0,0,65,False
2011-09-10,4,0,0,0,66,False
2011-09-11,7,1,0,0,60,False
2011-09-12,7,0,0,0,52,False
2011-09-13,6,1,0,0,58,False
2011-09-14,7,1,0,0,63,False
2011-09-15,5,1,0,0,56,False
2011-09-16,4,1,0,0,56,False
2011-09-17,3,1,0,0,57,False
2011-09-18,3,1,0,0,59,False
2011-09-19,5,0,0,0,61,False
2011-09-20,6,0,0,0,72,False
2011-09-21,6,1,0,0,68,False
2011-09-22,4,1,0,0,59,False
2011-09-23,4,0,0,0,67,False
2011-09-24,4,1,0,0,53,False
2011-09-25,0,1,0,0,64,False
2011-09-26,8,1,0,0,65,False
2011-09-27,5,0,0,0,60,False
2011-09-28,4,1,0,1,68,False
2011-09-29,5,2,0,0,58,False
2011-09-30,5,0,0,0,67,False
2011-10-01,3,0,0,0,55,False
2011-10-02,3,0,0,1,62,False
2011-10-03,5,0,0,0,65,False
2011-10-04,6,0,0,0,72,False
2011-10-05,7,1,0,0,72,False
2011-10-06,5,0,0,0,64,False
2011-10-07,5,0,0,0,62,False
2011-10-08,2,0,0,0,68,False
2011-10-09,4,0,0,0,68,False
2011-10-10,3,0,0,1,62,False
2011-10-11,4,1,0,0,67,False
2011-10-12,5,0,0,1,65,False
2011-10-13,5,1,0,0,60,False
2011-10-14,3,0,0,0,59,False
2011-10-15,2,0,0,0,71,False
2011-10-16,3,2,0,0,77,False
2011-10-17,5,0,0,0,65,False
2011-10-18,5,1,0,0,71,False
2011-10-19,5,1,0,0,62,False
2011-10-20,3,0,0,1,61,False
2011-10-21,3,0,0,0,60,False
2011-10-22,3,0,0,0,59,False
2011-10-23,3,0,0,0,66,False
2011-10-24,4,1,0,1,68,False
2011-10-25,6,1,0,0,69,False
2011-10-26,6,2,0,0,63,False
2011-10-27,5,1,0,1,67,False
2011-10-28,6,1,0,0,65,False
2011-10-29,2,0,0,0,70,False
2011-10-30,6,1,0,0,55,False
2011-10-31,7,1,0,1,73,False
2011-11-01,3,0,0,1,76,False
2011-11-02,5,1,0,0,68,False
2011-11-03,4,1,0,0,73,False
2011-11-04,5,1,0,0,68,False
2011-11-05,5,0,0,0,70,False
2011-11-06,4,0,0,0,66,False
2011-11-07,6,0,0,0,77,False
2011-11-08,7,1,0,1,77,False
2011-11-09,7,1,0,0,74,False
2011-11-10,6,1,0,0,70,False
2011-11-11,4,0,0,0,77,False
2011-11-12,2,0,0,0,68,False
2011-11-13,3,2,0,0,73,False
2011-11-14,7,1,0,1,69,False
2011-11-15,6,1,0,0,79,False
2011-11-16,5,1,0,0,79,False
2011-11-17,8,1,0,0,74,False
2011-11-18,5,2,0,0,68,False
2011-11-19,3,1,0,0,76,False
