date,endow,entrepreneurial,equity,fellowship,frugal,isPartial
2015-02-16,0,2,58,49,8,False
2015-02-17,1,3,80,53,9,False
2015-02-18,1,2,82,46,10,False
2015-02-19,0,3,84,48,7,False
2015-02-20,0,1,76,50,12,False
2015-02-21,0,1,42,46,10,False
2015-02-22,0,1,52,75,8,False
2015-02-23,1,2,78,53,10,False
2015-02-24,1,2,85,57,11,False
2015-02-25,0,3,81,53,10,False
2015-02-26,1,3,78,53,8,False
2015-02-27,1,2,73,43,10,False
2015-02-28,1,1,52,53,12,False
2015-03-01,2,2,48,76,8,False
2015-03-02,1,4,80,56,8,False
2015-03-03,1,2,84,53,7,False
2015-03-04,1,3,86,56,10,False
2015-03-05,0,3,79,43,7,False
2015-03-06,0,2,74,44,9,False
2015-03-07,1,1,47,40,10,False
2015-03-08,1,2,52,66,12,False
2015-03-09,1,2,78,50,10,False
2015-03-10,0,3,84,51,8,False
2015-03-11,1,2,84,47,10,False
2015-03-12,0,4,86,45,10,False
2015-03-13,1,3,69,45,11,False
2015-03-14,1,2,42,37,9,False
2015-03-15,0,2,48,64,11,False
2015-03-16,0,2,85,53,7,False
2015-03-17,1,3,77,53,6,False
2015-03-18,0,1,75,51,8,False
2015-03-19,0,3,79,45,15,False
2015-03-20,1,2,77,41,8,False
2015-03-21,1,0,45,44,13,False
2015-03-22,0,1,46,63,14,False
2015-03-23,1,2,81,53,12,False
2015-03-24,0,2,90,55,10,False
2015-03-25,1,2,77,38,6,False
2015-03-26,1,3,90,44,5,False
2015-03-27,0,2,73,49,10,False
2015-03-28,1,2,48,44,10,False
2015-03-29,1,1,53,69,11,False
2015-03-30,1,4,93,61,9,False
2015-03-31,1,3,90,68,8,False
2015-04-01,2,2,81,55,8,False
2015-04-02,1,2,77,51,9,False
2015-04-03,1,2,67,62,10,False
2015-04-04,1,1,47,59,8,False
2015-04-05,0,1,40,99,11,False
2015-04-06,1,3,82,54,9,False
2015-04-07,0,2,94,43,9,False
2015-04-08,0,3,79,48,10,False
2015-04-09,1,3,86,51,10,False
2015-04-10,0,3,77,48,9,False
2015-04-11,0,2,43,41,9,False
2015-04-12,0,1,52,71,11,False
2015-04-13,1,2,89,51,11,False
2015-04-14,1,3,89,51,8,False
2015-04-15,1,3,78,54,9,False
2015-04-16,1,4,90,54,9,False
2015-04-17,0,3,73,45,9,False
2015-04-18,0,1,46,34,10,False
2015-04-19,1,2,51,73,10,False
2015-04-20,1,4,90,45,10,False
2015-04-21,2,3,81,46,8,False
2015-04-22,1,3,88,48,8,False
2015-04-23,0,2,92,44,5,False
2015-04-24,1,3,76,45,7,False
2015-04-25,0,2,48,47,11,False
2015-04-26,1,2,47,69,10,False
2015-04-27,0,3,91,47,10,False
2015-04-28,0,2,91,46,6,False
2015-04-29,1,3,90,51,14,False
2015-04-30,0,3,88,47,8,False
2015-05-01,0,3,79,47,8,False
2015-05-02,0,1,43,36,11,False
2015-05-03,0,1,46,54,8,False
2015-05-04,1,2,85,45,10,False
2015-05-05,1,3,91,42,8,False
2015-05-06,1,3,91,46,11,False
2015-05-07,0,2,86,46,9,False
2015-05-08,2,3,75,43,8,False
2015-05-09,1,1,44,44,11,False
2015-05-10,0,2,37,49,10,False
2015-05-11,1,3,86,40,9,False
2015-05-12,1,4,83,51,8,False
2015-05-13,1,3,84,41,10,False
2015-05-14,0,2,78,40,13,False
2015-05-15,1,2,71,39,9,False
2015-05-16,1,1,39,38,8,False
2015-05-17,0,2,42,60,7,False
2015-05-18,1,2,68,50,7,False
2015-05-19,1,2,80,47,10,False
2015-05-20,0,2,69,51,9,False
2015-05-21,1,2,77,47,8,False
2015-05-22,1,1,66,42,10,False
2015-05-23,0,1,39,30,8,False
2015-05-24,0,1,38,57,11,False
2015-05-25,1,0,39,35,8,False
2015-05-26,0,2,72,42,10,False
2015-05-27,1,2,81,43,12,False
2015-05-28,0,2,80,49,9,False
2015-05-29,0,2,72,37,9,False
2015-05-30,0,1,37,45,10,False
2015-05-31,1,0,42,65,9,False
2015-06-01,0,2,73,47,7,False
2015-06-02,0,2,82,43,7,False
2015-06-03,0,2,83,45,10,False
2015-06-04,0,4,79,45,11,False
2015-06-05,0,3,73,43,8,False
2015-06-06,0,0,37,34,11,False
2015-06-07,1,2,36,59,7,False
2015-06-08,0,1,82,46,7,False
2015-06-09,0,2,82,39,9,False
2015-06-10,1,1,76,45,9,False
2015-06-11,0,2,79,49,9,False
2015-06-12,0,2,78,47,10,False
2015-06-13,0,0,38,38,5,False
2015-06-14,1,2,35,69,11,False
2015-06-15,0,2,80,44,8,False
2015-06-16,0,2,80,50,6,False
2015-06-17,0,3,78,49,8,False
2015-06-18,0,3,69,48,8,False
2015-06-19,0,2,71,42,9,False
2015-06-20,0,2,40,36,9,False
2015-06-21,1,1,34,65,7,False
2015-06-22,1,2,71,49,11,False
2015-06-23,0,2,81,44,8,False
2015-06-24,0,3,77,47,9,False
2015-06-25,0,3,81,42,6,False
2015-06-26,1,2,68,47,12,False
2015-06-27,0,1,46,36,10,False
2015-06-28,0,1,43,67,11,False
2015-06-29,0,3,77,53,9,False
2015-06-30,0,3,85,41,10,False
2015-07-01,0,3,78,51,7,False
2015-07-02,1,2,71,44,7,False
2015-07-03,0,0,43,34,10,False
2015-07-04,1,0,29,38,9,False
2015-07-05,0,1,36,71,10,False
2015-07-06,1,2,75,50,9,False
2015-07-07,1,3,81,48,9,False
2015-07-08,0,1,83,50,9,False
2015-07-09,0,2,78,53,8,False
2015-07-10,0,1,70,45,8,False
2015-07-11,0,1,45,44,9,False
2015-07-12,0,1,42,71,7,False
2015-07-13,0,3,80,56,8,False
2015-07-14,2,1,80,55,10,False
2015-07-15,0,2,91,54,10,False
2015-07-16,0,1,75,57,9,False
2015-07-17,0,2,74,47,8,False
2015-07-18,0,1,40,48,10,False
2015-07-19,0,1,42,68,11,False
2015-07-20,0,2,72,56,8,False
2015-07-21,1,4,81,49,10,False
2015-07-22,0,2,89,57,12,False
2015-07-23,0,2,83,56,15,False
2015-07-24,1,2,71,51,11,False
2015-07-25,0,1,46,40,7,False
2015-07-26,0,2,46,62,10,False
2015-07-27,0,1,83,52,9,False
2015-07-28,0,2,80,53,10,False
2015-07-29,0,3,86,50,11,False
2015-07-30,0,1,79,51,10,False
2015-07-31,0,2,79,46,7,False
2015-08-01,1,1,43,37,8,False
2015-08-02,1,2,39,64,9,False
2015-08-03,0,1,75,59,8,False
2015-08-04,0,3,84,55,8,False
2015-08-05,0,2,82,51,9,False
2015-08-06,0,3,71,51,8,False
2015-08-07,0,2,65,41,8,False
2015-08-08,0,1,39,39,10,False
2015-08-09,0,1,41,72,12,False
2015-08-10,1,3,78,55,6,False
2015-08-11,0,2,82,50,9,False
2015-08-12,0,4,81,49,11,False
2015-08-13,1,3,74,45,7,False
2015-08-14,0,1,75,46,7,False
2015-08-15,0,1,36,41,13,False
2015-08-16,0,2,43,66,12,False
2015-08-17,1,2,73,51,9,False
2015-08-18,0,4,80,60,9,False
2015-08-19,0,2,71,56,8,False
2015-08-20,1,2,81,46,12,False
2015-08-21,0,3,68,51,6,False
2015-08-22,0,1,40,47,9,False
2015-08-23,1,1,39,78,8,False
2015-08-24,1,3,85,54,9,False
2015-08-25,0,4,82,59,9,False
2015-08-26,1,2,85,47,8,False
2015-08-27,0,4,84,49,11,False
2015-08-28,1,4,73,50,10,False
2015-08-29,0,1,44,38,7,False
2015-08-30,1,1,45,64,8,False
2015-08-31,1,3,82,54,10,False
2015-09-01,0,3,92,56,7,False
2015-09-02,0,4,91,58,10,False
2015-09-03,2,4,79,58,8,False
2015-09-04,1,4,71,46,7,False
2015-09-05,1,1,41,41,10,False
2015-09-06,0,1,44,58,9,False
2015-09-07,0,2,48,40,9,False
2015-09-08,1,3,92,52,8,False
2015-09-09,1,4,94,51,9,False
2015-09-10,1,2,89,52,7,False
2015-09-11,1,4,76,54,8,False
2015-09-12,1,1,44,42,9,False
2015-09-13,1,2,42,65,9,False
2015-09-14,1,3,88,63,9,False
2015-09-15,1,4,100,56,8,False
2015-09-16,1,4,88,54,7,False
2015-09-17,1,2,89,51,7,False
2015-09-18,1,3,73,52,9,False
2015-09-19,1,1,50,49,9,False
2015-09-20,1,1,45,69,9,False
2015-09-21,0,4,85,56,10,False
2015-09-22,1,3,92,55,13,False
2015-09-23,1,3,90,54,9,False
2015-09-24,1,4,85,49,9,False
2015-09-25,1,3,73,48,9,False
2015-09-26,0,1,38,45,9,False
2015-09-27,0,2,48,73,8,False
2015-09-28,1,2,85,53,7,False
2015-09-29,0,4,90,58,8,False
2015-09-30,1,3,86,53,8,False
2015-10-01,1,4,89,53,7,False
2015-10-02,1,3,73,50,8,False
2015-10-03,0,1,50,44,12,False
2015-10-04,1,1,47,68,11,False
2015-10-05,1,3,86,45,10,False
2015-10-06,1,3,89,52,10,False
2015-10-07,1,4,91,65,12,False
2015-10-08,0,2,86,62,11,False
2015-10-09,0,2,67,52,9,False
2015-10-10,1,1,45,43,12,False
2015-10-11,1,2,48,59,8,False
2015-10-12,1,3,82,58,11,False
2015-10-13,0,4,87,52,7,False
2015-10-14,1,3,82,52,9,False
2015-10-15,1,3,85,59,8,False
2015-10-16,0,2,63,48,7,False
2015-10-17,1,1,39,39,11,False
2015-10-18,1,2,39,70,10,False
2015-10-19,1,4,77,52,13,False
2015-10-20,0,4,83,54,9,False
2015-10-21,1,2,89,54,10,False
2015-10-22,0,2,81,51,6,False
2015-10-23,1,2,67,46,9,False
2015-10-24,1,1,43,41,10,False
2015-10-25,0,2,42,67,8,False
2015-10-26,1,4,84,60,8,False
2015-10-27,1,2,89,54,10,False
2015-10-28,1,4,80,52,10,False
2015-10-29,0,4,81,48,6,False
2015-10-30,0,2,69,45,10,False
2015-10-31,1,2,37,45,9,False
2015-11-01,1,1,42,63,9,False
2015-11-02,1,4,82,52,10,False
2015-11-03,0,3,90,46,10,False
2015-11-04,1,2,84,54,7,False
2015-11-05,1,3,86,45,13,False
2015-11-06,0,2,79,51,12,False
2015-11-07,0,0,41,41,8,False
2015-11-08,1,1,42,64,9,False
2015-11-09,1,2,81,51,9,False
2015-11-10,1,2,78,49,12,False
2015-11-11,1,3,73,46,9,False
2015-11-12,1,3,86,48,8,False
