date,advantage,affluence,affluent,afloat,allowance,isPartial
2011-04-17,62,1,2,1,17,False
2011-04-18,89,2,4,0,19,False
2011-04-19,91,0,1,1,18,False
2011-04-20,83,0,1,0,19,False
2011-04-21,91,0,3,0,14,False
2011-04-22,76,1,1,0,16,False
2011-04-23,63,0,0,0,12,False
2011-04-24,65,0,2,0,14,False
2011-04-25,91,1,2,0,15,False
2011-04-26,93,1,3,0,14,False
2011-04-27,82,1,3,2,15,False
2011-04-28,86,1,2,1,17,False
2011-04-29,70,1,1,0,11,False
2011-04-30,66,0,2,0,13,False
2011-05-01,64,0,2,1,13,False
2011-05-02,76,1,3,0,13,False
2011-05-03,90,1,2,1,19,False
2011-05-04,81,1,2,0,17,False
2011-05-05,84,0,1,1,16,False
2011-05-06,86,1,1,0,13,False
2011-05-07,58,1,3,0,9,False
2011-05-08,61,1,1,1,11,False
2011-05-09,93,2,1,1,14,False
2011-05-10,92,1,2,0,16,False
2011-05-11,75,1,2,1,21,False
2011-05-12,81,1,2,1,16,False
2011-05-13,79,1,1,0,14,False
2011-05-14,58,0,1,1,12,False
2011-05-15,60,0,2,0,16,False
2011-05-16,82,0,2,2,16,False
2011-05-17,88,0,1,1,12,False
2011-05-18,81,0,3,1,15,False
2011-05-19,85,0,1,1,15,False
2011-05-20,76,1,1,1,12,False
2011-05-21,53,0,1,1,12,False
2011-05-22,67,0,1,1,16,False
2011-05-23,87,0,1,1,16,False
2011-05-24,89,0,1,1,14,False
2011-05-25,82,0,1,0,11,False
2011-05-26,86,0,2,0,17,False
2011-05-27,80,0,1,0,14,False
2011-05-28,59,0,1,1,11,False
2011-05-29,57,0,2,1,13,False
2011-05-30,57,0,0,0,12,False
2011-05-31,90,0,3,1,22,False
2011-06-01,80,1,0,2,13,False
2011-06-02,83,1,2,0,19,False
2011-06-03,84,1,1,2,13,False
2011-06-04,55,1,1,1,9,False
2011-06-05,63,1,1,0,9,False
2011-06-06,83,0,2,1,20,False
2011-06-07,92,0,2,2,18,False
2011-06-08,89,0,1,1,19,False
2011-06-09,77,0,0,0,17,False
2011-06-10,82,0,2,0,14,False
2011-06-11,64,0,1,1,18,False
2011-06-12,57,0,2,0,11,False
2011-06-13,81,1,2,0,16,False
2011-06-14,91,1,2,1,13,False
2011-06-15,82,0,1,0,20,False
2011-06-16,76,1,1,1,16,False
2011-06-17,71,0,2,1,11,False
2011-06-18,59,0,1,0,14,False
2011-06-19,57,0,0,1,15,False
2011-06-20,75,0,2,0,16,False
2011-06-21,83,0,2,2,19,False
2011-06-22,78,0,2,0,15,False
2011-06-23,83,0,1,1,18,False
2011-06-24,71,1,1,2,15,False
2011-06-25,61,0,2,1,13,False
2011-06-26,59,0,0,0,15,False
2011-06-27,90,1,1,0,17,False
2011-06-28,90,1,1,1,17,False
2011-06-29,79,0,1,0,18,False
2011-06-30,82,0,2,1,19,False
2011-07-01,73,0,2,1,15,False
2011-07-02,62,0,2,0,13,False
2011-07-03,47,0,1,1,13,False
2011-07-04,56,0,1,1,14,False
2011-07-05,80,0,2,1,15,False
2011-07-06,78,0,1,1,17,False
2011-07-07,84,0,3,1,18,False
2011-07-08,76,1,2,0,11,False
2011-07-09,65,0,1,0,15,False
2011-07-10,64,0,2,1,13,False
2011-07-11,82,1,1,1,20,False
2011-07-12,82,0,1,0,15,False
2011-07-13,90,0,1,0,15,False
2011-07-14,88,0,2,1,16,False
2011-07-15,76,0,2,1,13,False
2011-07-16,57,0,1,1,10,False
2011-07-17,66,0,4,0,13,False
2011-07-18,87,0,1,1,18,False
2011-07-19,91,0,2,1,15,False
2011-07-20,84,0,2,1,20,False
2011-07-21,83,0,1,1,18,False
2011-07-22,77,0,0,0,17,False
2011-07-23,63,0,1,1,11,False
2011-07-24,52,0,2,1,12,False
2011-07-25,86,1,3,0,13,False
2011-07-26,83,1,2,0,17,False
2011-07-27,87,0,3,0,20,False
2011-07-28,84,0,2,0,17,False
2011-07-29,75,1,2,0,15,False
2011-07-30,60,0,1,1,16,False
2011-07-31,63,0,2,0,18,False
2011-08-01,83,0,1,1,18,False
2011-08-02,85,0,2,1,21,False
2011-08-03,81,0,1,1,15,False
2011-08-04,81,0,1,0,13,False
2011-08-05,73,0,2,1,16,False
2011-08-06,61,0,1,0,15,False
2011-08-07,54,0,2,0,13,False
2011-08-08,83,0,1,1,15,False
2011-08-09,81,0,2,0,14,False
2011-08-10,84,0,2,0,16,False
2011-08-11,75,0,1,1,18,False
2011-08-12,76,0,2,1,13,False
2011-08-13,56,0,1,1,14,False
2011-08-14,62,0,1,2,16,False
2011-08-15,82,0,2,1,13,False
2011-08-16,85,0,1,0,14,False
2011-08-17,77,0,2,1,17,False
2011-08-18,79,0,1,1,14,False
2011-08-19,75,1,2,1,15,False
2011-08-20,45,0,1,0,11,False
2011-08-21,53,0,0,1,10,False
2011-08-22,78,0,1,0,14,False
2011-08-23,78,0,1,0,14,False
2011-08-24,80,0,1,1,17,False
2011-08-25,81,1,1,1,16,False
2011-08-26,72,0,2,2,16,False
2011-08-27,55,1,2,1,10,False
2011-08-28,51,1,3,0,12,False
2011-08-29,77,0,1,0,12,False
2011-08-30,76,0,1,1,16,False
2011-08-31,85,0,3,0,14,False
2011-09-01,85,1,1,1,16,False
2011-09-02,73,0,2,1,15,False
2011-09-03,55,0,1,1,12,False
2011-09-04,45,1,1,1,12,False
2011-09-05,51,0,2,1,12,False
2011-09-06,80,0,1,1,16,False
2011-09-07,87,0,1,0,13,False
2011-09-08,92,0,2,1,14,False
2011-09-09,82,0,1,1,14,False
2011-09-10,64,0,1,1,13,False
