date,cost,crisis,deficit,depreciation,domination
2004-03-18,80.3777163633,8.41584980514,4.93329158315,2.58675965408,0.631210783491
2004-03-19,76.2557821908,13.6757559334,7.39993737473,5.17351930816,1.89363235047
2004-03-20,75.2252986477,8.41584980514,2.46664579158,0.0,2.52484313396
2004-03-21,72.1338480183,12.6237747077,6.16661447894,2.58675965408,0.631210783491
2004-03-22,63.8899796734,19.9876432872,6.16661447894,0.0,1.26242156698
2004-03-23,0.0,0.0,0.0,0.0,0.0
2004-03-24,85.5301340789,18.9356620616,4.93329158315,2.58675965408,0.631210783491
2004-03-25,87.5911011651,18.9356620616,3.69996868736,15.5205579245,0.0
2004-03-26,85.5301340789,11.5717934821,3.69996868736,7.76027896224,1.89363235047
2004-03-27,86.560617622,8.41584980514,0.0,5.17351930816,1.89363235047
2004-03-28,92.7435188807,11.5717934821,2.46664579158,7.76027896224,1.26242156698
2004-03-29,81.4081999064,13.6757559334,8.63326027051,5.17351930816,1.26242156698
2004-03-30,85.5301340789,17.8836808359,4.93329158315,12.9337982704,1.89363235047
2004-03-31,96.8654530532,12.6237747077,8.63326027051,7.76027896224,1.26242156698
2004-04-01,93.7740024238,14.727737159,7.39993737473,5.17351930816,1.89363235047
2004-04-02,89.6520682514,12.6237747077,3.69996868736,2.58675965408,1.26242156698
2004-04-03,65.9509467596,6.31188735385,6.16661447894,2.58675965408,1.89363235047
2004-04-04,79.3472328202,13.6757559334,6.16661447894,7.76027896224,1.26242156698
2004-04-05,91.7130353376,10.5198122564,11.0999060621,7.76027896224,1.89363235047
2004-04-06,75.2252986477,14.727737159,6.16661447894,5.17351930816,0.631210783491
2004-04-07,90.6825517945,16.8316996103,7.39993737473,7.76027896224,1.89363235047
2004-04-08,89.6520682514,14.727737159,8.63326027051,7.76027896224,1.26242156698
2004-04-09,63.8899796734,8.41584980514,4.93329158315,5.17351930816,0.631210783491
2004-04-10,68.0119138459,15.7797183846,3.69996868736,5.17351930816,1.26242156698
2004-04-11,103.048354312,12.6237747077,2.46664579158,5.17351930816,4.41847548443
2004-04-12,0.0,0.0,0.0,0.0,0.0
2004-04-13,0.0,0.0,0.0,0.0,0.0
2004-04-14,68.0119138459,14.727737159,6.16661447894,7.76027896224,0.631210783491
2004-04-15,85.5301340789,11.5717934821,6.16661447894,7.76027896224,1.26242156698
2004-04-16,80.3777163633,23.1435869641,7.39993737473,5.17351930816,0.0
2004-04-17,69.042397389,8.41584980514,8.63326027051,2.58675965408,3.15605391745
2004-04-18,94.804485967,10.5198122564,2.46664579158,0.0,2.52484313396
2004-04-19,95.8349695101,16.8316996103,7.39993737473,5.17351930816,1.26242156698
2004-04-20,92.7435188807,17.8836808359,9.8665831663,5.17351930816,0.0
2004-04-21,95.8349695101,17.8836808359,11.0999060621,2.58675965408,0.631210783491
2004-04-22,99.9569036826,10.5198122564,6.16661447894,2.58675965408,2.52484313396
2004-04-23,85.5301340789,16.8316996103,12.3332289579,5.17351930816,1.89363235047
2004-04-24,66.9814303027,14.727737159,4.93329158315,5.17351930816,3.15605391745
2004-04-25,87.5911011651,12.6237747077,6.16661447894,2.58675965408,3.15605391745
2004-04-26,82.4386834495,21.0396245128,8.63326027051,5.17351930816,1.26242156698
2004-04-27,94.804485967,13.6757559334,7.39993737473,2.58675965408,0.631210783491
2004-04-28,87.5911011651,8.41584980514,7.39993737473,5.17351930816,1.26242156698
2004-04-29,95.8349695101,15.7797183846,6.16661447894,5.17351930816,1.26242156698
2004-04-30,76.2557821908,7.3638685795,6.16661447894,10.3470386163,0.631210783491
2004-05-01,82.4386834495,14.727737159,4.93329158315,2.58675965408,1.89363235047
2004-05-02,91.7130353376,12.6237747077,3.69996868736,2.58675965408,0.631210783491
2004-05-03,87.5911011651,19.9876432872,7.39993737473,0.0,1.26242156698
2004-05-04,86.560617622,16.8316996103,7.39993737473,5.17351930816,1.89363235047
2004-05-05,94.804485967,14.727737159,12.3332289579,0.0,0.631210783491
2004-05-06,90.6825517945,17.8836808359,7.39993737473,7.76027896224,0.631210783491
2004-05-07,81.4081999064,16.8316996103,3.69996868736,7.76027896224,0.631210783491
2004-05-08,68.0119138459,9.46783103078,3.69996868736,2.58675965408,1.26242156698
2004-05-09,68.0119138459,15.7797183846,7.39993737473,5.17351930816,0.631210783491
2004-05-10,81.4081999064,21.0396245128,2.46664579158,2.58675965408,1.89363235047
2004-05-11,87.5911011651,15.7797183846,7.39993737473,2.58675965408,1.26242156698
2004-05-12,83.4691669927,14.727737159,6.16661447894,5.17351930816,0.631210783491
2004-05-13,86.560617622,16.8316996103,8.63326027051,5.17351930816,1.26242156698
2004-05-14,74.1948151046,14.727737159,3.69996868736,5.17351930816,1.26242156698
2004-05-15,69.042397389,9.46783103078,2.46664579158,7.76027896224,1.26242156698
2004-05-16,80.3777163633,10.5198122564,2.46664579158,2.58675965408,1.26242156698
2004-05-17,78.3167492771,16.8316996103,6.16661447894,5.17351930816,1.26242156698
2004-05-18,87.5911011651,15.7797183846,4.93329158315,5.17351930816,1.26242156698
2004-05-19,86.560617622,12.6237747077,3.69996868736,2.58675965408,0.631210783491
2004-05-20,79.3472328202,14.727737159,7.39993737473,7.76027896224,0.631210783491
2004-05-21,80.3777163633,14.727737159,3.69996868736,0.0,1.26242156698
2004-05-22,71.1033644752,9.46783103078,3.69996868736,2.58675965408,1.26242156698
2004-05-23,72.1338480183,14.727737159,2.46664579158,2.58675965408,1.26242156698
2004-05-24,83.4691669927,12.6237747077,3.69996868736,2.58675965408,1.26242156698
2004-05-25,92.7435188807,14.727737159,4.93329158315,5.17351930816,1.26242156698
2004-05-26,84.4996505358,14.727737159,6.16661447894,10.3470386163,1.26242156698
2004-05-27,82.4386834495,15.7797183846,4.93329158315,5.17351930816,1.26242156698
2004-05-28,72.1338480183,9.46783103078,3.69996868736,2.58675965408,1.26242156698
2004-05-29,79.3472328202,11.5717934821,3.69996868736,2.58675965408,0.0
2004-05-30,89.6520682514,8.41584980514,3.69996868736,5.17351930816,0.631210783491
2004-05-31,77.2862657339,9.46783103078,3.69996868736,5.17351930816,0.0
2004-06-01,96.8654530532,13.6757559334,3.69996868736,0.0,0.631210783491
2004-06-02,75.2252986477,16.8316996103,6.16661447894,5.17351930816,1.26242156698
2004-06-03,77.2862657339,11.5717934821,6.16661447894,0.0,1.89363235047
2004-06-04,78.3167492771,14.727737159,4.93329158315,2.58675965408,0.631210783491
2004-06-05,57.7070784147,9.46783103078,2.46664579158,0.0,1.26242156698
2004-06-06,81.4081999064,8.41584980514,4.93329158315,2.58675965408,2.52484313396
2004-06-07,83.4691669927,11.5717934821,6.16661447894,2.58675965408,1.89363235047
2004-06-08,80.3777163633,13.6757559334,4.93329158315,5.17351930816,1.89363235047
2004-06-09,87.5911011651,11.5717934821,3.69996868736,5.17351930816,1.26242156698
2004-06-10,79.3472328202,11.5717934821,3.69996868736,0.0,1.89363235047
2004-06-11,78.3167492771,9.46783103078,4.93329158315,10.3470386163,1.26242156698
2004-06-12,63.8899796734,9.46783103078,2.46664579158,2.58675965408,1.26242156698
2004-06-13,84.4996505358,14.727737159,2.46664579158,5.17351930816,3.15605391745
2004-06-14,93.7740024238,8.41584980514,3.69996868736,7.76027896224,0.0
2004-06-15,81.4081999064,13.6757559334,4.93329158315,5.17351930816,1.26242156698
2004-06-16,75.2252986477,9.46783103078,1.23332289579,0.0,1.26242156698
2004-06-17,86.560617622,6.31188735385,6.16661447894,2.58675965408,0.631210783491
2004-06-18,83.4691669927,5.25990612821,6.16661447894,2.58675965408,0.631210783491
2004-06-19,55.6461113284,16.8316996103,0.0,0.0,1.26242156698
2004-06-20,72.1338480183,11.5717934821,3.69996868736,0.0,0.631210783491
2004-06-21,83.4691669927,7.3638685795,3.69996868736,7.76027896224,0.631210783491
2004-06-22,84.4996505358,11.5717934821,6.16661447894,5.17351930816,1.89363235047
2004-06-23,81.4081999064,7.3638685795,3.69996868736,2.58675965408,0.0
2004-06-24,85.5301340789,6.31188735385,3.69996868736,5.17351930816,1.26242156698
2004-06-25,85.5301340789,11.5717934821,1.23332289579,10.3470386163,1.26242156698
2004-06-26,76.2557821908,5.25990612821,1.23332289579,5.17351930816,1.26242156698
2004-06-27,82.4386834495,6.31188735385,4.93329158315,2.58675965408,0.0
2004-06-28,71.1033644752,6.31188735385,4.93329158315,7.76027896224,1.89363235047
2004-06-29,78.3167492771,6.31188735385,2.46664579158,7.76027896224,1.26242156698
2004-06-30,83.4691669927,6.31188735385,3.69996868736,2.58675965408,1.26242156698
2004-07-01,73.1643315615,8.41584980514,3.69996868736,2.58675965408,1.89363235047
2004-07-02,74.1948151046,4.20792490257,2.46664579158,0.0,1.26242156698
2004-07-03,50.4936936128,5.25990612821,2.46664579158,2.58675965408,3.78726470094
2004-07-04,66.9814303027,9.46783103078,3.69996868736,5.17351930816,3.15605391745
2004-07-05,68.0119138459,3.15594367693,3.69996868736,5.17351930816,1.26242156698
2004-07-06,81.4081999064,8.41584980514,3.69996868736,7.76027896224,1.89363235047
2004-07-07,73.1643315615,6.31188735385,6.16661447894,7.76027896224,0.631210783491
2004-07-08,83.4691669927,7.3638685795,2.46664579158,7.76027896224,1.89363235047
2004-07-09,90.6825517945,7.3638685795,0.0,5.17351930816,0.631210783491
2004-07-10,69.042397389,12.6237747077,3.69996868736,0.0,0.631210783491
2004-07-11,68.0119138459,9.46783103078,4.93329158315,0.0,1.89363235047
2004-07-12,80.3777163633,11.5717934821,4.93329158315,2.58675965408,1.89363235047
2004-07-13,81.4081999064,8.41584980514,6.16661447894,5.17351930816,1.26242156698
2004-07-14,93.7740024238,7.3638685795,0.0,0.0,2.52484313396
2004-07-15,81.4081999064,8.41584980514,4.93329158315,2.58675965408,0.631210783491
2004-07-16,77.2862657339,9.46783103078,4.93329158315,2.58675965408,1.26242156698
2004-07-17,80.3777163633,8.41584980514,3.69996868736,2.58675965408,2.52484313396
2004-07-18,74.1948151046,9.46783103078,4.93329158315,2.58675965408,2.52484313396
2004-07-19,83.4691669927,9.46783103078,4.93329158315,5.17351930816,1.89363235047
2004-07-20,92.7435188807,8.41584980514,4.93329158315,5.17351930816,0.631210783491
2004-07-21,92.7435188807,8.41584980514,3.69996868736,7.76027896224,1.26242156698
2004-07-22,78.3167492771,8.41584980514,0.0,0.0,0.631210783491
2004-07-23,80.3777163633,6.31188735385,2.46664579158,5.17351930816,2.52484313396
2004-07-24,72.1338480183,7.3638685795,8.63326027051,0.0,2.52484313396
2004-07-25,87.5911011651,6.31188735385,2.46664579158,2.58675965408,1.89363235047
2004-07-26,81.4081999064,10.5198122564,3.69996868736,5.17351930816,0.0
2004-07-27,86.560617622,8.41584980514,4.93329158315,5.17351930816,1.26242156698
2004-07-28,83.4691669927,10.5198122564,3.69996868736,10.3470386163,0.631210783491
2004-07-29,83.4691669927,10.5198122564,6.16661447894,5.17351930816,0.631210783491
2004-07-30,77.2862657339,10.5198122564,9.8665831663,5.17351930816,0.631210783491
2004-07-31,77.2862657339,5.25990612821,6.16661447894,2.58675965408,0.631210783491
2004-08-01,75.2252986477,10.5198122564,4.93329158315,2.58675965408,2.52484313396
2004-08-02,92.7435188807,5.25990612821,7.39993737473,2.58675965408,1.26242156698
2004-08-03,89.6520682514,8.41584980514,2.46664579158,5.17351930816,1.89363235047
2004-08-04,85.5301340789,11.5717934821,6.16661447894,5.17351930816,0.631210783491
2004-08-05,85.5301340789,9.46783103078,2.46664579158,5.17351930816,1.89363235047
2004-08-06,80.3777163633,8.41584980514,3.69996868736,5.17351930816,1.26242156698
2004-08-07,57.7070784147,7.3638685795,4.93329158315,10.3470386163,2.52484313396
2004-08-08,81.4081999064,8.41584980514,4.93329158315,5.17351930816,1.26242156698
2004-08-09,80.3777163633,8.41584980514,1.23332289579,5.17351930816,0.631210783491
2004-08-10,86.560617622,6.31188735385,4.93329158315,5.17351930816,1.26242156698
2004-08-11,84.4996505358,7.3638685795,2.46664579158,7.76027896224,1.26242156698
2004-08-12,86.560617622,10.5198122564,3.69996868736,2.58675965408,0.631210783491
2004-08-13,79.3472328202,7.3638685795,2.46664579158,5.17351930816,2.52484313396
2004-08-14,58.7375619578,5.25990612821,1.23332289579,0.0,0.631210783491
2004-08-15,72.1338480183,8.41584980514,1.23332289579,2.58675965408,1.26242156698
2004-08-16,83.4691669927,8.41584980514,3.69996868736,5.17351930816,1.26242156698
2004-08-17,72.1338480183,8.41584980514,4.93329158315,2.58675965408,1.89363235047
2004-08-18,74.1948151046,8.41584980514,4.93329158315,7.76027896224,1.26242156698
2004-08-19,85.5301340789,10.5198122564,6.16661447894,7.76027896224,0.631210783491
2004-08-20,63.8899796734,7.3638685795,3.69996868736,2.58675965408,0.631210783491
2004-08-21,64.9204632165,6.31188735385,7.39993737473,2.58675965408,1.89363235047
2004-08-22,68.0119138459,8.41584980514,7.39993737473,5.17351930816,1.89363235047
2004-08-23,70.0728809321,9.46783103078,6.16661447894,5.17351930816,1.89363235047
2004-08-24,84.4996505358,11.5717934821,3.69996868736,2.58675965408,0.0
2004-08-25,81.4081999064,7.3638685795,6.16661447894,5.17351930816,1.89363235047
2004-08-26,83.4691669927,6.31188735385,4.93329158315,10.3470386163,1.89363235047
2004-08-27,77.2862657339,8.41584980514,6.16661447894,7.76027896224,1.26242156698
2004-08-28,56.6765948716,8.41584980514,3.69996868736,0.0,0.631210783491
2004-08-29,68.0119138459,7.3638685795,4.93329158315,0.0,3.15605391745
2004-08-30,79.3472328202,9.46783103078,3.69996868736,7.76027896224,0.631210783491
2004-08-31,83.4691669927,6.31188735385,6.16661447894,5.17351930816,1.26242156698
2004-09-01,80.3777163633,6.31188735385,3.69996868736,7.76027896224,1.89363235047
2004-09-02,77.2862657339,8.41584980514,3.69996868736,10.3470386163,1.26242156698
2004-09-03,66.9814303027,7.3638685795,4.93329158315,5.17351930816,1.89363235047
2004-09-04,58.7375619578,9.46783103078,6.16661447894,2.58675965408,3.78726470094
2004-09-05,84.4996505358,7.3638685795,3.69996868736,7.76027896224,0.631210783491
2004-09-06,58.7375619578,8.41584980514,4.93329158315,5.17351930816,1.26242156698
2004-09-07,77.2862657339,11.5717934821,9.8665831663,2.58675965408,1.89363235047
2004-09-08,89.6520682514,10.5198122564,9.8665831663,2.58675965408,1.89363235047
2004-09-09,83.4691669927,11.5717934821,8.63326027051,2.58675965408,1.89363235047
2004-09-10,84.4996505358,8.41584980514,6.16661447894,5.17351930816,1.26242156698
2004-09-11,65.9509467596,10.5198122564,6.16661447894,2.19312231541,3.15605391745
2004-09-12,70.0728809321,14.727737159,3.69996868736,4.38624463083,1.89363235047
2004-09-13,83.4691669927,11.5717934821,4.93329158315,2.19312231541,0.631210783491
2004-09-14,83.4691669927,11.5717934821,7.39993737473,4.38624463083,1.89363235047
2004-09-15,74.1948151046,9.46783103078,8.63326027051,4.38624463083,1.26242156698
2004-09-16,80.3777163633,11.5717934821,4.93329158315,6.57936694624,1.26242156698
2004-09-17,69.042397389,10.5198122564,3.69996868736,0.0,1.26242156698
2004-09-18,76.2557821908,10.5198122564,2.46664579158,0.0,3.78726470094
2004-09-19,75.2252986477,11.5717934821,2.46664579158,2.19312231541,3.15605391745
2004-09-20,90.6825517945,10.5198122564,3.69996868736,2.19312231541,1.89363235047
2004-09-21,85.5301340789,13.6757559334,9.8665831663,2.19312231541,1.89363235047
2004-09-22,93.7740024238,10.5198122564,7.39993737473,2.19312231541,1.26242156698
2004-09-23,86.560617622,9.46783103078,8.63326027051,8.77248926166,0.631210783491
2004-09-24,85.5301340789,11.5717934821,2.46664579158,4.38624463083,0.0
2004-09-25,70.0728809321,10.5198122564,7.39993737473,2.19312231541,1.26242156698
2004-09-26,76.2557821908,9.46783103078,3.69996868736,2.19312231541,1.89363235047
2004-09-27,71.3438144259,13.5308151301,5.99483021845,4.38624463083,1.62151036826
2004-09-28,71.3438144259,14.6583830576,5.99483021845,6.57936694624,1.62151036826
2004-09-29,90.0029658912,12.4032472026,5.99483021845,2.19312231541,2.43226555238
2004-09-30,84.5149801661,10.1481113476,8.39276230584,4.38624463083,1.62151036826
2004-10-01,75.734203006,11.2756792751,3.59689813107,4.38624463083,0.810755184128
2004-10-02,68.0510229909,11.2756792751,8.39276230584,2.19312231541,1.62151036826
2004-10-03,76.831800151,13.5308151301,3.59689813107,6.57936694624,3.24302073651
2004-10-04,76.831800151,10.1481113476,4.79586417476,6.57936694624,0.0
2004-10-05,84.5149801661,10.1481113476,4.79586417476,4.38624463083,0.810755184128
2004-10-06,91.1005630362,13.5308151301,10.7906943932,4.38624463083,0.810755184128
2004-10-07,84.5149801661,9.02054342008,5.99483021845,6.57936694624,0.810755184128
2004-10-08,85.6125773111,12.4032472026,4.79586417476,4.38624463083,4.05377592064
2004-10-09,62.5630372658,3.38270378253,10.7906943932,2.19312231541,2.43226555238
2004-10-10,76.831800151,14.6583830576,7.19379626215,2.19312231541,4.05377592064
2004-10-11,79.026994441,12.4032472026,8.39276230584,6.57936694624,2.43226555238
2004-10-12,73.5390087159,12.4032472026,4.79586417476,6.57936694624,0.810755184128
2004-10-13,91.1005630362,11.2756792751,8.39276230584,2.19312231541,0.810755184128
2004-10-14,83.4173830211,14.6583830576,5.99483021845,4.38624463083,1.62151036826
2004-10-15,74.636605861,12.4032472026,10.7906943932,2.19312231541,0.810755184128
2004-10-16,66.9534258459,11.2756792751,11.9896604369,4.38624463083,3.24302073651
2004-10-17,76.831800151,13.5308151301,3.59689813107,2.19312231541,4.05377592064
2004-10-18,91.1005630362,10.1481113476,8.39276230584,6.57936694624,1.62151036826
2004-10-19,84.5149801661,13.5308151301,9.59172834953,2.19312231541,0.810755184128
2004-10-20,81.222188731,14.6583830576,7.19379626215,2.19312231541,1.62151036826
2004-10-21,85.6125773111,10.1481113476,7.19379626215,6.57936694624,2.43226555238
2004-10-22,84.5149801661,10.1481113476,3.59689813107,2.19312231541,0.810755184128
2004-10-23,64.7582315558,7.89297549257,4.79586417476,0.0,1.62151036826
2004-10-24,75.734203006,9.02054342008,3.59689813107,2.19312231541,3.24302073651
2004-10-25,91.1005630362,13.5308151301,5.99483021845,8.77248926166,0.0
2004-10-26,87.8077716011,12.4032472026,9.59172834953,2.19312231541,1.62151036826
2004-10-27,91.1005630362,11.2756792751,5.99483021845,4.38624463083,1.62151036826
2004-10-28,79.026994441,13.5308151301,8.39276230584,2.19312231541,0.810755184128
2004-10-29,88.9053687461,10.1481113476,5.99483021845,6.57936694624,1.62151036826
2004-10-30,57.0750515407,9.02054342008,3.59689813107,2.19312231541,2.43226555238
2004-10-31,74.636605861,13.5308151301,9.59172834953,4.38624463083,1.62151036826
2004-11-01,80.124591586,11.2756792751,7.19379626215,4.38624463083,2.43226555238
2004-11-02,72.4414115709,7.89297549257,10.7906943932,4.38624463083,2.43226555238
2004-11-03,87.8077716011,13.5308151301,10.7906943932,2.19312231541,0.810755184128
2004-11-04,84.5149801661,12.4032472026,9.59172834953,2.19312231541,2.43226555238
2004-11-05,84.5149801661,11.2756792751,14.3875925243,4.38624463083,1.62151036826
2004-11-06,80.124591586,9.02054342008,8.39276230584,4.38624463083,2.43226555238
2004-11-07,87.8077716011,10.1481113476,7.19379626215,2.19312231541,4.05377592064
2004-11-08,88.9053687461,23.6789264777,9.59172834953,8.77248926166,4.05377592064
2004-11-09,0.0,0.0,0.0,0.0,0.0
2004-11-10,85.6125773111,10.1481113476,8.39276230584,6.57936694624,0.810755184128
2004-11-11,91.1005630362,11.2756792751,4.79586417476,4.38624463083,1.62151036826
2004-11-12,88.9053687461,11.2756792751,5.99483021845,4.38624463083,1.62151036826
2004-11-13,66.9534258459,7.89297549257,4.79586417476,8.77248926166,1.62151036826
2004-11-14,81.222188731,13.5308151301,7.19379626215,4.38624463083,3.24302073651
2004-11-15,93.2957573262,16.9135189126,7.19379626215,8.77248926166,1.62151036826
2004-11-16,96.5885487612,13.5308151301,7.19379626215,4.38624463083,1.62151036826
2004-11-17,90.0029658912,12.4032472026,3.59689813107,4.38624463083,1.62151036826
2004-11-18,88.9053687461,12.4032472026,4.79586417476,6.57936694624,2.43226555238
2004-11-19,109.759714501,16.9135189126,9.59172834953,2.19312231541,3.24302073651
2004-11-20,81.222188731,7.89297549257,5.99483021845,4.38624463083,0.810755184128
2004-11-21,76.831800151,10.1481113476,7.19379626215,2.19312231541,2.43226555238
2004-11-22,99.8813401963,14.6583830576,7.19379626215,4.38624463083,0.810755184128
2004-11-23,94.3933544712,10.1481113476,5.99483021845,4.38624463083,0.810755184128
2004-11-24,92.1981601812,11.2756792751,8.39276230584,6.57936694624,1.62151036826
2004-11-25,52.6846629607,4.51027171004,4.79586417476,6.57936694624,2.43226555238
2004-11-26,59.2702458308,12.4032472026,3.59689813107,4.38624463083,2.43226555238
2004-11-27,68.0510229909,11.2756792751,7.19379626215,2.19312231541,2.43226555238
2004-11-28,73.5390087159,16.9135189126,5.99483021845,4.38624463083,3.24302073651
2004-11-29,93.2957573262,16.9135189126,8.39276230584,2.19312231541,1.62151036826
2004-11-30,95.4909516162,14.6583830576,5.99483021845,4.38624463083,1.62151036826
2004-12-01,94.3933544712,11.2756792751,5.99483021845,4.38624463083,1.62151036826
2004-12-02,91.1005630362,11.2756792751,5.99483021845,8.77248926166,0.810755184128
2004-12-03,92.1981601812,15.7859509851,5.99483021845,4.38624463083,4.05377592064
2004-12-04,75.734203006,13.5308151301,2.39793208738,4.38624463083,3.24302073651
