date,hustle,hustler,inflation,jobless,laid,isPartial
2010-07-18,14,51,25,3,32,False
2010-07-19,22,36,25,3,26,False
2010-07-20,24,36,33,29,31,False
2010-07-21,24,42,37,22,34,False
2010-07-22,17,39,33,18,36,False
2010-07-23,16,57,37,5,35,False
2010-07-24,21,41,22,5,31,False
2010-07-25,24,52,27,1,32,False
2010-07-26,20,40,28,1,39,False
2010-07-27,21,40,36,0,35,False
2010-07-28,24,31,34,4,29,False
2010-07-29,19,39,51,6,25,False
2010-07-30,23,39,32,4,20,False
2010-07-31,32,55,29,2,24,False
2010-08-01,28,53,45,0,29,False
2010-08-02,26,34,37,1,26,False
2010-08-03,25,36,46,2,26,False
2010-08-04,18,42,37,2,35,False
2010-08-05,28,38,38,8,32,False
2010-08-06,18,41,38,10,29,False
2010-08-07,25,61,34,3,37,False
2010-08-08,27,46,37,4,41,False
2010-08-09,19,46,40,5,25,False
2010-08-10,15,36,30,4,27,False
2010-08-11,18,42,41,6,27,False
2010-08-12,22,42,42,10,33,False
2010-08-13,21,41,46,5,25,False
2010-08-14,18,63,25,1,24,False
2010-08-15,22,48,33,1,27,False
2010-08-16,12,37,38,3,34,False
2010-08-17,17,42,36,1,35,False
2010-08-18,18,36,36,3,29,False
2010-08-19,17,35,36,20,27,False
2010-08-20,14,37,30,10,29,False
2010-08-21,14,57,28,10,22,False
2010-08-22,27,45,29,3,44,False
2010-08-23,20,34,41,1,29,False
2010-08-24,19,51,45,2,33,False
2010-08-25,22,33,31,3,28,False
2010-08-26,20,37,33,12,31,False
2010-08-27,21,38,37,5,34,False
2010-08-28,26,49,29,0,32,False
2010-08-29,22,52,28,1,33,False
2010-08-30,21,32,35,3,30,False
2010-08-31,17,38,51,3,26,False
2010-09-01,17,39,31,1,21,False
2010-09-02,17,32,36,8,33,False
2010-09-03,20,37,39,6,34,False
2010-09-04,28,48,34,3,30,False
2010-09-05,28,43,34,5,31,False
2010-09-06,22,60,35,3,36,False
2010-09-07,13,36,53,1,29,False
2010-09-08,22,36,46,3,32,False
2010-09-09,15,28,53,9,25,False
2010-09-10,12,39,43,2,35,False
2010-09-11,17,47,37,1,38,False
2010-09-12,17,55,36,2,37,False
2010-09-13,26,37,49,3,33,False
2010-09-14,14,39,40,1,26,False
2010-09-15,22,42,47,4,31,False
2010-09-16,25,41,53,9,31,False
2010-09-17,19,38,38,1,30,False
2010-09-18,24,47,39,1,37,False
2010-09-19,19,47,53,1,24,False
2010-09-20,21,39,48,1,38,False
2010-09-21,12,38,51,4,29,False
2010-09-22,22,38,48,1,26,False
2010-09-23,16,33,43,7,36,False
2010-09-24,15,35,44,4,30,False
2010-09-25,40,45,37,3,46,False
2010-09-26,19,53,35,2,22,False
2010-09-27,25,47,48,1,31,False
2010-09-28,16,33,65,1,29,False
2010-09-29,24,31,45,2,29,False
2010-09-30,14,43,56,5,25,False
2010-10-01,17,38,40,3,24,False
2010-10-02,19,57,24,0,30,False
2010-10-03,15,40,40,1,30,False
2010-10-04,17,31,54,3,31,False
2010-10-05,15,37,62,0,30,False
2010-10-06,17,43,58,4,30,False
2010-10-07,22,34,61,7,25,False
2010-10-08,16,39,47,6,27,False
2010-10-09,16,38,51,3,22,False
2010-10-10,20,52,34,5,26,False
2010-10-11,22,36,46,1,28,False
2010-10-12,16,36,57,0,34,False
2010-10-13,19,33,59,2,27,False
2010-10-14,23,40,68,3,36,False
2010-10-15,18,37,53,2,39,False
2010-10-16,15,41,36,3,37,False
2010-10-17,25,47,51,2,23,False
2010-10-18,16,37,63,3,30,False
2010-10-19,23,42,50,1,26,False
2010-10-20,22,35,52,4,27,False
2010-10-21,20,48,57,7,29,False
2010-10-22,14,40,43,6,32,False
2010-10-23,18,42,28,1,27,False
2010-10-24,26,56,39,1,32,False
2010-10-25,24,33,64,1,25,False
2010-10-26,16,33,68,2,41,False
2010-10-27,22,36,64,2,32,False
2010-10-28,15,36,56,10,27,False
2010-10-29,24,35,41,4,25,False
2010-10-30,40,52,39,0,21,False
2010-10-31,22,40,40,1,37,False
2010-11-01,28,22,50,1,27,False
2010-11-02,17,30,56,3,33,False
2010-11-03,26,30,57,1,31,False
2010-11-04,13,35,72,6,31,False
2010-11-05,20,39,60,3,32,False
2010-11-06,29,42,51,5,27,False
2010-11-07,18,43,44,1,31,False
2010-11-08,17,34,74,2,24,False
2010-11-09,18,32,94,1,24,False
2010-11-10,22,29,100,3,26,False
2010-11-11,22,26,71,1,26,False
2010-11-12,15,28,73,1,29,False
2010-11-13,25,48,35,3,35,False
2010-11-14,27,39,41,1,30,False
2010-11-15,16,35,79,3,39,False
2010-11-16,26,28,79,3,26,False
2010-11-17,22,30,73,5,22,False
2010-11-18,21,36,59,7,22,False
2010-11-19,28,31,46,7,28,False
2010-11-20,17,45,43,1,25,False
2010-11-21,23,36,30,5,22,False
2010-11-22,16,31,54,3,30,False
2010-11-23,21,26,60,1,27,False
2010-11-24,20,30,52,4,27,False
2010-11-25,16,38,30,4,22,False
2010-11-26,12,47,39,10,26,False
2010-11-27,16,37,44,1,22,False
2010-11-28,21,43,48,2,25,False
2010-11-29,17,29,60,3,25,False
2010-11-30,24,31,56,3,28,False
2010-12-01,24,32,59,7,31,False
2010-12-02,18,34,60,8,37,False
2010-12-03,18,31,52,14,30,False
2010-12-04,20,42,49,5,29,False
2010-12-05,24,38,48,5,27,False
2010-12-06,19,39,69,8,23,False
2010-12-07,21,29,62,15,30,False
2010-12-08,17,35,70,5,26,False
2010-12-09,16,34,68,8,30,False
2010-12-10,18,36,53,5,28,False
2010-12-11,23,37,42,4,30,False
2010-12-12,27,38,40,6,24,False
2010-12-13,21,33,59,3,20,False
2010-12-14,16,30,67,1,24,False
2010-12-15,24,34,56,3,28,False
2010-12-16,18,33,49,5,24,False
2010-12-17,24,28,60,5,26,False
2010-12-18,16,33,29,4,29,False
2010-12-19,23,43,30,3,24,False
2010-12-20,18,31,31,3,29,False
2010-12-21,20,43,41,1,30,False
2010-12-22,20,38,35,1,27,False
2010-12-23,23,37,28,3,21,False
2010-12-24,17,44,24,1,24,False
2010-12-25,25,44,33,1,21,False
2010-12-26,18,49,17,0,36,False
2010-12-27,37,46,40,2,23,False
2010-12-28,20,41,35,2,26,False
2010-12-29,22,47,38,0,31,False
2010-12-30,18,25,36,7,32,False
