date,unprofitable,vagabond,vagrant,abundance,accrue,isPartial
2004-09-11,0,20,0,60,0,False
2004-09-12,0,20,20,59,0,False
2004-09-13,0,46,46,34,0,False
2004-09-14,0,0,11,56,0,False
2004-09-15,0,34,11,34,0,False
2004-09-16,12,0,12,12,0,False
2004-09-17,0,25,13,0,0,False
2004-09-18,0,59,0,0,0,False
2004-09-19,0,20,0,20,0,False
2004-09-20,0,12,23,58,0,False
2004-09-21,0,45,22,34,0,False
2004-09-22,0,12,0,12,0,False
2004-09-23,0,0,0,0,0,False
2004-09-24,0,13,13,50,0,False
2004-09-25,0,41,0,20,0,False
2004-09-26,0,0,39,59,0,False
2004-09-27,0,34,11,34,0,False
2004-09-28,0,33,22,44,0,False
2004-09-29,0,11,22,11,0,False
2004-09-30,0,12,0,23,12,False
2004-10-01,0,25,0,13,0,False
2004-10-02,0,0,0,0,0,False
2004-10-03,0,19,0,0,0,False
2004-10-04,0,0,22,11,0,False
2004-10-05,0,22,0,0,0,False
2004-10-06,0,23,11,34,23,False
2004-10-07,0,12,12,12,12,False
2004-10-08,0,0,25,25,0,False
2004-10-09,0,0,62,21,0,False
2004-10-10,0,0,20,40,0,False
2004-10-11,0,59,0,24,12,False
2004-10-12,0,0,0,47,0,False
2004-10-13,0,30,0,0,0,False
2004-10-14,0,23,0,23,12,False
2004-10-15,0,37,0,49,0,False
2004-10-16,0,79,39,20,0,False
2004-10-17,0,19,0,19,0,False
2004-10-18,11,11,0,11,0,False
2004-10-19,0,33,0,44,0,False
2004-10-20,0,11,0,11,0,False
2004-10-21,0,11,11,34,0,False
2004-10-22,0,0,12,48,0,False
2004-10-23,0,78,0,0,0,False
2004-10-24,0,0,0,0,0,False
2004-10-25,0,11,22,33,11,False
2004-10-26,0,11,0,63,0,False
2004-10-27,0,11,22,0,0,False
2004-10-28,0,23,0,0,0,False
2004-10-29,0,0,0,100,0,False
2004-10-30,0,28,0,0,0,False
2004-10-31,20,0,0,20,0,False
2004-11-01,0,11,34,46,0,False
2004-11-02,0,10,0,10,0,False
2004-11-03,0,11,11,42,0,False
2004-11-04,0,33,0,0,0,False
2004-11-05,0,12,12,23,12,False
2004-11-06,0,57,0,19,0,False
2004-11-07,0,37,19,0,0,False
2004-11-08,0,0,0,0,0,False
2004-11-09,0,0,0,0,0,True
2004-11-10,0,45,15,45,0,False
2004-11-11,0,23,0,35,0,False
2004-11-12,0,0,23,23,12,False
2004-11-13,0,0,19,19,0,False
2004-11-14,0,55,55,37,0,False
2004-11-15,0,32,21,11,0,False
2004-11-16,10,42,0,31,10,False
2004-11-17,0,0,11,32,11,False
2004-11-18,0,22,32,22,0,False
2004-11-19,0,40,0,79,0,False
2004-11-20,0,29,29,58,0,False
2004-11-21,0,0,0,18,0,False
2004-11-22,0,42,0,42,0,False
2004-11-23,0,54,11,33,0,False
2004-11-24,0,13,0,13,0,False
2004-11-25,0,21,21,21,0,False
2004-11-26,0,37,37,19,0,False
2004-11-27,0,19,19,77,0,False
2004-11-28,0,35,18,0,0,False
2004-11-29,0,10,31,10,0,False
2004-11-30,0,40,20,30,0,False
2004-12-01,10,63,21,21,0,False
2004-12-02,0,0,10,42,10,False
2004-12-03,0,11,11,33,0,False
2004-12-04,0,52,35,17,0,False
2004-12-05,0,0,17,52,0,False
2004-12-06,0,10,0,31,0,False
2004-12-07,10,38,29,48,0,False
2004-12-08,0,0,31,21,0,False
2004-12-09,0,20,10,61,0,False
2004-12-10,0,11,22,11,33,False
2004-12-11,0,0,0,0,0,False
2004-12-12,0,35,53,70,0,False
2004-12-13,0,10,21,31,0,False
2004-12-14,0,10,20,30,0,False
2004-12-15,0,11,0,53,0,False
2004-12-16,0,11,0,44,0,False
2004-12-17,0,36,36,24,0,False
2004-12-18,0,0,0,19,0,False
2004-12-19,0,19,0,0,0,False
2004-12-20,0,12,0,12,0,False
2004-12-21,0,0,12,35,0,False
2004-12-22,0,0,12,12,0,False
2004-12-23,0,14,0,0,0,False
2004-12-24,0,20,20,0,0,False
2004-12-25,0,28,28,57,0,False
2004-12-26,0,0,0,46,0,False
2004-12-27,0,42,42,14,0,False
2004-12-28,0,25,13,38,13,False
2004-12-29,0,25,25,25,0,False
2004-12-30,0,26,0,26,0,False
2004-12-31,0,68,0,0,0,False
2005-01-01,0,0,0,31,0,False
2005-01-02,0,53,0,18,0,False
2005-01-03,0,21,0,32,0,False
2005-01-04,0,30,10,0,0,False
2005-01-05,0,20,10,20,0,False
2005-01-06,0,0,0,31,10,False
2005-01-07,0,63,11,32,11,False
2005-01-08,0,0,0,0,0,False
2005-01-09,0,17,0,0,0,False
2005-01-10,0,20,10,10,0,False
2005-01-11,0,10,10,29,0,False
2005-01-12,0,39,10,0,0,False
2005-01-13,0,30,10,20,0,False
2005-01-14,10,10,0,21,0,False
2005-01-15,0,33,33,0,0,False
2005-01-16,0,34,17,0,0,False
2005-01-17,0,11,11,23,0,False
2005-01-18,0,10,0,0,0,False
2005-01-19,0,30,0,30,0,False
2005-01-20,0,30,0,0,10,False
2005-01-21,10,10,10,31,0,False
2005-01-22,0,16,16,16,0,False
2005-01-23,0,0,0,15,0,False
2005-01-24,10,29,19,19,10,False
2005-01-25,0,38,28,9,9,False
2005-01-26,0,39,0,19,0,False
2005-01-27,0,10,0,58,0,False
2005-01-28,0,40,20,10,0,False
2005-01-29,0,0,31,0,0,False
2005-01-30,0,15,0,31,0,False
2005-01-31,0,48,0,19,10,False
2005-02-01,9,9,28,37,9,False
