date,lay,liquidate,miser,owe,recession,isPartial
2017-03-19,86,0,2,22,7,False
2017-03-20,76,0,3,27,12,False
2017-03-21,79,1,1,28,12,False
2017-03-22,83,1,3,25,13,False
2017-03-23,74,1,2,20,11,False
2017-03-24,74,0,3,21,10,False
2017-03-25,75,1,2,20,5,False
2017-03-26,90,1,2,20,5,False
2017-03-27,76,2,3,27,10,False
2017-03-28,76,1,2,26,13,False
2017-03-29,79,1,2,22,12,False
2017-03-30,85,1,3,22,13,False
2017-03-31,79,1,3,20,8,False
2017-04-01,82,0,1,22,6,False
2017-04-02,85,1,3,25,6,False
2017-04-03,76,1,2,25,12,False
2017-04-04,73,1,1,27,9,False
2017-04-05,77,1,2,25,10,False
2017-04-06,84,1,1,26,12,False
2017-04-07,77,1,2,23,10,False
2017-04-08,82,1,2,18,5,False
2017-04-09,87,1,3,23,6,False
2017-04-10,91,1,2,25,12,False
2017-04-11,82,0,2,26,13,False
2017-04-12,77,1,2,28,15,False
2017-04-13,83,0,1,30,8,False
2017-04-14,77,0,3,33,6,False
2017-04-15,94,1,3,30,6,False
2017-04-16,100,0,3,28,7,False
2017-04-17,84,0,2,44,12,False
2017-04-18,83,1,1,55,13,False
2017-04-19,81,1,3,33,12,False
2017-04-20,84,2,2,25,13,False
2017-04-21,77,1,4,21,10,False
2017-04-22,83,1,3,20,5,False
2017-04-23,87,0,3,15,10,False
2017-04-24,91,0,2,22,15,False
2017-04-25,88,1,2,20,14,False
2017-04-26,89,1,2,19,14,False
2017-04-27,89,0,3,19,13,False
2017-04-28,82,1,2,19,10,False
2017-04-29,74,0,1,16,6,False
2017-04-30,83,0,1,14,10,False
2017-05-01,81,1,2,18,11,False
2017-05-02,87,1,3,21,11,False
2017-05-03,77,2,2,20,16,False
2017-05-04,79,0,3,19,15,False
2017-05-05,72,1,2,19,12,False
2017-05-06,87,1,1,15,5,False
2017-05-07,89,1,1,12,8,False
2017-05-08,78,1,2,16,12,False
2017-05-09,78,0,2,21,14,False
2017-05-10,77,1,3,18,13,False
2017-05-11,83,1,2,17,11,False
2017-05-12,82,1,2,19,8,False
2017-05-13,83,1,1,17,5,False
2017-05-14,80,0,1,17,6,False
