date,expense,expensive,fine,ghetto,intervention,isPartial
2014-06-07,8,54,77,46,12,False
2014-06-08,8,61,81,43,16,False
2014-06-09,13,50,93,36,20,False
2014-06-10,15,46,87,35,12,False
2014-06-11,12,50,90,40,21,False
2014-06-12,14,46,86,39,17,False
2014-06-13,12,52,79,37,13,False
2014-06-14,6,58,82,43,9,False
2014-06-15,8,55,74,46,12,False
2014-06-16,14,45,81,33,18,False
2014-06-17,15,47,87,43,14,False
2014-06-18,14,51,81,41,22,False
2014-06-19,15,53,89,37,17,False
2014-06-20,14,50,90,40,13,False
2014-06-21,7,56,76,46,10,False
2014-06-22,9,54,88,48,12,False
2014-06-23,14,51,80,35,17,False
2014-06-24,13,51,83,35,15,False
2014-06-25,14,50,90,37,18,False
2014-06-26,12,43,80,36,15,False
2014-06-27,14,51,83,37,11,False
2014-06-28,7,55,87,44,11,False
2014-06-29,8,65,88,47,8,False
2014-06-30,13,51,78,32,14,False
2014-07-01,15,44,85,33,12,False
2014-07-02,15,49,84,37,23,False
2014-07-03,14,50,81,38,18,False
2014-07-04,6,50,74,42,10,False
2014-07-05,7,50,82,41,10,False
2014-07-06,8,60,88,42,10,False
2014-07-07,14,53,89,40,14,False
2014-07-08,12,47,88,38,13,False
2014-07-09,16,49,86,35,23,False
2014-07-10,13,52,81,36,16,False
2014-07-11,13,58,82,38,15,False
2014-07-12,8,50,85,44,9,False
2014-07-13,9,55,78,42,10,False
2014-07-14,16,50,92,41,16,False
2014-07-15,15,50,88,40,14,False
2014-07-16,13,50,86,35,16,False
2014-07-17,13,55,83,38,16,False
2014-07-18,11,48,83,39,11,False
2014-07-19,6,57,86,39,8,False
2014-07-20,8,56,80,44,11,False
2014-07-21,15,54,86,35,14,False
2014-07-22,16,55,90,41,16,False
2014-07-23,15,51,89,40,20,False
2014-07-24,15,55,85,36,16,False
2014-07-25,13,52,88,37,12,False
2014-07-26,9,60,86,44,9,False
2014-07-27,7,69,89,38,11,False
2014-07-28,14,54,84,40,12,False
2014-07-29,16,58,94,37,17,False
2014-07-30,14,52,90,38,20,False
2014-07-31,13,51,82,36,14,False
2014-08-01,13,51,85,38,13,False
2014-08-02,9,56,86,35,10,False
2014-08-03,8,57,83,40,12,False
2014-08-04,15,55,85,34,15,False
2014-08-05,15,51,84,39,14,False
2014-08-06,10,53,82,38,23,False
2014-08-07,14,54,95,35,15,False
2014-08-08,15,48,84,40,13,False
2014-08-09,5,51,95,43,8,False
2014-08-10,9,58,82,45,10,False
2014-08-11,16,46,83,38,17,False
2014-08-12,13,49,77,37,15,False
2014-08-13,15,49,89,35,17,False
2014-08-14,12,49,87,36,13,False
2014-08-15,12,51,87,35,15,False
2014-08-16,5,58,84,41,10,False
2014-08-17,6,55,80,43,10,False
2014-08-18,13,52,86,36,13,False
2014-08-19,17,54,89,36,15,False
2014-08-20,13,49,85,30,18,False
2014-08-21,12,52,89,33,18,False
2014-08-22,13,50,89,38,14,False
2014-08-23,7,59,94,42,14,False
2014-08-24,5,59,91,39,11,False
2014-08-25,15,48,84,34,16,False
2014-08-26,14,52,90,34,18,False
2014-08-27,15,45,87,33,22,False
2014-08-28,13,49,84,36,21,False
2014-08-29,10,50,85,36,14,False
2014-08-30,9,55,82,37,11,False
2014-08-31,7,56,83,45,11,False
2014-09-01,11,55,81,38,10,False
2014-09-02,17,49,78,31,16,False
2014-09-03,18,43,85,35,24,False
2014-09-04,19,45,87,31,26,False
2014-09-05,17,48,79,32,17,False
2014-09-06,7,61,79,37,13,False
2014-09-07,12,54,82,38,15,False
2014-09-08,18,49,89,30,17,False
2014-09-09,18,55,87,29,21,False
2014-09-10,20,47,81,32,25,False
2014-09-11,18,49,83,33,24,False
2014-09-12,15,49,86,33,19,False
2014-09-13,9,57,83,43,12,False
2014-09-14,10,58,86,39,15,False
2014-09-15,21,51,83,34,24,False
2014-09-16,21,50,86,28,16,False
2014-09-17,17,50,94,35,21,False
2014-09-18,16,47,88,34,21,False
2014-09-19,14,44,86,32,18,False
2014-09-20,11,48,82,37,12,False
2014-09-21,12,55,75,39,17,False
2014-09-22,20,47,80,35,20,False
2014-09-23,19,53,78,31,22,False
2014-09-24,20,52,83,32,26,False
2014-09-25,17,49,80,31,24,False
2014-09-26,14,49,90,34,17,False
2014-09-27,10,50,85,39,12,False
2014-09-28,12,53,82,37,17,False
2014-09-29,19,47,86,33,21,False
2014-09-30,17,47,83,30,21,False
2014-10-01,19,46,85,30,25,False
2014-10-02,17,48,90,34,18,False
2014-10-03,16,49,88,33,20,False
2014-10-04,8,52,85,38,13,False
2014-10-05,9,52,82,33,17,False
2014-10-06,20,48,88,30,22,False
2014-10-07,19,55,88,30,21,False
2014-10-08,18,45,94,32,27,False
2014-10-09,17,48,89,30,25,False
2014-10-10,14,43,89,33,18,False
2014-10-11,8,53,84,36,12,False
2014-10-12,11,57,85,37,15,False
2014-10-13,20,52,77,30,18,False
2014-10-14,18,60,89,28,20,False
2014-10-15,17,49,83,30,25,False
2014-10-16,19,53,87,32,20,False
2014-10-17,13,48,88,30,17,False
2014-10-18,10,51,89,41,10,False
2014-10-19,12,55,85,36,15,False
2014-10-20,17,55,82,33,19,False
2014-10-21,18,51,89,31,21,False
2014-10-22,18,51,82,32,31,False
2014-10-23,20,51,84,36,20,False
2014-10-24,15,47,79,32,17,False
2014-10-25,8,46,82,35,10,False
2014-10-26,11,58,78,31,17,False
2014-10-27,19,49,78,28,21,False
2014-10-28,15,47,87,32,23,False
2014-10-29,20,50,84,32,23,False
2014-10-30,16,51,78,32,20,False
2014-10-31,15,44,77,33,18,False
2014-11-01,9,51,82,35,9,False
2014-11-02,11,55,82,33,10,False
2014-11-03,18,51,86,33,19,False
2014-11-04,18,48,90,34,20,False
2014-11-05,16,54,82,31,24,False
2014-11-06,17,55,86,31,21,False
2014-11-07,17,65,88,32,22,False
2014-11-08,11,62,90,34,14,False
2014-11-09,11,63,83,33,19,False
2014-11-10,20,57,81,29,20,False
2014-11-11,20,54,82,29,20,False
2014-11-12,18,52,80,29,29,False
2014-11-13,18,58,80,35,23,False
2014-11-14,15,50,83,32,18,False
2014-11-15,8,57,86,35,15,False
2014-11-16,10,56,78,36,17,False
2014-11-17,17,54,86,34,21,False
2014-11-18,17,60,89,32,20,False
2014-11-19,19,52,85,31,24,False
2014-11-20,16,58,87,33,21,False
2014-11-21,16,52,84,34,20,False
2014-11-22,7,54,86,40,13,False
2014-11-23,8,59,81,40,19,False
2014-11-24,15,52,80,32,18,False
2014-11-25,16,53,90,33,16,False
2014-11-26,11,45,76,31,18,False
2014-11-27,5,51,76,35,11,False
2014-11-28,7,52,79,34,8,False
2014-11-29,8,57,88,36,15,False
2014-11-30,9,57,79,40,12,False
2014-12-01,16,57,82,29,21,False
2014-12-02,19,53,75,30,20,False
2014-12-03,17,57,81,35,23,False
2014-12-04,16,61,90,30,24,False
2014-12-05,16,56,87,32,20,False
2014-12-06,10,60,87,37,13,False
2014-12-07,10,53,85,36,14,False
2014-12-08,18,59,93,34,23,False
2014-12-09,18,54,86,34,21,False
2014-12-10,17,59,84,33,22,False
2014-12-11,15,58,93,36,21,False
2014-12-12,16,52,84,34,20,False
2014-12-13,8,59,84,32,11,False
2014-12-14,11,61,86,36,20,False
2014-12-15,19,55,84,35,17,False
2014-12-16,15,58,90,34,17,False
2014-12-17,14,62,86,30,18,False
2014-12-18,16,58,84,32,16,False
2014-12-19,12,54,87,34,13,False
2014-12-20,8,62,82,37,8,False
2014-12-21,7,67,84,34,11,False
2014-12-22,14,53,88,36,10,False
2014-12-23,11,59,85,36,11,False
2014-12-24,7,56,84,36,14,False
2014-12-25,4,62,69,39,7,False
2014-12-26,8,66,77,38,6,False
2014-12-27,6,60,90,40,9,False
2014-12-28,7,61,88,38,15,False
2014-12-29,16,55,85,31,15,False
2014-12-30,17,56,80,33,13,False
2014-12-31,11,56,87,29,11,False
2015-01-01,7,50,83,37,7,False
2015-01-02,12,59,85,32,10,False
2015-01-03,9,62,84,35,13,False
2015-01-04,10,57,83,39,13,False
2015-01-05,14,55,79,32,14,False
2015-01-06,14,52,82,30,18,False
2015-01-07,14,50,80,27,20,False
2015-01-08,14,56,85,30,17,False
2015-01-09,17,58,79,35,15,False
2015-01-10,8,63,86,36,15,False
