date,inexpensive,inherit,invaluable,legal,lucrative,isPartial
2015-10-28,8,2,1,80,1,False
2015-10-29,7,2,1,75,1,False
2015-10-30,8,1,1,71,1,False
2015-10-31,7,1,1,57,1,False
2015-11-01,8,1,1,58,1,False
2015-11-02,8,2,1,78,1,False
2015-11-03,7,2,1,86,1,False
2015-11-04,8,2,1,94,1,False
2015-11-05,7,1,1,84,2,False
2015-11-06,7,2,1,73,1,False
2015-11-07,7,1,1,58,1,False
2015-11-08,9,2,1,58,1,False
2015-11-09,8,2,1,79,1,False
2015-11-10,8,1,1,75,1,False
2015-11-11,8,1,2,72,1,False
2015-11-12,8,2,1,81,1,False
2015-11-13,8,2,1,72,1,False
2015-11-14,7,1,1,54,1,False
2015-11-15,9,1,1,56,1,False
2015-11-16,9,1,2,76,1,False
2015-11-17,7,2,1,78,1,False
2015-11-18,9,2,1,78,1,False
2015-11-19,8,2,1,75,1,False
2015-11-20,7,2,1,72,1,False
2015-11-21,7,1,1,55,1,False
2015-11-22,9,1,0,52,1,False
2015-11-23,8,2,1,72,1,False
2015-11-24,8,1,1,73,1,False
2015-11-25,7,1,1,63,1,False
2015-11-26,6,1,0,46,0,False
2015-11-27,7,1,1,48,1,False
2015-11-28,8,1,1,49,1,False
2015-11-29,9,1,1,53,0,False
2015-11-30,9,2,1,72,1,False
2015-12-01,9,2,1,73,1,False
2015-12-02,9,1,2,74,1,False
2015-12-03,9,2,1,79,1,False
2015-12-04,7,2,2,72,1,False
2015-12-05,10,1,1,56,1,False
2015-12-06,8,1,1,63,1,False
2015-12-07,9,1,1,79,2,False
2015-12-08,9,2,1,75,1,False
2015-12-09,10,2,1,100,1,False
2015-12-10,10,1,1,93,1,False
2015-12-11,9,1,1,72,1,False
2015-12-12,8,1,1,58,1,False
2015-12-13,10,1,1,55,1,False
2015-12-14,10,1,1,74,1,False
2015-12-15,9,2,1,75,1,False
2015-12-16,9,1,1,71,1,False
2015-12-17,8,2,2,74,1,False
2015-12-18,9,2,1,65,1,False
2015-12-19,9,1,1,52,1,False
2015-12-20,9,1,1,49,0,False
2015-12-21,10,1,1,65,1,False
2015-12-22,8,1,1,66,1,False
2015-12-23,9,1,1,65,0,False
2015-12-24,6,1,1,57,1,False
2015-12-25,5,1,1,50,1,False
2015-12-26,8,1,0,54,0,False
2015-12-27,7,1,1,57,1,False
2015-12-28,10,1,1,63,1,False
2015-12-29,9,1,1,72,1,False
2015-12-30,9,1,1,69,1,False
2015-12-31,8,1,1,66,0,False
2016-01-01,7,1,1,60,1,False
2016-01-02,8,1,1,57,0,False
2016-01-03,9,1,1,62,1,False
2016-01-04,10,2,1,75,1,False
2016-01-05,9,2,1,80,1,False
2016-01-06,8,1,1,88,1,False
2016-01-07,9,2,1,82,1,False
2016-01-08,7,2,1,78,1,False
2016-01-09,8,2,1,62,0,False
2016-01-10,8,1,1,57,1,False
2016-01-11,8,2,1,76,1,False
2016-01-12,8,2,1,80,1,False
2016-01-13,8,2,1,87,1,False
2016-01-14,8,2,1,72,1,False
2016-01-15,8,2,1,74,1,False
2016-01-16,9,1,1,65,1,False
2016-01-17,9,1,1,60,1,False
2016-01-18,10,1,1,74,0,False
2016-01-19,9,2,1,83,1,False
2016-01-20,8,2,1,90,1,False
2016-01-21,7,1,1,79,1,False
2016-01-22,7,2,1,72,1,False
2016-01-23,8,1,1,57,1,False
2016-01-24,8,1,1,59,1,False
2016-01-25,7,1,1,74,1,False
2016-01-26,8,1,1,81,1,False
