date,charity,community,compensate,compensation,contribute,isPartial
2015-02-16,3,62,0,3,1,False
2015-02-17,3,69,0,4,2,False
2015-02-18,4,67,0,4,2,False
2015-02-19,3,68,0,4,2,False
2015-02-20,3,62,0,4,1,False
2015-02-21,3,43,0,2,1,False
2015-02-22,3,44,0,2,1,False
2015-02-23,3,66,0,3,2,False
2015-02-24,4,67,0,4,2,False
2015-02-25,4,66,0,4,2,False
2015-02-26,4,63,0,5,2,False
2015-02-27,3,58,0,4,2,False
2015-02-28,3,44,0,2,1,False
2015-03-01,3,43,0,2,2,False
2015-03-02,3,69,0,4,2,False
2015-03-03,3,68,0,4,2,False
2015-03-04,3,67,0,4,2,False
2015-03-05,4,68,0,4,2,False
2015-03-06,3,58,0,4,2,False
2015-03-07,3,43,0,2,1,False
2015-03-08,3,41,0,2,1,False
2015-03-09,3,66,0,4,2,False
2015-03-10,4,66,0,4,2,False
2015-03-11,4,64,0,5,2,False
2015-03-12,4,61,0,4,2,False
2015-03-13,4,58,0,4,1,False
2015-03-14,2,43,0,2,1,False
2015-03-15,3,41,0,2,1,False
2015-03-16,4,65,0,4,2,False
2015-03-17,4,66,0,4,2,False
2015-03-18,4,67,0,4,2,False
2015-03-19,3,62,0,4,2,False
2015-03-20,3,58,0,4,2,False
2015-03-21,3,43,0,2,1,False
2015-03-22,3,43,0,2,1,False
2015-03-23,4,69,0,4,2,False
2015-03-24,4,70,0,4,2,False
2015-03-25,3,61,0,4,2,False
2015-03-26,4,71,0,4,2,False
2015-03-27,4,60,0,4,1,False
2015-03-28,3,44,0,2,1,False
2015-03-29,4,44,0,2,1,False
2015-03-30,4,69,0,4,2,False
2015-03-31,4,67,0,4,2,False
2015-04-01,3,66,0,4,2,False
2015-04-02,4,63,0,4,2,False
2015-04-03,3,56,0,3,1,False
2015-04-04,3,44,0,2,1,False
2015-04-05,2,41,0,2,1,False
2015-04-06,4,68,0,4,2,False
2015-04-07,4,67,0,5,2,False
2015-04-08,3,66,0,4,2,False
2015-04-09,4,65,0,4,2,False
2015-04-10,4,61,0,3,1,False
2015-04-11,3,41,0,2,1,False
2015-04-12,3,42,0,2,1,False
2015-04-13,4,73,0,4,2,False
2015-04-14,4,72,0,4,3,False
2015-04-15,4,67,0,4,2,False
2015-04-16,4,67,0,4,2,False
2015-04-17,3,62,0,4,2,False
2015-04-18,3,42,0,2,1,False
2015-04-19,3,43,0,2,1,False
2015-04-20,4,69,0,4,2,False
2015-04-21,3,66,0,5,2,False
2015-04-22,4,66,0,5,2,False
2015-04-23,4,64,0,4,2,False
2015-04-24,3,59,0,4,2,False
2015-04-25,3,43,0,2,1,False
2015-04-26,3,43,0,2,1,False
2015-04-27,4,65,0,4,2,False
2015-04-28,5,67,0,4,2,False
2015-04-29,4,66,0,4,2,False
2015-04-30,5,66,0,4,2,False
2015-05-01,4,60,0,4,2,False
2015-05-02,4,43,0,1,1,False
2015-05-03,3,38,0,2,1,False
2015-05-04,4,66,0,4,2,False
2015-05-05,3,65,0,4,1,False
2015-05-06,4,67,0,4,2,False
2015-05-07,3,65,0,4,1,False
2015-05-08,4,61,0,4,2,False
2015-05-09,3,43,0,2,1,False
2015-05-10,2,37,0,2,1,False
2015-05-11,3,70,0,4,2,False
2015-05-12,4,67,0,4,1,False
2015-05-13,4,68,0,4,2,False
2015-05-14,4,64,0,5,2,False
2015-05-15,4,59,0,4,1,False
2015-05-16,3,45,0,2,1,False
2015-05-17,3,43,0,2,1,False
2015-05-18,4,68,0,4,2,False
2015-05-19,4,64,0,4,2,False
2015-05-20,5,65,0,5,2,False
2015-05-21,4,62,0,4,1,False
2015-05-22,3,58,0,3,1,False
2015-05-23,3,40,0,2,1,False
2015-05-24,3,36,0,2,0,False
2015-05-25,3,39,0,2,1,False
2015-05-26,3,69,0,4,1,False
2015-05-27,4,66,0,4,1,False
2015-05-28,3,64,0,4,1,False
2015-05-29,4,60,0,4,1,False
2015-05-30,2,42,0,2,1,False
2015-05-31,3,44,0,2,1,False
2015-06-01,4,67,0,4,1,False
2015-06-02,4,67,0,4,1,False
2015-06-03,4,64,0,4,1,False
2015-06-04,4,63,0,5,1,False
2015-06-05,4,59,0,4,1,False
2015-06-06,3,40,0,2,1,False
2015-06-07,3,40,0,2,1,False
2015-06-08,4,66,0,4,1,False
2015-06-09,3,64,0,4,1,False
2015-06-10,3,61,0,4,1,False
2015-06-11,3,60,0,4,1,False
2015-06-12,3,56,0,4,1,False
2015-06-13,3,42,0,1,0,False
2015-06-14,2,40,0,2,1,False
2015-06-15,3,62,0,4,1,False
2015-06-16,3,60,0,4,1,False
2015-06-17,3,59,0,4,1,False
2015-06-18,3,59,0,4,1,False
2015-06-19,3,54,0,3,1,False
2015-06-20,2,37,0,1,1,False
2015-06-21,3,36,0,2,1,False
2015-06-22,3,64,0,4,1,False
2015-06-23,3,59,0,4,1,False
2015-06-24,4,59,0,4,1,False
2015-06-25,3,60,0,4,1,False
2015-06-26,3,55,0,4,1,False
2015-06-27,2,39,0,2,0,False
2015-06-28,3,41,0,2,0,False
2015-06-29,4,64,0,4,1,False
2015-06-30,3,62,0,4,1,False
2015-07-01,3,58,0,4,1,False
2015-07-02,3,56,0,4,1,False
2015-07-03,3,44,0,2,1,False
2015-07-04,2,32,0,1,1,False
2015-07-05,2,38,0,2,0,False
2015-07-06,3,64,0,4,1,False
2015-07-07,3,63,0,4,1,False
2015-07-08,3,62,0,5,1,False
2015-07-09,4,62,0,4,1,False
2015-07-10,3,54,0,4,1,False
2015-07-11,3,39,0,2,0,False
2015-07-12,2,42,0,2,1,False
2015-07-13,3,65,0,4,1,False
2015-07-14,3,62,0,4,1,False
2015-07-15,3,62,0,4,1,False
2015-07-16,3,60,0,4,1,False
2015-07-17,3,55,0,4,1,False
2015-07-18,2,39,0,2,1,False
2015-07-19,3,41,0,2,0,False
