date,expense,expensive,fine,ghetto,intervention,isPartial
2015-02-16,22,53,95,35,19,False
2015-02-17,22,54,93,33,17,False
2015-02-18,21,54,88,31,24,False
2015-02-19,19,53,79,35,23,False
2015-02-20,20,52,87,29,17,False
2015-02-21,17,57,83,30,14,False
2015-02-22,16,61,83,37,19,False
2015-02-23,23,61,86,34,20,False
2015-02-24,24,57,89,36,22,False
2015-02-25,24,52,72,33,25,False
2015-02-26,20,57,84,37,24,False
2015-02-27,19,49,86,31,22,False
2015-02-28,12,58,85,33,13,False
2015-03-01,14,60,82,35,16,False
2015-03-02,23,61,83,31,24,False
2015-03-03,21,60,94,32,21,False
2015-03-04,22,58,82,35,24,False
2015-03-05,21,54,86,30,20,False
2015-03-06,22,60,95,32,19,False
2015-03-07,14,68,89,35,16,False
2015-03-08,14,61,89,36,17,False
2015-03-09,22,51,88,35,20,False
2015-03-10,21,58,85,34,22,False
2015-03-11,19,52,87,34,22,False
2015-03-12,19,54,87,35,23,False
2015-03-13,17,52,80,33,17,False
2015-03-14,13,52,85,32,14,False
2015-03-15,16,63,87,34,21,False
2015-03-16,20,52,82,33,36,False
2015-03-17,20,54,86,33,22,False
2015-03-18,18,57,86,31,28,False
2015-03-19,18,62,81,29,24,False
2015-03-20,17,47,82,32,21,False
2015-03-21,15,62,85,36,15,False
2015-03-22,15,54,76,37,29,False
2015-03-23,24,54,78,35,37,False
2015-03-24,24,58,83,30,25,False
2015-03-25,19,52,79,37,32,False
2015-03-26,20,53,82,31,24,False
2015-03-27,23,57,85,30,22,False
2015-03-28,13,52,91,37,18,False
2015-03-29,15,59,82,39,22,False
2015-03-30,23,57,84,32,30,False
2015-03-31,25,54,86,30,21,False
2015-04-01,23,58,86,34,24,False
2015-04-02,19,51,82,36,22,False
2015-04-03,17,56,83,30,16,False
2015-04-04,15,57,83,38,14,False
2015-04-05,12,60,79,35,17,False
2015-04-06,23,57,86,31,28,False
2015-04-07,23,58,90,31,28,False
2015-04-08,22,63,91,37,24,False
2015-04-09,22,59,87,33,22,False
2015-04-10,21,61,89,30,25,False
2015-04-11,19,63,89,36,15,False
2015-04-12,20,65,81,37,17,False
2015-04-13,27,53,84,27,30,False
2015-04-14,27,64,81,32,27,False
2015-04-15,25,61,86,33,26,False
2015-04-16,20,58,89,33,21,False
2015-04-17,17,56,86,35,21,False
2015-04-18,9,50,91,35,19,False
2015-04-19,12,58,78,35,22,False
2015-04-20,17,63,86,35,26,False
2015-04-21,21,59,88,29,30,False
2015-04-22,20,54,84,35,27,False
2015-04-23,18,58,87,32,24,False
2015-04-24,16,55,93,36,23,False
2015-04-25,12,50,86,33,15,False
2015-04-26,10,59,88,38,19,False
2015-04-27,20,57,87,36,30,False
2015-04-28,20,56,87,31,25,False
2015-04-29,20,61,89,37,28,False
2015-04-30,15,60,86,34,24,False
2015-05-01,15,58,82,34,21,False
2015-05-02,10,58,78,37,13,False
2015-05-03,9,67,75,32,19,False
2015-05-04,17,58,79,29,24,False
2015-05-05,19,59,84,33,23,False
2015-05-06,16,61,88,29,24,False
2015-05-07,16,56,85,33,24,False
2015-05-08,15,58,86,30,15,False
2015-05-09,7,66,85,36,15,False
2015-05-10,8,60,80,34,15,False
2015-05-11,19,58,85,34,25,False
2015-05-12,16,57,91,38,27,False
2015-05-13,14,63,81,37,24,False
2015-05-14,17,62,86,33,22,False
2015-05-15,14,61,89,36,21,False
2015-05-16,8,59,89,41,14,False
2015-05-17,9,62,86,35,12,False
2015-05-18,15,62,87,34,24,False
2015-05-19,14,62,85,32,19,False
2015-05-20,14,59,85,31,22,False
2015-05-21,14,59,89,38,17,False
2015-05-22,13,59,82,30,17,False
2015-05-23,7,63,83,36,13,False
2015-05-24,7,57,78,40,11,False
2015-05-25,8,60,82,34,12,False
2015-05-26,15,60,87,30,19,False
2015-05-27,15,59,90,30,21,False
2015-05-28,15,60,90,32,20,False
2015-05-29,11,60,86,33,16,False
2015-05-30,8,60,91,36,16,False
2015-05-31,9,66,90,37,16,False
2015-06-01,17,57,84,32,16,False
2015-06-02,17,58,84,32,18,False
2015-06-03,17,58,84,31,23,False
2015-06-04,18,53,83,34,16,False
2015-06-05,18,58,82,34,17,False
2015-06-06,8,58,91,41,8,False
2015-06-07,8,68,85,39,12,False
2015-06-08,16,55,87,34,17,False
2015-06-09,15,57,84,28,16,False
2015-06-10,16,53,91,30,21,False
2015-06-11,15,53,84,30,16,False
2015-06-12,14,57,85,31,13,False
2015-06-13,7,62,93,33,11,False
2015-06-14,9,63,81,37,11,False
2015-06-15,16,53,80,31,12,False
2015-06-16,13,54,88,31,13,False
2015-06-17,13,56,93,29,18,False
2015-06-18,15,56,85,28,14,False
2015-06-19,13,54,79,33,12,False
2015-06-20,7,58,85,31,10,False
2015-06-21,7,65,78,33,8,False
2015-06-22,17,56,83,30,12,False
2015-06-23,14,57,87,32,16,False
2015-06-24,14,52,84,31,16,False
2015-06-25,17,55,89,34,16,False
2015-06-26,15,51,87,30,15,False
2015-06-27,9,65,84,32,10,False
