date,boom,breadwinner,buy,capitalize,charitable,isPartial
2011-08-26,1,0,26,0,0,False
2011-08-27,1,0,28,0,0,False
2011-08-28,1,0,29,0,0,False
2011-08-29,1,0,26,0,0,False
2011-08-30,1,0,25,0,0,False
2011-08-31,1,0,25,0,0,False
2011-09-01,1,0,25,0,0,False
2011-09-02,1,0,26,0,0,False
2011-09-03,1,0,30,0,0,False
2011-09-04,1,0,32,0,0,False
2011-09-05,1,0,33,0,0,False
2011-09-06,1,0,25,0,0,False
2011-09-07,1,0,23,0,0,False
2011-09-08,1,0,23,0,0,False
2011-09-09,1,0,24,0,0,False
2011-09-10,1,0,28,0,0,False
2011-09-11,1,0,28,0,0,False
2011-09-12,1,0,23,0,0,False
2011-09-13,1,0,24,0,0,False
2011-09-14,1,0,23,0,0,False
2011-09-15,1,0,23,0,0,False
2011-09-16,1,0,24,0,0,False
2011-09-17,1,0,28,0,0,False
2011-09-18,1,0,28,0,0,False
2011-09-19,1,0,24,0,0,False
2011-09-20,1,0,23,0,0,False
2011-09-21,1,0,23,0,0,False
2011-09-22,1,0,22,0,0,False
2011-09-23,1,0,24,0,0,False
2011-09-24,1,0,27,0,0,False
2011-09-25,1,0,28,0,0,False
2011-09-26,1,0,24,0,0,False
2011-09-27,1,0,24,0,0,False
2011-09-28,1,0,22,0,0,False
2011-09-29,1,0,23,0,0,False
2011-09-30,1,0,24,0,0,False
2011-10-01,1,0,28,0,0,False
2011-10-02,1,0,29,0,0,False
2011-10-03,1,0,24,0,0,False
2011-10-04,1,0,24,0,0,False
2011-10-05,1,0,23,0,0,False
2011-10-06,1,0,23,0,0,False
2011-10-07,1,0,24,0,0,False
2011-10-08,1,0,27,0,0,False
2011-10-09,1,0,29,0,0,False
2011-10-10,1,0,25,0,0,False
2011-10-11,1,0,24,0,0,False
2011-10-12,1,0,25,0,0,False
2011-10-13,1,0,24,0,0,False
2011-10-14,1,0,25,0,0,False
2011-10-15,1,0,30,0,0,False
2011-10-16,1,0,30,0,0,False
2011-10-17,1,0,25,0,0,False
2011-10-18,1,0,24,0,0,False
2011-10-19,1,0,23,0,0,False
2011-10-20,1,0,24,0,0,False
2011-10-21,1,0,24,0,0,False
2011-10-22,1,0,28,0,0,False
2011-10-23,1,0,29,0,0,False
2011-10-24,1,0,25,0,0,False
2011-10-25,1,0,25,0,0,False
2011-10-26,1,0,24,0,0,False
2011-10-27,1,0,24,0,0,False
2011-10-28,1,0,25,0,0,False
2011-10-29,1,0,29,0,0,False
2011-10-30,1,0,28,0,0,False
2011-10-31,1,0,23,0,0,False
2011-11-01,1,0,24,0,0,False
2011-11-02,1,0,23,0,0,False
2011-11-03,1,0,24,0,0,False
2011-11-04,1,0,26,0,0,False
2011-11-05,1,0,30,0,0,False
2011-11-06,1,0,31,0,0,False
2011-11-07,1,0,26,0,0,False
2011-11-08,1,0,26,0,0,False
2011-11-09,1,0,24,0,0,False
2011-11-10,1,0,27,0,0,False
2011-11-11,1,0,29,0,0,False
2011-11-12,1,0,33,0,0,False
2011-11-13,1,0,33,0,0,False
2011-11-14,1,0,28,0,0,False
2011-11-15,1,0,30,0,0,False
2011-11-16,1,0,29,0,0,False
2011-11-17,1,0,29,0,0,False
2011-11-18,1,0,31,0,0,False
2011-11-19,1,0,39,0,0,False
2011-11-20,1,0,41,0,0,False
2011-11-21,1,0,38,0,0,False
2011-11-22,1,0,43,0,0,False
2011-11-23,1,0,49,0,0,False
