date,contribution,cooperative,donate,donation,economize,isPartial
2012-05-06,12,13,22,26,0,False
2012-05-07,21,20,23,38,0,False
2012-05-08,19,23,27,37,0,False
2012-05-09,17,20,26,37,0,False
2012-05-10,19,24,28,38,0,False
2012-05-11,14,15,23,37,0,False
2012-05-12,10,12,21,30,0,False
2012-05-13,7,12,26,28,0,False
2012-05-14,21,19,31,38,0,False
2012-05-15,16,23,31,40,0,False
2012-05-16,18,23,28,35,0,False
2012-05-17,18,20,21,36,0,False
2012-05-18,17,21,30,35,0,False
2012-05-19,13,12,24,33,0,False
2012-05-20,10,12,25,28,0,False
2012-05-21,18,21,27,37,0,False
2012-05-22,18,24,29,38,0,False
2012-05-23,18,21,29,35,0,False
2012-05-24,18,19,27,35,0,False
2012-05-25,13,18,23,37,0,False
2012-05-26,6,10,21,31,0,False
2012-05-27,7,7,27,28,0,False
2012-05-28,12,13,26,26,0,False
2012-05-29,14,27,26,37,0,False
2012-05-30,19,22,25,35,0,False
2012-05-31,16,21,24,32,0,False
2012-06-01,16,21,22,33,0,False
2012-06-02,4,14,23,27,0,False
2012-06-03,9,12,21,29,0,False
2012-06-04,15,22,26,36,0,False
2012-06-05,19,21,24,43,0,False
2012-06-06,16,24,26,36,0,False
2012-06-07,20,21,24,36,0,False
2012-06-08,14,20,24,26,0,False
2012-06-09,8,10,23,31,0,False
2012-06-10,10,9,21,25,0,False
2012-06-11,19,20,28,36,0,False
2012-06-12,15,20,28,42,0,False
2012-06-13,19,16,23,38,0,False
2012-06-14,15,25,28,38,0,False
2012-06-15,15,19,28,45,0,False
2012-06-16,7,12,24,29,0,False
2012-06-17,8,9,22,29,0,False
2012-06-18,18,20,27,34,0,False
2012-06-19,16,22,25,44,0,False
2012-06-20,16,20,25,36,0,False
2012-06-21,17,23,35,45,0,False
2012-06-22,10,20,33,47,0,False
2012-06-23,9,12,29,54,0,False
2012-06-24,8,14,28,34,0,False
2012-06-25,15,23,31,48,0,False
2012-06-26,17,16,28,47,0,False
