date,contribution,cooperative,donate,donation,economize,isPartial
2012-06-27,17,19,35,49,0,False
2012-06-28,15,20,34,40,0,False
2012-06-29,15,17,26,37,0,False
2012-06-30,11,27,26,36,0,False
2012-07-01,6,19,22,34,0,False
2012-07-02,13,28,26,36,0,False
2012-07-03,13,20,29,36,0,False
2012-07-04,8,9,19,24,0,False
2012-07-05,17,22,27,34,0,False
2012-07-06,15,23,28,41,0,False
2012-07-07,9,11,27,32,0,False
2012-07-08,8,12,26,34,0,False
2012-07-09,17,25,26,39,0,False
2012-07-10,19,22,32,39,0,False
2012-07-11,17,19,25,38,0,False
2012-07-12,16,20,27,41,0,False
2012-07-13,14,21,27,29,0,False
2012-07-14,9,12,21,32,0,False
2012-07-15,9,11,26,28,0,False
2012-07-16,18,22,28,35,0,False
2012-07-17,17,22,28,41,0,False
2012-07-18,15,21,32,36,0,False
2012-07-19,17,23,29,34,0,False
2012-07-20,13,19,29,39,0,False
2012-07-21,7,12,24,25,0,False
2012-07-22,11,12,29,35,0,False
2012-07-23,16,23,26,37,0,False
2012-07-24,15,19,32,38,0,False
2012-07-25,19,22,31,42,0,False
2012-07-26,13,21,32,35,0,False
2012-07-27,15,20,24,37,0,False
2012-07-28,9,9,26,32,0,False
2012-07-29,11,9,20,36,0,False
2012-07-30,17,23,30,43,0,False
2012-07-31,22,21,32,42,0,False
2012-08-01,17,19,34,39,0,False
2012-08-02,17,18,34,42,0,False
2012-08-03,13,21,35,36,0,False
2012-08-04,8,14,28,33,0,False
2012-08-05,11,13,30,30,0,False
2012-08-06,15,21,29,41,0,False
2012-08-07,13,19,27,33,0,False
2012-08-08,19,23,29,35,0,False
2012-08-09,17,18,27,36,0,False
2012-08-10,12,17,25,36,0,False
2012-08-11,8,10,27,28,0,False
2012-08-12,10,10,25,31,0,False
2012-08-13,15,20,21,37,0,False
2012-08-14,18,24,27,35,0,False
2012-08-15,18,18,27,38,0,False
2012-08-16,17,21,28,37,0,False
2012-08-17,20,19,27,29,0,False
2012-08-18,9,14,25,36,0,False
2012-08-19,8,11,23,30,0,False
2012-08-20,15,18,31,37,0,False
2012-08-21,19,22,27,36,0,False
2012-08-22,21,21,26,37,0,False
2012-08-23,17,18,26,38,0,False
2012-08-24,14,20,28,35,0,False
2012-08-25,7,12,29,34,0,False
2012-08-26,13,11,23,31,0,False
2012-08-27,17,23,26,37,0,False
2012-08-28,26,20,31,42,0,False
2012-08-29,21,23,28,38,0,False
2012-08-30,19,21,30,41,0,False
2012-08-31,20,17,27,34,0,False
2012-09-01,8,10,23,28,0,False
2012-09-02,10,11,25,27,0,False
2012-09-03,14,13,25,28,0,False
2012-09-04,20,24,29,40,0,False
2012-09-05,20,21,29,40,0,False
2012-09-06,23,21,28,34,0,False
2012-09-07,25,20,29,39,0,False
2012-09-08,13,13,27,30,0,False
2012-09-09,14,12,25,27,0,False
2012-09-10,24,29,30,41,0,False
2012-09-11,21,23,31,35,1,False
2012-09-12,23,23,26,34,0,False
2012-09-13,23,19,29,37,0,False
2012-09-14,26,23,27,33,0,False
2012-09-15,13,9,26,31,0,False
2012-09-16,14,12,23,26,0,False
2012-09-17,25,21,28,41,0,False
2012-09-18,22,23,25,36,0,False
2012-09-19,23,20,27,38,0,False
2012-09-20,26,22,28,36,0,False
2012-09-21,23,19,27,38,0,False
2012-09-22,11,13,28,35,0,False
2012-09-23,13,9,23,31,0,False
2012-09-24,26,22,27,39,1,False
2012-09-25,27,25,29,37,0,False
2012-09-26,29,23,30,37,0,False
2012-09-27,24,25,30,39,0,False
2012-09-28,24,18,27,39,0,False
2012-09-29,12,11,26,31,0,False
2012-09-30,17,14,23,32,0,False
2012-10-01,29,25,30,40,0,False
2012-10-02,27,22,29,36,0,False
2012-10-03,27,21,28,35,0,False
2012-10-04,28,22,29,42,0,False
2012-10-05,27,22,25,33,0,False
2012-10-06,13,12,26,25,0,False
2012-10-07,15,14,22,27,0,False
2012-10-08,24,21,28,37,0,False
2012-10-09,30,22,32,33,0,False
2012-10-10,27,21,27,43,0,False
2012-10-11,27,19,27,38,0,False
2012-10-12,23,19,24,30,0,False
2012-10-13,11,11,26,31,0,False
2012-10-14,16,13,24,30,0,False
2012-10-15,33,23,28,34,0,False
2012-10-16,28,21,26,36,0,False
2012-10-17,27,20,32,37,0,False
2012-10-18,29,21,29,39,0,False
2012-10-19,28,15,27,34,0,False
2012-10-20,15,14,25,29,0,False
2012-10-21,15,14,25,21,0,False
2012-10-22,26,22,33,40,0,False
2012-10-23,27,17,29,37,0,False
2012-10-24,24,23,28,41,0,False
2012-10-25,25,18,31,42,0,False
2012-10-26,25,18,23,31,0,False
2012-10-27,15,13,25,26,0,False
2012-10-28,15,10,20,24,0,False
2012-10-29,21,24,24,35,0,False
2012-10-30,24,31,32,39,0,False
2012-10-31,27,23,37,44,0,False
2012-11-01,25,20,50,51,0,False
2012-11-02,26,19,61,53,0,False
2012-11-03,10,13,100,69,0,False
2012-11-04,13,11,57,55,0,False
2012-11-05,25,23,58,58,0,False
2012-11-06,24,20,48,51,0,False
2012-11-07,24,19,36,37,0,False
2012-11-08,27,24,32,42,0,False
2012-11-09,26,21,41,43,0,False
2012-11-10,13,11,31,41,0,False
2012-11-11,19,12,30,34,0,False
2012-11-12,24,16,35,47,0,False
2012-11-13,31,23,34,43,0,False
2012-11-14,29,20,38,41,0,False
2012-11-15,29,24,34,44,0,False
2012-11-16,27,19,33,38,0,False
2012-11-17,14,10,27,32,0,False
2012-11-18,12,12,30,34,0,False
2012-11-19,27,18,29,48,0,False
2012-11-20,28,19,34,36,0,False
2012-11-21,21,16,29,36,0,False
2012-11-22,9,7,18,22,0,False
2012-11-23,11,10,25,22,0,False
2012-11-24,12,11,25,28,0,False
2012-11-25,14,11,25,27,0,False
2012-11-26,30,22,30,43,0,False
2012-11-27,31,20,36,44,0,False
2012-11-28,29,21,29,42,0,False
2012-11-29,26,21,33,39,0,False
2012-11-30,33,17,30,40,0,False
2012-12-01,15,12,28,32,0,False
2012-12-02,14,9,24,28,0,False
2012-12-03,31,22,35,41,0,False
2012-12-04,31,21,27,36,0,False
2012-12-05,32,21,31,43,0,False
2012-12-06,28,20,32,37,0,False
2012-12-07,24,22,35,40,0,False
2012-12-08,13,12,29,30,0,False
2012-12-09,18,11,25,29,0,False
2012-12-10,27,22,32,37,0,False
2012-12-11,38,19,32,41,0,False
2012-12-12,32,21,30,38,0,False
2012-12-13,35,18,37,37,0,False
2012-12-14,27,17,28,35,0,False
2012-12-15,16,9,36,33,0,False
2012-12-16,18,10,32,32,0,False
2012-12-17,32,18,36,43,0,False
2012-12-18,34,16,32,36,0,False
2012-12-19,31,15,34,43,0,False
2012-12-20,27,16,29,35,0,False
2012-12-21,22,16,30,32,0,False
2012-12-22,13,8,29,30,0,False
2012-12-23,13,9,22,29,0,False
2012-12-24,18,11,26,29,0,False
2012-12-25,10,7,16,14,0,False
2012-12-26,25,12,24,31,0,False
2012-12-27,36,12,25,38,0,False
2012-12-28,33,18,31,40,0,False
2012-12-29,16,9,26,32,0,False
2012-12-30,16,10,25,35,0,False
2012-12-31,34,14,31,43,0,False
2013-01-01,28,8,25,31,0,False
2013-01-02,48,20,28,35,0,False
2013-01-03,44,18,26,32,0,False
2013-01-04,41,18,25,38,0,False
2013-01-05,19,11,25,31,0,False
2013-01-06,22,10,24,34,0,False
2013-01-07,37,22,27,35,0,False
2013-01-08,36,20,29,32,0,False
2013-01-09,34,17,23,38,0,False
2013-01-10,35,18,28,33,0,False
2013-01-11,31,18,18,31,0,False
2013-01-12,24,12,22,27,0,False
2013-01-13,18,9,21,30,0,False
2013-01-14,33,19,23,36,0,False
2013-01-15,27,22,21,38,0,False
2013-01-16,30,22,26,39,0,False
2013-01-17,29,22,28,38,0,False
2013-01-18,30,19,22,34,0,False
2013-01-19,18,12,23,30,0,False
2013-01-20,17,11,23,32,0,False
2013-01-21,25,18,20,32,0,False
2013-01-22,26,21,25,41,0,False
2013-01-23,28,19,26,38,0,False
2013-01-24,34,23,25,34,0,False
2013-01-25,27,20,21,37,0,False
2013-01-26,20,11,21,31,0,False
2013-01-27,22,14,27,34,0,False
2013-01-28,34,20,27,35,0,False
2013-01-29,29,23,25,41,0,False
2013-01-30,31,24,26,35,0,False
