date,unprofitable,vagabond,vagrant
2005-08-12,0.0,20.0590769234,23.900362549
2005-08-13,0.0,0.0,0.0
2005-08-14,0.0,63.2632426046,0.0
2005-08-15,0.0,37.0321420125,66.1856193665
2005-08-16,0.0,54.0052071015,22.0618731222
2005-08-17,0.0,94.1233609484,0.0
2005-08-18,0.0,18.5160710062,68.0241087933
2005-08-19,0.0,80.2363076937,0.0
2005-08-20,0.0,29.3171124265,34.9312991101
2005-08-21,0.0,0.0,71.701087647
2005-08-22,0.0,0.0,22.0618731222
2005-08-23,0.0,18.5160710062,0.0
2005-08-24,0.0,0.0,0.0
2005-08-25,0.0,97.2093727827,86.4090030618
2005-08-26,0.0,78.6933017765,93.7629607692
2005-08-27,0.0,29.3171124265,34.9312991101
2005-08-28,0.0,86.4083313624,68.0241087933
2005-08-29,0.0,123.440473375,20.2233836953
2005-08-30,0.0,0.0,42.2852568175
2005-08-31,0.0,54.0052071015,22.0618731222
2005-09-01,0.0,54.0052071015,44.1237462443
2005-09-02,0.0,80.2363076937,95.601450196
2005-09-03,0.0,61.7202366874,73.5395770739
2005-09-04,0.0,0.0,152.594622428
2005-09-05,0.0,106.467408286,31.2543202564
2005-09-06,0.0,16.973065089,42.2852568175
2005-09-07,0.0,16.973065089,0.0
