date,expense,expensive,fine,ghetto,intervention,isPartial
2006-10-13,11,15,77,26,11,False
2006-10-14,10,22,78,26,10,False
2006-10-15,8,18,74,34,12,False
2006-10-16,8,18,78,22,11,False
2006-10-17,8,27,72,21,11,False
2006-10-18,10,23,77,20,12,False
2006-10-19,9,14,60,24,12,False
2006-10-20,6,22,67,19,12,False
2006-10-21,4,13,88,25,12,False
2006-10-22,8,17,77,19,11,False
2006-10-23,8,16,65,24,14,False
2006-10-24,8,19,74,16,20,False
2006-10-25,11,20,75,17,16,False
2006-10-26,13,15,79,19,11,False
2006-10-27,9,18,78,21,16,False
2006-10-28,6,17,72,26,11,False
2006-10-29,10,21,72,21,15,False
2006-10-30,9,23,79,25,19,False
2006-10-31,7,20,71,18,14,False
2006-11-01,8,15,72,20,10,False
2006-11-02,10,23,89,22,16,False
2006-11-03,10,13,72,28,10,False
2006-11-04,9,17,79,17,8,False
2006-11-05,8,24,76,22,10,False
2006-11-06,7,16,73,20,22,False
2006-11-07,12,19,69,18,12,False
2006-11-08,11,18,72,24,10,False
2006-11-09,10,19,71,22,15,False
2006-11-10,7,23,64,23,13,False
2006-11-11,1,24,75,26,10,False
2006-11-12,4,17,78,26,8,False
2006-11-13,12,19,78,21,19,False
2006-11-14,7,16,88,20,20,False
2006-11-15,6,26,64,28,13,False
2006-11-16,8,17,79,26,18,False
2006-11-17,11,19,82,30,12,False
2006-11-18,8,24,69,21,10,False
2006-11-19,7,23,74,25,12,False
2006-11-20,10,17,73,27,23,False
2006-11-21,5,20,81,17,14,False
2006-11-22,5,18,62,16,11,False
2006-11-23,8,22,71,20,6,False
2006-11-24,8,9,81,25,5,False
2006-11-25,3,18,88,25,11,False
2006-11-26,8,16,77,23,9,False
2006-11-27,5,15,89,18,18,False
2006-11-28,9,16,78,19,17,False
2006-11-29,11,21,78,16,17,False
2006-11-30,12,13,73,19,11,False
2006-12-01,8,20,70,12,12,False
2006-12-02,9,26,76,26,8,False
2006-12-03,5,22,86,29,7,False
2006-12-04,7,20,72,20,28,False
2006-12-05,12,19,86,21,15,False
2006-12-06,12,18,69,16,13,False
2006-12-07,6,21,72,21,19,False
2006-12-08,7,21,90,17,12,False
2006-12-09,6,20,65,27,13,False
2006-12-10,5,20,84,25,11,False
2006-12-11,11,16,85,17,17,False
2006-12-12,7,21,75,19,18,False
2006-12-13,7,19,80,24,16,False
2006-12-14,8,18,76,25,12,False
2006-12-15,9,23,84,21,15,False
2006-12-16,5,24,83,21,5,False
2006-12-17,2,14,74,20,12,False
2006-12-18,7,20,75,28,16,False
2006-12-19,7,15,81,22,11,False
2006-12-20,8,15,72,20,8,False
2006-12-21,8,18,64,24,10,False
2006-12-22,5,18,73,20,11,False
2006-12-23,4,18,80,26,7,False
2006-12-24,4,25,83,25,6,False
2006-12-25,4,21,56,27,4,False
2006-12-26,11,20,71,27,10,False
2006-12-27,9,12,72,18,10,False
2006-12-28,7,14,78,27,10,False
2006-12-29,5,17,84,21,11,False
2006-12-30,4,19,84,25,9,False
2006-12-31,8,16,80,17,5,False
2007-01-01,7,18,71,22,9,False
2007-01-02,7,14,76,27,11,False
2007-01-03,7,17,86,18,8,False
2007-01-04,12,13,70,22,16,False
2007-01-05,12,16,69,18,10,False
2007-01-06,5,18,90,20,9,False
2007-01-07,3,18,65,16,7,False
2007-01-08,9,13,71,16,20,False
2007-01-09,10,21,69,18,14,False
2007-01-10,12,16,68,25,15,False
2007-01-11,10,18,58,20,9,False
2007-01-12,10,19,70,21,8,False
2007-01-13,3,22,79,33,12,False
2007-01-14,6,18,77,31,11,False
2007-01-15,8,14,59,20,19,False
2007-01-16,15,21,68,22,14,False
2007-01-17,8,16,71,20,13,False
2007-01-18,8,21,71,23,11,False
2007-01-19,12,19,67,18,17,False
2007-01-20,10,23,93,23,12,False
2007-01-21,5,23,80,20,11,False
2007-01-22,7,26,63,21,16,False
2007-01-23,15,17,75,24,12,False
2007-01-24,11,13,76,23,13,False
2007-01-25,13,20,72,23,18,False
2007-01-26,10,19,76,26,16,False
2007-01-27,8,19,83,28,10,False
2007-01-28,8,16,85,23,11,False
2007-01-29,12,20,66,25,19,False
2007-01-30,12,23,71,27,13,False
2007-01-31,14,21,74,18,15,False
2007-02-01,17,21,69,21,17,False
2007-02-02,13,21,73,22,10,False
2007-02-03,9,16,83,32,10,False
2007-02-04,15,20,70,26,15,False
2007-02-05,13,21,73,24,18,False
2007-02-06,14,23,72,18,17,False
2007-02-07,19,16,82,24,16,False
2007-02-08,13,18,75,22,15,False
2007-02-09,9,16,83,25,15,False
2007-02-10,7,14,92,34,11,False
2007-02-11,14,23,66,24,8,False
2007-02-12,10,18,65,19,16,False
2007-02-13,11,15,85,18,14,False
