date,advantage,affluence,affluent,afloat,allowance,isPartial
2007-03-27,98,0,1,1,15,False
2007-03-28,100,0,1,1,10,False
2007-03-29,96,2,0,1,12,False
2007-03-30,77,1,1,1,10,False
2007-03-31,57,1,0,0,12,False
2007-04-01,78,0,2,1,14,False
2007-04-02,78,0,1,1,14,False
2007-04-03,79,0,1,0,14,False
2007-04-04,73,0,3,1,16,False
2007-04-05,67,0,1,1,14,False
2007-04-06,68,0,0,0,6,False
2007-04-07,57,0,2,0,11,False
2007-04-08,53,0,0,0,7,False
2007-04-09,79,0,1,1,16,False
2007-04-10,77,0,1,1,14,False
2007-04-11,77,1,0,1,12,False
2007-04-12,77,1,3,0,16,False
2007-04-13,74,0,2,0,10,False
2007-04-14,72,3,2,0,18,False
2007-04-15,67,0,0,2,10,False
2007-04-16,80,1,1,2,15,False
2007-04-17,75,1,1,2,12,False
2007-04-18,77,0,0,0,12,False
2007-04-19,72,0,1,1,12,False
2007-04-20,82,1,1,0,14,False
2007-04-21,68,0,1,1,5,False
2007-04-22,56,0,2,1,12,False
2007-04-23,79,1,1,1,11,False
2007-04-24,77,1,1,1,18,False
2007-04-25,84,0,1,1,6,False
2007-04-26,85,1,1,1,9,False
2007-04-27,73,0,1,1,10,False
2007-04-28,93,3,0,1,13,False
2007-04-29,67,0,0,0,4,False
2007-04-30,75,1,1,1,15,False
2007-05-01,82,0,0,1,12,False
2007-05-02,79,0,1,1,14,False
2007-05-03,83,0,1,1,11,False
2007-05-04,88,0,2,1,8,False
2007-05-05,67,0,1,1,8,False
2007-05-06,69,1,1,2,14,False
2007-05-07,82,1,1,1,18,False
2007-05-08,78,0,4,1,10,False
2007-05-09,72,0,2,0,15,False
2007-05-10,74,1,1,1,11,False
2007-05-11,78,1,1,1,13,False
2007-05-12,55,0,0,0,9,False
2007-05-13,61,0,3,1,7,False
2007-05-14,80,0,0,1,12,False
2007-05-15,84,0,1,2,12,False
2007-05-16,92,1,1,1,14,False
2007-05-17,78,0,1,1,12,False
2007-05-18,69,1,2,1,11,False
2007-05-19,56,0,2,0,8,False
2007-05-20,64,1,0,0,9,False
2007-05-21,64,0,1,1,10,False
2007-05-22,91,0,0,1,14,False
2007-05-23,74,0,2,2,16,False
2007-05-24,67,0,1,1,20,False
2007-05-25,58,0,1,1,10,False
2007-05-26,63,0,1,2,12,False
2007-05-27,46,0,0,0,10,False
2007-05-28,49,0,0,1,7,False
2007-05-29,81,2,1,0,16,False
2007-05-30,71,0,1,2,16,False
2007-05-31,80,0,2,0,14,False
2007-06-01,73,0,1,0,13,False
2007-06-02,56,0,0,0,6,False
2007-06-03,60,0,0,0,6,False
2007-06-04,77,0,0,1,8,False
2007-06-05,75,1,1,1,13,False
2007-06-06,86,0,1,0,13,False
2007-06-07,74,0,1,0,10,False
2007-06-08,77,0,2,1,16,False
2007-06-09,47,0,1,0,6,False
2007-06-10,50,1,2,0,12,False
2007-06-11,77,1,2,1,14,False
2007-06-12,82,0,2,1,12,False
2007-06-13,74,0,4,0,12,False
2007-06-14,80,0,1,1,16,False
2007-06-15,80,0,1,1,9,False
2007-06-16,68,0,1,0,7,False
2007-06-17,64,1,0,0,4,False
2007-06-18,77,1,3,1,13,False
2007-06-19,89,1,1,3,9,False
2007-06-20,76,0,0,1,11,False
2007-06-21,84,1,1,1,12,False
2007-06-22,78,0,1,2,13,False
2007-06-23,47,0,0,0,9,False
2007-06-24,61,1,3,1,11,False
2007-06-25,89,1,2,1,11,False
2007-06-26,75,1,1,2,13,False
2007-06-27,80,1,1,2,16,False
2007-06-28,89,0,0,2,12,False
2007-06-29,80,1,1,0,16,False
2007-06-30,51,0,0,0,8,False
2007-07-01,62,0,0,0,13,False
2007-07-02,72,1,1,0,12,False
2007-07-03,68,0,1,2,14,False
2007-07-04,58,0,1,0,6,False
2007-07-05,72,1,2,1,12,False
2007-07-06,87,0,2,1,9,False
2007-07-07,58,0,0,0,10,False
2007-07-08,61,0,0,1,13,False
2007-07-09,79,0,2,1,10,False
