date,advantage,affluence,affluent,afloat,allowance,isPartial
2006-10-13,77,0,2,0,10,False
2006-10-14,58,0,4,0,4,False
2006-10-15,48,1,5,3,11,False
2006-10-16,82,0,0,0,7,False
2006-10-17,84,0,3,0,14,False
2006-10-18,70,1,0,2,17,False
2006-10-19,86,0,1,0,15,False
2006-10-20,83,0,3,0,10,False
2006-10-21,68,0,3,0,8,False
2006-10-22,73,1,1,0,7,False
2006-10-23,86,0,2,2,9,False
2006-10-24,77,1,1,0,9,False
2006-10-25,81,0,3,0,14,False
2006-10-26,78,1,2,1,18,False
2006-10-27,78,0,3,3,11,False
2006-10-28,50,0,4,0,14,False
2006-10-29,58,0,3,0,9,False
2006-10-30,78,0,2,1,14,False
2006-10-31,72,0,0,1,14,False
2006-11-01,65,0,2,2,17,False
2006-11-02,66,0,2,1,14,False
2006-11-03,54,0,1,0,11,False
2006-11-04,63,0,0,1,7,False
2006-11-05,59,0,2,0,6,False
2006-11-06,94,2,1,2,11,False
2006-11-07,60,1,1,1,6,False
2006-11-08,71,1,0,1,10,False
2006-11-09,77,1,1,2,10,False
2006-11-10,76,0,0,0,10,False
2006-11-11,58,0,1,1,7,False
2006-11-12,75,0,1,0,10,False
2006-11-13,90,1,4,1,9,False
2006-11-14,82,0,0,1,16,False
2006-11-15,85,0,0,0,14,False
2006-11-16,74,1,1,1,13,False
2006-11-17,74,1,0,2,7,False
2006-11-18,55,1,0,0,8,False
2006-11-19,55,0,0,0,10,False
2006-11-20,76,1,1,0,16,False
2006-11-21,67,0,0,2,13,False
2006-11-22,55,1,1,1,13,False
2006-11-23,63,0,0,0,6,False
2006-11-24,44,0,0,0,7,False
2006-11-25,58,0,0,0,12,False
2006-11-26,57,0,1,0,11,False
2006-11-27,67,1,2,2,15,False
2006-11-28,68,0,2,1,12,False
2006-11-29,85,0,2,1,15,False
2006-11-30,71,2,1,0,12,False
2006-12-01,58,1,0,1,8,False
2006-12-02,54,0,0,0,9,False
2006-12-03,51,0,1,0,12,False
2006-12-04,81,0,1,2,11,False
2006-12-05,85,1,0,0,9,False
2006-12-06,65,0,1,1,14,False
2006-12-07,68,0,0,1,13,False
2006-12-08,69,1,1,1,13,False
2006-12-09,56,1,1,0,8,False
2006-12-10,50,0,1,1,15,False
2006-12-11,81,0,2,1,11,False
2006-12-12,74,1,2,1,13,False
2006-12-13,76,0,1,0,13,False
2006-12-14,65,0,0,2,12,False
2006-12-15,50,2,0,2,14,False
2006-12-16,57,0,1,1,7,False
2006-12-17,70,0,0,0,12,False
2006-12-18,69,0,1,0,18,False
2006-12-19,68,0,0,0,13,False
2006-12-20,70,2,2,1,11,False
2006-12-21,77,0,1,1,10,False
2006-12-22,57,0,0,0,8,False
2006-12-23,43,0,3,0,5,False
2006-12-24,43,1,1,1,10,False
2006-12-25,58,2,0,2,8,False
2006-12-26,76,0,2,1,16,False
2006-12-27,77,0,0,0,20,False
2006-12-28,76,0,0,0,17,False
2006-12-29,71,0,1,0,17,False
2006-12-30,62,0,1,1,6,False
2006-12-31,70,0,0,0,6,False
2007-01-01,59,0,0,0,12,False
2007-01-02,76,0,0,0,19,False
2007-01-03,88,0,2,1,16,False
2007-01-04,80,1,2,1,22,False
2007-01-05,81,0,0,0,12,False
2007-01-06,63,0,1,1,10,False
2007-01-07,49,0,1,0,17,False
2007-01-08,79,1,1,0,15,False
2007-01-09,74,1,0,1,19,False
2007-01-10,63,1,2,1,16,False
2007-01-11,66,0,0,1,18,False
2007-01-12,72,0,0,0,10,False
2007-01-13,43,0,1,0,17,False
2007-01-14,51,0,1,0,13,False
2007-01-15,86,0,1,0,14,False
2007-01-16,75,1,1,1,11,False
2007-01-17,91,0,1,1,13,False
2007-01-18,73,0,1,1,16,False
2007-01-19,67,0,0,0,13,False
2007-01-20,54,1,3,1,11,False
2007-01-21,57,0,0,3,9,False
2007-01-22,78,1,2,1,19,False
2007-01-23,65,0,3,1,19,False
2007-01-24,79,0,1,1,13,False
2007-01-25,80,1,2,1,21,False
2007-01-26,69,1,2,1,14,False
2007-01-27,58,0,0,1,13,False
2007-01-28,47,0,2,1,15,False
2007-01-29,79,0,3,1,14,False
2007-01-30,64,0,1,0,20,False
2007-01-31,75,1,1,1,13,False
2007-02-01,88,1,1,0,14,False
2007-02-02,80,0,1,1,13,False
2007-02-03,59,0,1,0,19,False
2007-02-04,61,0,0,0,7,False
2007-02-05,70,0,1,1,11,False
2007-02-06,78,1,1,3,14,False
2007-02-07,75,0,2,0,13,False
2007-02-08,78,1,1,0,14,False
2007-02-09,77,1,3,1,9,False
2007-02-10,67,1,0,0,10,False
2007-02-11,65,0,1,2,12,False
2007-02-12,83,1,2,1,13,False
2007-02-13,75,1,0,0,14,False
2007-02-14,74,0,3,0,14,False
2007-02-15,73,0,1,0,10,False
2007-02-16,67,0,3,1,15,False
2007-02-17,54,0,0,0,9,False
2007-02-18,54,0,0,0,13,False
2007-02-19,70,0,1,0,12,False
2007-02-20,98,1,0,1,9,False
2007-02-21,75,0,0,0,18,False
2007-02-22,86,0,1,1,12,False
2007-02-23,73,0,1,0,11,False
2007-02-24,48,1,2,0,5,False
2007-02-25,63,0,2,1,16,False
2007-02-26,78,0,2,2,16,False
2007-02-27,78,1,1,0,15,False
2007-02-28,86,1,1,0,12,False
2007-03-01,79,1,2,1,15,False
2007-03-02,84,0,1,1,13,False
2007-03-03,68,1,1,0,17,False
2007-03-04,68,0,2,1,14,False
2007-03-05,87,0,1,1,13,False
2007-03-06,84,1,1,1,9,False
2007-03-07,70,0,1,1,17,False
2007-03-08,78,2,1,0,12,False
2007-03-09,71,0,2,1,10,False
2007-03-10,59,0,0,2,11,False
2007-03-11,70,1,2,0,9,False
2007-03-12,74,0,0,0,10,False
2007-03-13,76,0,0,1,14,False
2007-03-14,85,0,1,1,15,False
2007-03-15,72,1,1,0,11,False
2007-03-16,73,0,1,1,12,False
2007-03-17,56,1,1,0,15,False
2007-03-18,53,0,1,2,7,False
2007-03-19,67,0,1,0,11,False
2007-03-20,84,0,0,0,15,False
2007-03-21,80,0,1,1,13,False
2007-03-22,80,0,1,1,11,False
2007-03-23,83,0,1,1,14,False
2007-03-24,67,0,0,0,15,False
2007-03-25,67,1,0,0,3,False
2007-03-26,93,0,1,0,13,False
