date,gain,generosity,gift,gold,guide,isPartial
2005-05-23,5,0,16,37,71,False
2005-05-24,4,0,19,31,75,False
2005-05-25,6,0,19,34,74,False
2005-05-26,4,1,18,35,70,False
2005-05-27,5,0,19,37,74,False
2005-05-28,6,0,16,37,83,False
2005-05-29,5,0,16,42,81,False
2005-05-30,5,0,17,40,88,False
2005-05-31,4,0,19,36,70,False
2005-06-01,6,0,22,33,76,False
2005-06-02,5,0,19,35,72,False
2005-06-03,5,0,20,32,70,False
2005-06-04,6,0,17,34,82,False
2005-06-05,6,0,19,33,92,False
2005-06-06,5,0,20,37,68,False
2005-06-07,5,0,23,30,69,False
2005-06-08,7,0,22,34,68,False
2005-06-09,6,0,21,37,71,False
2005-06-10,5,0,19,34,66,False
2005-06-11,5,0,21,36,82,False
2005-06-12,5,0,21,41,79,False
2005-06-13,6,0,20,28,72,False
2005-06-14,5,0,20,35,75,False
2005-06-15,6,0,23,32,75,False
2005-06-16,5,0,23,37,71,False
2005-06-17,5,0,22,34,68,False
2005-06-18,4,0,22,33,82,False
2005-06-19,3,0,25,40,86,False
2005-06-20,5,0,20,36,76,False
2005-06-21,5,0,19,35,74,False
2005-06-22,5,0,23,35,69,False
2005-06-23,6,0,20,32,67,False
2005-06-24,5,0,19,31,78,False
2005-06-25,4,0,17,39,83,False
2005-06-26,5,0,15,38,92,False
2005-06-27,5,0,14,35,72,False
2005-06-28,5,0,17,33,74,False
2005-06-29,6,0,19,35,73,False
2005-06-30,4,0,15,33,66,False
2005-07-01,5,0,18,32,75,False
2005-07-02,4,0,18,39,79,False
2005-07-03,3,0,13,34,84,False
2005-07-04,5,0,12,40,85,False
2005-07-05,6,0,15,38,75,False
2005-07-06,4,0,19,37,77,False
2005-07-07,4,0,16,38,72,False
2005-07-08,5,0,18,34,71,False
2005-07-09,5,0,15,42,88,False
2005-07-10,6,0,16,44,91,False
2005-07-11,6,0,19,38,75,False
2005-07-12,6,0,18,32,73,False
2005-07-13,7,0,20,39,79,False
2005-07-14,7,0,21,41,72,False
2005-07-15,5,0,19,37,68,False
2005-07-16,7,0,16,46,79,False
2005-07-17,6,0,16,37,83,False
2005-07-18,7,0,18,39,77,False
2005-07-19,4,0,19,37,78,False
2005-07-20,5,0,19,33,74,False
2005-07-21,6,0,22,33,65,False
2005-07-22,4,0,17,43,67,False
2005-07-23,5,0,19,38,81,False
2005-07-24,5,0,16,42,92,False
2005-07-25,5,0,18,37,79,False
2005-07-26,5,0,19,35,70,False
2005-07-27,7,0,17,33,75,False
2005-07-28,5,0,20,32,71,False
2005-07-29,5,0,17,36,69,False
2005-07-30,6,0,14,38,77,False
2005-07-31,5,0,14,41,82,False
