date,liquidation,pollution,poor,poverty,race,isPartial
2015-02-16,1,2,5,3,23,False
2015-02-17,1,2,5,3,23,False
2015-02-18,1,2,6,4,21,False
2015-02-19,1,3,6,4,24,False
2015-02-20,1,2,6,4,24,False
2015-02-21,1,1,5,2,31,False
2015-02-22,1,1,5,2,42,False
2015-02-23,1,2,6,4,25,False
2015-02-24,1,3,5,4,23,False
2015-02-25,1,3,6,4,25,False
2015-02-26,1,3,6,4,29,False
2015-02-27,1,3,5,3,28,False
2015-02-28,1,1,4,2,35,False
2015-03-01,1,2,5,3,41,False
2015-03-02,1,3,5,3,29,False
2015-03-03,1,3,5,4,27,False
2015-03-04,1,3,6,4,25,False
2015-03-05,1,3,5,4,25,False
2015-03-06,1,3,6,3,26,False
2015-03-07,1,2,5,2,33,False
2015-03-08,1,2,4,3,38,False
2015-03-09,1,3,5,4,28,False
2015-03-10,1,3,6,4,27,False
2015-03-11,1,3,5,4,24,False
2015-03-12,1,4,6,4,25,False
2015-03-13,1,3,5,3,26,False
2015-03-14,1,1,5,2,33,False
2015-03-15,1,2,5,2,38,False
2015-03-16,1,3,6,4,29,False
2015-03-17,1,3,6,4,27,False
2015-03-18,1,3,5,4,28,False
2015-03-19,1,3,6,4,27,False
2015-03-20,1,3,6,3,28,False
2015-03-21,1,1,4,2,31,False
2015-03-22,1,2,6,2,37,False
2015-03-23,1,3,6,3,30,False
2015-03-24,1,3,5,4,26,False
2015-03-25,1,3,6,3,25,False
2015-03-26,1,4,6,4,24,False
2015-03-27,1,3,6,3,24,False
2015-03-28,1,1,5,2,31,False
2015-03-29,1,2,5,2,43,False
2015-03-30,1,3,5,3,28,False
2015-03-31,1,3,6,4,25,False
2015-04-01,1,3,5,4,23,False
2015-04-02,1,3,5,3,23,False
2015-04-03,1,2,5,2,25,False
2015-04-04,1,1,4,2,31,False
2015-04-05,1,1,5,2,28,False
2015-04-06,1,3,5,3,24,False
2015-04-07,1,3,6,3,26,False
2015-04-08,1,3,6,4,27,False
2015-04-09,1,3,6,4,25,False
2015-04-10,1,3,6,3,25,False
2015-04-11,1,1,4,2,37,False
2015-04-12,1,2,5,3,41,False
2015-04-13,1,4,6,4,31,False
2015-04-14,1,4,6,4,27,False
2015-04-15,1,4,6,4,26,False
2015-04-16,1,4,6,4,28,False
2015-04-17,1,3,5,4,26,False
2015-04-18,1,2,5,2,37,False
2015-04-19,1,2,5,2,51,False
2015-04-20,1,4,6,4,37,False
2015-04-21,1,4,6,4,29,False
2015-04-22,1,5,6,4,26,False
2015-04-23,1,4,6,4,25,False
2015-04-24,1,4,5,3,28,False
2015-04-25,1,2,5,2,42,False
2015-04-26,1,2,5,2,49,False
2015-04-27,1,4,6,4,30,False
2015-04-28,1,4,6,5,31,False
2015-04-29,1,4,6,5,30,False
2015-04-30,1,5,6,5,29,False
2015-05-01,1,4,5,4,36,False
2015-05-02,1,1,4,2,65,False
2015-05-03,1,2,5,2,46,False
2015-05-04,1,4,6,5,32,False
2015-05-05,1,4,5,5,28,False
2015-05-06,1,4,6,4,27,False
2015-05-07,1,4,6,4,26,False
2015-05-08,1,3,6,3,27,False
2015-05-09,1,1,5,2,41,False
2015-05-10,1,2,4,2,50,False
2015-05-11,1,4,6,4,28,False
2015-05-12,1,4,5,4,29,False
2015-05-13,1,4,6,4,26,False
2015-05-14,1,4,6,4,28,False
2015-05-15,1,4,5,4,30,False
2015-05-16,1,1,5,2,69,False
2015-05-17,1,2,5,2,56,False
2015-05-18,1,4,6,4,30,False
2015-05-19,1,4,5,5,29,False
2015-05-20,1,4,6,3,27,False
2015-05-21,1,4,5,4,26,False
2015-05-22,1,3,5,3,27,False
2015-05-23,1,1,4,1,33,False
2015-05-24,1,1,5,2,49,False
2015-05-25,0,1,5,2,35,False
2015-05-26,1,3,5,3,26,False
2015-05-27,1,3,5,3,23,False
2015-05-28,1,3,5,4,24,False
2015-05-29,1,2,5,3,26,False
2015-05-30,1,1,5,2,34,False
2015-05-31,1,2,5,2,41,False
2015-06-01,1,3,5,3,27,False
2015-06-02,1,3,5,3,28,False
2015-06-03,1,3,5,3,26,False
2015-06-04,1,2,5,3,24,False
2015-06-05,1,2,5,2,30,False
2015-06-06,1,1,5,1,100,False
2015-06-07,1,1,5,2,61,False
2015-06-08,1,2,5,2,32,False
2015-06-09,1,2,5,3,26,False
2015-06-10,1,2,5,3,24,False
2015-06-11,1,1,5,2,26,False
2015-06-12,1,1,5,2,29,False
2015-06-13,1,1,5,2,33,False
2015-06-14,1,1,5,2,45,False
2015-06-15,1,2,5,2,29,False
2015-06-16,1,1,5,2,24,False
2015-06-17,1,2,5,2,24,False
2015-06-18,1,1,5,2,25,False
2015-06-19,1,1,5,3,25,False
2015-06-20,1,1,4,2,31,False
2015-06-21,1,1,4,2,42,False
2015-06-22,1,1,5,2,27,False
2015-06-23,1,1,4,2,24,False
2015-06-24,1,1,5,3,24,False
2015-06-25,1,1,5,2,24,False
2015-06-26,1,1,5,2,28,False
2015-06-27,1,1,5,2,32,False
2015-06-28,1,1,5,1,41,False
2015-06-29,1,1,5,2,29,False
2015-06-30,1,1,5,2,25,False
2015-07-01,1,1,5,2,24,False
2015-07-02,1,1,5,2,23,False
2015-07-03,1,1,4,2,28,False
2015-07-04,1,1,4,1,43,False
2015-07-05,1,1,5,2,47,False
2015-07-06,1,1,5,2,49,False
2015-07-07,1,2,5,2,25,False
2015-07-08,0,1,5,2,22,False
2015-07-09,1,1,5,2,22,False
2015-07-10,1,1,5,2,24,False
2015-07-11,1,1,4,2,36,False
2015-07-12,0,1,5,2,41,False
2015-07-13,1,1,5,2,27,False
2015-07-14,1,1,5,2,24,False
2015-07-15,1,1,6,2,22,False
2015-07-16,1,1,5,2,25,False
2015-07-17,1,1,4,2,27,False
