date,benevolent,bequeath,betroth,betrothal,bonus,isPartial
2008-03-04,4,0,0,1,75,False
2008-03-05,5,0,0,1,71,False
2008-03-06,6,0,0,1,78,False
2008-03-07,8,0,0,0,64,False
2008-03-08,4,0,0,3,68,False
2008-03-09,6,0,0,0,80,False
2008-03-10,3,0,0,0,68,False
2008-03-11,10,1,0,0,76,False
2008-03-12,3,0,0,0,79,False
2008-03-13,6,2,0,2,63,False
2008-03-14,8,0,1,0,70,False
2008-03-15,2,0,0,0,67,False
2008-03-16,5,0,0,0,79,False
2008-03-17,3,0,0,1,71,False
2008-03-18,5,0,0,0,65,False
2008-03-19,3,0,0,0,66,False
2008-03-20,1,1,0,0,60,False
2008-03-21,1,1,0,0,72,False
2008-03-22,2,0,0,0,89,False
2008-03-23,9,0,0,2,57,False
2008-03-24,0,0,0,0,55,False
2008-03-25,6,0,0,0,66,False
2008-03-26,1,0,0,1,58,False
2008-03-27,8,0,0,0,76,False
2008-03-28,2,1,0,1,79,False
2008-03-29,2,0,0,0,98,False
2008-03-30,9,0,0,2,67,False
2008-03-31,4,0,0,1,79,False
2008-04-01,6,0,0,2,62,False
2008-04-02,5,1,0,1,65,False
2008-04-03,5,1,0,1,66,False
2008-04-04,1,0,0,1,67,False
2008-04-05,2,0,0,0,66,False
2008-04-06,2,0,0,0,79,False
2008-04-07,6,0,0,0,63,False
2008-04-08,4,1,0,0,92,False
2008-04-09,3,0,0,0,71,False
2008-04-10,2,1,0,0,62,False
2008-04-11,7,0,0,0,57,False
2008-04-12,3,2,0,2,86,False
2008-04-13,6,0,0,3,68,False
2008-04-14,8,0,0,2,54,False
2008-04-15,6,1,0,1,62,False
2008-04-16,2,0,0,1,59,False
2008-04-17,2,0,0,0,59,False
2008-04-18,3,1,0,1,79,False
2008-04-19,3,0,0,0,73,False
2008-04-20,2,0,0,0,63,False
2008-04-21,6,1,0,0,68,False
2008-04-22,2,0,0,0,40,False
2008-04-23,5,0,0,0,66,False
2008-04-24,4,0,0,0,65,False
2008-04-25,7,0,0,1,61,False
2008-04-26,3,0,0,2,63,False
2008-04-27,2,0,0,2,64,False
2008-04-28,5,0,0,0,62,False
2008-04-29,7,1,0,1,60,False
2008-04-30,10,1,0,1,62,False
2008-05-01,2,0,0,1,54,False
2008-05-02,2,0,0,0,56,False
2008-05-03,2,0,0,0,85,False
2008-05-04,2,2,0,3,58,False
2008-05-05,2,0,0,0,75,False
2008-05-06,2,0,0,0,65,False
2008-05-07,5,1,0,0,59,False
2008-05-08,7,0,0,0,54,False
2008-05-09,4,0,0,1,75,False
2008-05-10,2,0,0,0,72,False
2008-05-11,7,0,0,2,64,False
2008-05-12,5,0,0,0,50,False
2008-05-13,6,1,0,0,62,False
2008-05-14,2,0,0,0,58,False
2008-05-15,2,0,0,0,62,False
2008-05-16,9,0,0,0,60,False
2008-05-17,3,0,0,0,55,False
2008-05-18,5,0,0,0,60,False
2008-05-19,4,0,0,0,64,False
2008-05-20,4,1,0,0,72,False
2008-05-21,7,0,0,0,55,False
2008-05-22,3,0,0,1,50,False
2008-05-23,5,0,0,0,64,False
2008-05-24,2,0,0,0,60,False
2008-05-25,2,0,0,0,48,False
2008-05-26,9,0,3,0,53,False
2008-05-27,2,1,0,0,63,False
2008-05-28,5,2,0,0,60,False
2008-05-29,8,1,0,0,54,False
2008-05-30,3,1,0,0,44,False
2008-05-31,3,0,0,0,63,False
2008-06-01,2,0,0,0,50,False
2008-06-02,7,1,1,1,73,False
2008-06-03,2,0,0,2,75,False
2008-06-04,3,1,0,2,77,False
2008-06-05,5,0,0,0,80,False
2008-06-06,2,0,0,0,78,False
2008-06-07,2,0,0,0,68,False
2008-06-08,0,0,0,0,70,False
2008-06-09,5,0,0,0,50,False
2008-06-10,1,0,0,1,54,False
2008-06-11,4,0,0,0,74,False
2008-06-12,2,2,0,0,82,False
2008-06-13,1,0,0,0,49,False
2008-06-14,0,0,0,0,65,False
2008-06-15,5,0,0,0,63,False
2008-06-16,1,0,0,0,67,False
2008-06-17,2,1,0,1,75,False
2008-06-18,4,0,0,0,64,False
2008-06-19,0,0,0,1,54,False
2008-06-20,2,0,0,0,60,False
2008-06-21,0,0,0,2,78,False
2008-06-22,5,0,0,0,65,False
2008-06-23,1,0,0,0,60,False
2008-06-24,2,0,0,0,56,False
2008-06-25,3,0,0,0,70,False
2008-06-26,2,0,0,0,54,False
2008-06-27,2,0,0,0,63,False
2008-06-28,2,0,0,0,97,False
2008-06-29,2,0,0,0,75,False
2008-06-30,3,0,0,0,56,False
