date,costliness,costly,debtor,default,depression,isPartial
2013-01-15,0,1,1,70,80,False
2013-01-16,0,1,1,78,76,False
2013-01-17,0,1,1,71,77,False
2013-01-18,0,1,1,71,69,False
2013-01-19,0,1,1,51,53,False
2013-01-20,0,0,0,50,61,False
2013-01-21,0,1,1,63,64,False
2013-01-22,0,0,1,73,79,False
2013-01-23,0,0,1,74,77,False
2013-01-24,0,0,1,72,77,False
2013-01-25,0,1,1,69,70,False
2013-01-26,0,0,1,49,56,False
2013-01-27,0,1,0,48,64,False
2013-01-28,0,1,1,65,77,False
2013-01-29,0,1,1,69,85,False
2013-01-30,0,0,1,76,77,False
2013-01-31,0,0,1,79,81,False
2013-02-01,0,0,2,72,74,False
2013-02-02,0,0,1,51,54,False
2013-02-03,0,0,1,50,66,False
2013-02-04,0,0,1,66,85,False
2013-02-05,0,1,2,73,87,False
2013-02-06,0,1,1,75,86,False
2013-02-07,0,1,1,74,84,False
2013-02-08,0,0,1,69,73,False
2013-02-09,0,1,1,45,61,False
2013-02-10,0,0,0,48,60,False
2013-02-11,0,1,0,69,85,False
2013-02-12,0,1,1,69,90,False
2013-02-13,0,1,1,66,81,False
2013-02-14,0,1,1,75,78,False
2013-02-15,0,0,1,64,66,False
2013-02-16,0,1,0,48,55,False
2013-02-17,0,0,0,54,63,False
2013-02-18,0,2,1,68,70,False
2013-02-19,0,0,1,68,89,False
2013-02-20,0,1,1,75,89,False
2013-02-21,0,1,1,72,82,False
2013-02-22,0,0,1,67,75,False
2013-02-23,0,1,1,57,64,False
2013-02-24,0,1,1,50,70,False
2013-02-25,0,1,2,65,88,False
2013-02-26,0,1,2,70,90,False
2013-02-27,0,1,1,80,95,False
2013-02-28,0,1,1,69,89,False
2013-03-01,0,0,1,71,77,False
2013-03-02,0,1,1,52,61,False
2013-03-03,0,1,1,53,71,False
2013-03-04,0,1,1,75,91,False
2013-03-05,0,1,1,71,82,False
2013-03-06,0,1,1,70,84,False
2013-03-07,0,1,1,75,83,False
2013-03-08,0,1,1,68,77,False
2013-03-09,0,0,0,48,55,False
2013-03-10,0,1,1,46,66,False
2013-03-11,0,1,1,68,89,False
2013-03-12,0,1,1,70,83,False
2013-03-13,0,1,1,70,85,False
2013-03-14,0,1,1,72,80,False
2013-03-15,0,0,1,66,75,False
2013-03-16,0,0,0,45,59,False
2013-03-17,0,0,1,46,70,False
2013-03-18,0,1,1,67,85,False
2013-03-19,0,0,1,75,89,False
2013-03-20,0,1,1,72,89,False
2013-03-21,0,1,2,75,86,False
2013-03-22,0,2,1,69,74,False
2013-03-23,0,2,1,46,54,False
2013-03-24,0,1,0,51,66,False
2013-03-25,0,1,1,69,77,False
2013-03-26,0,1,1,75,79,False
2013-03-27,0,1,2,77,78,False
2013-03-28,0,1,1,75,77,False
2013-03-29,0,1,0,66,61,False
2013-03-30,0,1,0,47,48,False
2013-03-31,0,1,0,46,59,False
2013-04-01,0,1,1,59,79,False
2013-04-02,0,1,2,70,85,False
2013-04-03,0,1,1,70,82,False
2013-04-04,0,1,1,68,83,False
2013-04-05,0,1,1,68,73,False
2013-04-06,0,0,1,51,60,False
2013-04-07,0,0,0,39,84,False
2013-04-08,0,1,1,66,96,False
2013-04-09,0,1,1,72,94,False
2013-04-10,0,1,1,71,91,False
2013-04-11,0,1,1,69,87,False
2013-04-12,0,1,1,68,75,False
2013-04-13,0,1,1,48,66,False
2013-04-14,0,0,0,44,71,False
2013-04-15,0,1,1,63,83,False
2013-04-16,0,2,1,67,87,False
2013-04-17,0,1,1,68,95,False
2013-04-18,0,0,1,70,85,False
2013-04-19,0,1,1,61,71,False
2013-04-20,0,0,0,40,61,False
2013-04-21,0,1,0,43,77,False
2013-04-22,0,1,1,67,88,False
2013-04-23,0,1,1,71,85,False
2013-04-24,0,1,1,69,88,False
2013-04-25,0,1,1,73,87,False
2013-04-26,0,1,1,70,77,False
2013-04-27,0,0,1,46,55,False
2013-04-28,0,1,1,43,78,False
2013-04-29,0,1,1,68,89,False
2013-04-30,0,1,1,71,90,False
2013-05-01,0,1,1,72,82,False
2013-05-02,0,1,1,73,86,False
2013-05-03,0,0,1,65,80,False
2013-05-04,0,1,0,50,57,False
2013-05-05,0,1,1,47,69,False
2013-05-06,0,1,1,65,85,False
2013-05-07,0,0,1,72,85,False
2013-05-08,0,1,2,71,78,False
2013-05-09,0,1,1,70,78,False
2013-05-10,0,1,0,70,72,False
2013-05-11,0,1,0,47,56,False
2013-05-12,0,0,0,46,62,False
2013-05-13,0,2,1,72,78,False
2013-05-14,0,1,2,72,86,False
2013-05-15,0,1,1,77,82,False
2013-05-16,0,1,1,72,76,False
2013-05-17,0,0,1,66,71,False
2013-05-18,0,1,1,40,57,False
2013-05-19,0,0,0,44,63,False
2013-05-20,0,1,1,63,76,False
2013-05-21,0,1,1,70,68,False
2013-05-22,0,1,1,72,70,False
2013-05-23,0,1,1,69,70,False
2013-05-24,0,0,0,66,63,False
2013-05-25,0,1,1,45,52,False
2013-05-26,0,0,0,43,65,False
2013-05-27,0,1,0,46,61,False
2013-05-28,0,1,0,68,76,False
2013-05-29,0,1,1,70,71,False
2013-05-30,0,1,1,74,70,False
2013-05-31,0,0,1,69,59,False
2013-06-01,0,0,1,45,52,False
2013-06-02,0,1,0,46,59,False
2013-06-03,0,0,1,67,64,False
2013-06-04,0,1,1,75,69,False
2013-06-05,0,1,1,75,62,False
2013-06-06,0,0,1,71,68,False
2013-06-07,0,0,1,65,51,False
2013-06-08,0,1,0,44,52,False
2013-06-09,0,1,0,40,56,False
2013-06-10,0,1,1,69,62,False
2013-06-11,0,1,1,73,65,False
2013-06-12,0,1,1,75,61,False
2013-06-13,0,0,1,68,58,False
2013-06-14,0,0,1,74,54,False
2013-06-15,0,1,1,41,51,False
2013-06-16,0,1,1,43,58,False
2013-06-17,0,1,1,68,59,False
2013-06-18,0,1,1,76,62,False
2013-06-19,0,2,1,75,54,False
2013-06-20,0,1,1,74,54,False
2013-06-21,0,0,1,64,48,False
2013-06-22,0,0,0,43,52,False
2013-06-23,0,0,0,51,52,False
2013-06-24,0,1,1,70,59,False
2013-06-25,0,1,1,75,53,False
2013-06-26,0,1,1,73,54,False
2013-06-27,0,0,1,73,51,False
2013-06-28,0,1,0,65,49,False
