date,aristocracy,aristocrat,aristocratic,associate,backer
2004-11-06,0.0,5.6147543874,0.0,70.8046681277,8.01312630429
2004-11-07,0.0,5.6147543874,0.0,49.0186163961,17.3617736593
2004-11-08,0.0,0.0,0.0,63.1795500216,0.0
2004-11-09,0.0,0.0,0.0,0.0,0.0
2004-11-10,30.5736294579,4.6789619895,0.0,44.6614060498,0.0
2004-11-11,24.4589035663,0.0,0.0,74.0725758874,5.34208420286
2004-11-12,0.0,0.0,0.0,52.2865241558,0.0
2004-11-13,0.0,0.0,0.0,47.9293138095,17.3617736593
2004-11-14,116.17979194,5.6147543874,0.0,41.39349829,8.01312630429
2004-11-15,24.4589035663,6.5505467853,0.0,71.8939707142,9.348647355
2004-11-16,0.0,0.0,0.0,46.8400112229,0.0
2004-11-17,0.0,3.7431695916,0.0,40.3041957034,14.6907315579
2004-11-18,24.4589035663,6.5505467853,0.0,47.9293138095,9.348647355
2004-11-19,85.6061624821,13.1010935706,0.0,88.2335095129,0.0
2004-11-20,0.0,0.0,0.0,21.7860517316,40.0656315214
2004-11-21,0.0,0.0,0.0,26.1432620779,8.01312630429
2004-11-22,24.4589035663,6.5505467853,0.0,58.8223396753,0.0
2004-11-23,0.0,0.0,0.0,28.3218672511,5.34208420286
2004-11-24,24.4589035663,15.9084707643,0.0,42.4828008766,12.0196894564
2004-11-25,0.0,0.0,0.0,23.9646569047,0.0
2004-11-26,0.0,0.0,0.0,49.0186163961,8.01312630429
2004-11-27,0.0,6.5505467853,0.0,21.7860517316,17.3617736593
2004-11-28,0.0,5.6147543874,0.0,19.6074465584,8.01312630429
2004-11-29,18.3441776747,2.8073771937,0.0,56.6437345021,4.00656315214
2004-11-30,0.0,0.0,0.0,45.7507086363,4.00656315214
2004-12-01,0.0,0.0,0.0,62.090247435,5.34208420286
2004-12-02,0.0,10.2937163769,0.0,46.8400112229,14.6907315579
2004-12-03,0.0,7.4863391832,0.0,78.4297862337,10.6841684057
2004-12-04,0.0,5.6147543874,0.0,71.8939707142,8.01312630429
2004-12-05,36.6883553495,0.0,0.0,19.6074465584,0.0
