date,hustle,hustler,inflation,jobless,laid,isPartial
2009-07-25,27,72,34,5,48,False
2009-07-26,31,93,51,2,38,False
2009-07-27,27,49,49,3,35,False
2009-07-28,21,48,43,5,46,False
2009-07-29,22,44,47,3,38,False
2009-07-30,19,47,55,7,45,False
2009-07-31,25,63,54,2,32,False
2009-08-01,31,54,45,5,40,False
2009-08-02,35,71,55,9,40,False
2009-08-03,25,46,41,9,52,False
2009-08-04,40,58,61,7,57,False
2009-08-05,26,56,49,3,51,False
2009-08-06,19,48,56,8,53,False
2009-08-07,23,38,58,16,45,False
2009-08-08,29,82,23,4,38,False
2009-08-09,36,58,31,4,45,False
2009-08-10,12,47,41,5,50,False
2009-08-11,15,54,46,1,35,False
2009-08-12,23,34,57,2,36,False
2009-08-13,16,51,58,8,40,False
2009-08-14,24,53,55,1,49,False
2009-08-15,29,77,27,2,30,False
2009-08-16,27,56,34,0,36,False
2009-08-17,20,39,41,2,48,False
2009-08-18,12,44,38,1,37,False
2009-08-19,30,56,58,3,31,False
2009-08-20,23,68,53,6,31,False
2009-08-21,23,55,39,10,30,False
2009-08-22,14,59,44,3,30,False
2009-08-23,29,72,57,2,39,False
2009-08-24,24,45,59,5,36,False
2009-08-25,17,58,63,2,36,False
2009-08-26,24,51,54,7,30,False
2009-08-27,22,45,45,3,36,False
2009-08-28,19,41,47,7,45,False
2009-08-29,28,62,39,2,31,False
2009-08-30,37,47,46,3,52,False
2009-08-31,19,41,66,3,28,False
2009-09-01,23,39,60,2,35,False
2009-09-02,26,40,61,4,34,False
2009-09-03,18,45,61,13,46,False
2009-09-04,22,50,43,11,62,False
2009-09-05,28,56,32,10,46,False
2009-09-06,36,60,36,2,43,False
2009-09-07,26,47,33,0,44,False
2009-09-08,20,40,59,7,39,False
2009-09-09,22,49,64,5,41,False
2009-09-10,28,31,50,12,41,False
2009-09-11,29,55,55,2,41,False
2009-09-12,34,60,45,5,34,False
2009-09-13,24,59,43,3,37,False
2009-09-14,14,35,67,4,35,False
2009-09-15,18,32,53,2,38,False
2009-09-16,17,33,59,3,46,False
