date,backward,backwardness,broke,cheap,colony,isPartial
2004-01-01,0,0,3,65,3,False
2004-01-02,0,0,1,76,5,False
2004-01-03,0,0,2,76,4,False
2004-01-04,0,0,2,76,3,False
2004-01-05,0,0,2,78,2,False
2004-01-06,0,0,1,58,3,False
2004-01-07,0,0,2,67,5,False
2004-01-08,0,0,1,74,3,False
2004-01-09,0,0,1,66,4,False
2004-01-10,0,0,1,84,4,False
2004-01-11,0,0,1,80,4,False
2004-01-12,0,0,1,71,5,False
2004-01-13,1,0,2,69,5,False
2004-01-14,1,0,1,72,7,False
2004-01-15,0,0,0,68,5,False
2004-01-16,0,0,0,68,4,False
2004-01-17,1,0,1,76,4,False
2004-01-18,0,0,2,81,6,False
2004-01-19,0,0,0,74,4,False
2004-01-20,0,0,1,75,5,False
2004-01-21,0,0,1,76,5,False
2004-01-22,0,0,1,70,3,False
2004-01-23,1,0,1,75,5,False
2004-01-24,0,0,1,83,3,False
2004-01-25,1,0,2,78,3,False
2004-01-26,1,0,2,69,5,False
2004-01-27,1,0,1,68,4,False
2004-01-28,0,0,1,58,5,False
2004-01-29,0,0,1,66,6,False
2004-01-30,0,0,1,64,5,False
2004-01-31,0,0,1,73,3,False
2004-02-01,0,0,1,72,3,False
2004-02-02,0,0,1,60,4,False
2004-02-03,0,0,1,65,4,False
2004-02-04,1,0,1,67,4,False
2004-02-05,1,0,1,67,3,False
2004-02-06,1,0,1,74,5,False
2004-02-07,1,0,2,82,0,False
2004-02-08,1,0,3,82,3,False
2004-02-09,0,0,1,70,6,False
2004-02-10,0,0,1,67,7,False
2004-02-11,0,0,1,67,4,False
2004-02-12,1,0,1,60,5,False
2004-02-13,1,0,0,61,5,False
2004-02-14,1,0,0,79,3,False
2004-02-15,0,0,2,82,3,False
2004-02-16,0,0,1,78,3,False
2004-02-17,0,0,1,67,3,False
2004-02-18,0,0,1,67,3,False
2004-02-19,0,0,1,70,4,False
2004-02-20,1,0,1,64,4,False
2004-02-21,1,0,2,76,4,False
2004-02-22,1,0,2,80,3,False
2004-02-23,0,0,2,67,4,False
2004-02-24,1,0,1,67,3,False
2004-02-25,1,0,1,70,5,False
2004-02-26,0,0,1,71,5,False
2004-02-27,1,0,1,61,5,False
2004-02-28,0,0,1,76,4,False
2004-02-29,2,0,1,79,5,False
2004-03-01,0,0,1,64,4,False
2004-03-02,1,0,1,73,6,False
2004-03-03,1,0,1,84,4,False
2004-03-04,1,0,1,57,4,False
2004-03-05,1,0,1,89,3,False
2004-03-06,0,0,1,76,7,False
2004-03-07,0,0,3,76,4,False
2004-03-08,0,0,0,0,0,True
2004-03-09,0,0,0,0,0,True
2004-03-10,1,0,3,63,5,False
2004-03-11,1,0,2,90,5,False
2004-03-12,1,0,2,68,2,False
2004-03-13,1,0,2,76,4,False
2004-03-14,1,0,2,82,3,False
2004-03-15,0,0,1,71,5,False
2004-03-16,0,0,1,64,4,False
2004-03-17,0,0,2,66,3,False
2004-03-18,1,0,1,61,4,False
2004-03-19,1,0,0,65,4,False
2004-03-20,1,0,1,71,6,False
2004-03-21,0,0,1,80,5,False
2004-03-22,0,0,1,67,3,False
2004-03-23,0,0,0,0,0,True
2004-03-24,0,0,0,63,5,False
2004-03-25,0,0,1,84,3,False
2004-03-26,3,0,1,62,4,False
2004-03-27,0,0,1,72,3,False
2004-03-28,1,0,1,76,4,False
2004-03-29,0,0,2,71,3,False
2004-03-30,1,0,1,66,5,False
2004-03-31,1,0,1,67,4,False
2004-04-01,0,0,1,64,4,False
2004-04-02,1,0,2,61,3,False
2004-04-03,0,0,1,78,3,False
2004-04-04,0,0,1,73,4,False
2004-04-05,1,0,1,71,4,False
2004-04-06,1,0,0,67,3,False
2004-04-07,0,0,2,70,3,False
2004-04-08,1,0,1,67,2,False
2004-04-09,1,0,1,72,3,False
2004-04-10,1,0,0,74,3,False
2004-04-11,0,0,1,85,3,False
2004-04-12,0,0,0,0,0,True
2004-04-13,0,0,0,0,0,True
2004-04-14,0,0,1,61,2,False
2004-04-15,1,0,2,75,5,False
2004-04-16,1,0,0,70,3,False
2004-04-17,0,0,1,74,5,False
2004-04-18,0,0,1,84,3,False
2004-04-19,0,0,1,69,3,False
2004-04-20,1,0,1,71,3,False
2004-04-21,1,0,1,63,3,False
2004-04-22,0,0,1,61,4,False
2004-04-23,1,0,2,66,4,False
2004-04-24,0,0,1,80,3,False
2004-04-25,0,0,2,73,3,False
2004-04-26,0,0,1,66,2,False
2004-04-27,0,0,1,71,4,False
2004-04-28,1,0,2,66,6,False
2004-04-29,1,0,0,74,3,False
2004-04-30,1,0,1,66,4,False
2004-05-01,1,0,2,77,2,False
2004-05-02,1,0,1,80,4,False
2004-05-03,0,0,2,73,3,False
2004-05-04,1,0,1,73,3,False
2004-05-05,1,0,1,65,4,False
2004-05-06,1,0,1,68,5,False
2004-05-07,0,0,2,70,3,False
