date,unprofitable,vagabond,vagrant,abundance,accrue,isPartial
2010-04-05,0,24,15,39,15,False
2010-04-06,0,52,19,38,19,False
2010-04-07,0,71,9,43,5,False
2010-04-08,0,38,19,43,24,False
2010-04-09,5,46,25,51,0,False
2010-04-10,0,36,14,57,7,False
2010-04-11,0,64,7,21,0,False
2010-04-12,5,32,23,46,9,False
2010-04-13,0,64,18,37,23,False
2010-04-14,0,56,9,65,18,False
2010-04-15,0,47,9,37,9,False
2010-04-16,0,49,25,44,5,False
2010-04-17,0,35,28,35,7,False
2010-04-18,0,49,21,35,0,False
2010-04-19,0,42,23,32,14,False
2010-04-20,0,55,9,55,0,False
2010-04-21,0,64,23,46,9,False
2010-04-22,0,75,9,19,19,False
2010-04-23,0,65,10,55,0,False
2010-04-24,0,76,42,41,0,False
2010-04-25,0,48,34,27,7,False
2010-04-26,0,40,22,31,4,False
2010-04-27,0,53,31,13,13,False
2010-04-28,0,56,28,79,9,False
2010-04-29,0,48,29,48,5,False
2010-04-30,0,57,36,46,0,False
2010-05-01,0,58,44,29,15,False
2010-05-02,7,58,14,43,22,False
2010-05-03,0,57,24,42,14,False
2010-05-04,0,28,47,33,19,False
2010-05-05,0,48,14,28,5,False
2010-05-06,5,49,39,59,19,False
2010-05-07,5,42,47,42,10,False
2010-05-08,0,74,37,22,7,False
2010-05-09,8,46,23,23,8,False
2010-05-10,0,63,19,34,19,False
2010-05-11,5,28,47,61,19,False
2010-05-12,0,67,14,53,5,False
2010-05-13,0,20,30,64,10,False
2010-05-14,0,52,31,31,10,False
2010-05-15,0,38,15,23,0,False
2010-05-16,0,46,31,38,8,False
2010-05-17,0,62,24,43,14,False
2010-05-18,0,47,38,66,9,False
2010-05-19,0,48,14,24,14,False
2010-05-20,0,79,15,49,5,False
2010-05-21,0,59,16,32,21,False
2010-05-22,0,69,23,69,0,False
2010-05-23,0,38,46,15,8,False
2010-05-24,0,80,10,40,5,False
2010-05-25,0,63,24,68,5,False
2010-05-26,0,60,10,50,15,False
2010-05-27,0,65,5,40,15,False
2010-05-28,6,67,56,84,17,False
2010-05-29,0,62,31,39,16,False
2010-05-30,0,58,8,92,0,False
2010-05-31,0,86,65,22,7,False
2010-06-01,0,35,10,45,15,False
2010-06-02,5,29,24,54,20,False
2010-06-03,0,35,10,40,15,False
2010-06-04,0,53,5,53,11,False
2010-06-05,0,30,15,15,0,False
2010-06-06,0,45,45,52,7,False
2010-06-07,0,60,15,50,0,False
2010-06-08,0,54,39,58,5,False
2010-06-09,5,40,10,45,10,False
2010-06-10,0,31,31,26,0,False
2010-06-11,0,61,22,33,0,False
2010-06-12,0,77,23,31,8,False
2010-06-13,0,54,31,54,8,False
2010-06-14,0,25,15,61,15,False
2010-06-15,0,75,10,45,15,False
2010-06-16,0,52,31,52,5,False
2010-06-17,0,52,26,31,5,False
2010-06-18,0,50,17,39,0,False
2010-06-19,0,71,8,16,0,False
2010-06-20,0,65,33,73,0,False
2010-06-21,0,63,21,47,16,False
2010-06-22,0,25,10,45,0,False
2010-06-23,0,40,20,40,15,False
2010-06-24,0,41,31,51,15,False
2010-06-25,0,38,43,38,5,False
2010-06-26,0,46,23,38,8,False
2010-06-27,0,62,8,54,0,False
2010-06-28,0,51,20,40,15,False
2010-06-29,0,30,25,44,5,False
2010-06-30,0,76,30,40,10,False
2010-07-01,0,47,31,47,0,False
2010-07-02,0,41,26,5,5,False
2010-07-03,0,53,33,13,0,False
2010-07-04,0,28,42,14,0,False
2010-07-05,0,48,24,24,12,False
2010-07-06,0,36,0,18,13,False
2010-07-07,0,35,31,17,0,False
2010-07-08,4,66,22,44,4,False
2010-07-09,0,60,28,14,5,False
2010-07-10,0,67,6,55,0,False
2010-07-11,0,50,38,44,6,False
2010-07-12,4,31,18,31,13,False
2010-07-13,4,34,17,21,0,False
2010-07-14,0,22,13,39,13,False
2010-07-15,0,58,13,31,13,False
2010-07-16,0,75,33,14,9,False
2010-07-17,0,87,31,37,0,False
2010-07-18,0,75,0,0,13,False
2010-07-19,0,30,17,43,9,False
2010-07-20,0,35,22,39,17,False
2010-07-21,0,74,39,17,22,False
2010-07-22,0,93,13,31,4,False
2010-07-23,0,68,32,32,5,False
2010-07-24,0,54,12,24,6,False
2010-07-25,0,56,12,25,0,False
2010-07-26,0,78,30,30,4,False
2010-07-27,0,52,21,26,26,False
2010-07-28,4,61,35,22,13,False
2010-07-29,0,75,22,18,13,False
2010-07-30,0,46,5,42,14,False
2010-07-31,0,68,6,37,0,False
2010-08-01,0,56,6,44,0,False
2010-08-02,0,61,13,35,18,False
2010-08-03,0,81,4,51,4,False
2010-08-04,0,56,21,56,13,False
2010-08-05,0,44,26,44,4,False
2010-08-06,0,42,9,42,14,False
2010-08-07,0,55,12,18,0,False
2010-08-08,0,87,43,25,12,False
2010-08-09,0,52,17,39,22,False
2010-08-10,0,59,25,59,8,False
2010-08-11,0,56,34,39,22,False
2010-08-12,0,39,53,53,18,False
2010-08-13,0,65,9,14,5,False
2010-08-14,0,66,30,30,0,False
2010-08-15,0,43,25,31,12,False
2010-08-16,0,31,31,44,4,False
2010-08-17,0,68,13,47,9,False
2010-08-18,0,60,22,47,9,False
2010-08-19,0,35,31,22,18,False
2010-08-20,5,50,23,23,27,False
2010-08-21,0,59,12,36,0,False
2010-08-22,0,95,12,41,0,False
2010-08-23,0,43,13,13,9,False
2010-08-24,4,51,25,42,4,False
2010-08-25,0,64,8,21,13,False
2010-08-26,0,39,17,57,13,False
2010-08-27,0,63,27,45,4,False
2010-08-28,0,53,17,41,0,False
2010-08-29,0,30,30,18,6,False
2010-08-30,0,42,42,34,13,False
2010-08-31,0,33,20,57,4,False
2010-09-01,4,42,21,42,21,False
2010-09-02,0,46,17,55,21,False
2010-09-03,0,36,18,31,9,False
2010-09-04,0,81,12,35,6,False
2010-09-05,6,80,68,25,0,False
2010-09-06,0,64,21,37,5,False
2010-09-07,0,29,16,45,33,False
2010-09-08,4,61,29,70,16,False
2010-09-09,0,37,12,53,8,False
2010-09-10,0,56,13,73,17,False
2010-09-11,0,73,39,50,6,False
2010-09-12,0,33,38,55,0,False
2010-09-13,0,57,20,61,12,False
2010-09-14,0,60,20,64,8,False
2010-09-15,0,36,12,85,28,False
2010-09-16,0,67,29,63,13,False
2010-09-17,0,48,35,74,4,False
2010-09-18,0,40,12,35,0,False
2010-09-19,0,51,6,57,23,False
2010-09-20,0,53,25,82,20,False
2010-09-21,4,68,20,96,12,False
2010-09-22,0,36,28,97,28,False
2010-09-23,4,36,32,48,36,False
2010-09-24,0,60,17,35,22,False
2010-09-25,0,62,11,34,0,False
2010-09-26,0,50,50,66,0,False
2010-09-27,0,68,28,96,12,False
2010-09-28,0,67,43,35,20,False
2010-09-29,0,24,32,64,28,False
2010-09-30,4,44,8,36,4,False
2010-10-01,0,81,34,90,13,False
2010-10-02,0,85,28,62,6,False
2010-10-03,0,66,6,55,0,False
2010-10-04,0,63,20,91,28,False
2010-10-05,0,63,20,55,16,False
2010-10-06,0,62,25,87,33,False
2010-10-07,4,70,31,70,13,False
2010-10-08,4,60,13,56,13,False
2010-10-09,0,69,17,46,6,False
2010-10-10,6,68,11,23,6,False
2010-10-11,0,46,21,50,8,False
2010-10-12,0,63,17,50,8,False
2010-10-13,0,61,37,57,8,False
2010-10-14,0,68,20,79,12,False
2010-10-15,0,39,26,82,17,False
2010-10-16,0,67,22,39,6,False
2010-10-17,0,67,22,33,0,False
2010-10-18,0,71,43,59,12,False
2010-10-19,0,51,39,66,8,False
2010-10-20,0,47,23,74,27,False
2010-10-21,0,44,40,72,20,False
2010-10-22,0,46,13,38,13,False
2010-10-23,0,22,17,17,0,False
2010-10-24,0,16,22,22,5,False
2010-10-25,0,39,35,35,16,False
2010-10-26,0,50,23,69,23,False
2010-10-27,0,66,27,66,8,False
2010-10-28,0,31,12,51,12,False
2010-10-29,0,30,17,38,4,False
2010-10-30,0,56,45,0,0,False
2010-10-31,0,46,6,34,0,False
2010-11-01,0,59,39,51,8,False
2010-11-02,4,56,15,49,8,False
2010-11-03,0,22,15,55,4,False
2010-11-04,0,38,23,34,8,False
2010-11-05,0,65,57,49,8,False
2010-11-06,0,16,43,43,5,False
2010-11-07,0,53,21,48,16,False
2010-11-08,4,16,63,59,12,False
2010-11-09,0,50,23,58,4,False
2010-11-10,0,35,39,35,12,False
2010-11-11,0,45,20,33,16,False
2010-11-12,0,67,54,62,8,False
2010-11-13,0,60,33,71,0,False
2010-11-14,0,70,38,64,5,False
2010-11-15,0,66,16,35,4,False
2010-11-16,4,49,26,45,8,False
2010-11-17,0,31,27,38,12,False
2010-11-18,0,50,19,43,12,False
2010-11-19,0,25,12,65,16,False
2010-11-20,0,53,16,43,5,False
2010-11-21,0,59,53,27,16,False
2010-11-22,4,50,39,46,0,False
2010-11-23,0,35,27,62,4,False
2010-11-24,0,38,8,76,4,False
2010-11-25,0,50,33,17,6,False
2010-11-26,0,72,36,36,5,False
2010-11-27,0,38,22,33,5,False
2010-11-28,0,37,27,21,11,False
2010-11-29,0,33,26,41,15,False
2010-11-30,4,59,29,59,4,False
2010-12-01,0,56,33,33,22,False
2010-12-02,0,34,23,34,8,False
2010-12-03,0,63,12,59,12,False
2010-12-04,0,51,26,31,5,False
2010-12-05,0,46,10,57,0,False
2010-12-06,4,72,23,57,19,False
2010-12-07,4,68,19,56,15,False
2010-12-08,0,27,42,62,4,False
2010-12-09,0,38,23,100,4,False
2010-12-10,0,76,16,52,12,False
2010-12-11,0,58,21,26,10,False
2010-12-12,0,83,16,57,0,False
2010-12-13,8,64,26,64,11,False
2010-12-14,0,37,45,56,15,False
2010-12-15,0,19,23,70,4,False
2010-12-16,4,36,20,44,16,False
2010-12-17,0,54,17,42,4,False
2010-12-18,0,32,27,37,0,False
2010-12-19,0,78,11,28,6,False
2010-12-20,0,45,29,45,16,False
2010-12-21,0,32,24,36,12,False
2010-12-22,0,52,30,26,0,False
2010-12-23,0,47,33,28,14,False
2010-12-24,0,29,23,29,0,False
2010-12-25,0,28,70,35,14,False
2010-12-26,0,53,30,24,0,False
2010-12-27,0,46,18,27,9,False
2010-12-28,0,44,22,35,26,False
2010-12-29,0,35,9,35,4,False
2010-12-30,0,49,13,22,4,False
