date,squander,tariff,underworld,uneconomical,unemployed,isPartial
2006-02-01,0,12,43,0,1,False
2006-02-02,0,6,39,0,4,False
2006-02-03,0,9,39,0,5,False
2006-02-04,0,2,64,0,3,False
2006-02-05,0,0,87,0,5,False
2006-02-06,0,9,28,0,0,False
2006-02-07,0,6,29,0,2,False
2006-02-08,0,7,24,0,5,False
2006-02-09,0,6,24,0,6,False
2006-02-10,1,11,28,0,3,False
2006-02-11,0,4,39,0,1,False
2006-02-12,1,1,100,0,4,False
2006-02-13,0,9,40,0,6,False
2006-02-14,0,8,23,0,1,False
2006-02-15,0,6,25,0,2,False
2006-02-16,0,6,20,0,3,False
2006-02-17,0,7,27,0,0,False
2006-02-18,0,5,44,0,0,False
2006-02-19,0,5,47,0,5,False
2006-02-20,0,7,34,0,6,False
2006-02-21,0,8,23,0,0,False
2006-02-22,0,12,19,0,3,False
2006-02-23,0,8,21,0,5,False
2006-02-24,0,2,20,0,1,False
2006-02-25,0,0,24,0,3,False
2006-02-26,0,3,29,0,2,False
2006-02-27,0,5,22,0,4,False
2006-02-28,0,15,10,0,2,False
2006-03-01,0,9,14,0,3,False
2006-03-02,0,9,14,0,4,False
2006-03-03,0,12,24,0,1,False
2006-03-04,0,6,47,0,3,False
2006-03-05,0,6,35,0,2,False
2006-03-06,0,4,27,0,3,False
2006-03-07,0,10,12,0,7,False
2006-03-08,0,10,29,0,1,False
2006-03-09,0,9,15,0,3,False
2006-03-10,0,9,22,0,0,False
2006-03-11,0,2,25,0,6,False
2006-03-12,0,0,23,0,0,False
2006-03-13,0,9,11,0,0,False
2006-03-14,0,6,10,0,2,False
2006-03-15,0,13,11,0,4,False
2006-03-16,0,6,11,0,3,False
2006-03-17,0,6,15,0,1,False
2006-03-18,0,0,17,0,3,False
2006-03-19,0,6,14,0,3,False
2006-03-20,0,5,13,0,1,False
2006-03-21,0,8,19,0,1,False
2006-03-22,0,8,11,0,0,False
2006-03-23,0,13,23,0,3,False
2006-03-24,0,7,10,0,2,False
2006-03-25,0,0,19,0,1,False
2006-03-26,0,2,17,0,2,False
2006-03-27,0,10,14,0,2,False
2006-03-28,0,10,12,0,3,False
2006-03-29,0,9,14,0,0,False
2006-03-30,0,12,16,0,1,False
2006-03-31,0,3,18,0,2,False
2006-04-01,0,3,21,0,5,False
2006-04-02,0,0,66,0,2,False
2006-04-03,1,8,33,1,1,False
2006-04-04,0,8,19,0,2,False
2006-04-05,1,12,18,0,3,False
2006-04-06,1,9,15,0,3,False
2006-04-07,0,6,22,0,6,False
2006-04-08,0,11,24,0,0,False
2006-04-09,0,2,8,0,3,False
2006-04-10,0,1,17,0,3,False
2006-04-11,0,5,22,0,1,False
2006-04-12,0,5,13,0,5,False
2006-04-13,0,8,19,0,6,False
2006-04-14,0,5,10,0,7,False
2006-04-15,0,6,17,0,0,False
2006-04-16,0,2,15,0,2,False
2006-04-17,0,7,13,0,0,False
2006-04-18,0,8,12,0,1,False
2006-04-19,0,4,14,0,3,False
2006-04-20,0,3,12,0,3,False
2006-04-21,0,4,16,0,3,False
2006-04-22,0,4,19,0,7,False
2006-04-23,0,1,18,0,3,False
2006-04-24,0,6,15,0,2,False
2006-04-25,0,4,16,0,1,False
2006-04-26,0,7,10,0,6,False
2006-04-27,0,9,22,0,1,False
2006-04-28,0,6,12,0,0,False
2006-04-29,0,3,20,0,5,False
2006-04-30,0,3,27,0,6,False
2006-05-01,0,7,15,0,2,False
2006-05-02,0,9,9,0,4,False
2006-05-03,0,8,17,0,3,False
2006-05-04,0,7,13,0,3,False
2006-05-05,0,14,12,0,0,False
2006-05-06,0,3,14,0,2,False
2006-05-07,0,5,17,0,2,False
2006-05-08,0,5,16,0,3,False
2006-05-09,0,5,7,0,1,False
2006-05-10,0,3,11,0,4,False
2006-05-11,0,4,17,0,4,False
2006-05-12,0,6,16,0,0,False
2006-05-13,0,23,16,0,0,False
2006-05-14,0,5,25,0,0,False
2006-05-15,1,5,14,0,5,False
2006-05-16,0,7,15,0,2,False
2006-05-17,0,5,22,0,2,False
2006-05-18,0,6,10,0,3,False
2006-05-19,0,6,12,0,2,False
2006-05-20,0,0,23,0,3,False
2006-05-21,0,2,22,0,0,False
2006-05-22,0,4,23,0,1,False
2006-05-23,0,6,14,0,2,False
2006-05-24,0,10,8,0,3,False
2006-05-25,0,3,12,0,0,False
2006-05-26,0,10,21,0,3,False
2006-05-27,0,0,10,0,5,False
2006-05-28,0,0,24,0,0,False
2006-05-29,0,3,25,0,0,False
2006-05-30,0,4,43,0,3,False
2006-05-31,0,10,19,0,0,False
2006-06-01,0,9,17,0,1,False
2006-06-02,0,8,15,0,1,False
2006-06-03,0,0,26,0,5,False
2006-06-04,0,2,24,0,3,False
2006-06-05,0,6,22,0,4,False
2006-06-06,0,4,40,0,1,False
2006-06-07,0,4,49,0,2,False
2006-06-08,0,4,46,0,1,False
2006-06-09,0,3,41,0,1,False
2006-06-10,0,2,58,0,0,False
2006-06-11,2,0,56,0,2,False
2006-06-12,0,10,32,0,5,False
2006-06-13,0,8,32,0,2,False
2006-06-14,0,3,22,0,2,False
2006-06-15,0,2,23,0,3,False
2006-06-16,1,4,26,0,1,False
2006-06-17,0,2,43,0,0,False
2006-06-18,0,0,36,0,7,False
2006-06-19,0,6,29,0,4,False
2006-06-20,0,4,22,0,1,False
2006-06-21,0,9,19,0,5,False
2006-06-22,0,7,15,0,5,False
2006-06-23,0,9,20,0,1,False
2006-06-24,2,5,37,0,0,False
2006-06-25,0,0,25,0,2,False
2006-06-26,0,4,23,0,1,False
2006-06-27,0,6,15,0,1,False
2006-06-28,0,2,15,0,1,False
2006-06-29,0,7,12,0,4,False
2006-06-30,0,6,16,0,0,False
2006-07-01,0,5,31,0,2,False
2006-07-02,0,2,20,0,2,False
2006-07-03,0,1,15,0,0,False
2006-07-04,0,0,21,0,9,False
2006-07-05,0,8,19,0,3,False
2006-07-06,0,8,22,0,2,False
2006-07-07,1,6,16,0,3,False
2006-07-08,0,0,30,0,2,False
2006-07-09,0,5,40,0,0,False
2006-07-10,0,5,21,0,3,False
2006-07-11,0,2,17,0,3,False
2006-07-12,0,5,16,0,0,False
2006-07-13,0,7,16,0,2,False
2006-07-14,0,1,12,0,1,False
2006-07-15,0,0,18,0,0,False
2006-07-16,0,0,29,0,0,False
2006-07-17,0,8,11,0,2,False
2006-07-18,0,7,17,0,1,False
2006-07-19,0,3,10,0,4,False
2006-07-20,0,6,14,0,1,False
2006-07-21,0,8,10,0,0,False
2006-07-22,0,1,23,0,0,False
2006-07-23,0,3,27,0,2,False
2006-07-24,0,6,12,0,6,False
2006-07-25,0,6,10,0,4,False
2006-07-26,0,3,16,0,2,False
2006-07-27,0,6,18,0,2,False
2006-07-28,0,4,12,0,3,False
2006-07-29,0,3,30,0,1,False
2006-07-30,0,5,14,0,3,False
2006-07-31,1,4,12,0,0,False
2006-08-01,0,5,8,0,1,False
2006-08-02,0,4,9,0,1,False
2006-08-03,0,6,14,0,3,False
2006-08-04,0,4,10,0,0,False
2006-08-05,0,0,28,0,1,False
2006-08-06,0,3,44,0,0,False
2006-08-07,0,4,18,0,1,False
2006-08-08,0,4,21,0,2,False
2006-08-09,0,7,11,0,0,False
2006-08-10,0,4,20,0,2,False
2006-08-11,0,3,11,0,2,False
2006-08-12,0,6,9,0,3,False
2006-08-13,0,0,14,0,3,False
2006-08-14,1,4,15,0,3,False
2006-08-15,0,10,17,0,0,False
2006-08-16,0,6,9,0,1,False
2006-08-17,0,4,14,0,2,False
2006-08-18,0,3,11,0,2,False
2006-08-19,0,0,13,0,1,False
2006-08-20,1,1,15,1,0,False
2006-08-21,1,2,16,0,0,False
2006-08-22,0,4,11,0,0,False
2006-08-23,0,9,6,0,1,False
2006-08-24,0,5,6,0,1,False
2006-08-25,1,6,14,1,1,False
2006-08-26,0,1,19,0,3,False
2006-08-27,0,3,16,0,1,False
2006-08-28,0,7,16,0,1,False
2006-08-29,0,4,10,0,2,False
2006-08-30,0,4,10,0,3,False
2006-08-31,0,5,13,0,0,False
2006-09-01,0,4,13,0,0,False
2006-09-02,0,0,15,0,1,False
2006-09-03,0,3,15,0,7,False
2006-09-04,0,2,11,0,5,False
2006-09-05,0,4,5,0,3,False
2006-09-06,0,5,6,0,2,False
2006-09-07,0,4,15,0,1,False
2006-09-08,0,5,7,0,2,False
2006-09-09,0,0,5,0,3,False
2006-09-10,0,3,17,0,0,False
2006-09-11,0,8,13,0,1,False
2006-09-12,0,4,7,0,2,False
2006-09-13,0,4,13,0,2,False
2006-09-14,0,4,6,0,1,False
2006-09-15,0,10,9,0,2,False
2006-09-16,0,1,11,0,4,False
2006-09-17,0,3,15,0,0,False
2006-09-18,0,4,10,0,3,False
2006-09-19,0,7,7,0,2,False
2006-09-20,0,7,12,0,6,False
2006-09-21,0,3,11,0,0,False
2006-09-22,0,9,11,0,2,False
2006-09-23,0,4,16,0,1,False
2006-09-24,0,3,15,0,3,False
2006-09-25,0,7,15,0,2,False
2006-09-26,0,5,11,0,2,False
2006-09-27,0,3,7,0,4,False
2006-09-28,0,8,7,0,3,False
2006-09-29,0,7,8,0,3,False
2006-09-30,0,3,9,0,3,False
2006-10-01,0,3,18,0,0,False
2006-10-02,0,8,9,0,1,False
2006-10-03,0,6,10,0,2,False
2006-10-04,0,4,6,0,3,False
2006-10-05,0,4,10,0,3,False
2006-10-06,1,4,13,0,1,False
2006-10-07,0,0,19,0,3,False
2006-10-08,0,1,5,0,4,False
2006-10-09,0,6,10,0,2,False
2006-10-10,0,4,13,0,1,False
2006-10-11,0,11,8,0,2,False
2006-10-12,0,12,6,0,3,False
2006-10-13,0,5,11,0,2,False
2006-10-14,0,4,15,0,0,False
2006-10-15,0,4,18,0,1,False
2006-10-16,0,2,12,0,2,False
2006-10-17,0,6,9,0,3,False
2006-10-18,0,8,9,0,2,False
2006-10-19,0,7,9,0,4,False
2006-10-20,0,5,6,0,3,False
2006-10-21,0,4,15,0,4,False
2006-10-22,0,3,16,0,0,False
2006-10-23,0,10,11,0,2,False
2006-10-24,0,5,7,0,1,False
2006-10-25,0,9,8,0,2,False
2006-10-26,0,10,13,0,3,False
2006-10-27,0,3,9,0,3,False
2006-10-28,1,1,18,0,3,False
