date,cost,crisis,deficit,depreciation,domination,isPartial
2007-06-24,75,5,1,1,2,False
2007-06-25,81,7,2,2,1,False
2007-06-26,80,6,2,1,1,False
2007-06-27,79,7,2,1,2,False
2007-06-28,80,6,2,2,1,False
2007-06-29,74,6,2,1,1,False
2007-06-30,75,6,1,1,2,False
2007-07-01,73,6,2,1,1,False
2007-07-02,82,5,2,2,1,False
2007-07-03,74,7,2,1,1,False
2007-07-04,75,5,1,1,2,False
2007-07-05,77,6,2,1,1,False
2007-07-06,80,6,2,1,1,False
2007-07-07,70,6,0,0,2,False
2007-07-08,80,5,2,1,2,False
2007-07-09,83,6,2,1,1,False
2007-07-10,80,8,2,2,1,False
2007-07-11,81,7,3,2,1,False
2007-07-12,82,6,3,1,1,False
2007-07-13,71,5,2,2,2,False
2007-07-14,75,5,1,2,2,False
2007-07-15,75,7,1,1,3,False
2007-07-16,76,6,2,2,1,False
2007-07-17,80,7,2,1,1,False
2007-07-18,82,6,3,2,1,False
2007-07-19,77,6,2,2,1,False
2007-07-20,73,7,1,1,2,False
2007-07-21,73,4,2,1,2,False
2007-07-22,76,7,2,1,2,False
2007-07-23,78,5,2,1,1,False
2007-07-24,81,7,1,2,1,False
2007-07-25,74,7,1,2,1,False
2007-07-26,70,6,2,1,2,False
2007-07-27,75,7,1,2,1,False
2007-07-28,69,7,1,1,1,False
2007-07-29,76,5,2,2,1,False
2007-07-30,86,6,1,1,1,False
2007-07-31,76,8,2,2,1,False
2007-08-01,74,6,2,1,2,False
2007-08-02,78,5,2,2,1,False
2007-08-03,77,5,1,2,1,False
2007-08-04,68,5,1,1,1,False
2007-08-05,86,6,1,1,1,False
2007-08-06,79,7,2,1,1,False
2007-08-07,78,8,1,2,1,False
2007-08-08,80,8,2,2,1,False
2007-08-09,76,5,2,1,2,False
2007-08-10,69,8,2,2,1,False
2007-08-11,66,5,1,1,1,False
2007-08-12,72,7,2,1,1,False
2007-08-13,81,7,2,1,1,False
2007-08-14,73,6,2,2,1,False
2007-08-15,75,5,2,2,1,False
2007-08-16,74,8,1,1,1,False
2007-08-17,70,6,2,1,1,False
2007-08-18,62,6,0,1,2,False
2007-08-19,67,6,2,1,1,False
2007-08-20,79,8,1,1,1,False
2007-08-21,78,8,1,2,1,False
2007-08-22,74,8,2,1,1,False
2007-08-23,72,9,2,1,1,False
2007-08-24,72,6,2,1,1,False
2007-08-25,69,12,1,1,1,False
2007-08-26,66,8,1,2,1,False
2007-08-27,74,7,2,1,1,False
2007-08-28,78,9,2,2,1,False
2007-08-29,79,8,1,1,1,False
2007-08-30,74,8,1,2,1,False
2007-08-31,75,7,1,2,1,False
2007-09-01,58,6,1,0,1,False
2007-09-02,68,6,2,1,1,False
2007-09-03,69,6,1,1,2,False
2007-09-04,77,8,2,1,2,False
2007-09-05,83,9,2,2,1,False
2007-09-06,84,8,2,2,1,False
2007-09-07,74,10,2,1,2,False
2007-09-08,64,6,2,0,2,False
2007-09-09,68,8,2,1,1,False
2007-09-10,78,8,2,1,2,False
2007-09-11,73,10,3,1,1,False
2007-09-12,79,7,3,2,1,False
2007-09-13,74,9,2,1,1,False
2007-09-14,67,9,3,2,1,False
2007-09-15,65,6,2,2,1,False
2007-09-16,68,10,2,1,1,False
2007-09-17,72,11,2,1,1,False
2007-09-18,82,9,3,1,2,False
2007-09-19,81,10,3,2,1,False
2007-09-20,75,10,3,2,1,False
2007-09-21,77,9,3,2,2,False
2007-09-22,68,6,2,2,2,False
2007-09-23,75,9,1,2,2,False
2007-09-24,82,10,2,3,2,False
2007-09-25,84,9,3,2,1,False
2007-09-26,84,10,3,2,1,False
2007-09-27,83,8,2,1,1,False
2007-09-28,78,9,3,2,1,False
2007-09-29,68,9,2,2,2,False
2007-09-30,69,10,3,2,1,False
2007-10-01,82,11,4,1,1,False
2007-10-02,78,10,4,2,1,False
2007-10-03,80,10,3,2,1,False
2007-10-04,78,10,3,1,1,False
2007-10-05,69,9,3,1,1,False
2007-10-06,66,8,2,1,2,False
2007-10-07,77,10,2,0,1,False
2007-10-08,84,8,3,2,1,False
2007-10-09,83,8,3,2,1,False
2007-10-10,82,9,3,2,1,False
2007-10-11,84,10,3,2,2,False
2007-10-12,74,10,3,2,1,False
2007-10-13,70,8,3,2,2,False
2007-10-14,73,11,2,1,2,False
2007-10-15,88,9,3,2,2,False
2007-10-16,83,10,3,2,1,False
2007-10-17,82,11,3,2,1,False
2007-10-18,79,10,3,2,2,False
2007-10-19,76,8,2,1,1,False
2007-10-20,67,12,3,1,3,False
2007-10-21,69,11,2,1,2,False
2007-10-22,80,10,3,1,1,False
2007-10-23,89,9,3,2,1,False
2007-10-24,83,10,3,2,1,False
2007-10-25,86,11,3,1,1,False
2007-10-26,79,9,2,1,1,False
2007-10-27,68,9,2,2,1,False
2007-10-28,69,11,4,1,2,False
2007-10-29,81,12,3,2,1,False
2007-10-30,83,11,3,2,1,False
2007-10-31,84,9,4,2,1,False
2007-11-01,85,11,2,2,2,False
2007-11-02,77,9,3,2,1,False
2007-11-03,73,9,2,1,2,False
2007-11-04,68,10,3,1,1,False
2007-11-05,81,14,4,2,1,False
2007-11-06,86,11,3,3,1,False
2007-11-07,87,10,3,2,1,False
2007-11-08,90,11,3,2,1,False
2007-11-09,77,9,5,1,2,False
2007-11-10,65,9,3,1,1,False
2007-11-11,78,11,2,1,3,False
2007-11-12,89,11,3,2,2,False
2007-11-13,90,12,2,1,1,False
2007-11-14,87,12,4,2,1,False
2007-11-15,90,11,4,2,1,False
2007-11-16,80,13,2,1,2,False
2007-11-17,63,10,2,1,1,False
2007-11-18,73,8,2,1,2,False
2007-11-19,83,13,2,2,2,False
2007-11-20,80,10,3,2,1,False
2007-11-21,75,9,2,1,1,False
2007-11-22,54,7,1,0,2,False
2007-11-23,64,7,2,1,2,False
2007-11-24,69,8,2,1,2,False
2007-11-25,72,13,2,2,1,False
2007-11-26,88,13,3,1,1,False
2007-11-27,89,11,3,2,1,False
2007-11-28,91,13,3,1,1,False
2007-11-29,86,12,4,2,2,False
2007-11-30,75,12,3,2,1,False
2007-12-01,64,9,2,1,3,False
2007-12-02,69,14,3,1,2,False
2007-12-03,82,11,4,2,1,False
2007-12-04,88,13,3,3,1,False
2007-12-05,81,11,3,3,1,False
2007-12-06,86,12,3,2,2,False
2007-12-07,79,9,2,2,2,False
2007-12-08,67,10,2,1,1,False
2007-12-09,72,9,2,2,1,False
2007-12-10,77,14,2,3,1,False
2007-12-11,89,14,2,2,1,False
2007-12-12,82,12,3,1,1,False
2007-12-13,77,10,3,2,1,False
2007-12-14,78,10,3,1,1,False
2007-12-15,66,11,2,1,1,False
2007-12-16,62,11,2,2,2,False
2007-12-17,75,8,3,1,2,False
2007-12-18,74,11,3,1,2,False
2007-12-19,74,9,2,1,1,False
2007-12-20,71,8,1,2,1,False
2007-12-21,65,8,1,1,1,False
2007-12-22,59,7,3,1,2,False
2007-12-23,58,7,1,1,2,False
2007-12-24,54,6,1,0,1,False
2007-12-25,46,6,1,1,1,False
2007-12-26,66,6,2,2,1,False
2007-12-27,75,5,2,1,2,False
2007-12-28,69,6,2,1,2,False
2007-12-29,65,8,1,0,2,False
2007-12-30,69,7,2,1,2,False
2007-12-31,72,8,2,2,2,False
2008-01-01,70,7,1,1,1,False
2008-01-02,77,8,2,2,1,False
2008-01-03,74,7,2,1,2,False
2008-01-04,73,8,2,2,2,False
2008-01-05,62,7,1,1,2,False
2008-01-06,76,8,1,1,3,False
2008-01-07,84,9,2,2,1,False
2008-01-08,80,9,2,2,1,False
2008-01-09,78,8,2,2,1,False
2008-01-10,85,9,3,1,1,False
2008-01-11,77,9,3,2,1,False
2008-01-12,73,7,2,1,2,False
2008-01-13,75,9,3,1,1,False
2008-01-14,87,8,2,1,1,False
2008-01-15,84,10,2,2,1,False
2008-01-16,82,10,2,1,1,False
2008-01-17,83,12,3,3,1,False
2008-01-18,76,8,3,2,1,False
2008-01-19,76,7,1,1,2,False
2008-01-20,76,9,2,0,3,False
2008-01-21,83,9,2,2,1,False
2008-01-22,85,11,3,2,1,False
2008-01-23,87,9,3,2,2,False
2008-01-24,85,10,4,1,1,False
2008-01-25,79,8,4,2,1,False
2008-01-26,76,8,2,3,2,False
2008-01-27,84,8,2,2,1,False
2008-01-28,86,10,2,2,2,False
2008-01-29,91,11,3,2,1,False
2008-01-30,88,11,3,2,1,False
2008-01-31,82,11,3,3,1,False
2008-02-01,79,9,3,2,1,False
2008-02-02,78,9,2,2,2,False
2008-02-03,86,10,2,1,1,False
2008-02-04,100,10,4,2,1,False
2008-02-05,91,12,3,2,1,False
2008-02-06,79,9,3,2,1,False
2008-02-07,88,9,4,2,1,False
2008-02-08,86,10,2,3,1,False
2008-02-09,77,6,2,2,1,False
2008-02-10,82,9,3,2,2,False
2008-02-11,90,12,3,3,1,False
2008-02-12,85,11,2,2,1,False
2008-02-13,83,9,3,2,1,False
2008-02-14,80,9,2,3,1,False
2008-02-15,80,11,3,2,2,False
2008-02-16,73,9,3,2,2,False
2008-02-17,86,9,1,2,2,False
2008-02-18,87,11,1,2,1,False
2008-02-19,95,14,3,3,1,False
2008-02-20,89,13,3,2,0,False
2008-02-21,89,9,3,3,1,False
2008-02-22,80,9,3,2,1,False
