date,privileged,productive,productivity,profit,profitable,isPartial
2015-02-16,3,7,10,69,5,False
2015-02-17,2,7,13,76,5,False
2015-02-18,2,6,12,87,7,False
2015-02-19,2,6,13,78,7,False
2015-02-20,3,5,11,76,7,False
2015-02-21,1,4,6,55,5,False
2015-02-22,0,4,6,55,6,False
2015-02-23,2,6,12,84,5,False
2015-02-24,3,4,9,88,8,False
2015-02-25,2,9,13,85,7,False
2015-02-26,3,6,13,86,7,False
2015-02-27,2,6,10,69,6,False
2015-02-28,0,5,4,58,6,False
2015-03-01,2,4,7,53,6,False
2015-03-02,2,8,12,76,6,False
2015-03-03,2,9,14,87,7,False
2015-03-04,3,7,12,85,5,False
2015-03-05,3,4,12,75,7,False
2015-03-06,3,4,14,75,6,False
2015-03-07,1,4,7,49,5,False
2015-03-08,1,3,5,57,5,False
2015-03-09,2,10,11,82,6,False
2015-03-10,2,5,14,85,7,False
2015-03-11,4,8,13,78,5,False
2015-03-12,3,7,11,84,7,False
2015-03-13,3,6,7,70,4,False
2015-03-14,2,5,6,47,5,False
2015-03-15,1,6,7,62,6,False
2015-03-16,2,8,12,78,6,False
2015-03-17,3,6,9,87,6,False
2015-03-18,2,5,12,81,6,False
2015-03-19,2,7,12,82,5,False
2015-03-20,2,6,11,72,6,False
2015-03-21,2,4,4,51,4,False
2015-03-22,2,5,6,61,7,False
2015-03-23,2,6,11,75,5,False
2015-03-24,1,7,9,93,8,False
2015-03-25,4,5,14,89,4,False
2015-03-26,3,5,10,80,3,False
2015-03-27,2,6,9,66,5,False
2015-03-28,1,2,5,49,6,False
2015-03-29,2,4,7,59,5,False
2015-03-30,1,6,8,80,6,False
2015-03-31,2,7,11,95,5,False
2015-04-01,2,6,12,79,6,False
2015-04-02,3,7,10,80,6,False
2015-04-03,2,4,8,65,6,False
2015-04-04,2,3,5,52,7,False
2015-04-05,1,5,6,57,6,False
2015-04-06,3,5,11,80,6,False
2015-04-07,1,7,11,92,5,False
2015-04-08,3,8,11,85,6,False
2015-04-09,2,6,8,87,8,False
2015-04-10,3,4,10,69,7,False
2015-04-11,2,3,6,59,4,False
2015-04-12,1,3,6,56,6,False
2015-04-13,3,7,9,84,6,False
2015-04-14,2,6,14,90,5,False
2015-04-15,2,7,14,83,6,False
2015-04-16,2,4,13,85,5,False
2015-04-17,2,6,8,65,6,False
2015-04-18,1,4,6,55,5,False
2015-04-19,1,5,8,65,5,False
2015-04-20,1,9,12,79,5,False
2015-04-21,3,5,15,97,6,False
2015-04-22,2,8,11,89,6,False
2015-04-23,1,6,14,85,6,False
2015-04-24,2,7,12,82,8,False
2015-04-25,1,4,5,60,7,False
2015-04-26,1,4,8,64,9,False
2015-04-27,3,7,13,88,7,False
2015-04-28,4,6,14,89,7,False
2015-04-29,4,6,12,96,7,False
2015-04-30,2,8,10,85,5,False
2015-05-01,4,4,10,68,5,False
2015-05-02,1,4,7,46,5,False
2015-05-03,1,6,5,47,6,False
2015-05-04,3,8,12,83,6,False
2015-05-05,3,7,11,84,6,False
2015-05-06,3,7,12,77,5,False
2015-05-07,2,6,9,76,7,False
2015-05-08,3,4,10,71,5,False
2015-05-09,2,3,7,49,4,False
2015-05-10,1,5,4,51,8,False
2015-05-11,3,7,7,80,7,False
2015-05-12,3,7,10,89,6,False
2015-05-13,3,6,10,79,6,False
2015-05-14,4,8,9,78,6,False
2015-05-15,2,6,10,77,6,False
2015-05-16,2,5,5,55,6,False
2015-05-17,2,3,6,52,5,False
2015-05-18,2,6,13,72,5,False
2015-05-19,2,6,12,83,6,False
2015-05-20,2,6,9,78,6,False
2015-05-21,3,4,9,71,4,False
2015-05-22,3,7,8,66,6,False
2015-05-23,0,4,4,40,5,False
2015-05-24,2,3,5,44,5,False
2015-05-25,1,5,4,59,2,False
2015-05-26,1,6,12,75,5,False
2015-05-27,1,6,11,81,6,False
2015-05-28,2,5,10,81,5,False
2015-05-29,2,6,9,71,5,False
2015-05-30,1,3,3,44,4,False
2015-05-31,3,3,4,52,5,False
2015-06-01,1,6,11,70,3,False
2015-06-02,2,5,9,79,6,False
2015-06-03,3,4,10,75,4,False
2015-06-04,3,4,8,81,6,False
2015-06-05,4,5,8,67,4,False
2015-06-06,2,3,6,47,3,False
2015-06-07,1,4,4,49,6,False
2015-06-08,2,5,7,71,6,False
2015-06-09,2,5,8,69,4,False
2015-06-10,3,6,10,82,5,False
2015-06-11,1,5,11,70,6,False
2015-06-12,2,5,8,70,4,False
2015-06-13,2,4,4,43,6,False
2015-06-14,1,5,4,47,6,False
2015-06-15,3,5,7,69,4,False
2015-06-16,3,4,9,79,4,False
2015-06-17,1,5,8,76,5,False
2015-06-18,3,4,8,69,6,False
2015-06-19,3,5,9,59,5,False
2015-06-20,1,3,6,44,4,False
2015-06-21,1,6,3,48,7,False
2015-06-22,4,6,7,63,3,False
2015-06-23,2,5,6,74,5,False
2015-06-24,3,4,9,76,5,False
2015-06-25,2,5,8,74,4,False
2015-06-26,4,4,6,73,6,False
2015-06-27,1,3,2,41,4,False
2015-06-28,1,2,5,50,5,False
2015-06-29,3,5,8,71,5,False
2015-06-30,1,5,8,77,5,False
2015-07-01,3,5,7,74,5,False
2015-07-02,3,4,8,67,7,False
2015-07-03,2,3,7,51,7,False
2015-07-04,2,2,4,45,5,False
2015-07-05,2,4,4,45,4,False
2015-07-06,2,6,8,59,6,False
2015-07-07,3,5,9,73,9,False
2015-07-08,1,5,10,80,5,False
2015-07-09,3,5,12,81,6,False
2015-07-10,3,4,9,64,5,False
2015-07-11,2,4,6,44,5,False
2015-07-12,2,3,4,46,8,False
2015-07-13,2,5,8,69,8,False
2015-07-14,1,4,9,87,4,False
2015-07-15,3,3,9,87,7,False
2015-07-16,2,6,6,72,8,False
2015-07-17,3,6,10,71,4,False
2015-07-18,3,4,5,49,4,False
2015-07-19,3,3,4,50,8,False
2015-07-20,1,6,13,74,8,False
2015-07-21,3,6,10,80,7,False
2015-07-22,3,4,9,73,6,False
2015-07-23,2,5,8,78,5,False
2015-07-24,2,5,7,66,6,False
2015-07-25,1,3,4,54,6,False
2015-07-26,2,4,4,48,7,False
2015-07-27,3,4,7,70,6,False
2015-07-28,2,6,8,73,4,False
2015-07-29,2,5,8,77,4,False
2015-07-30,3,5,7,69,7,False
2015-07-31,3,5,8,64,5,False
2015-08-01,1,4,3,48,4,False
2015-08-02,2,3,5,50,6,False
2015-08-03,2,3,8,70,7,False
2015-08-04,3,6,10,70,5,False
2015-08-05,3,5,8,69,4,False
2015-08-06,4,4,7,63,5,False
2015-08-07,4,5,6,63,5,False
2015-08-08,2,3,4,42,5,False
2015-08-09,1,4,2,50,4,False
2015-08-10,3,5,8,70,5,False
2015-08-11,3,6,10,72,7,False
2015-08-12,3,5,10,72,6,False
2015-08-13,3,5,8,65,5,False
2015-08-14,2,4,10,61,6,False
2015-08-15,2,4,5,42,5,False
2015-08-16,1,3,5,47,4,False
2015-08-17,3,5,9,71,5,False
2015-08-18,2,5,9,71,5,False
2015-08-19,2,6,10,71,6,False
2015-08-20,3,6,9,67,5,False
2015-08-21,2,5,7,55,6,False
2015-08-22,3,2,2,49,6,False
2015-08-23,2,5,3,40,6,False
2015-08-24,2,6,7,62,6,False
2015-08-25,3,5,9,74,5,False
2015-08-26,3,6,10,72,7,False
2015-08-27,1,10,7,69,8,False
2015-08-28,2,5,9,62,5,False
2015-08-29,1,2,8,41,5,False
2015-08-30,3,5,9,52,4,False
2015-08-31,3,7,12,70,6,False
2015-09-01,4,8,12,76,8,False
2015-09-02,3,7,14,83,5,False
2015-09-03,2,6,11,78,6,False
2015-09-04,2,6,12,66,5,False
2015-09-05,2,4,4,44,5,False
2015-09-06,3,4,7,45,7,False
2015-09-07,0,6,6,48,7,False
2015-09-08,2,7,13,70,6,False
2015-09-09,1,5,15,79,6,False
2015-09-10,3,7,15,87,8,False
