date,liquidation,pollution,poor,poverty,race,isPartial
2011-11-24,1,1,6,2,46,False
2011-11-25,1,1,7,2,36,False
2011-11-26,2,2,7,3,35,False
2011-11-27,1,3,9,5,37,False
2011-11-28,1,4,10,7,46,False
2011-11-29,1,5,10,7,35,False
2011-11-30,1,5,10,8,36,False
2011-12-01,1,6,9,8,31,False
2011-12-02,2,4,10,6,30,False
2011-12-03,2,2,8,4,36,False
2011-12-04,1,4,8,5,37,False
2011-12-05,1,5,9,8,47,False
2011-12-06,1,5,11,7,36,False
2011-12-07,1,5,11,6,31,False
2011-12-08,2,5,10,7,30,False
2011-12-09,2,5,10,5,30,False
2011-12-10,2,2,8,4,33,False
2011-12-11,1,2,8,5,39,False
2011-12-12,1,4,10,6,63,False
2011-12-13,1,6,9,5,37,False
2011-12-14,2,4,10,5,33,False
2011-12-15,2,4,11,8,31,False
2011-12-16,2,3,10,6,30,False
2011-12-17,2,1,9,4,33,False
2011-12-18,2,2,8,3,35,False
2011-12-19,1,3,8,4,32,False
2011-12-20,2,2,8,4,28,False
2011-12-21,1,2,7,3,29,False
2011-12-22,1,1,7,3,26,False
2011-12-23,1,1,8,2,27,False
2011-12-24,1,1,8,2,30,False
2011-12-25,1,1,6,2,31,False
2011-12-26,1,1,6,2,33,False
2011-12-27,1,1,5,3,30,False
2011-12-28,2,1,6,2,29,False
2011-12-29,1,2,7,3,28,False
2011-12-30,1,2,7,2,29,False
2011-12-31,1,1,6,2,33,False
2012-01-01,1,1,7,2,33,False
2012-01-02,1,1,6,2,34,False
2012-01-03,2,3,8,3,31,False
2012-01-04,1,3,8,3,31,False
2012-01-05,1,2,8,5,31,False
2012-01-06,2,3,8,4,32,False
2012-01-07,2,1,9,2,34,False
2012-01-08,2,2,8,3,36,False
2012-01-09,1,3,9,4,33,False
2012-01-10,2,3,9,5,31,False
2012-01-11,2,4,8,5,32,False
2012-01-12,2,3,8,4,31,False
2012-01-13,6,3,9,4,30,False
2012-01-14,2,1,9,3,33,False
2012-01-15,2,2,7,3,38,False
2012-01-16,2,2,8,4,35,False
2012-01-17,2,3,8,6,33,False
2012-01-18,1,3,8,5,30,False
2012-01-19,2,4,10,5,32,False
2012-01-20,2,3,8,5,32,False
2012-01-21,2,2,7,3,34,False
2012-01-22,2,2,8,3,37,False
2012-01-23,1,3,10,5,33,False
2012-01-24,1,4,9,5,32,False
2012-01-25,1,3,9,6,32,False
2012-01-26,1,3,9,6,32,False
2012-01-27,2,3,9,5,34,False
2012-01-28,2,2,8,3,38,False
2012-01-29,2,2,9,4,42,False
2012-01-30,1,4,9,5,39,False
2012-01-31,2,3,7,6,40,False
2012-02-01,2,3,13,6,35,False
2012-02-02,1,4,18,6,33,False
2012-02-03,2,3,14,6,32,False
2012-02-04,2,2,11,4,36,False
2012-02-05,2,2,9,4,39,False
2012-02-06,2,3,9,5,35,False
2012-02-07,2,4,9,6,34,False
2012-02-08,2,3,9,5,35,False
2012-02-09,2,4,10,6,34,False
2012-02-10,2,3,9,6,33,False
2012-02-11,2,1,8,3,41,False
2012-02-12,2,2,7,4,38,False
2012-02-13,1,3,8,6,37,False
2012-02-14,2,4,8,6,34,False
2012-02-15,2,4,9,6,35,False
2012-02-16,2,4,8,6,35,False
2012-02-17,2,3,9,5,36,False
2012-02-18,2,2,7,3,38,False
2012-02-19,2,2,7,3,51,False
2012-02-20,2,2,8,4,58,False
2012-02-21,2,3,8,5,44,False
2012-02-22,2,4,9,5,45,False
2012-02-23,2,4,9,5,43,False
2012-02-24,2,3,8,5,44,False
2012-02-25,2,2,8,4,60,False
2012-02-26,2,2,9,4,70,False
2012-02-27,1,4,9,5,61,False
2012-02-28,2,4,7,6,60,False
2012-02-29,2,4,10,6,42,False
2012-03-01,2,5,9,6,41,False
2012-03-02,2,4,8,5,40,False
2012-03-03,2,2,7,3,45,False
2012-03-04,2,3,7,4,55,False
2012-03-05,2,4,9,5,52,False
2012-03-06,2,3,9,5,41,False
2012-03-07,2,5,9,5,41,False
2012-03-08,2,4,9,6,45,False
2012-03-09,1,3,8,5,43,False
2012-03-10,2,2,7,3,48,False
2012-03-11,1,2,7,3,57,False
2012-03-12,2,4,7,5,56,False
2012-03-13,2,4,8,5,40,False
2012-03-14,1,4,8,5,40,False
2012-03-15,1,4,8,5,37,False
2012-03-16,1,3,7,5,37,False
2012-03-17,2,2,6,2,46,False
2012-03-18,1,2,7,3,57,False
2012-03-19,2,4,8,6,57,False
2012-03-20,2,4,9,5,57,False
2012-03-21,1,4,8,5,44,False
2012-03-22,1,4,10,5,42,False
2012-03-23,2,3,7,5,42,False
2012-03-24,2,2,7,3,48,False
2012-03-25,2,2,7,4,59,False
2012-03-26,1,4,8,6,56,False
2012-03-27,1,5,7,6,49,False
2012-03-28,2,4,7,6,43,False
2012-03-29,2,4,8,5,41,False
2012-03-30,1,4,7,4,38,False
2012-03-31,2,2,6,3,43,False
2012-04-01,2,2,8,3,61,False
2012-04-02,1,3,8,5,49,False
2012-04-03,1,4,8,6,42,False
2012-04-04,1,5,8,6,39,False
2012-04-05,1,4,7,4,41,False
2012-04-06,2,2,7,4,39,False
2012-04-07,2,2,7,2,49,False
2012-04-08,1,2,7,3,52,False
2012-04-09,1,4,7,5,53,False
2012-04-10,1,4,8,5,47,False
2012-04-11,2,4,8,6,45,False
2012-04-12,1,3,8,6,41,False
2012-04-13,2,3,8,4,43,False
2012-04-14,1,2,7,3,55,False
2012-04-15,1,3,8,4,65,False
2012-04-16,1,5,8,5,52,False
2012-04-17,2,5,8,5,47,False
2012-04-18,2,5,8,6,41,False
2012-04-19,2,5,8,6,44,False
2012-04-20,2,5,7,5,41,False
2012-04-21,2,2,6,3,55,False
2012-04-22,2,3,7,4,58,False
2012-04-23,1,5,8,6,57,False
2012-04-24,1,5,9,6,47,False
2012-04-25,1,5,9,6,45,False
2012-04-26,2,5,8,6,42,False
2012-04-27,1,5,9,5,44,False
2012-04-28,1,2,7,3,56,False
2012-04-29,1,3,8,4,61,False
2012-04-30,1,6,8,6,62,False
2012-05-01,1,5,8,6,50,False
2012-05-02,2,5,8,5,46,False
2012-05-03,1,5,8,5,47,False
2012-05-04,2,4,8,5,53,False
2012-05-05,1,2,7,3,92,False
2012-05-06,2,3,7,3,80,False
2012-05-07,1,5,8,5,86,False
2012-05-08,2,5,8,5,52,False
2012-05-09,1,5,8,5,47,False
2012-05-10,1,5,8,5,43,False
2012-05-11,1,4,6,4,45,False
2012-05-12,2,2,7,2,58,False
2012-05-13,2,2,7,3,64,False
2012-05-14,2,6,8,5,49,False
2012-05-15,1,4,8,6,45,False
2012-05-16,1,4,7,4,41,False
2012-05-17,2,6,8,5,40,False
2012-05-18,1,4,7,4,46,False
2012-05-19,1,2,6,3,93,False
2012-05-20,1,2,7,3,81,False
2012-05-21,1,4,7,5,50,False
