date,liquidation,pollution,poor,poverty,race,isPartial
2011-08-26,1,2,6,3,39,False
2011-08-27,2,2,7,2,53,False
2011-08-28,1,1,6,2,53,False
2011-08-29,1,2,5,3,42,False
2011-08-30,2,2,7,4,36,False
2011-08-31,1,2,8,3,38,False
2011-09-01,1,2,7,4,38,False
2011-09-02,1,2,6,3,38,False
2011-09-03,1,2,6,2,43,False
2011-09-04,1,1,8,3,54,False
2011-09-05,2,2,7,3,54,False
2011-09-06,2,3,8,4,49,False
2011-09-07,1,3,8,5,38,False
2011-09-08,1,2,6,3,34,False
2011-09-09,1,2,8,3,34,False
2011-09-10,1,1,6,2,48,False
2011-09-11,1,2,7,3,50,False
2011-09-12,1,3,7,4,44,False
2011-09-13,1,3,8,11,39,False
2011-09-14,2,3,9,11,41,False
2011-09-15,2,4,9,7,39,False
2011-09-16,1,2,8,6,39,False
2011-09-17,1,1,7,3,100,False
2011-09-18,1,2,8,4,76,False
2011-09-19,1,3,9,6,71,False
2011-09-20,2,3,9,6,45,False
2011-09-21,2,3,9,7,42,False
2011-09-22,2,3,8,7,38,False
2011-09-23,2,3,7,5,41,False
2011-09-24,1,1,7,4,54,False
2011-09-25,2,2,8,4,60,False
2011-09-26,1,3,8,6,69,False
2011-09-27,1,4,10,7,42,False
2011-09-28,1,4,9,7,39,False
2011-09-29,1,3,10,6,38,False
2011-09-30,1,3,8,5,39,False
2011-10-01,2,1,7,2,49,False
2011-10-02,1,3,7,4,54,False
2011-10-03,1,3,8,6,56,False
2011-10-04,1,4,8,6,41,False
2011-10-05,2,4,9,6,40,False
2011-10-06,1,4,10,5,34,False
2011-10-07,2,3,8,5,36,False
2011-10-08,2,2,7,3,40,False
2011-10-09,1,3,8,4,51,False
2011-10-10,1,3,9,6,52,False
2011-10-11,1,3,9,7,44,False
2011-10-12,1,4,10,7,36,False
2011-10-13,2,4,8,7,36,False
2011-10-14,2,4,9,5,38,False
2011-10-15,1,1,8,4,46,False
2011-10-16,1,2,7,4,71,False
2011-10-17,1,4,10,6,65,False
2011-10-18,1,3,9,6,43,False
2011-10-19,1,5,9,7,35,False
2011-10-20,1,4,10,6,33,False
2011-10-21,1,3,9,6,37,False
2011-10-22,1,2,7,4,46,False
2011-10-23,1,3,8,4,54,False
2011-10-24,1,4,9,6,47,False
2011-10-25,1,4,9,7,39,False
2011-10-26,1,4,9,6,35,False
2011-10-27,2,4,9,6,33,False
2011-10-28,2,3,8,5,31,False
2011-10-29,2,1,7,3,40,False
2011-10-30,1,3,8,4,42,False
2011-10-31,2,3,10,6,43,False
2011-11-01,2,4,9,7,35,False
2011-11-02,2,4,9,8,35,False
2011-11-03,2,5,10,7,33,False
2011-11-04,1,4,9,7,37,False
2011-11-05,2,2,7,4,42,False
2011-11-06,2,2,7,5,50,False
2011-11-07,1,4,9,7,48,False
2011-11-08,1,4,9,8,38,False
2011-11-09,2,5,8,7,49,False
2011-11-10,1,4,7,6,35,False
2011-11-11,1,3,8,4,35,False
2011-11-12,2,2,8,3,45,False
2011-11-13,1,2,9,6,49,False
2011-11-14,1,4,10,6,47,False
2011-11-15,2,5,10,7,38,False
2011-11-16,2,5,10,6,35,False
2011-11-17,1,5,10,7,33,False
2011-11-18,2,4,10,5,33,False
2011-11-19,2,2,8,4,41,False
2011-11-20,2,2,9,4,51,False
2011-11-21,1,4,8,6,54,False
2011-11-22,1,4,9,6,36,False
2011-11-23,1,2,8,4,33,False
