date,hustle,hustler,inflation,jobless,laid,isPartial
2013-01-15,29,26,58,2,29,False
2013-01-16,29,26,67,2,42,False
2013-01-17,27,28,50,5,44,False
2013-01-18,34,29,54,2,36,False
2013-01-19,35,36,41,1,37,False
2013-01-20,28,29,44,2,39,False
2013-01-21,25,25,41,0,37,False
2013-01-22,19,18,55,3,37,False
2013-01-23,26,24,67,3,27,False
2013-01-24,20,25,51,5,33,False
2013-01-25,31,26,54,3,34,False
2013-01-26,37,31,42,4,34,False
2013-01-27,29,29,44,2,36,False
2013-01-28,25,26,47,1,34,False
2013-01-29,18,27,61,2,44,False
2013-01-30,23,23,56,0,40,False
2013-01-31,28,24,59,5,36,False
2013-02-01,25,26,50,5,42,False
2013-02-02,29,27,37,1,35,False
2013-02-03,30,34,39,1,30,False
2013-02-04,22,29,50,1,35,False
2013-02-05,22,23,65,2,41,False
2013-02-06,22,24,68,2,38,False
2013-02-07,23,23,55,6,36,False
2013-02-08,31,32,49,2,37,False
2013-02-09,30,39,43,0,33,False
2013-02-10,28,38,47,0,39,False
2013-02-11,19,27,60,3,37,False
2013-02-12,27,29,61,3,40,False
2013-02-13,23,32,60,3,41,False
2013-02-14,21,28,65,2,39,False
2013-02-15,22,27,63,3,39,False
2013-02-16,27,36,34,1,33,False
2013-02-17,39,34,54,1,40,False
2013-02-18,20,37,60,4,41,False
2013-02-19,24,33,69,2,39,False
2013-02-20,19,26,62,1,35,False
2013-02-21,27,31,64,4,40,False
2013-02-22,27,23,70,2,42,False
2013-02-23,25,34,42,1,34,False
2013-02-24,35,32,57,2,36,False
2013-02-25,32,21,75,1,37,False
2013-02-26,23,30,63,2,36,False
2013-02-27,22,30,74,0,39,False
2013-02-28,22,27,66,5,32,False
2013-03-01,24,27,50,3,44,False
2013-03-02,26,32,47,0,30,False
2013-03-03,26,37,52,0,28,False
2013-03-04,23,27,60,1,37,False
2013-03-05,26,29,69,1,34,False
2013-03-06,24,21,62,0,38,False
2013-03-07,33,27,65,5,31,False
2013-03-08,28,27,58,3,40,False
2013-03-09,34,38,45,3,38,False
2013-03-10,32,23,50,2,40,False
2013-03-11,28,24,57,1,33,False
2013-03-12,27,26,64,2,35,False
2013-03-13,29,26,65,1,39,False
2013-03-14,37,28,49,4,38,False
2013-03-15,25,31,49,2,39,False
2013-03-16,31,41,33,1,32,False
2013-03-17,32,37,40,0,33,False
2013-03-18,34,35,59,2,38,False
2013-03-19,37,27,63,3,35,False
2013-03-20,43,36,58,2,33,False
2013-03-21,24,31,58,2,40,False
2013-03-22,27,38,50,4,39,False
2013-03-23,27,33,46,1,33,False
2013-03-24,29,34,43,1,44,False
2013-03-25,29,34,59,2,30,False
