date,liquidation,pollution,poor,poverty,race,isPartial
2014-06-07,0,1,2,1,63,False
2014-06-08,0,1,2,1,27,False
2014-06-09,0,1,2,1,15,False
2014-06-10,0,1,2,1,12,False
2014-06-11,0,1,2,1,12,False
2014-06-12,0,1,2,1,10,False
2014-06-13,0,1,2,1,12,False
2014-06-14,0,0,2,1,13,False
2014-06-15,0,0,2,1,18,False
2014-06-16,0,1,2,1,12,False
2014-06-17,0,1,2,1,10,False
2014-06-18,0,1,2,1,10,False
2014-06-19,0,1,2,1,10,False
2014-06-20,0,0,2,1,11,False
2014-06-21,0,0,2,1,14,False
2014-06-22,0,0,2,1,16,False
2014-06-23,0,1,2,1,12,False
2014-06-24,0,0,2,1,11,False
2014-06-25,0,1,2,1,13,False
2014-06-26,0,0,2,1,10,False
2014-06-27,0,1,2,1,11,False
2014-06-28,0,0,2,1,15,False
2014-06-29,0,0,2,1,15,False
2014-06-30,0,0,2,1,12,False
2014-07-01,0,1,2,1,11,False
2014-07-02,0,1,2,1,11,False
2014-07-03,0,0,2,1,12,False
2014-07-04,0,0,2,1,17,False
2014-07-05,0,0,2,1,17,False
2014-07-06,0,0,2,1,25,False
2014-07-07,0,0,2,1,13,False
2014-07-08,0,1,2,1,11,False
2014-07-09,0,0,2,1,11,False
2014-07-10,0,1,2,1,10,False
2014-07-11,0,1,2,1,11,False
2014-07-12,0,0,2,1,14,False
2014-07-13,0,0,2,1,16,False
2014-07-14,0,1,3,1,12,False
2014-07-15,0,1,2,1,11,False
2014-07-16,0,1,2,1,12,False
2014-07-17,0,0,2,1,10,False
2014-07-18,0,0,2,1,12,False
2014-07-19,0,0,2,1,15,False
2014-07-20,0,0,2,1,18,False
2014-07-21,0,1,2,1,13,False
2014-07-22,0,1,2,1,12,False
2014-07-23,0,1,2,1,12,False
2014-07-24,0,1,2,1,11,False
2014-07-25,0,0,2,1,12,False
2014-07-26,0,0,2,1,15,False
2014-07-27,0,1,2,1,17,False
2014-07-28,0,1,2,1,13,False
2014-07-29,0,1,2,1,11,False
2014-07-30,0,1,2,1,11,False
2014-07-31,0,1,2,1,11,False
2014-08-01,0,0,2,1,12,False
2014-08-02,0,0,2,1,14,False
2014-08-03,0,0,2,1,17,False
2014-08-04,0,1,2,1,12,False
2014-08-05,1,1,2,1,11,False
2014-08-06,0,1,2,1,11,False
2014-08-07,0,0,2,1,11,False
2014-08-08,0,0,2,1,12,False
2014-08-09,0,0,2,0,15,False
2014-08-10,0,0,2,1,24,False
2014-08-11,0,1,2,1,17,False
2014-08-12,0,1,2,1,13,False
2014-08-13,0,1,2,1,13,False
2014-08-14,0,0,2,1,13,False
2014-08-15,0,0,2,1,14,False
2014-08-16,0,0,2,1,16,False
2014-08-17,0,0,2,1,18,False
2014-08-18,0,0,2,1,13,False
2014-08-19,0,0,2,1,12,False
2014-08-20,0,1,2,1,12,False
2014-08-21,0,1,2,1,12,False
2014-08-22,0,1,2,1,13,False
2014-08-23,0,0,2,1,18,False
2014-08-24,0,0,2,1,19,False
2014-08-25,0,1,2,1,12,False
2014-08-26,0,1,3,1,12,False
2014-08-27,0,1,3,1,11,False
2014-08-28,0,1,3,1,11,False
2014-08-29,1,1,3,1,11,False
2014-08-30,0,0,2,1,14,False
2014-08-31,0,0,2,1,17,False
2014-09-01,0,0,2,1,16,False
2014-09-02,0,1,2,1,12,False
2014-09-03,0,1,2,1,11,False
2014-09-04,0,1,2,1,12,False
2014-09-05,0,1,2,1,12,False
2014-09-06,0,0,2,1,16,False
2014-09-07,0,1,2,1,17,False
2014-09-08,0,1,3,1,12,False
2014-09-09,0,1,3,2,11,False
2014-09-10,0,1,3,2,11,False
2014-09-11,0,1,3,1,11,False
2014-09-12,0,1,3,1,12,False
2014-09-13,0,1,2,1,14,False
2014-09-14,0,1,2,1,16,False
2014-09-15,0,1,2,2,13,False
2014-09-16,0,1,3,2,11,False
2014-09-17,0,1,3,2,11,False
2014-09-18,0,1,3,2,11,False
2014-09-19,0,1,3,2,12,False
2014-09-20,0,1,2,1,15,False
2014-09-21,0,1,3,1,18,False
2014-09-22,0,1,3,1,13,False
2014-09-23,0,1,2,2,12,False
2014-09-24,0,1,3,2,12,False
2014-09-25,0,1,3,2,12,False
2014-09-26,1,1,3,2,13,False
2014-09-27,0,0,2,1,19,False
2014-09-28,0,1,2,1,20,False
2014-09-29,0,1,3,1,15,False
2014-09-30,0,1,3,2,12,False
2014-10-01,0,1,3,2,12,False
2014-10-02,0,1,3,2,12,False
2014-10-03,0,1,3,1,12,False
2014-10-04,0,1,2,1,15,False
2014-10-05,0,1,2,1,17,False
2014-10-06,0,1,3,2,14,False
2014-10-07,0,1,3,2,12,False
2014-10-08,0,1,3,2,11,False
2014-10-09,0,1,3,2,11,False
