date,charity,community,compensate,compensation,contribute,isPartial
2006-10-13,4,69,0,3,1,False
2006-10-14,4,52,0,3,0,False
2006-10-15,3,56,0,2,0,False
2006-10-16,4,79,0,5,0,False
2006-10-17,4,80,0,6,1,False
2006-10-18,3,76,0,4,1,False
2006-10-19,4,74,0,4,1,False
2006-10-20,4,66,0,4,1,False
2006-10-21,3,52,0,2,0,False
2006-10-22,4,59,0,2,1,False
2006-10-23,3,78,0,4,1,False
2006-10-24,4,76,0,5,1,False
2006-10-25,4,78,0,4,1,False
2006-10-26,5,69,0,4,1,False
2006-10-27,4,70,0,3,1,False
2006-10-28,3,50,0,2,1,False
2006-10-29,4,58,0,2,1,False
2006-10-30,5,78,0,5,1,False
2006-10-31,5,71,0,4,1,False
2006-11-01,4,71,0,5,1,False
2006-11-02,4,70,0,4,1,False
2006-11-03,4,71,0,4,1,False
2006-11-04,3,53,0,2,0,False
2006-11-05,4,51,0,2,1,False
2006-11-06,4,82,0,5,1,False
2006-11-07,4,77,0,6,1,False
2006-11-08,5,71,0,5,1,False
2006-11-09,4,73,0,5,1,False
2006-11-10,3,69,0,4,0,False
2006-11-11,2,52,0,3,0,False
2006-11-12,3,56,0,2,0,False
2006-11-13,4,79,0,4,1,False
2006-11-14,5,82,0,5,1,False
2006-11-15,4,75,0,3,1,False
2006-11-16,3,68,0,5,1,False
2006-11-17,3,66,0,4,1,False
2006-11-18,4,55,0,3,0,False
2006-11-19,4,54,0,3,0,False
2006-11-20,5,77,0,5,1,False
2006-11-21,3,67,0,4,1,False
2006-11-22,3,58,0,3,0,False
2006-11-23,3,36,0,2,0,False
2006-11-24,3,46,0,2,0,False
2006-11-25,3,44,0,2,1,False
2006-11-26,5,52,0,3,0,False
2006-11-27,5,79,0,4,1,False
2006-11-28,5,78,0,5,1,False
2006-11-29,4,80,0,4,1,False
2006-11-30,4,72,0,5,0,False
2006-12-01,4,73,0,3,1,False
2006-12-02,4,51,0,2,0,False
2006-12-03,4,48,0,2,1,False
2006-12-04,5,70,0,4,1,False
2006-12-05,5,71,0,4,1,False
2006-12-06,5,69,0,5,1,False
2006-12-07,5,73,0,5,1,False
2006-12-08,5,65,0,4,1,False
2006-12-09,3,50,0,2,0,False
2006-12-10,4,47,0,2,1,False
2006-12-11,5,70,0,4,0,False
2006-12-12,4,72,0,4,1,False
2006-12-13,4,69,0,6,1,False
2006-12-14,4,72,0,4,0,False
2006-12-15,4,64,0,4,0,False
2006-12-16,3,50,0,2,0,False
2006-12-17,5,50,0,2,1,False
2006-12-18,5,68,0,5,0,False
2006-12-19,4,69,0,4,1,False
2006-12-20,5,70,0,3,1,False
2006-12-21,4,64,0,4,0,False
2006-12-22,5,57,0,3,0,False
2006-12-23,3,41,0,1,0,False
2006-12-24,5,49,0,2,0,False
2006-12-25,4,38,0,1,0,False
2006-12-26,4,55,0,3,0,False
2006-12-27,3,66,0,4,0,False
2006-12-28,6,66,0,4,1,False
2006-12-29,4,65,0,3,0,False
2006-12-30,4,46,0,2,0,False
2006-12-31,4,51,0,1,0,False
2007-01-01,3,56,0,2,0,False
2007-01-02,4,94,0,4,0,False
2007-01-03,3,100,0,5,1,False
2007-01-04,4,96,0,4,1,False
2007-01-05,3,85,0,5,0,False
2007-01-06,2,64,0,2,0,False
2007-01-07,2,66,0,3,1,False
2007-01-08,4,99,0,4,0,False
2007-01-09,5,93,0,4,1,False
2007-01-10,3,93,0,4,1,False
2007-01-11,3,93,0,4,1,False
2007-01-12,4,79,0,5,1,False
2007-01-13,2,58,0,3,0,False
2007-01-14,2,66,0,2,0,False
2007-01-15,3,71,0,3,0,False
2007-01-16,4,96,0,5,1,False
2007-01-17,3,88,0,5,1,False
2007-01-18,3,87,0,4,1,False
2007-01-19,4,77,0,3,1,False
2007-01-20,3,55,0,2,0,False
2007-01-21,3,58,0,2,0,False
2007-01-22,3,91,0,4,1,False
2007-01-23,3,84,0,5,0,False
2007-01-24,3,82,0,4,1,False
2007-01-25,3,76,0,6,1,False
2007-01-26,4,73,0,4,1,False
2007-01-27,4,57,0,2,0,False
2007-01-28,4,60,0,3,1,False
2007-01-29,3,84,0,5,1,False
2007-01-30,3,78,0,4,0,False
2007-01-31,3,79,0,4,1,False
2007-02-01,4,74,0,6,1,False
2007-02-02,3,72,0,5,1,False
2007-02-03,4,53,0,3,1,False
2007-02-04,2,53,0,2,0,False
2007-02-05,3,80,0,5,1,False
2007-02-06,4,79,0,5,1,False
2007-02-07,4,74,0,4,1,False
2007-02-08,3,73,0,4,1,False
2007-02-09,4,66,0,4,1,False
2007-02-10,3,55,0,2,0,False
2007-02-11,4,53,0,3,0,False
2007-02-12,3,72,0,4,1,False
2007-02-13,3,78,0,5,1,False
2007-02-14,3,77,0,4,1,False
2007-02-15,4,76,0,4,1,False
2007-02-16,3,66,0,4,0,False
2007-02-17,2,55,0,2,0,False
2007-02-18,3,50,0,3,0,False
2007-02-19,3,75,0,4,0,False
2007-02-20,3,75,0,4,0,False
2007-02-21,3,81,0,5,1,False
2007-02-22,4,76,0,4,1,False
2007-02-23,3,68,0,5,1,False
2007-02-24,3,58,0,1,1,False
2007-02-25,3,57,0,3,0,False
2007-02-26,3,82,0,4,1,False
2007-02-27,3,78,0,5,1,False
2007-02-28,3,74,0,5,1,False
2007-03-01,4,73,0,5,1,False
2007-03-02,4,70,0,4,1,False
2007-03-03,3,56,0,3,0,False
2007-03-04,3,55,0,2,0,False
2007-03-05,3,76,0,5,1,False
2007-03-06,3,77,0,4,1,False
2007-03-07,3,81,0,4,1,False
2007-03-08,4,77,0,4,1,False
2007-03-09,4,67,0,4,0,False
2007-03-10,3,51,0,3,0,False
2007-03-11,3,56,0,2,0,False
2007-03-12,3,78,0,4,1,False
2007-03-13,3,77,0,5,1,False
2007-03-14,4,76,0,4,0,False
2007-03-15,3,74,0,4,1,False
2007-03-16,3,67,0,4,1,False
2007-03-17,2,53,0,2,0,False
2007-03-18,2,54,0,3,0,False
2007-03-19,4,82,0,4,1,False
2007-03-20,4,82,0,5,1,False
2007-03-21,4,78,1,5,1,False
2007-03-22,4,78,0,5,1,False
2007-03-23,4,73,0,4,1,False
2007-03-24,4,54,0,2,0,False
2007-03-25,3,60,0,3,0,False
2007-03-26,4,83,0,5,0,False
2007-03-27,3,77,0,5,1,False
2007-03-28,4,77,0,4,0,False
2007-03-29,3,81,0,4,1,False
2007-03-30,3,77,0,4,1,False
2007-03-31,3,52,0,2,0,False
2007-04-01,3,59,0,3,1,False
2007-04-02,3,85,0,5,1,False
2007-04-03,3,81,0,4,1,False
2007-04-04,3,84,0,4,1,False
2007-04-05,3,73,0,5,1,False
2007-04-06,3,65,0,4,1,False
2007-04-07,3,53,0,2,0,False
2007-04-08,2,56,0,2,1,False
2007-04-09,4,87,0,4,0,False
2007-04-10,4,84,0,4,1,False
2007-04-11,4,82,0,5,1,False
2007-04-12,3,76,0,4,1,False
2007-04-13,4,74,0,4,1,False
2007-04-14,4,58,0,3,0,False
2007-04-15,4,63,0,3,1,False
2007-04-16,4,83,0,4,1,False
2007-04-17,4,79,0,4,1,False
2007-04-18,4,78,0,4,1,False
2007-04-19,4,77,0,4,1,False
2007-04-20,4,69,0,4,1,False
2007-04-21,2,55,0,2,0,False
2007-04-22,3,54,0,2,1,False
2007-04-23,4,86,0,4,1,False
2007-04-24,4,87,0,5,1,False
2007-04-25,4,81,0,5,1,False
2007-04-26,6,76,0,5,0,False
2007-04-27,4,79,0,4,1,False
2007-04-28,4,57,0,2,1,False
2007-04-29,3,53,0,2,0,False
