date,warfare,waste,bankrupt,bankruptcy,beggar
2004-08-22,22.0,38.8759055008,0.0,41.8584538462,0.0
2004-08-23,17.0,68.0328346263,2.34946311928,65.6416662589,0.0
2004-08-24,14.0,44.2753368203,2.81935574314,55.1770527973,0.0
2004-08-25,9.0,90.7104461684,2.34946311928,70.3983087414,0.0
2004-08-26,9.0,87.4707873767,0.939785247712,63.7390092658,0.0
2004-08-27,18.0,53.9943131955,3.28924836699,58.9823667833,0.0
2004-08-28,8.0,45.3552230842,0.0,24.7345409091,0.0
2004-08-29,18.0,33.4764741812,1.40967787157,51.3717388113,0.0
2004-08-30,7.0,84.231128585,2.81935574314,54.2257243008,0.0
2004-08-31,19.0,82.0713560571,1.40967787157,65.6416662589,0.0
2004-09-01,11.0,57.2339719872,4.22903361471,54.2257243008,0.0
2004-09-02,9.0,69.1127208902,4.22903361471,57.0797097903,0.0
2004-09-03,19.0,63.7132895707,3.75914099085,69.4469802449,0.0
2004-09-04,22.0,34.5563604451,1.40967787157,48.5177533218,0.0
2004-09-05,8.0,38.8759055008,0.0,31.3938403847,0.0
2004-09-06,25.0,72.352379682,0.939785247712,32.3451688812,0.0
2004-09-07,18.0,58.3138582511,4.69892623856,54.2257243008,0.0
2004-09-08,12.0,71.272493418,5.63871148627,66.5929947554,0.0
2004-09-09,1.0,102.589195071,4.69892623856,59.9336952798,0.0
2004-09-10,11.0,80.9914697932,5.16881886242,58.0310382868,0.0
2004-09-11,17.0,53.9943131955,2.34946311928,35.1991543707,0.0
2004-09-12,10.0,49.6747681399,2.34946311928,32.3451688812,0.0
2004-09-13,18.0,82.0713560571,3.75914099085,81.8142506994,0.0
2004-09-14,25.0,55.0741994594,1.87957049542,59.9336952798,0.0
2004-09-15,17.0,53.9943131955,4.69892623856,59.9336952798,0.0
2004-09-16,15.0,65.8730620985,4.22903361471,55.1770527973,0.0
2004-09-17,17.0,78.8316972654,0.939785247712,60.8850237763,0.0
2004-09-18,15.0,63.7132895707,0.0,30.4425118882,0.0
2004-09-19,19.0,44.2753368203,0.939785247712,20.9292269231,0.0
2004-09-20,17.0,79.9115835293,1.40967787157,60.8850237763,0.0
2004-09-21,21.0,80.9914697932,2.81935574314,60.8850237763,0.0
2004-09-22,11.0,74.5121522098,3.75914099085,71.3496372379,0.0
2004-09-23,17.0,63.7132895707,2.81935574314,78.9602652099,0.0
2004-09-24,25.0,68.0328346263,3.75914099085,56.1283812938,0.0
2004-09-25,17.0,34.5563604451,2.34946311928,38.0531398602,0.0
2004-09-26,10.0,71.272493418,2.34946311928,41.8584538462,0.0
2004-09-27,25.6172152194,70.5262920581,5.82629560516,62.2539744002,0.0
2004-09-28,12.8086076097,64.2572883196,6.65862354876,54.1338907828,0.0
2004-09-29,35.2236709267,70.5262920581,4.99396766157,63.6073216698,0.0
2004-09-30,25.6172152194,67.3917901889,3.32931177438,77.1407943655,0.0
2004-10-01,14.4096835609,56.4210336465,1.66465588719,41.9537653567,0.0
2004-10-02,11.2075316585,43.8830261695,7.49095149235,33.8336817392,0.0
2004-10-03,20.8139873658,47.0175280387,2.49698383078,25.7135981218,0.0
2004-10-04,22.415063317,68.9590411235,3.32931177438,63.6073216698,0.0
2004-10-05,19.2129114146,83.0642995351,4.16163971797,67.6673634785,0.0
2004-10-06,27.2182911706,81.4970486005,4.99396766157,79.8474889046,0.0
2004-10-07,22.415063317,83.0642995351,3.32931177438,79.8474889046,0.0
2004-10-08,20.8139873658,68.9590411235,1.66465588719,62.2539744002,0.0
2004-10-09,14.4096835609,65.8245392542,4.16163971797,41.9537653567,0.0
2004-10-10,11.2075316585,61.1227864504,3.32931177438,43.3071126262,0.0
2004-10-11,4.80322785364,75.228044862,1.66465588719,50.0738489741,0.0
2004-10-12,19.2129114146,64.2572883196,0.0,21.6535563131,0.0
2004-10-13,28.8193671218,72.0935429927,2.49698383078,74.4340998263,0.0
2004-10-14,19.2129114146,79.9297976659,3.32931177438,58.1939325915,0.0
2004-10-15,16.0107595121,51.7192808426,2.49698383078,50.0738489741,0.0
2004-10-16,8.00537975607,29.7777677579,1.66465588719,18.946861774,0.0
2004-10-17,24.0161392682,31.3450186925,4.16163971797,36.5403762784,0.0
2004-10-18,22.415063317,89.3333032736,5.82629560516,54.1338907828,0.0
2004-10-19,17.6118354634,97.1695579467,2.49698383078,67.6673634785,0.0
2004-10-20,24.0161392682,100.304059816,4.99396766157,71.7274052872,0.0
2004-10-21,19.2129114146,79.9297976659,4.16163971797,64.9606689393,0.0
2004-10-22,22.415063317,72.0935429927,4.99396766157,64.9606689393,0.0
2004-10-23,8.00537975607,67.3917901889,0.0,28.420292661,0.0
2004-10-24,17.6118354634,61.1227864504,4.16163971797,37.893723548,0.0
2004-10-25,14.4096835609,81.4970486005,0.832327943595,64.9606689393,0.0
2004-10-26,4.80322785364,72.0935429927,2.49698383078,48.7205017045,0.0
2004-10-27,20.8139873658,67.3917901889,4.99396766157,85.2608779829,0.0
2004-10-28,12.8086076097,62.690037385,8.32327943595,90.6742670612,0.0
2004-10-29,14.4096835609,54.8537827119,7.49095149235,54.1338907828,0.0
2004-10-30,20.8139873658,70.5262920581,0.0,20.3002090435,0.0
2004-10-31,16.0107595121,78.3625467312,4.16163971797,35.1870290088,0.0
2004-11-01,16.0107595121,61.1227864504,3.32931177438,55.4872380524,0.0
2004-11-02,19.2129114146,75.228044862,4.16163971797,55.4872380524,0.0
2004-11-03,25.6172152194,59.5555355157,2.49698383078,58.1939325915,0.0
2004-11-04,17.6118354634,78.3625467312,1.66465588719,54.1338907828,0.0
2004-11-05,19.2129114146,76.7952957966,4.99396766157,69.0207107481,0.0
2004-11-06,19.2129114146,51.7192808426,2.49698383078,20.3002090435,0.0
2004-11-07,16.0107595121,51.7192808426,1.66465588719,31.1269872001,0.0
2004-11-08,11.2075316585,40.7485243002,9.15560737954,40.6004180871,0.0
2004-11-09,0.0,0.0,0.0,0.0,0.0
2004-11-10,22.415063317,65.8245392542,0.0,48.7205017045,0.0
2004-11-11,12.8086076097,86.1988014044,2.49698383078,48.7205017045,0.0
2004-11-12,24.0161392682,76.7952957966,3.32931177438,58.1939325915,0.0
2004-11-13,4.80322785364,53.2865317772,5.82629560516,39.2470708175,0.0
2004-11-14,8.00537975607,61.1227864504,2.49698383078,39.2470708175,0.0
2004-11-15,20.8139873658,54.8537827119,2.49698383078,66.3140162089,0.0
2004-11-16,16.0107595121,61.1227864504,4.16163971797,66.3140162089,0.0
2004-11-17,27.2182911706,84.6315504697,4.99396766157,71.7274052872,0.0
2004-11-18,20.8139873658,79.9297976659,3.32931177438,51.4271962437,0.0
2004-11-19,22.415063317,59.5555355157,2.49698383078,32.4803344697,0.0
2004-11-20,20.8139873658,59.5555355157,6.65862354876,54.1338907828,0.0
2004-11-21,27.2182911706,64.2572883196,4.16163971797,55.4872380524,0.0
