date,expense,expensive,fine,ghetto,intervention,isPartial
2015-10-28,7,21,29,10,8,False
2015-10-29,7,20,31,9,7,False
2015-10-30,5,19,32,10,7,False
2015-10-31,2,18,24,12,3,False
2015-11-01,4,22,30,11,4,False
2015-11-02,8,22,28,10,8,False
2015-11-03,8,21,32,9,8,False
2015-11-04,6,22,31,9,9,False
2015-11-05,7,22,31,11,7,False
2015-11-06,5,22,32,11,6,False
2015-11-07,4,23,33,10,5,False
2015-11-08,4,22,30,12,5,False
2015-11-09,6,20,29,11,7,False
2015-11-10,7,22,32,10,8,False
2015-11-11,6,19,29,10,7,False
2015-11-12,6,21,32,10,8,False
2015-11-13,6,22,33,10,8,False
2015-11-14,3,19,30,11,7,False
2015-11-15,3,21,29,9,6,False
2015-11-16,7,21,30,9,8,False
2015-11-17,7,20,31,10,7,False
2015-11-18,6,20,30,10,8,False
2015-11-19,6,23,31,10,8,False
2015-11-20,6,21,28,9,7,False
2015-11-21,3,19,27,12,4,False
2015-11-22,4,22,31,12,4,False
2015-11-23,7,20,31,11,7,False
2015-11-24,7,21,32,9,6,False
2015-11-25,4,19,31,10,5,False
2015-11-26,2,20,25,11,3,False
2015-11-27,2,23,29,10,3,False
2015-11-28,2,22,31,12,4,False
2015-11-29,4,22,28,12,5,False
2015-11-30,6,22,28,9,7,False
2015-12-01,6,22,31,10,7,False
2015-12-02,7,21,32,11,10,False
2015-12-03,7,21,30,11,8,False
2015-12-04,5,21,31,10,8,False
2015-12-05,3,20,31,11,5,False
2015-12-06,5,23,32,11,5,False
2015-12-07,7,21,31,11,8,False
2015-12-08,7,22,31,10,8,False
2015-12-09,6,20,29,10,9,False
2015-12-10,6,23,32,9,7,False
2015-12-11,5,23,32,10,7,False
2015-12-12,3,23,31,11,4,False
2015-12-13,4,25,31,12,4,False
2015-12-14,6,22,30,11,7,False
2015-12-15,7,22,33,11,7,False
2015-12-16,6,21,33,10,8,False
2015-12-17,6,22,31,11,6,False
2015-12-18,4,22,32,12,5,False
2015-12-19,2,22,33,12,3,False
