date,boom,breadwinner,buy,capitalize,charitable,isPartial
2008-03-04,1,0,28,0,0,False
2008-03-05,1,0,28,0,0,False
2008-03-06,1,0,27,0,0,False
2008-03-07,1,0,28,0,0,False
2008-03-08,1,0,33,0,0,False
2008-03-09,1,0,36,0,0,False
2008-03-10,1,0,28,0,1,False
2008-03-11,1,0,27,0,0,False
2008-03-12,1,0,28,0,1,False
2008-03-13,1,0,27,0,0,False
2008-03-14,1,0,28,0,0,False
2008-03-15,1,0,35,0,0,False
2008-03-16,1,0,35,0,0,False
2008-03-17,1,0,29,0,0,False
2008-03-18,1,0,30,0,0,False
2008-03-19,1,0,26,0,0,False
2008-03-20,1,0,29,0,0,False
2008-03-21,1,0,30,0,0,False
2008-03-22,1,0,35,0,0,False
2008-03-23,1,0,37,0,0,False
2008-03-24,1,0,31,0,0,False
2008-03-25,1,0,28,0,0,False
2008-03-26,1,0,28,0,0,False
2008-03-27,2,0,27,0,0,False
2008-03-28,1,0,29,0,1,False
2008-03-29,1,0,34,0,0,False
2008-03-30,1,0,37,0,1,False
2008-03-31,1,0,28,0,1,False
2008-04-01,1,0,26,0,1,False
2008-04-02,1,0,26,0,0,False
2008-04-03,1,0,25,0,0,False
2008-04-04,1,0,27,0,0,False
2008-04-05,1,0,34,0,0,False
2008-04-06,1,0,36,0,1,False
2008-04-07,1,0,29,0,0,False
2008-04-08,1,0,27,0,1,False
2008-04-09,1,0,26,0,0,False
2008-04-10,1,0,25,0,1,False
2008-04-11,1,0,28,0,1,False
2008-04-12,1,0,32,0,0,False
2008-04-13,1,0,35,0,1,False
2008-04-14,1,0,27,0,1,False
2008-04-15,1,0,26,0,1,False
2008-04-16,1,0,26,0,0,False
2008-04-17,1,0,27,0,0,False
2008-04-18,1,0,28,0,0,False
2008-04-19,2,0,32,0,0,False
2008-04-20,1,0,36,0,0,False
2008-04-21,1,0,28,0,0,False
2008-04-22,1,0,28,0,0,False
2008-04-23,1,0,25,0,0,False
2008-04-24,1,0,27,0,0,False
2008-04-25,1,0,28,0,0,False
2008-04-26,2,0,34,0,0,False
2008-04-27,2,0,36,0,0,False
2008-04-28,1,0,27,0,0,False
2008-04-29,1,0,28,0,0,False
2008-04-30,1,0,27,0,0,False
2008-05-01,1,0,28,0,0,False
2008-05-02,1,0,28,0,0,False
2008-05-03,2,0,34,0,0,False
2008-05-04,1,0,36,0,0,False
2008-05-05,1,0,28,0,0,False
2008-05-06,2,0,28,0,0,False
2008-05-07,2,0,27,0,0,False
2008-05-08,1,0,28,0,0,False
2008-05-09,2,0,29,0,0,False
2008-05-10,2,0,37,0,0,False
2008-05-11,2,0,36,0,0,False
2008-05-12,1,0,29,0,0,False
2008-05-13,1,0,28,0,0,False
2008-05-14,1,0,28,0,0,False
2008-05-15,1,0,28,0,0,False
2008-05-16,2,0,28,0,0,False
2008-05-17,1,0,35,0,0,False
2008-05-18,2,0,38,0,0,False
2008-05-19,1,0,30,0,0,False
2008-05-20,1,0,31,0,1,False
2008-05-21,1,0,31,0,0,False
2008-05-22,1,0,28,0,0,False
2008-05-23,1,0,31,0,0,False
2008-05-24,1,0,39,0,0,False
2008-05-25,1,0,40,0,0,False
2008-05-26,2,0,38,0,0,False
2008-05-27,1,0,30,0,0,False
2008-05-28,1,0,30,0,0,False
2008-05-29,1,0,31,0,0,False
2008-05-30,1,0,31,0,0,False
2008-05-31,2,0,37,0,0,False
2008-06-01,2,0,37,0,0,False
2008-06-02,2,0,31,0,0,False
2008-06-03,1,0,30,0,0,False
