date,partnership,patron,patronage,precious,priceless,isPartial
2012-10-12,36,40,2,28,3,False
2012-10-13,15,47,1,26,3,False
2012-10-14,22,49,3,23,3,False
2012-10-15,39,34,2,26,2,False
2012-10-16,39,41,3,26,5,False
2012-10-17,38,43,2,21,3,False
2012-10-18,35,46,1,28,3,False
2012-10-19,33,45,2,27,2,False
2012-10-20,16,47,1,22,3,False
2012-10-21,22,46,2,24,4,False
2012-10-22,37,37,3,33,4,False
2012-10-23,37,41,1,26,3,False
2012-10-24,39,45,2,26,4,False
2012-10-25,39,48,3,26,4,False
2012-10-26,34,51,2,32,4,False
2012-10-27,19,55,1,23,4,False
2012-10-28,18,44,1,23,2,False
2012-10-29,31,36,2,26,3,False
2012-10-30,33,43,3,23,3,False
2012-10-31,36,40,2,25,3,False
2012-11-01,39,59,2,21,4,False
2012-11-02,32,50,3,30,4,False
2012-11-03,14,47,1,27,1,False
2012-11-04,16,43,2,29,3,False
2012-11-05,32,33,2,32,4,False
2012-11-06,34,40,2,32,4,False
2012-11-07,35,31,3,29,2,False
2012-11-08,37,40,2,25,6,False
2012-11-09,36,43,2,34,3,False
2012-11-10,20,48,1,64,3,False
2012-11-11,18,46,1,37,2,False
2012-11-12,37,32,2,33,3,False
2012-11-13,42,37,1,38,3,False
2012-11-14,38,45,4,30,3,False
2012-11-15,37,37,2,29,4,False
2012-11-16,32,38,1,34,2,False
2012-11-17,20,47,2,31,3,False
2012-11-18,16,50,1,31,3,False
2012-11-19,36,34,2,28,3,False
2012-11-20,36,39,0,33,3,False
2012-11-21,25,44,2,31,3,False
2012-11-22,12,41,2,28,2,False
2012-11-23,15,28,1,28,4,False
2012-11-24,15,36,1,34,4,False
2012-11-25,16,38,2,38,3,False
2012-11-26,38,28,2,31,3,False
2012-11-27,40,28,1,58,2,False
2012-11-28,42,30,2,85,5,False
2012-11-29,41,26,3,54,3,False
2012-11-30,40,31,2,49,5,False
2012-12-01,21,33,1,41,5,False
2012-12-02,20,30,2,42,4,False
2012-12-03,41,26,2,40,4,False
2012-12-04,42,27,2,37,4,False
2012-12-05,35,36,2,42,4,False
2012-12-06,40,33,3,36,5,False
2012-12-07,35,35,3,32,3,False
2012-12-08,21,36,1,43,5,False
2012-12-09,18,38,2,37,2,False
2012-12-10,39,30,3,34,5,False
2012-12-11,43,32,3,36,5,False
2012-12-12,40,29,5,34,5,False
2012-12-13,37,32,3,31,4,False
2012-12-14,33,31,1,33,2,False
2012-12-15,18,33,1,39,4,False
2012-12-16,18,34,2,36,3,False
2012-12-17,31,29,1,35,5,False
2012-12-18,31,32,3,34,4,False
2012-12-19,31,28,2,29,3,False
2012-12-20,32,29,2,32,5,False
2012-12-21,23,28,2,34,3,False
2012-12-22,10,35,0,32,1,False
2012-12-23,16,34,1,42,3,False
2012-12-24,16,34,1,39,2,False
2012-12-25,8,36,1,36,6,False
2012-12-26,20,27,1,34,5,False
2012-12-27,25,26,1,31,4,False
2012-12-28,26,23,2,33,3,False
2012-12-29,16,38,0,36,3,False
2012-12-30,15,38,1,37,4,False
2012-12-31,19,37,0,30,2,False
2013-01-01,12,44,1,30,3,False
2013-01-02,34,24,2,30,3,False
2013-01-03,39,26,2,28,3,False
2013-01-04,30,24,1,30,3,False
2013-01-05,21,25,1,41,3,False
2013-01-06,16,32,1,37,3,False
2013-01-07,35,30,1,28,3,False
2013-01-08,37,24,1,32,2,False
2013-01-09,35,24,2,31,5,False
2013-01-10,36,24,3,31,3,False
2013-01-11,38,28,2,36,2,False
2013-01-12,20,33,0,35,3,False
2013-01-13,16,28,2,33,4,False
2013-01-14,43,22,1,27,3,False
2013-01-15,39,24,1,32,3,False
2013-01-16,45,27,2,34,3,False
2013-01-17,38,25,1,37,3,False
2013-01-18,39,27,3,29,3,False
2013-01-19,16,28,1,25,4,False
2013-01-20,16,37,1,38,3,False
2013-01-21,26,26,2,29,2,False
2013-01-22,41,23,2,28,2,False
2013-01-23,38,31,2,34,3,False
2013-01-24,33,28,2,29,4,False
2013-01-25,37,26,2,30,2,False
2013-01-26,18,40,0,33,4,False
2013-01-27,20,27,1,34,4,False
2013-01-28,41,25,3,31,3,False
2013-01-29,42,24,1,28,4,False
2013-01-30,41,25,1,28,3,False
