date,privileged,productive,productivity,profit,profitable,isPartial
2004-01-01,0,0,8,56,0,False
2004-01-02,3,0,14,48,3,False
2004-01-03,4,4,0,47,4,False
2004-01-04,0,0,21,42,4,False
2004-01-05,0,0,0,30,0,False
2004-01-06,0,3,17,55,7,False
2004-01-07,0,2,2,100,2,False
2004-01-08,0,3,15,60,3,False
2004-01-09,3,3,16,60,3,False
2004-01-10,0,4,8,53,0,False
2004-01-11,4,4,8,29,0,False
2004-01-12,0,2,7,80,5,False
2004-01-13,0,2,12,74,2,False
2004-01-14,5,5,2,53,7,False
2004-01-15,0,0,29,63,2,False
2004-01-16,3,5,8,49,5,False
2004-01-17,0,4,0,52,0,False
2004-01-18,0,0,8,25,0,False
2004-01-19,0,3,19,49,3,False
2004-01-20,0,0,10,63,5,False
2004-01-21,0,0,19,68,5,False
2004-01-22,0,0,7,67,5,False
2004-01-23,0,7,13,50,0,False
2004-01-24,0,4,8,19,4,False
2004-01-25,0,11,11,42,4,False
2004-01-26,5,2,14,40,0,False
2004-01-27,0,0,18,59,0,False
2004-01-28,2,5,23,46,0,False
2004-01-29,0,5,14,43,5,False
2004-01-30,0,5,20,60,0,False
2004-01-31,0,0,4,46,4,False
2004-02-01,0,4,8,39,0,False
2004-02-02,0,2,16,46,0,False
2004-02-03,0,0,15,46,4,False
2004-02-04,0,9,11,42,2,False
2004-02-05,2,0,18,44,2,False
2004-02-06,2,0,9,57,2,False
2004-02-07,0,10,10,81,0,False
2004-02-08,0,6,6,46,6,False
2004-02-09,5,0,11,45,2,False
2004-02-10,0,2,13,51,4,False
2004-02-11,0,5,9,59,7,False
2004-02-12,0,5,16,65,2,False
2004-02-13,0,0,15,71,3,False
2004-02-14,0,4,4,24,0,False
2004-02-15,0,0,8,57,0,False
2004-02-16,0,0,21,61,0,False
2004-02-17,0,0,18,95,9,False
2004-02-18,0,5,25,64,5,False
2004-02-19,0,2,7,84,7,False
2004-02-20,2,2,10,49,2,False
2004-02-21,0,4,15,67,0,False
2004-02-22,0,4,7,40,4,False
2004-02-23,0,0,29,60,0,False
2004-02-24,2,7,13,63,11,False
2004-02-25,0,2,5,66,5,False
2004-02-26,0,2,16,68,2,False
2004-02-27,0,2,7,51,10,False
2004-02-28,0,4,0,65,0,False
2004-02-29,0,11,0,54,11,False
2004-03-01,0,15,15,74,3,False
2004-03-02,0,4,6,43,2,False
2004-03-03,0,15,15,62,0,False
2004-03-04,0,3,6,63,6,False
2004-03-05,0,8,8,59,0,False
2004-03-06,0,0,18,72,6,False
2004-03-07,0,0,11,11,0,False
2004-03-08,0,0,0,0,0,True
2004-03-09,0,0,0,0,0,True
2004-03-10,0,3,25,66,0,False
2004-03-11,0,0,8,90,8,False
2004-03-12,3,3,3,61,0,False
2004-03-13,0,0,4,54,4,False
2004-03-14,0,4,19,53,0,False
2004-03-15,0,2,14,50,0,False
2004-03-16,2,2,24,52,2,False
2004-03-17,0,0,11,48,0,False
2004-03-18,0,5,14,49,2,False
2004-03-19,0,7,10,69,5,False
2004-03-20,0,0,8,63,8,False
2004-03-21,4,0,0,65,4,False
2004-03-22,0,9,9,45,0,False
2004-03-23,0,0,0,0,0,True
2004-03-24,3,6,9,68,6,False
2004-03-25,0,0,16,49,0,False
2004-03-26,3,0,24,48,0,False
2004-03-27,0,0,4,39,4,False
2004-03-28,0,4,8,32,0,False
2004-03-29,7,7,13,45,4,False
2004-03-30,2,4,8,66,2,False
2004-03-31,0,2,21,40,4,False
2004-04-01,0,0,13,65,0,False
2004-04-02,2,2,14,49,2,False
2004-04-03,0,0,11,49,0,False
2004-04-04,0,0,11,45,4,False
2004-04-05,2,0,21,53,0,False
2004-04-06,0,2,9,55,7,False
2004-04-07,0,4,13,56,9,False
2004-04-08,0,9,9,77,5,False
2004-04-09,3,3,14,72,8,False
2004-04-10,0,0,16,56,4,False
2004-04-11,0,0,13,51,0,False
2004-04-12,0,0,0,0,0,True
2004-04-13,0,0,0,0,0,True
2004-04-14,2,0,19,79,4,False
2004-04-15,0,2,15,57,2,False
2004-04-16,0,2,7,67,7,False
2004-04-17,4,0,8,80,0,False
2004-04-18,0,0,4,42,4,False
2004-04-19,2,4,17,60,2,False
2004-04-20,0,4,19,61,0,False
2004-04-21,2,2,19,50,2,False
2004-04-22,2,2,21,60,4,False
2004-04-23,0,5,7,75,0,False
2004-04-24,0,0,32,44,0,False
2004-04-25,0,0,11,48,0,False
2004-04-26,0,2,17,71,6,False
2004-04-27,0,2,13,59,4,False
2004-04-28,0,0,11,54,4,False
2004-04-29,2,0,20,50,0,False
2004-04-30,2,2,19,84,2,False
2004-05-01,0,0,11,34,4,False
2004-05-02,0,7,7,37,0,False
2004-05-03,2,2,21,63,2,False
2004-05-04,0,2,27,68,4,False
2004-05-05,2,2,8,93,0,False
2004-05-06,0,0,20,57,2,False
2004-05-07,0,0,5,62,0,False
2004-05-08,0,0,8,51,4,False
2004-05-09,4,0,8,24,12,False
2004-05-10,0,0,7,67,4,False
2004-05-11,0,2,19,57,6,False
2004-05-12,8,2,10,48,0,False
2004-05-13,0,4,11,52,2,False
2004-05-14,2,2,5,37,5,False
2004-05-15,0,4,8,31,0,False
2004-05-16,0,0,4,35,0,False
2004-05-17,0,2,19,51,4,False
2004-05-18,0,0,21,67,6,False
