date,privileged,productive,productivity,profit,profitable,isPartial
2007-06-24,2,3,8,40,8,False
2007-06-25,0,4,14,70,4,False
2007-06-26,2,1,3,77,3,False
2007-06-27,1,5,10,57,1,False
2007-06-28,2,2,10,75,4,False
2007-06-29,0,2,6,71,5,False
2007-06-30,0,0,4,43,4,False
2007-07-01,2,3,3,54,6,False
2007-07-02,1,5,14,77,8,False
2007-07-03,2,3,10,67,4,False
2007-07-04,1,1,6,56,3,False
2007-07-05,2,5,7,65,6,False
2007-07-06,2,1,7,66,2,False
2007-07-07,1,0,13,39,4,False
2007-07-08,1,0,4,54,6,False
2007-07-09,0,3,6,79,5,False
2007-07-10,2,2,10,75,8,False
2007-07-11,2,3,9,76,7,False
2007-07-12,1,3,10,82,5,False
2007-07-13,0,4,8,62,3,False
2007-07-14,0,0,6,50,4,False
2007-07-15,0,1,10,38,6,False
2007-07-16,3,1,4,70,2,False
2007-07-17,1,3,8,80,4,False
2007-07-18,0,3,13,72,1,False
2007-07-19,0,4,8,80,4,False
2007-07-20,0,5,12,53,2,False
2007-07-21,0,4,7,39,3,False
2007-07-22,0,2,5,55,6,False
2007-07-23,2,3,9,81,2,False
2007-07-24,1,5,13,82,2,False
2007-07-25,1,3,15,75,3,False
2007-07-26,1,4,10,92,7,False
2007-07-27,1,3,13,89,3,False
2007-07-28,0,4,7,59,7,False
2007-07-29,0,0,10,51,3,False
2007-07-30,0,5,8,81,2,False
2007-07-31,1,3,11,80,7,False
2007-08-01,1,6,8,68,6,False
2007-08-02,0,5,6,78,7,False
2007-08-03,2,5,6,67,3,False
2007-08-04,0,7,7,48,4,False
2007-08-05,1,1,6,53,9,False
2007-08-06,0,1,11,77,3,False
2007-08-07,2,3,20,80,10,False
2007-08-08,2,0,10,70,5,False
2007-08-09,1,3,7,84,4,False
2007-08-10,1,1,9,68,3,False
2007-08-11,3,4,10,47,3,False
2007-08-12,0,4,7,51,4,False
2007-08-13,2,2,5,69,3,False
2007-08-14,2,3,12,73,4,False
2007-08-15,2,2,14,74,3,False
2007-08-16,0,3,18,64,3,False
2007-08-17,0,0,11,66,4,False
2007-08-18,0,1,1,55,0,False
2007-08-19,0,1,8,55,3,False
2007-08-20,0,3,6,70,4,False
2007-08-21,1,9,8,78,4,False
2007-08-22,1,1,11,79,3,False
2007-08-23,1,5,11,77,5,False
2007-08-24,0,4,9,64,7,False
2007-08-25,0,1,10,52,5,False
2007-08-26,0,1,5,46,8,False
2007-08-27,1,3,12,80,1,False
2007-08-28,0,4,11,64,5,False
2007-08-29,0,3,12,69,4,False
2007-08-30,1,4,17,88,5,False
2007-08-31,0,3,13,63,8,False
2007-09-01,0,1,10,45,1,False
2007-09-02,1,1,6,40,4,False
2007-09-03,0,6,16,52,0,False
2007-09-04,4,8,11,80,2,False
2007-09-05,2,3,20,70,2,False
2007-09-06,1,5,14,73,3,False
2007-09-07,6,2,16,75,7,False
2007-09-08,3,4,12,55,6,False
2007-09-09,1,3,11,58,1,False
2007-09-10,0,4,17,76,6,False
2007-09-11,2,4,11,81,2,False
2007-09-12,1,6,8,78,4,False
2007-09-13,3,3,16,81,2,False
2007-09-14,1,2,17,74,4,False
2007-09-15,1,3,13,50,5,False
2007-09-16,0,3,12,60,6,False
2007-09-17,1,3,12,83,8,False
2007-09-18,1,0,17,89,2,False
2007-09-19,1,4,15,93,5,False
2007-09-20,3,4,13,85,2,False
2007-09-21,2,4,10,67,5,False
2007-09-22,0,1,6,48,5,False
2007-09-23,1,4,8,54,3,False
2007-09-24,2,3,18,97,4,False
2007-09-25,1,7,12,100,3,False
2007-09-26,3,4,11,91,2,False
2007-09-27,3,5,19,89,2,False
2007-09-28,2,5,9,94,5,False
2007-09-29,1,5,11,51,3,False
2007-09-30,3,4,12,61,1,False
2007-10-01,1,2,17,88,5,False
2007-10-02,2,2,8,87,4,False
2007-10-03,1,6,13,79,8,False
2007-10-04,3,5,19,82,4,False
2007-10-05,3,2,16,69,2,False
2007-10-06,0,4,8,46,3,False
2007-10-07,3,1,11,46,4,False
2007-10-08,1,5,12,82,5,False
2007-10-09,1,2,12,85,7,False
2007-10-10,1,2,11,77,3,False
2007-10-11,3,3,19,88,2,False
2007-10-12,2,4,13,88,3,False
2007-10-13,0,3,13,54,4,False
2007-10-14,0,3,11,68,1,False
2007-10-15,5,7,16,81,2,False
2007-10-16,2,1,12,88,4,False
2007-10-17,1,4,13,87,2,False
2007-10-18,1,6,14,83,7,False
2007-10-19,2,3,13,64,5,False
2007-10-20,0,0,9,47,0,False
2007-10-21,0,1,8,71,4,False
2007-10-22,1,2,15,84,5,False
2007-10-23,1,4,9,90,5,False
2007-10-24,2,4,5,89,6,False
2007-10-25,1,7,14,79,6,False
2007-10-26,2,2,14,75,5,False
2007-10-27,0,2,7,48,5,False
2007-10-28,0,1,10,64,4,False
2007-10-29,1,7,7,96,6,False
2007-10-30,2,3,12,98,3,False
2007-10-31,3,5,8,93,5,False
2007-11-01,3,2,16,78,3,False
2007-11-02,3,3,12,81,10,False
2007-11-03,1,4,10,60,2,False
2007-11-04,0,2,6,58,6,False
2007-11-05,2,3,18,84,4,False
2007-11-06,2,3,13,81,9,False
2007-11-07,2,2,13,98,3,False
2007-11-08,1,6,22,74,2,False
2007-11-09,3,2,8,71,3,False
2007-11-10,1,1,13,51,5,False
2007-11-11,1,2,9,60,7,False
2007-11-12,2,3,21,88,6,False
2007-11-13,3,5,10,84,3,False
2007-11-14,1,6,17,87,8,False
2007-11-15,1,5,16,97,3,False
2007-11-16,2,1,11,68,3,False
2007-11-17,2,4,11,65,4,False
2007-11-18,1,4,6,47,5,False
2007-11-19,2,4,10,93,6,False
2007-11-20,1,3,9,71,4,False
2007-11-21,0,4,11,55,5,False
2007-11-22,1,3,6,46,4,False
2007-11-23,1,5,3,47,5,False
2007-11-24,2,1,7,41,4,False
2007-11-25,0,1,9,55,8,False
2007-11-26,2,5,14,62,4,False
2007-11-27,3,6,18,95,3,False
2007-11-28,4,1,14,85,2,False
2007-11-29,0,3,16,89,2,False
2007-11-30,1,2,9,69,3,False
2007-12-01,1,2,4,52,4,False
2007-12-02,2,6,7,55,2,False
2007-12-03,2,6,13,85,5,False
2007-12-04,1,6,10,90,4,False
2007-12-05,2,4,18,88,5,False
2007-12-06,3,4,12,94,6,False
2007-12-07,2,3,11,61,3,False
2007-12-08,2,3,8,51,3,False
2007-12-09,0,2,10,66,1,False
2007-12-10,1,5,12,72,5,False
2007-12-11,4,5,11,88,3,False
2007-12-12,2,5,14,64,3,False
2007-12-13,2,2,15,67,6,False
2007-12-14,2,4,11,74,6,False
2007-12-15,1,0,7,49,2,False
2007-12-16,1,3,5,44,8,False
2007-12-17,1,2,14,74,2,False
2007-12-18,2,2,13,73,3,False
2007-12-19,0,1,10,69,5,False
2007-12-20,2,5,13,82,4,False
2007-12-21,2,0,10,56,5,False
2007-12-22,0,1,0,51,1,False
2007-12-23,1,6,7,35,8,False
2007-12-24,0,8,5,29,10,False
2007-12-25,0,3,2,22,3,False
2007-12-26,2,4,5,57,2,False
2007-12-27,2,3,11,54,7,False
2007-12-28,2,5,11,63,2,False
2007-12-29,0,2,6,37,2,False
2007-12-30,0,10,4,49,6,False
2007-12-31,0,3,11,53,3,False
2008-01-01,1,5,4,49,8,False
2008-01-02,2,4,8,76,5,False
2008-01-03,2,5,20,66,2,False
2008-01-04,2,3,7,74,4,False
2008-01-05,0,2,2,65,6,False
2008-01-06,0,3,5,56,2,False
2008-01-07,2,3,10,75,5,False
2008-01-08,1,3,11,83,3,False
2008-01-09,3,2,11,72,6,False
2008-01-10,3,6,14,85,5,False
2008-01-11,0,2,11,73,3,False
2008-01-12,3,3,6,61,7,False
2008-01-13,0,2,7,57,3,False
2008-01-14,0,6,8,74,2,False
2008-01-15,2,5,17,88,6,False
2008-01-16,1,1,13,82,5,False
2008-01-17,1,3,20,91,2,False
2008-01-18,1,3,16,87,5,False
2008-01-19,1,8,12,50,1,False
2008-01-20,4,2,7,53,4,False
2008-01-21,1,4,15,78,11,False
2008-01-22,1,4,10,95,2,False
2008-01-23,3,5,9,83,5,False
2008-01-24,2,5,10,80,2,False
2008-01-25,1,4,21,69,7,False
2008-01-26,1,3,4,47,2,False
2008-01-27,2,4,12,90,8,False
2008-01-28,1,4,18,83,4,False
2008-01-29,2,4,10,93,4,False
2008-01-30,1,4,15,85,8,False
2008-01-31,3,4,12,84,3,False
2008-02-01,2,5,12,76,4,False
2008-02-02,0,2,6,57,3,False
2008-02-03,0,1,11,67,3,False
2008-02-04,2,3,15,74,7,False
2008-02-05,3,6,18,90,4,False
2008-02-06,2,8,9,80,4,False
2008-02-07,1,4,10,84,2,False
2008-02-08,0,6,12,70,5,False
2008-02-09,0,4,6,65,3,False
2008-02-10,0,3,10,60,5,False
2008-02-11,0,2,12,93,3,False
2008-02-12,2,2,18,90,4,False
2008-02-13,1,6,16,81,2,False
2008-02-14,2,5,17,80,2,False
2008-02-15,1,3,8,77,2,False
2008-02-16,0,2,9,52,7,False
2008-02-17,2,2,3,57,6,False
2008-02-18,0,4,9,72,5,False
2008-02-19,1,7,12,97,7,False
2008-02-20,2,9,19,96,2,False
2008-02-21,1,7,19,86,2,False
2008-02-22,2,2,6,61,5,False
2008-02-23,0,2,2,71,5,False
2008-02-24,3,5,10,66,1,False
2008-02-25,3,4,9,81,5,False
2008-02-26,1,3,13,98,4,False
2008-02-27,2,7,13,96,7,False
2008-02-28,2,4,7,88,4,False
2008-02-29,1,3,12,80,2,False
2008-03-01,0,1,5,63,3,False
2008-03-02,2,4,8,60,3,False
2008-03-03,0,4,12,90,7,False
2008-03-04,1,2,6,77,4,False
2008-03-05,1,4,9,87,8,False
2008-03-06,2,5,10,91,5,False
2008-03-07,2,5,18,75,6,False
2008-03-08,1,2,11,56,5,False
2008-03-09,0,6,10,67,8,False
2008-03-10,1,2,20,86,4,False
2008-03-11,0,3,15,89,4,False
2008-03-12,1,3,13,90,3,False
2008-03-13,3,4,11,82,4,False
2008-03-14,2,4,7,74,2,False
2008-03-15,1,4,8,52,6,False
2008-03-16,0,2,7,61,2,False
2008-03-17,1,6,12,75,1,False
2008-03-18,2,6,15,62,6,False
2008-03-19,2,2,17,91,2,False
